gene
AATK
ABAT
ABCA1
ABCA10
ABCA3
ABCA7
ABCB4
ABCC3
ABCC4
ABCG1
ABCG2
ABHD15-AS1
ABL1
ABL2
ABLIM1
AC002066.1
AC002463.3
AC002539.1
AC003090.1
AC003099.2
AC005082.12
AC006160.5
AC007682.1
AC007879.5
AC008697.1
AC009166.9
AC009505.4
AC011288.2
AC013463.2
AC017101.10
AC018816.3
AC018890.6
AC023469.1
AC023590.1
AC026188.1
AC037445.1
AC067959.1
AC073115.7
AC074289.1
AC083884.8
AC092431.3
AC092835.2
AC093818.1
AC093843.1
AC096558.1
AC097721.2
AC105461.1
AC105760.2
ACACA
ACADSB
ACER3
ACKR4
ACOT11
ACSL1
ACTN1
ACVR2A
ACYP2
ADAM22
ADAM23
ADAM28
ADAMTS15
ADAMTS17
ADAMTS19
ADAMTS3
ADARB1
ADCY3
ADCY5
ADD3
ADGRA3
ADGRB1
ADGRD1
ADGRE2
ADGRG2
ADGRG5
ADGRG6
ADGRL1
ADGRL3
ADGRV1
ADK
ADSS1
AF064858.6
AF064858.8
AFDN
AFF1
AGAP1
AGAP3
AGBL3
AGFG1
AGPAT4
AGPAT5
AHI1
AHNAK
AHR
AIDA
AIF1
AIG1
AIM2
AK1
AK4
AK5
AKAP7
AKT3
ALCAM
ALDH1A1
ALDOC
ALG13-AS1
ALG1L9P_ENSG00000248671
ALOX12-AS1
ALOX15B
AMER2
AMN1
AMPH
AMZ1
ANGPT2
ANGPTL1
ANK2
ANK2-AS1
ANKRD12
ANKRD28
ANKRD37
ANKRD55
ANKS1B
ANKUB1
ANO10
ANO8
ANTXR1
ANXA1
AOPEP
AP000487.6
AP3S1
APBA1
APBB1IP
APBB2
APLF
APOE
APOO
ARAP2
ARFGEF3
ARHGAP10
ARHGAP15
ARHGAP15-AS1
ARHGAP18
ARHGAP20
ARHGAP25
ARHGAP26-AS1
ARHGAP42
ARHGAP6
ARHGAP8
ARHGEF10
ARHGEF18
ARHGEF25
ARHGEF3
ARID3A
ARID5B
ARL17B
ARL4C
ARL5C
ARMH4
ARNT2
ARRDC2
ARSB
ARSJ
ARSK
ASAH1
ASAP1
ASB7
ATAD5
ATF1
ATF3
ATF5
ATF7IP2
ATG10
ATOH8
ATP1B3
ATP5F1E
ATP6V0D1-DT
ATP6V1G2
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP9A
ATXN1
AUH
AUTS2
AXL
