term	set_size	overlap	pval	padj	n_genes_used	n_term_de_genes	score_col	term_genes	term_de_genes
GO_BP::GOBP_SYNAPTIC_SIGNALING	569	134	7.457748448560993e-14	4.826746365712745e-10	569	134	term_score_00	ABAT;ABCC8;ABHD6;ABL1;ABR;ACHE;ADARB1;ADCY1;ADCY8;ADGRB1;ADNP;ADORA1;ADORA2B;ADRA1A;ADRB2;AGER;AGRN;AKAP12;AKAP5;AKAP7;AKAP9;AKT1;ALS2;AMPH;ANAPC2;APBA1;APBA2;APBA3;APOE;APP;ARF1;ARHGAP44;ARRB2;ASIC1;ASIC2;ATAD1;ATF4;ATP1A2;ATP2A2;ATXN3;BACE1;BAIAP2;BAIAP3;BCR;BEGAIN;BLOC1S6;BRAF;BRSK1;BSN;BTBD9;CA2;CACNA1A;CACNA1B;CACNA1E;CACNB1;CACNB2;CACNB3;CACNB4;CACNG2;CACNG3;CACNG7;CACNG8;CADPS;CADPS2;CAMK2A;CAMK2B;CAMKV;CASK;CBLN2;CCL2;CD38;CDH11;CDH2;CDH8;CDHR3;CDK5R1;CDKL5;CELF4;CEP89;CHMP2B;CHRDL1;CHRM2;CHRM3;CHRM5;CHRNA4;CHRNA7;CHRNB1;CHRNE;CLCN3;CLN3;CLSTN1;CLSTN2;CLSTN3;CNP;CNR1;CNTN2;CNTN4;CNTNAP4;COLQ;CPEB3;CPLX1;CPLX2;CPLX3;CRKL;CSPG5;CTBP2;CTNNB1;CUX2;CX3CL1;CYFIP1;CYP46A1;DAG1;DAGLA;DBN1;DCC;DGKE;DGKI;DGKZ;DISC1;DLG1;DLG2;DLG3;DLG4;DLGAP1;DLGAP2;DLGAP3;DLGAP4;DMD;DMPK;DNAJC5;DNM1;DOC2A;DOC2B;DRD2;DRD4;DRP2;DTNA;DTNB;DTNBP1;DVL1;DYSF;EEA1;EIF2AK4;EIF4A3;EIF4E;EIF4EBP2;EPHA4;EPHA7;EPHB1;EPHB2;ERC1;ERC2;EXOC4;EXT1;EZH2;F2R;FABP5;FAM107A;FARP1;FBXL20;FBXO2;FBXO45;FCHSD1;FCHSD2;FER1L5;FGF12;FLOT1;FMR1;FRRS1L;FXR1;FYN;GABARAP;GABBR1;GABBR2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GAD1;GAD2;GFAP;GIPC1;GIT1;GLRA3;GLRB;GLS;GNA11;GNAI2;GNAQ;GNB1;GPER1;GPR158;GPR176;GRIA1;GRIA2;GRIA3;GRIA4;GRID1;GRID2;GRID2IP;GRIK1;GRIK2;GRIK3;GRIK4;GRIK5;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRK2;GRM1;GRM3;GRM5;GRM7;GRM8;GSK3A;GSK3B;GUCY1A1;GUCY1B1;HAP1;HDAC6;HIP1;HMGCR;HOMER1;HRAS;HRH1;HRH2;HTR1E;HTR2A;HTR2B;HTR2C;HTR4;IGSF11;IL1RAP;IL1RAPL1;INA;INSYN1;INSYN2A;INSYN2B;IQSEC2;ITGB1;ITPKA;ITPR1;JAK2;JPH3;JPH4;KAT2A;KCMF1;KCNB1;KCNC4;KCND2;KCNIP2;KCNJ10;KCNJ8;KCNMB4;KCNN1;KCNQ2;KCNQ3;KCTD13;KIF1B;KIF5A;KIF5B;KIT;KMT2A;KPNA1;KRAS;LAMA2;LARGE1;LGI1;LGMN;LIN7A;LIN7B;LIN7C;LPAR3;LRFN2;LRP6;LRP8;LRRC4;LRRC4C;LRRK2;LRRTM1;LRRTM2;LY6H;LYPD1;MAP1A;MAP1B;MAPK1;MAPK3;MAPK8IP2;MAPK9;MAPT;MBP;MCTP1;MECP2;MEF2C;MINK1;MPP2;MTMR2;MYCBPAP;MYOF;NALCN;NAPA;NAPB;NCDN;NCSTN;NEFL;NETO1;NEURL1;NF1;NFATC4;NGDN;NLGN1;NLGN2;NLGN3;NLGN4X;NLGN4Y;NOS1;NPFF;NPR2;NPTN;NPTX1;NQO1;NR2E1;NR3C1;NR4A1;NRG3;NRXN1;NRXN2;NSG1;NSMF;NTNG1;NTNG2;NTRK2;OPHN1;OPRM1;OXTR;P2RX4;P2RX7;P2RY1;PACSIN2;PAFAH1B1;PAIP2;PARK7;PCDH17;PCDHB10;PCDHB11;PCDHB13;PCDHB14;PCDHB16;PCDHB4;PCDHB5;PCDHB6;PCDHB9;PCLO;PDE7B;PDE9A;PDLIM4;PDZD11;PFN1;PFN2;PHF24;PICK1;PINK1;PIP5K1C;PLCB1;PLCG1;PLCL1;PLCL2;PLK2;PLP1;PLPPR4;PMP22;PNKD;PPFIA2;PPFIA3;PPP1R9A;PPP3CA;PPP3CB;PPP3R1;PPT1;PREPL;PRKACA;PRKAR1B;PRKAR2B;PRKCB;PRKCE;PRKCG;PRKCZ;PRKN;PRNP;PRR7;PRRT1;PRRT2;PSEN1;PTCHD1;PTEN;PTK2B;PTN;PTPRA;PTPRD;PTPRN2;PTPRS;PXK;RAB3A;RAB3GAP1;RAB5A;RAB8A;RAC3;RAP1A;RAP1B;RAPGEF2;RARA;RASGRF1;RASGRF2;RELA;RELN;RGS4;RIC3;RIMBP2;RIMS1;RIMS2;RIMS3;RIT2;RNF10;RNF167;RNF19A;ROR2;RPH3A;RPH3AL;RPS6KA2;RPS6KA3;RPS6KB1;RTN4;S100B;SCN2B;SCRIB;SDCBP;SEPTIN5;SERPINE2;SEZ6;SHANK1;SHANK2;SHANK3;SHISA6;SHISA7;SHISA9;SIPA1L1;SLC12A2;SLC12A4;SLC12A5;SLC12A6;SLC12A7;SLC17A7;SLC1A1;SLC1A2;SLC1A3;SLC1A4;SLC24A1;SLC24A2;SLC29A1;SLC30A1;SLC38A1;SLC38A2;SLC4A10;SLC4A8;SLC6A1;SLC6A6;SLC6A9;SLC7A10;SLC7A11;SLC8A2;SLC8A3;SLITRK5;SNAP23;SNAP25;SNAP29;SNAP47;SNAPIN;SNCA;SNCAIP;SNCB;SNCG;SNPH;SNX14;SORCS2;SORCS3;SPG11;SQSTM1;SRF;SSH1;STAC3;STAU1;STAU2;STX19;STX1A;STX1B;STX2;STX3;STX4;STXBP1;STXBP3;STXBP5;SV2A;SV2B;SYAP1;SYBU;SYN1;SYN2;SYN3;SYNE1;SYNGAP1;SYNGR1;SYNJ1;SYP;SYPL1;SYT1;SYT11;SYT12;SYT2;SYT4;SYT7;SYT9;TACR1;TBC1D24;TMEM108;TMEM25;TMOD2;TNR;TOR1A;TPGS1;TPRG1L;TRIO;TRPV1;TSHZ3;TSPOAP1;TUBB2B;UBE3A;UCN;UNC119;UNC13A;UNC13B;UNC13C;USP14;USP46;USP8;UTRN;VAMP2;VDAC1;VPS18;VPS35;VPS54;WNT7A;YTHDF1;YWHAG;YWHAH;ZDHHC2;ZDHHC3;ZMYND8	ABAT;ABR;ACHE;ADCY1;ADCY8;ADORA1;AKAP12;AMPH;APBA2;APOE;APP;ARHGAP44;ATP1A2;BAIAP2;CACNA1A;CACNA1B;CACNA1E;CACNB2;CACNB3;CACNG2;CADPS;CAMK2A;CAMK2B;CBLN2;CCL2;CD38;CELF4;CHRNE;CLSTN2;CLSTN3;CNR1;CNTN2;CPEB3;DGKZ;DISC1;DLGAP1;DLGAP2;DNM1;DOC2A;EPHA4;EPHA7;EPHB2;ERC2;EXT1;FABP5;FAM107A;FGF12;FYN;GABRA4;GABRE;GAD2;GFAP;GPR176;GRIA1;GRIA4;GRIK1;GRIK2;GRIK4;GRIN1;GRIN2A;GRM3;GRM7;GUCY1A1;HAP1;HIP1;HRH1;HTR1E;HTR2A;HTR2C;INSYN2B;ITPR1;KCNN1;LAMA2;LGI1;LIN7A;MAP1A;MAP1B;MAPT;MBP;MINK1;NEFL;NLGN1;NLGN4Y;NPTX1;NR4A1;NTNG1;P2RX7;PCLO;PLCL2;PLK2;PLP1;PRKAR2B;PRKCE;PTCHD1;PTN;RGS4;RIMBP2;RIMS1;RIMS2;RIMS3;RIT2;RNF19A;ROR2;RPH3A;RPS6KA2;RPS6KA3;SHANK1;SHANK2;SHISA6;SHISA9;SLC1A1;SLC1A2;SLC24A2;SLC4A10;SLC6A6;SLC6A9;SLC8A3;SLITRK5;SNCAIP;SQSTM1;STAC3;SYN1;SYN3;SYNE1;SYT1;SYT12;SYT7;TACR1;TMEM108;TRPV1;TSHZ3;UNC13A;UNC13C;ZMYND8
GO_BP::GOBP_CELL_MORPHOGENESIS	751	164	1.2665301405701245e-13	4.826746365712745e-10	751	164	term_score_01	ABI1;ABI2;ABITRAM;ABL1;ACTB;ACTG1;ACTN1;ADAM17;ADAM8;ADARB1;ADCY1;ADCY10;ADGRB1;ADGRB3;ADNP;AFG3L2;AGO4;ALCAM;ALDOA;ALS2;AMIGO1;ANAPC2;ANK3;ANKRD24;ANKRD27;ANOS1;ANXA1;AP3B1;APBB1;APLP1;APLP2;APOE;APP;AR;ARAP1;ARHGAP15;ARHGAP18;ARHGAP33;ARHGAP35;ARHGAP4;ARHGAP44;ARHGEF18;ARHGEF2;ARHGEF25;ARHGEF26;ARHGEF28;ARHGEF40;ARHGEF7;ARL13B;ARPIN;ARX;ASXL1;ATF4;ATL1;ATP7A;ATP8A2;ATP9A;AUTS2;B3GNT2;B4GALT5;B4GALT6;B4GAT1;BAIAP2;BAMBI;BAP1;BBS1;BCL11A;BCL11B;BCL2;BCL6;BCL9L;BIN3;BMP7;BMPR1B;BMPR2;BOC;BRAF;BRSK1;BRSK2;BRWD1;BRWD3;BTBD3;C12orf57;C1GALT1C1;C9orf72;CACNG7;CAMK2B;CAMSAP1;CAP1;CAP2;CAPRIN1;CAPRIN2;CAPZB;CASP3;CASP9;CCDC88C;CCK;CCL2;CD44;CDC42;CDC42EP1;CDC42EP4;CDC42SE1;CDC42SE2;CDH10;CDH11;CDH12;CDH13;CDH18;CDH2;CDH20;CDH22;CDH23;CDH24;CDH26;CDH3;CDH4;CDH7;CDH8;CDH9;CDHR1;CDHR3;CDK5R1;CDKL3;CDKL5;CELSR2;CERT1;CFAP410;CFDP1;CFL1;CHL1;CHN1;CHODL;CHRNA7;CIB1;CLDN4;CLIC4;CLU;CNP;CNTN1;CNTN2;CNTN4;CNTN5;CNTN6;CNTNAP1;CNTNAP2;COBL;COL18A1;COL27A1;CORO1B;CORO1C;CPNE1;CPNE5;CPNE6;CPNE9;CRB1;CREB1;CRK;CRPPA;CSF1R;CSPG5;CTNNA2;CTNNB1;CTNND2;CTTN;CUL3;CUL7;CUX1;CUX2;CYFIP1;CYFIP2;DAB1;DAB2IP;DAG1;DAPK3;DBN1;DBNL;DCC;DCDC2;DCLK1;DDR1;DHX36;DIAPH1;DICER1;DIP2A;DIP2B;DISC1;DLC1;DLG1;DLG4;DMTN;DNM2;DNM3;DNMBP;DOCK10;DOCK7;DPYSL5;DRD2;DSCAM;DSCAML1;DTNBP1;DVL1;DVL2;DVL3;ECE1;ECT2;EDNRA;EEF2K;EFNA1;EFNA5;EFNB1;EFNB2;EGFR;EIF2AK4;EIF4G2;ELAVL4;ENAH;ENPP2;EP300;EPB41L3;EPB41L5;EPHA10;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHB1;EPHB2;EPHB3;EPHB6;EPS8;ERBB2;ETV1;EXT1;EZR;FAM171A1;FARP1;FAT1;FAT3;FBXO45;FBXW8;FERMT2;FES;FEZ1;FEZ2;FEZF2;FGD1;FGD4;FGD6;FGF13;FGFR2;FITM2;FLNA;FLNB;FLOT1;FLRT1;FLRT2;FLRT3;FMNL2;FMNL3;FN1;FOSL2;FOXG1;FRMD6;FRY;FRYL;FSTL4;FYN;FZD3;FZD4;GAP43;GAS2;GAS7;GDI1;GLI2;GLI3;GNA12;GNA13;GOLGA4;GORASP1;GPM6A;GREM1;GRIP1;GSK3B;HCK;HDAC6;HECW1;HECW2;HEG1;HES1;HEXA;HEXB;HGF;HMCN2;HPN;HPRT1;HSP90AA1;HSP90AB1;IFRD1;IGF1R;IL1RAPL1;ILK;IMPACT;IQGAP1;IST1;ITGA1;ITGA7;ITGB1;ITPKA;ITPR1;ITSN2;KALRN;KANK1;KIAA0319;KIAA1755;KIDINS220;KIF13B;KIF1A;KIF20B;KIF5A;KIF5B;KIF5C;KIFBP;KIRREL3;KIT;KLF2;KLF7;KNDC1;LAMA2;LAMB2;LARP4;LATS1;LATS2;LGI1;LGR6;LHFPL5;LHX2;LIMD1;LIMK1;LIPA;LLGL1;LLPH;LMO4;LPAR1;LPAR3;LRATD1;LRP4;LRP8;LRRC4C;LRRK2;LRTM1;LYPLA2;LZTS3;MACF1;MAEL;MAP1A;MAP1B;MAP1S;MAP2;MAP2K1;MAP2K2;MAP3K13;MAP4K4;MAP6;MAPK14;MAPK8IP2;MAPT;MARK2;MCF2;MDK;MECP2;MED1;MEF2A;MEF2C;MEGF8;METRN;METTL3;MFSD2A;MINK1;MKLN1;MOV10;MSN;MSX1;MT3;MUL1;MYCBP2;MYH10;MYH14;MYH9;MYL12A;MYL12B;MYO10;MYO16;MYO9A;MYO9B;MYOT;NBEAL2;NBL1;NCAM1;NCKAP1;NDEL1;NDN;NDP;NECTIN1;NEDD4;NEDD4L;NEFL;NEK3;NEO1;NEXN;NF2;NFASC;NFATC4;NFIA;NFIB;NGEF;NIBAN2;NIN;NLGN1;NLGN3;NOTCH1;NOTCH2;NOTCH3;NOVA2;NPR2;NPTX1;NR2E1;NR4A2;NRCAM;NRDC;NRN1;NRP1;NRP2;NRXN1;NRXN3;NSMF;NTN1;NTNG1;NTNG2;NTRK2;NUMB;NUMBL;NYAP1;NYAP2;OBSL1;OLFM1;OPHN1;OSTN;P2RX7;P2RY1;PACSIN1;PACSIN2;PAFAH1B1;PAK1;PAK2;PAK3;PALLD;PALM;PALM2AKAP2;PARD3;PARD6B;PARP6;PARVA;PARVB;PAX6;PDLIM5;PDPN;PDZD7;PDZD8;PHACTR1;PHIP;PICALM;PLAA;PLEC;PLEKHG4B;PLEKHO1;PLOD3;PLPPR4;PLXNA1;PLXNA2;PLXNA3;PLXNA4;PLXNB1;PLXNB2;PLXNB3;PLXNC1;PLXND1;POU3F2;PPFIA2;PPP3CA;PPP3CB;PQBP1;PRAG1;PREX2;PRICKLE1;PRKCQ;PRKCZ;PRKDC;PRKG1;PRKN;PRPF40A;PSEN1;PSMB10;PTCH1;PTEN;PTK2;PTK2B;PTK7;PTN;PTPN11;PTPRD;PTPRM;PTPRO;PTPRS;PTPRZ1;RAB10;RAB21;RAB3A;RAB8A;RAC1;RAC3;RAP2A;RAPGEF2;RAPH1;RASA1;RASAL1;RB1;RDX;RELN;RERE;RGMA;RHOA;RHOG;RHOJ;RHOQ;RHOU;RILPL1;RILPL2;RIMS1;RIMS2;RND2;RNF157;RNF165;RNF6;ROBO1;ROBO2;ROBO3;ROBO4;ROCK1;RPL24;RPS6KA5;RREB1;RTN4;RTN4R;RUFY3;RYK;S100A6;S100B;SARM1;SART3;SCFD1;SCN11A;SCN1B;SCRIB;SDC2;SEC24B;SEMA3A;SEMA3B;SEMA3C;SEMA3D;SEMA3E;SEMA4A;SEMA4B;SEMA4C;SEMA4D;SEMA4F;SEMA4G;SEMA5A;SEMA5B;SEMA6A;SEMA6B;SEMA6C;SEMA6D;SEMA7A;SEPTIN7;SGK1;SH3D19;SH3GL2;SH3KBP1;SHANK1;SHANK3;SHROOM1;SHROOM2;SHROOM3;SHROOM4;SHTN1;SIAH1;SIDT2;SIN3A;SIPA1;SIPA1L1;SIPA1L3;SKIL;SLC11A2;SLC1A3;SLC23A2;SLC25A46;SLC26A5;SLC39A12;SLC39A3;SLC9A6;SLIT1;SLIT2;SLIT3;SLITRK2;SLITRK4;SLITRK5;SMAD4;SMO;SMURF1;SNAP25;SNX1;SNX2;SOD1;SOS1;SPAG9;SPARC;SPART;SPAST;SPG11;SPI1;SPINT2;SPP1;SPRY3;SPTBN4;SRC;SRCIN1;SRF;SRGAP2;SS18;SS18L1;SSH1;SSNA1;STAU2;STK11;STK25;STK4;STMN1;STRADB;STRC;STRIP1;STRIP2;STXBP1;SULT4A1;SYNE1;SYNE3;SYNGAP1;SYT1;SYT17;SYT2;SYT4;SZT2;TANC2;TAOK2;TAOK3;TBC1D20;TBC1D24;TBCCD1;TBCD;TBR1;TCTN1;TECTA;TFCP2L1;TGFB2;THY1;TIAM1;TIAM2;TMEM106B;TMEM108;TNIK;TNR;TOP2B;TPM1;TPRN;TRAK1;TRIM46;TRIO;TRIOBP;TRPC5;TSC22D4;TTC8;TTL;TUBA1A;TUBB2B;TUBB3;TWF2;UBB;UCHL1;UGT8;ULK1;ULK2;UNC13A;UNC5A;UNC5B;UNC5C;UNC5D;UNC93B1;UNK;USP33;USP9X;UST;VASP;VAX2;VCL;VEGFA;VHL;VPS33A;VPS54;WASF1;WASF2;WASF3;WASL;WDPCP;WDR1;WDR19;WDR47;WHRN;WNT3;WNT7A;WNT7B;WTIP;XK;YAP1;YTHDF1;YTHDF2;YWHAH;ZDHHC15;ZDHHC17;ZFPM1;ZFYVE27;ZMPSTE24;ZMYM3;ZMYM4;ZMYM6;ZNF135;ZNF335;ZNF365;ZNF385A;ZRANB1	ACTN1;ADCY1;ADGRB3;ALCAM;ANK3;ANOS1;ANXA1;APOE;APP;AR;ARHGAP15;ARHGAP18;ARHGAP35;ARHGAP44;ARHGEF18;ATP9A;BAIAP2;BCL2;BCL6;BOC;CAMK2B;CAP2;CCK;CCL2;CD44;CDH10;CDH18;CDH20;CDH23;CDH3;CHODL;CLDN4;CLIC4;CLU;CNTN1;CNTN2;CNTN5;CNTNAP2;COBL;COL27A1;CRK;CRPPA;CTNNA2;CUX1;DAB1;DISC1;DLC1;DNM2;DNM3;DOCK10;DPYSL5;DSCAM;ECE1;EEF2K;EFNA5;EGFR;EPB41L3;EPHA4;EPHA6;EPHA7;EPHB2;EPHB6;EXT1;FAT3;FLRT2;FN1;FOSL2;FRY;FYN;GAP43;GAS7;GPM6A;GREM1;HCK;HEG1;HES1;HGF;HPN;HPRT1;HSP90AA1;ITPR1;KIF5C;KIRREL3;KLF2;LAMA2;LGI1;LGR6;LRTM1;MACF1;MAP1A;MAP1B;MAP2;MAPT;MINK1;MT3;MYO16;MYO9B;NEDD4L;NEFL;NFASC;NGEF;NLGN1;NPTX1;NRN1;NRP1;NRP2;NRXN3;NTN1;NTNG1;OSTN;P2RX7;PALLD;PALM;PARVA;PDPN;PLEKHG4B;PLXNA2;PLXNC1;PRAG1;PRKCQ;PTN;RGMA;RILPL1;RIMS1;RIMS2;RNF165;ROBO2;RPS6KA5;SCN11A;SEMA3A;SEMA3C;SEMA3D;SEMA3E;SEMA7A;SGK1;SH3D19;SHANK1;SHROOM3;SHROOM4;SHTN1;SIPA1L3;SLC26A5;SLIT1;SLITRK5;SPP1;SPTBN4;STMN1;SYNE1;SYT1;SYT17;TFCP2L1;TGFB2;TIAM1;TIAM2;TMEM108;TUBA1A;TUBB3;UNC13A;UNC5B;UNC5D;UST;WASF1;WNT7B;XK
