term	set_size	overlap	pval	padj	n_genes_used	n_term_de_genes	score_col	term_genes	term_de_genes
GO_BP::GOBP_CELL_ADHESION	898	231	1.6509097272694423e-20	1.3331096047700747e-16	898	231	term_score_00	AATF;ABI3BP;ABL1;ABL2;ACER2;ACTB;ACTG1;ACTL6A;ACTL6B;ACTN1;ACTN2;ACTN4;ACVR1;ADAM10;ADAM15;ADAM17;ADAM19;ADAM22;ADAM23;ADAM32;ADAM9;ADAMTS13;ADD2;ADGRB1;ADGRE1;ADGRE2;ADGRE5;ADGRG1;ADGRL1;ADGRL3;ADGRV1;AFDN;AGER;AGGF1;AIF1;AJAP1;AKIP1;AKNA;AKT1;ALCAM;ALOX5;AMBRA1;ANGPT2;ANK3;ANOS1;ANTXR1;ANXA1;ANXA2;AP1AR;AP3B1;AP3D1;APBA1;APBB1IP;APC;APLP1;APOD;APP;ARF6;ARG2;ARHGAP5;ARHGAP6;ARHGDIG;ARHGEF7;ARID1A;ARID1B;ARID2;ARL2;ARPC2;ASTN1;ASTN2;ATM;ATP1B1;ATP1B2;ATP2A2;ATP2C1;ATP5F1B;ATXN3;AXL;B2M;B4GALT1;BAD;BAG4;BAIAP2;BAIAP2L1;BCAR1;BCL10;BCL2;BCL2L11;BCL6;BCR;BLOC1S4;BMI1;BRAF;BRD7;BTN2A2;BVES;C1QBP;CADM1;CADM2;CADM3;CALR;CARD11;CARMIL1;CASK;CASP3;CASS4;CBFB;CBLB;CBLL1;CCDC88B;CCR1;CD151;CD164;CD200;CD226;CD274;CD276;CD300A;CD33;CD4;CD44;CD46;CD47;CD55;CD58;CD63;CD72;CD74;CD81;CD83;CD84;CD86;CD9;CD93;CD96;CD99;CD99L2;CDC42;CDH10;CDH11;CDH12;CDH13;CDH18;CDH2;CDH20;CDH22;CDH23;CDH26;CDH3;CDH4;CDH7;CDH8;CDH9;CDHR3;CDK5R1;CDK6;CDKN2A;CDON;CEACAM1;CEACAM19;CEBPB;CELSR2;CELSR3;CERCAM;CFDP1;CHL1;CHRD;CHST10;CIB1;CITED2;CLASP1;CLASP2;CLDN11;CLDN12;CLDN15;CLDN20;CLDN4;CLDN7;CLEC4A;CLIC1;CLSTN1;CLSTN2;CLSTN3;CNN3;CNTN1;CNTN2;CNTN3;CNTN4;CNTN5;CNTN6;CNTNAP1;CNTNAP2;CNTNAP3B;CNTNAP4;CNTNAP5;COL14A1;COL15A1;COL16A1;COL18A1;COL19A1;COL26A1;COL5A1;COL5A3;COL6A1;COL8A2;CORO1A;CORO1C;CORO2B;CR1;CRB1;CRK;CRKL;CSF3R;CSK;CSPG5;CSRP1;CTNNA1;CTNNA2;CTNNA3;CTNNAL1;CTNNB1;CTNND1;CTNND2;CTTN;CX3CL1;CX3CR1;CXADR;CXCL12;CXCR4;CYFIP2;CYRIB;CYTH1;CYTH3;CYTIP;DAB1;DAB2;DAG1;DAPK3;DCC;DDR1;DENND6A;DGCR2;DHPS;DISC1;DLC1;DLG1;DLG2;DLG3;DLG4;DLG5;DMTN;DNAJA3;DNAJB6;DOCK1;DOCK5;DOCK8;DSC2;DSCAM;DSCAML1;DST;DUSP1;DUSP10;DUSP22;DUSP3;EBI3;ECM2;EDA;EDIL3;EFNA5;EFNB1;EFNB2;EGFL7;EGFR;EMB;EMILIN1;EMILIN2;EMP2;ENG;ENTPD1;EPB41L4B;EPB41L5;EPDR1;EPHA3;EPHA4;EPHA7;EPHB1;EPHB2;EPHB3;ERBIN;ETS1;EXT1;EZR;F11R;FAF1;FAM107A;FARP2;FAT3;FBN1;FCGR2B;FCHO1;FER;FERMT2;FERMT3;FES;FEZ1;FGL1;FGL2;FIBP;FLCN;FLNA;FLOT1;FLOT2;FLRT2;FMN1;FNDC3A;FOLR2;FOXO3;FPR2;FRMD5;FSTL3;FUT4;FUT9;FXYD5;FYN;GAS6;GBP1;GCNT1;GCNT2;GLDN;GLMN;GNAS;GNE;GOLPH3;GP1BB;GP6;GPAM;GPM6B;GPNMB;GREM1;GRID2;GSK3B;GTPBP4;HAVCR2;HCK;HFE;HLA-A;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;HLA-DRB5;HLA-E;HLX;HMGB1;HPSE;HSD17B12;HSPB1;HSPD1;HSPH1;ICAM1;ICAM2;ICAM5;ICOSLG;IFT74;IGF1;IGSF11;IGSF21;IGSF9B;IL10;IL12RB1;IL15;IL18;IL1A;IL1B;IL1RAP;IL1RAPL1;IL20RB;IL4I1;IL4R;IL6ST;IL7;ILDR2;ILK;INPPL1;IRAK1;IRF1;ITCH;ITGA10;ITGA3;ITGA4;ITGA5;ITGA6;ITGA7;ITGA9;ITGAE;ITGAL;ITGAM;ITGAV;ITGAX;ITGB1;ITGB1BP1;ITGB2;ITGB3;ITGB3BP;ITGB5;ITGB8;ITPKB;JAG1;JAG2;JAK1;JAK2;JAK3;JAM2;JAM3;JAML;JUP;KANK1;KAT5;KIF26B;KIFAP3;KIFC3;KIRREL3;KITLG;KLC1;KLHL25;LAMA2;LAMB1;LAMB2;LAMC1;LAPTM5;LDB1;LGALS1;LGALS3;LGALS3BP;LGALS9;LILRB1;LILRB2;LILRB4;LIMCH1;LIMS1;LMLN;LMO7;LOXL3;LPP;LPXN;LRFN4;LRFN5;LRP6;LRRC4;LRRC4B;LRRC4C;LRRC7;LRRN2;LSAMP;LYN;LYVE1;MACF1;MAD1L1;MADCAM1;MAEA;MAGI1;MALT1;MAP2K5;MAP3K8;MAP4K4;MAPK14;MARCHF7;MBP;MEGF10;MEGF11;MERTK;METAP1;METTL3;MFGE8;MIA3;MICALL2;MINK1;MKLN1;MMP14;MMP2;MMP24;MMRN1;MOG;MPZ;MSN;MTOR;MTSS1;MYADM;MYH10;MYH9;MYL12A;MYO10;MYO1G;NCAM1;NCAM2;NCAN;NCK1;NCK2;NCKAP1L;NDFIP1;NECTIN1;NECTIN2;NECTIN3;NEDD9;NEGR1;NEO1;NEXMIF;NEXN;NF1;NF2;NFASC;NFAT5;NFKBID;NFKBIZ;NINJ1;NINJ2;NKAP;NLGN1;NLGN2;NLGN3;NLGN4X;NLGN4Y;NLRP3;NME2;NOD2;NOTCH1;NPHP1;NPHP4;NPTN;NR4A3;NRCAM;NRP1;NRP2;NRXN1;NRXN2;NRXN3;NTM;NTN4;NTNG1;NTNG2;NUAK1;OLR1;OMD;OMG;OPCML;OTOA;P2RY12;P4HB;PAG1;PAK4;PALLD;PARD3;PARD3B;PARVB;PARVG;PBRM1;PBXIP1;PCDH10;PCDH11X;PCDH11Y;PCDH12;PCDH15;PCDH17;PCDH19;PCDH7;PCDH9;PCDHGA10;PCDHGA6;PCDHGA8;PCDHGB6;PDCD1LG2;PDE3B;PDE5A;PDGFB;PDIA2;PDIA3;PDLIM5;PDPK1;PDPN;PDZD2;PEAK1;PECAM1;PELI1;PGM5;PHF10;PIEZO1;PIK3CA;PIK3CB;PIK3CG;PIK3R1;PIK3R2;PIK3R6;PIP5K1A;PIP5K1C;PKD1;PKD1L1;PKN2;PKP4;PLAU;PLAUR;PLEK;PLEKHA2;PLEKHA7;PLPP3;PLXNA1;PLXNA2;PLXNA3;PLXNA4;PLXNB2;PLXNC1;PLXND1;PML;PNN;PNP;PODXL2;POLDIP2;PPARA;PPARD;PPFIA1;PPFIA2;PPFIBP1;PPIA;PPM1F;PPP1CA;PPP1CB;PPP1R12A;PPP2CA;PPP2R1A;PPP3CA;PRDX2;PREX1;PRICKLE1;PRKAR1A;PRKCA;PRKCD;PRKCE;PRKCQ;PRKCZ;PRKD2;PRKG1;PRKX;PRNP;PSEN1;PSTPIP1;PTAFR;PTEN;PTK2;PTK2B;PTK7;PTPN11;PTPN2;PTPN22;PTPN23;PTPN6;PTPRA;PTPRC;PTPRD;PTPRF;PTPRG;PTPRJ;PTPRK;PTPRM;PTPRO;PTPRR;PTPRS;PTPRT;PVR;PXN;PYCARD;RAB10;RAB1A;RAC1;RAC2;RADIL;RAP2B;RASA1;RASAL3;RASGRP1;RC3H1;RC3H2;RCC2;RDX;RELA;RELL2;RELN;RGCC;RGMB;RHOA;RHOB;RHOH;RIC8A;RIN2;RIPK2;RIPOR2;ROBO1;ROBO2;ROBO3;ROCK1;ROCK2;RPS3;RPSA;RREB1;RSU1;RUNX1;RUNX3;S100A11;S100A8;S100A9;S100B;SART1;SASH3;SCARF1;SCN1B;SCRIB;SDK1;SDK2;SELENOK;SELL;SELPLG;SEMA3E;SEMA4D;SEMA5A;SEMA6A;SERPINB8;SERPINE1;SERPINE2;SERPINF2;SGCE;SH2B3;SHB;SHC1;SIGLEC1;SIGLEC10;SIGLEC11;SIGLEC14;SIGLEC7;SIGLEC8;SIGLEC9;SIPA1;SIRPA;SIRPB1;SKAP1;SLC23A2;SLC39A8;SLC4A2;SLC7A1;SLC7A11;SLC9A1;SLK;SMAD3;SMAD6;SMAD7;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SNED1;SOCS5;SOCS6;SORBS1;SORBS3;SOX12;SOX4;SPARCL1;SPECC1L;SPI1;SPINT2;SPN;SPOCK1;SPOCK2;SPON1;SPON2;SPP1;SRC;SRCIN1;SRF;SRGAP2;SSPN;SSPOP;SSX2IP;ST3GAL4;ST6GAL1;STAB1;STAT5B;STK10;STK4;STX3;STX4;STXBP1;STXBP3;STXBP6;SVEP1;SWAP70;SYK;SYMPK;TAOK2;TBCD;TENM1;TENM2;TENM3;TENM4;TESC;TESK1;TESK2;TESPA1;TFE3;TFRC;TGFB1;TGFB2;TGFBI;TGFBR2;THBS3;THBS4;THEMIS2;THSD1;THY1;TIAM1;TIMM10B;TJP1;TJP2;TLN1;TLN2;TM9SF4;TMEM131L;TMEM8B;TMIGD2;TMOD3;TNFAIP8L2;TNFRSF12A;TNFRSF13C;TNFRSF14;TNFRSF21;TNFSF13B;TNIP1;TNR;TNXB;TOR1A;TPM1;TRAF6;TRIOBP;TRIP6;TRO;TRPM7;TRPV4;TSC1;TSPAN32;TTYH1;TWSG1;TYK2;TYRO3;UBASH3B;UNC13D;UNC5D;UTRN;VAMP3;VAV1;VAV3;VCAN;VCL;VEGFA;VEZT;VMP1;VNN1;VPS33B;VSIG10;VSIG4;VSIR;VWC2;WASHC2C;WDPCP;WHAMM;WNK1;WNT5A;XBP1;YES1;YTHDF2;ZBTB1;ZBTB16;ZBTB7B;ZC3H8;ZDHHC2;ZDHHC21;ZFHX3;ZFP36L1;ZMIZ1;ZNF703;ZP3;ZYX	ABL1;ABL2;ACTN1;ADAM22;ADAM23;ADGRB1;ADGRE2;ADGRL1;ADGRL3;ADGRV1;AFDN;AIF1;ALCAM;ANGPT2;ANTXR1;ANXA1;APBA1;APBB1IP;ARHGAP6;AXL;B2M;BAIAP2;BCL6;CADM1;CADM2;CADM3;CARD11;CARMIL1;CASK;CASS4;CD226;CD44;CD55;CD63;CD74;CD81;CD9;CDH18;CDH20;CDH23;CDH26;CDH4;CDK6;CEACAM1;CEBPB;CELSR3;CFDP1;CLASP2;CLSTN2;CNTN1;CNTN5;CNTNAP2;COL5A1;COL5A3;CTNNA2;CTNNA3;CTNND2;CX3CR1;CXADR;CXCR4;CYFIP2;CYTH1;CYTIP;DOCK1;DOCK5;DUSP10;ECM2;EDA;EDIL3;EFNA5;EMB;EMILIN2;EPDR1;EPHA4;EPHB2;ETS1;FAT3;FER;FERMT2;FLNA;FLRT2;FMN1;FNDC3A;FOLR2;FOXO3;FRMD5;FUT9;FYN;GCNT2;GLDN;GPNMB;GREM1;HLA-DRA;HLA-DRB1;HSPB1;HSPD1;HSPH1;IGF1;IGSF11;IGSF21;IGSF9B;IL15;IL1A;IL1B;IL4I1;IL7;ITGA4;ITGA6;ITGA9;ITGB8;JAM3;JAML;KIF26B;KIFAP3;KIFC3;LGALS1;LGALS3;LIMCH1;LIMS1;LRFN4;LRFN5;LRRC4C;LRRC7;LSAMP;LYVE1;MAGI1;MALT1;MAP3K8;MERTK;MMP24;MSN;MTSS1;MYO10;NCAM2;NEGR1;NEXMIF;NFASC;NFKBID;NLGN1;NLGN4Y;NLRP3;NR4A3;NRP1;NRXN1;NUAK1;OLR1;OMD;OPCML;P2RY12;PAG1;PARD3B;PARVB;PCDH11Y;PCDH7;PCDH9;PDE3B;PDE5A;PDGFB;PDLIM5;PDZD2;PEAK1;PELI1;PKD1;PLAU;PLEK;PLEKHA7;PLPP3;PLXNC1;PODXL2;PPARD;PPFIA2;PPFIBP1;PRKCA;PRKCE;PRKCQ;PRKG1;PTK2;PTK2B;PTPN2;PTPRD;PTPRG;PTPRK;PTPRM;PTPRT;RDX;RGCC;RIPK2;RIPOR2;ROBO1;RSU1;RUNX1;S100A8;S100A9;S100B;SDK1;SEMA3E;SERPINE1;SGCE;SIGLEC1;SLC7A1;SLC7A11;SMAD3;SMARCD3;SNED1;SOCS6;SPOCK1;SPOCK2;SPP1;SSPN;ST6GAL1;STAB1;STXBP6;TENM1;TENM2;TENM4;TFRC;TGFB1;TGFB2;TGFBI;TIAM1;TJP1;TLN2;TNFRSF21;TNFSF13B;UBASH3B;UTRN;VCAN;VEGFA;WDPCP;ZBTB16;ZFP36L1
GO_BP::GOBP_CELL_JUNCTION_ORGANIZATION	531	139	2.842352417437228e-13	7.650665256935206e-10	531	139	term_score_01	ABCC8;ABHD17A;ABHD17B;ABI2;ABI3;ABL1;ACTB;ACTG1;ACTN1;ACTN2;ADAM10;ADD1;ADD2;ADGRB1;ADGRB3;ADGRL1;ADGRL3;ADNP;AFDN;AFG3L2;AKT1;ALS2;ANAPC2;ANK2;ANK3;APBB2;APC;APOD;APOE;APP;APPL1;ARF1;ARF4;ARF6;ARHGAP22;ARHGAP33;ARHGAP39;ARHGAP44;ARHGAP6;ARHGEF7;ARHGEF9;ARL2;ASAP1;ASIC2;BAIAP2;BCL2;BCR;BSN;C1QA;C1QB;C1QC;C3;C5AR1;CACNB1;CACNB2;CACNB3;CACNB4;CACNG2;CAMK1;CAMK2B;CAMKV;CAP2;CAPRIN1;CAPRIN2;CAPZA1;CAST;CBLN2;CCM2;CD2AP;CD9;CDC42;CDH10;CDH11;CDH12;CDH13;CDH18;CDH2;CDH20;CDH22;CDH26;CDH3;CDH4;CDH7;CDH8;CDH9;CDHR3;CDK5R1;CDKL5;CFL1;CHCHD10;CHD4;CHMP2B;CLASP1;CLASP2;CLDN11;CLDN12;CLDN15;CLDN20;CLDN4;CLDN7;CLN3;CLSTN1;CLSTN2;CLSTN3;CNKSR2;CNTN2;CNTN5;CNTNAP1;CNTNAP2;COL16A1;COL4A5;COLQ;CORO1C;CORO2B;CRIPT;CRK;CRKL;CSF1R;CSK;CTBP2;CTNNA1;CTNNA2;CTNNB1;CTNND1;CTNND2;CTTN;CTTNBP2;CUX2;CX3CL1;CX3CR1;CXADR;CYFIP1;DAB2IP;DAG1;DAPK3;DBN1;DBNL;DCTN1;DHX36;DIP2A;DISC1;DLC1;DLG1;DLG4;DLG5;DLGAP3;DMPK;DMTN;DNAJA3;DNER;DNM3;DOCK10;DRP2;DSCAM;DST;DTNBP1;DUSP22;DUSP3;DVL1;ECT2;EEF2K;EFNA5;EFNB2;EGLN1;EIF4G1;EPB41L3;EPB41L5;EPHA3;EPHA4;EPHA7;EPHB1;EPHB2;EPHB3;ERBB4;ERC1;ERC2;EXT1;EZR;F11R;F2RL1;FAM107A;FARP1;FBF1;FBXO45;FCGR2B;FER;FERMT2;FGF13;FLCN;FLNA;FLOT1;FLRT2;FMN1;FNTA;FRMPD4;FRRS1L;FSCN1;FYN;FZD1;GABRA1;GABRA2;GABRB2;GABRB3;GABRG2;GAP43;GHRL;GJA1;GLRB;GNPAT;GPHN;GPM6A;GPM6B;GPR158;GREM1;GRIA1;GRID1;GRID2;GRIN2B;GRIPAP1;GRM5;HDAC6;HDAC7;HEG1;HIP1R;HIPK1;HOMER1;HOPX;HSPA8;ICAM5;IGF1R;IGSF21;IKBKB;IL10;IL10RA;IL1B;IL1RAP;IL1RAPL1;IL1RAPL2;INA;INSR;IQSEC1;ITGA3;ITGA5;ITGA6;ITGAM;ITGB1;ITGB1BP1;ITGB3;JAM3;JUP;KIF1A;KIFC3;KIRREL3;LAMB2;LAMC1;LAMTOR2;LARGE1;LDB1;LGMN;LHFPL4;LILRB2;LIMCH1;LIMS1;LINGO2;LRFN2;LRFN4;LRFN5;LRP4;LRP8;LRRC4;LRRC4B;LRRC4C;LRRK2;LRRN1;LRRN3;LRRTM2;LRRTM3;LZTS3;MACF1;MAP1B;MAP4K4;MAPK14;MAPRE2;MAPT;MECP2;MEF2C;MESD;MICALL2;MMP14;MPDZ;MPP7;MTMR2;MTSS1;MUSK;MYADM;MYCBP2;MYO1C;MYO9A;NECTIN1;NEDD4;NEDD9;NEFL;NEGR1;NEURL1;NF1;NF2;NFIA;NGEF;NLGN1;NLGN2;NLGN3;NLGN4X;NLGN4Y;NOS1AP;NPHP1;NPHP4;NPTN;NPTX1;NRCAM;NRG3;NRP1;NRP2;NRXN1;NRXN2;NTNG1;NTNG2;NTRK2;NUMB;NUMBL;OCEL1;OCLN;OGT;OPHN1;PAFAH1B1;PAK2;PAK3;PALM;PARD3;PARD6B;PATJ;PCDH17;PCLO;PDCD6IP;PDLIM5;PDZRN3;PEAK1;PECAM1;PFN1;PFN2;PICK1;PIK3R1;PIN1;PIP5K1A;PIP5K1C;PKN2;PKP4;PLEC;PLEKHA7;PLXNA4;PLXNB2;PLXNC1;PLXND1;POLDIP2;PPFIA1;PPFIA2;PPFIA3;PPFIA4;PPFIBP1;PPFIBP2;PPM1F;PRICKLE1;PRKACA;PRKCA;PRKCH;PRKCI;PRNP;PRRT1;PSEN1;PTEN;PTK2;PTK2B;PTK7;PTPN13;PTPN23;PTPRA;PTPRD;PTPRF;PTPRJ;PTPRK;PTPRO;PTPRS;PTPRT;RAB13;RAB29;RAB3A;RAB8B;RAC1;RAP1A;RAP1B;RAP2A;RAPGEF1;RAPGEF2;RCC2;RDX;RELN;RER1;REST;RHOA;RHOB;RHOC;ROBO2;ROCK1;ROCK2;ROR2;RPS6KA5;RYK;SDCBP;SDF4;SDK1;SDK2;SEMA3E;SEMA4A;SEMA4D;SEPTIN11;SETD5;SEZ6;SEZ6L;SEZ6L2;SH3BP1;SHANK1;SHANK2;SHANK3;SHISA6;SHISA7;SIPA1L1;SLC1A1;SLC25A46;SLC39A9;SLC6A1;SLC7A11;SLC8A2;SLC8A3;SLC9A1;SLIT1;SLITRK4;SLITRK5;SLK;SMAD3;SMAD7;SNAP25;SNAPIN;SNCA;SNCB;SNTA1;SORBS1;SORT1;SPARCL1;SPG11;SPOCK2;SPTB;SPTBN2;SPTBN4;SRC;SRCIN1;SRF;SRGAP2;SRGAP2C;SRGN;SSH1;STAU1;STAU2;STK38;STK38L;STRN;SVEP1;SYBU;SYN1;SYNDIG1;SYNGAP1;SYNPO;TANC1;TANC2;TAOK2;TBCD;TESK2;TGFB1;TGFB2;TGFBR1;THSD1;THY1;TIAM1;TJP1;TJP2;TLN1;TLN2;TLR2;TMEM108;TNR;TREM2;TRIP6;TRPV4;TSC1;TUBA1A;TUBB;UGT8;UNC13A;UNC13B;UNC13C;VCL;VCP;VEGFA;VHL;VMP1;VPS35;WASF1;WASF2;WASF3;WASL;WDPCP;WDR1;WHAMM;WNT5A;YWHAZ;ZC4H2;ZDHHC12;ZDHHC15;ZDHHC2;ZMYND8;ZNF365;ZNF703;ZNF804A	ABL1;ACTN1;ADGRB1;ADGRL1;ADGRL3;AFDN;ANK2;APBB2;APOE;ARHGAP6;ASAP1;BAIAP2;C1QA;C1QB;C1QC;C3;C5AR1;CACNB4;CBLN2;CD9;CDH18;CDH20;CDH26;CDH4;CLASP2;CLSTN2;CNKSR2;CNTN5;CNTNAP2;CTNNA2;CTNND2;CTTNBP2;CUX2;CX3CR1;CXADR;DOCK10;EFNA5;EGLN1;EPB41L3;EPHA4;EPHB2;ERC2;FARP1;FER;FERMT2;FGF13;FLNA;FLRT2;FMN1;FSCN1;FYN;GABRG2;GAP43;GHRL;GJA1;GPHN;GPM6A;GREM1;GRID1;GRIN2B;GRM5;HOMER1;IGF1R;IGSF21;IL1B;INSR;IQSEC1;ITGA6;JAM3;KIF1A;KIFC3;LIMCH1;LIMS1;LRFN4;LRFN5;LRRC4C;LRRK2;MAPT;MTSS1;MUSK;MYO9A;NEGR1;NFIA;NLGN1;NLGN4Y;NOS1AP;NPTX1;NRG3;NRP1;NRXN1;OPHN1;PATJ;PDLIM5;PDZRN3;PEAK1;PFN2;PLEKHA7;PLXNC1;PPFIA2;PPFIBP1;PRKCA;PRKCH;PTK2;PTK2B;PTPRD;PTPRK;PTPRT;RAPGEF1;RDX;RPS6KA5;SDCBP;SDK1;SEMA3E;SHANK3;SIPA1L1;SLC7A11;SLIT1;SMAD3;SNAP25;SNCA;SPOCK2;SPTBN4;SRGN;SYNDIG1;SYNPO;TANC2;TGFB1;TGFB2;TIAM1;TJP1;TLN2;TLR2;TUBA1A;UGT8;UNC13B;VEGFA;WDPCP;ZC4H2;ZNF365
GO_BP::GOBP_REGULATION_OF_SYSTEM_PROCESS	304	91	1.6342532879783304e-12	3.2991488251062544e-09	304	91	term_score_02	ABAT;ABCC8;ABL1;ACP3;ADCY10;ADD3;ADORA1;ADORA3;ADRA1A;ADRB1;ADRB2;AGER;AKAP6;AKAP9;ANK2;ANXA6;APOE;APP;ARHGAP42;ASB3;ASIC2;ATP1A1;ATP1A2;ATP1A3;ATP1B1;ATP1B2;ATP2A2;ATP2A3;ATP2B1;ATP2B2;ATP2B4;ATPSCKMT;BAIAP2;BECN1;BEGAIN;BIN1;BMPR2;BVES;C12orf57;CACNA1C;CACNA1D;CACNA2D1;CACNB1;CACNB2;CALM1;CALM2;CALM3;CAMK2B;CAMK2D;CAMK2G;CELF2;CELF4;CHGA;CHRM2;CHRM3;CLIC2;CORO2B;CRHBP;CRY1;CRY2;CTDP1;CTNNA3;CTSC;CTTN;CUX2;CXADR;CYP19A1;CYSLTR1;DAB2;DAG1;DAPK3;DICER1;DLG1;DLG4;DLGAP1;DLGAP2;DLGAP3;DLGAP4;DMD;DMPK;DOCK4;DOCK5;DSC2;DVL1;ECE1;EHD3;EIF2AK3;EIF4A3;EMP2;ENO1;EPAS1;EPB41;F2RL1;FAAH;FABP5;FBXO32;FGF12;FGF13;FIG4;FLNA;FMR1;FOXO1;FOXO3;FOXP1;FTO;FXYD1;G6PD;GAA;GAS6;GCH1;GHRL;GJA1;GLRX3;GLS;GPD1L;GRIK2;GRIN1;GRIN2A;GRIN2B;GRIN2D;GRK2;GRM1;GSK3A;GSTM2;GSTO1;GTF2IRD1;GUCY1A1;HAMP;HDAC4;HIP1R;HOPX;HRH1;HRH2;HSP90AA1;HTR2A;HTR2C;IGF1;IGSF11;IL6ST;INPP5K;ITGAX;JAM2;JARID2;JUP;KCNB2;KCND2;KCND3;KCNE1;KCNE3;KCNG2;KCNIP2;KCNJ2;KCNJ3;KCNJ5;KCNMB2;KCNMB4;KCNN2;KCNQ1;KDM5B;LMNA;LPCAT3;LPIN1;LRRK2;MDM2;MECP2;MEF2A;MGLL;MIR17HG;MLIP;MMP2;MTG1;MTG2;MTMR2;MTPN;NCMAP;NETO1;NLGN1;NLGN2;NLGN3;NLGN4X;NOS1AP;NOTCH1;NR1H2;NR1H3;NR4A1;NR4A3;NRDC;NRXN1;NUP155;ORMDL3;P2RX1;P2RX4;PARD3;PARP1;PARP2;PBX3;PDE4B;PDE4D;PDE5A;PDE9A;PDGFB;PER2;PIK3CG;PLCE1;PPARA;PPARG;PPP1R12B;PPP3CA;PRKACA;PRKAR1B;PRKCA;PRKCZ;PRKD1;PRKG1;PTAFR;PTEN;PTK2B;PTPN11;PTPRO;RAB8B;RANGRF;RELN;RGS2;RGS4;RHOA;RIMS1;RIMS2;RNF10;RNF207;RNLS;ROCK1;ROCK2;RPS6KB1;RYR2;SCN1B;SCN3B;SELENON;SETD3;SGK1;SHANK1;SHANK3;SLC1A1;SLC22A5;SLC8A1;SLC8A2;SLC8A3;SLC9A1;SMAD3;SMAD4;SMAD7;SNTA1;SOD1;SPHK1;SPP1;SPTBN4;SREBF1;SRF;SRI;SSH1;STK39;STX1A;STX1B;SUMO1;SYNE1;TACR1;TBC1D24;TBXAS1;TENM4;TGFB2;THRA;THRB;TMEM108;TMEM161B;TMEM25;TMEM38A;TMEM38B;TMEM65;TMIGD3;TNFRSF1A;TNFRSF1B;TNFRSF21;TNNI3K;TNR;TOMM70;TPM1;TPPP;TRPC1;TRPM4;TRPV1;TRPV4;TSHZ3;TSPO;TWF1;TYMP;UCN;UNC13B;WASF3;WNK1;YWHAE;YY1;ZDHHC21;ZFHX2;ZMPSTE24;ZMYND8	ABAT;ABL1;ADD3;ANK2;APOE;ARHGAP42;BAIAP2;BIN1;CACNA1C;CACNA1D;CACNA2D1;CALM3;CELF4;CLIC2;CTNNA3;CUX2;CXADR;CYSLTR1;DLGAP1;DOCK5;ENO1;EPAS1;EPB41;FBXO32;FGF12;FGF13;FLNA;FOXO1;FOXO3;FOXP1;G6PD;GHRL;GJA1;GRIN1;GRIN2A;GRIN2B;GRM1;GTF2IRD1;HAMP;HDAC4;HRH1;HSP90AA1;IGF1;IGSF11;JARID2;KCND2;KCND3;KCNE1;KCNMB2;KCNMB4;KDM5B;LRRK2;MGLL;MLIP;NCMAP;NLGN1;NOS1AP;NR4A1;NR4A3;NRXN1;PBX3;PDE4B;PDE4D;PDE5A;PDGFB;PPARG;PRKCA;PRKG1;PTK2B;RIMS2;RNLS;RYR2;SGK1;SHANK3;SLC8A1;SMAD3;SPP1;SPTBN4;TENM4;TGFB2;THRB;TMEM38B;TMEM65;TNFRSF1B;TNFRSF21;TRPC1;TSHZ3;TYMP;UCN;UNC13B;ZFHX2
