term	set_size	overlap	pval	padj
GO_BP::GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	29	11	0.0015112194167686051	0.01955624485642065
Immune::GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_UP	174	40	0.001513958777226154	0.019560347401761907
GO_BP::GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	65	19	0.0015209780302012756	0.019588353419258853
GO_BP::GOBP_REGULATION_OF_TUBE_SIZE	65	19	0.0015209780302012756	0.019588353419258853
Reactome::REACTOME_SIGNALING_BY_GPCR	304	63	0.0015282965745450328	0.019629024259166274
Immune::GSE16385_MONOCYTE_VS_MACROPHAGE_DN	131	32	0.0015328293456025753	0.019629024259166274
Immune::GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP	131	32	0.0015328293456025753	0.019629024259166274
Immune::GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN	147	35	0.0015338593569701447	0.019629024259166274
Reactome::REACTOME_METALLOPROTEASE_DUBS	25	10	0.0015389590267752028	0.01966312364115469
GO_BP::GOBP_REGULATION_OF_CELL_DEVELOPMENT	542	103	0.001552865913338232	0.01977850987973255
GO_BP::GOBP_REGULATION_OF_HEART_RATE	51	16	0.0015528885775542335	0.01977850987973255
GO_BP::GOBP_POLYOL_BIOSYNTHETIC_PROCESS	42	14	0.0015712484592641453	0.01998083670639051
GO_BP::GOBP_POLYOL_METABOLIC_PROCESS	70	20	0.0015751489696361472	0.019998943285867748
GO_BP::GOBP_SIGNAL_RELEASE	293	61	0.0016032116831974075	0.020284414889928368
GO_BP::GOBP_ANATOMICAL_STRUCTURE_MATURATION	142	34	0.0016051691782865915	0.020284414889928368
Immune::GSE45365_NK_CELL_VS_CD11B_DC_DN	142	34	0.0016051691782865915	0.020284414889928368
Immune::GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_UP	75	21	0.0016108805288962277	0.02032478167318287
Immune::GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN	90	24	0.0016297943944704404	0.020531341240793772
GO_BP::GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	85	23	0.0016360673423929562	0.020578261354864673
GO_BP::GOBP_REGULATION_OF_SECRETION	381	76	0.001643775802392855	0.020618718604238594
Immune::GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	121	30	0.0016507567310505014	0.020618718604238594
Immune::GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	121	30	0.0016507567310505014	0.020618718604238594
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_UP	153	36	0.0016546042917085584	0.020618718604238594
Immune::GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP	153	36	0.0016546042917085584	0.020618718604238594
Immune::GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_DN	153	36	0.0016546042917085584	0.020618718604238594
GO_BP::GOBP_REGULATION_OF_CHEMOTAXIS	137	33	0.00167733496372656	0.020728217071725785
Immune::GSE14415_INDUCED_TREG_VS_TCONV_DN	137	33	0.00167733496372656	0.020728217071725785
Immune::GSE22886_NAIVE_BCELL_VS_DC_UP	137	33	0.00167733496372656	0.020728217071725785
Immune::GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP	137	33	0.00167733496372656	0.020728217071725785
Immune::GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	137	33	0.00167733496372656	0.020728217071725785
GO_BP::GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	56	17	0.0016810411081074718	0.020728217071725785
Immune::GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_4H_UP	164	38	0.0016838764030000456	0.020728217071725785
GO_BP::GOBP_EPITHELIAL_CELL_PROLIFERATION	242	52	0.0016839269844027387	0.020728217071725785
Reactome::REACTOME_CGMP_EFFECTS	14	7	0.0017137570382215865	0.021063299975097885
Immune::GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	148	35	0.001736768719474589	0.02131368907257949
Immune::GSE3982_DC_VS_MAC_LPS_STIM_DN	132	32	0.0017498979862927782	0.0214420689234539
GO_BP::GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	38	13	0.001752540617892207	0.0214420689234539
Immune::GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	159	37	0.0017737212705412789	0.021635648428430253
Immune::GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN	159	37	0.0017737212705412789	0.021635648428430253
Immune::GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP	181	41	0.0017920661399645499	0.021826446576491312
GO_BP::GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	127	31	0.0018222973816083838	0.02216122192242123
GO_BP::GOBP_COGNITION	226	49	0.0018510392726229234	0.022461511898729553
Immune::GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	101	26	0.0018525531795113169	0.022461511898729553
GO_BP::GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	91	24	0.001917353518161092	0.023177589310106016
Reactome::REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	91	24	0.001917353518161092	0.023177589310106016
GO_BP::GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	34	12	0.001927611461207927	0.023256029291174592
Immune::GSE45365_NK_CELL_VS_BCELL_DN	76	21	0.0019296024303513285	0.023256029291174592
GO_BP::GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	86	23	0.0019349575701956613	0.023275408505480634
GO_BP::GOBP_NEURON_PROJECTION_ORGANIZATION	81	22	0.0019398575757508935	0.023275408505480634
Immune::GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	81	22	0.0019398575757508935	0.023275408505480634
Immune::GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_DN	149	35	0.0019625406966051963	0.023512635200425756
GO_BP::GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	238	51	0.0019722501389782	0.023593955366294765
GO_BP::GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	133	32	0.0019930257074365037	0.0237525857832284
Immune::GSE11386_NAIVE_VS_MEMORY_BCELL_DN	133	32	0.0019930257074365037	0.0237525857832284
Immune::GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	160	37	0.001994334756783759	0.0237525857832284
Immune::GSE22886_DC_VS_MONOCYTE_UP	171	39	0.0020052688661881704	0.023812567785984524
Immune::GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN	171	39	0.0020052688661881704	0.023812567785984524
GO_BP::GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	43	14	0.002025757533978129	0.023950208033489594
GO_BP::GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	43	14	0.002025757533978129	0.023950208033489594
GO_BP::GOBP_REGULATION_OF_BONE_MINERALIZATION	43	14	0.002025757533978129	0.023950208033489594
Immune::GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	112	28	0.002031004101119792	0.02397713174933088
GO_BP::GOBP_CAMP_METABOLIC_PROCESS	18	8	0.002061628623475675	0.02423238884216314
GO_BP::GOBP_HYALURONAN_METABOLIC_PROCESS	18	8	0.002061628623475675	0.02423238884216314
GO_BP::GOBP_STARTLE_RESPONSE	18	8	0.002061628623475675	0.02423238884216314
Immune::HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP	30	11	0.0020795148953539214	0.024407097063928657
GO_BP::GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	155	36	0.002101884217099977	0.02459813775809031
Immune::KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	155	36	0.002101884217099977	0.02459813775809031
Immune::GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN	166	38	0.0021193001933871264	0.024628284524413308
GO_BP::GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	11	6	0.002125809822107254	0.024628284524413308
GO_BP::GOBP_DETECTION_OF_CALCIUM_ION	11	6	0.002125809822107254	0.024628284524413308
GO_BP::GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	11	6	0.002125809822107254	0.024628284524413308
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	11	6	0.002125809822107254	0.024628284524413308
GO_BP::GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	11	6	0.002125809822107254	0.024628284524413308
Reactome::REACTOME_GLYCOGEN_STORAGE_DISEASES	11	6	0.002125809822107254	0.024628284524413308
GO_BP::GOBP_CELL_MATURATION	102	26	0.0021527450426321614	0.024857474286997795
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_UP	139	33	0.0021619457376207594	0.024857474286997795
Immune::GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	139	33	0.0021619457376207594	0.024857474286997795
Immune::GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_UP	139	33	0.0021619457376207594	0.024857474286997795
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	123	30	0.0021671407923277335	0.024857474286997795
Immune::GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP	123	30	0.0021671407923277335	0.024857474286997795
Immune::GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN	123	30	0.0021671407923277335	0.024857474286997795
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN	62	18	0.0021768532846609427	0.024933461381045546
GO_BP::GOBP_CELL_JUNCTION_DISASSEMBLY	22	9	0.002194512021285038	0.025064617499118362
GO_BP::GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	22	9	0.002194512021285038	0.025064617499118362
Immune::GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	97	25	0.0022042479145618914	0.025136378327505385
Immune::GSE14350_IL2RB_KO_VS_WT_TREG_DN	150	35	0.00221324643849614	0.025136378327505385
Immune::GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN	150	35	0.00221324643849614	0.025136378327505385
Immune::GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_UP	150	35	0.00221324643849614	0.025136378327505385
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	161	37	0.0022383134746856506	0.025346672628951173
Immune::GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	161	37	0.0022383134746856506	0.025346672628951173
GO_BP::GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	172	39	0.002241179474559893	0.025346672628951173
GO_BP::GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	48	15	0.0022491217788509757	0.025400920789121158
GO_BP::GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	118	29	0.002253081063104494	0.025410097185151942
Immune::GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP	134	32	0.0022647106181749965	0.025505632136350206
GO_BP::GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	39	13	0.0022874508486480463	0.025725857385561244
Immune::NAKAYA_MONOCYTE_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_DN	82	22	0.002297746881009707	0.025797477568834527
Immune::GSE45365_WT_VS_IFNAR_KO_BCELL_DN	77	21	0.002300208526261407	0.025797477568834527
GO_BP::GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	234	50	0.0023092415282053667	0.025862864549595473
Immune::GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP	145	34	0.0023282063251005005	0.026039149688624016
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	113	28	0.0023369760536441886	0.026072897998312614
GO_BP::GOBP_CAMP_CATABOLIC_PROCESS	8	5	0.0023538257140272314	0.026072897998312614
GO_BP::GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY	8	5	0.0023538257140272314	0.026072897998312614
GO_BP::GOBP_MECHANOSENSORY_BEHAVIOR	8	5	0.0023538257140272314	0.026072897998312614
GO_BP::GOBP_PHOSPHOLIPID_EFFLUX	8	5	0.0023538257140272314	0.026072897998312614
GO_BP::GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	8	5	0.0023538257140272314	0.026072897998312614
GO_BP::GOBP_TOLL_SIGNALING_PATHWAY	8	5	0.0023538257140272314	0.026072897998312614
Immune::GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN	156	36	0.0023622738264194266	0.0260948852918425
Immune::GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_DN	156	36	0.0023622738264194266	0.0260948852918425
Immune::GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	129	31	0.002368821187416184	0.02613146323549957
GO_BP::GOBP_REGULATION_OF_KINASE_ACTIVITY	410	80	0.002386868406654017	0.02629462808148866
Immune::GSE13229_IMM_VS_INTMATURE_NKCELL_UP	108	27	0.0024176005215833666	0.026559758633683254
Immune::GSE37301_PRO_BCELL_VS_CD4_TCELL_DN	108	27	0.0024176005215833666	0.026559758633683254
GO_BP::GOBP_HEART_GROWTH	53	16	0.002424091902541741	0.026559758633683254
GO_BP::GOBP_REGULATION_OF_MUSCLE_ADAPTATION	53	16	0.002424091902541741	0.026559758633683254
Immune::GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	140	33	0.0024464637261102607	0.026768556352764712
Immune::GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_DN	124	30	0.0024735878972479116	0.02699219225713093
Immune::GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	124	30	0.0024735878972479116	0.02699219225713093
GO_BP::GOBP_RESPONSE_TO_NITROGEN_COMPOUND	760	137	0.002494532417206342	0.027141538435729015
GO_BP::GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	785	141	0.0024956894915023307	0.027141538435729015
Immune::GSE22601_DOUBLE_NEGATIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	173	39	0.0025007188354405434	0.027141538435729015
Immune::GSE7509_DC_VS_MONOCYTE_UP	173	39	0.0025007188354405434	0.027141538435729015
GO_BP::GOBP_NEGATIVE_REGULATION_OF_GROWTH	162	37	0.002507643098472538	0.027180158416329855
GO_BP::GOBP_DEVELOPMENTAL_MATURATION	201	44	0.0025305227619434696	0.027387301645288332
GO_BP::GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	465	89	0.002533537378208097	0.027387301645288332
Reactome::REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	387	76	0.0025369626555057988	0.027387665031028508
GO_BP::GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	35	12	0.002554539205961439	0.027540592908062246
Immune::GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	135	32	0.0025676162833434403	0.027571145595742395
Immune::GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_DN	135	32	0.0025676162833434403	0.027571145595742395
Immune::GSE30083_SP2_VS_SP3_THYMOCYTE_DN	135	32	0.0025676162833434403	0.027571145595742395
Immune::GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	179	40	0.0026260239921212145	0.028160881456014353
GO_BP::GOBP_ASSOCIATIVE_LEARNING	63	18	0.002645115727734833	0.02823046538087453
Reactome::REACTOME_STIMULI_SENSING_CHANNELS	63	18	0.002645115727734833	0.02823046538087453
Immune::GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_UP	168	38	0.0026489280070453314	0.02823046538087453
Immune::GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_UP	168	38	0.0026489280070453314	0.02823046538087453
Immune::GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_UP	157	36	0.002649992911294476	0.02823046538087453
GO_BP::GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	83	22	0.0027099516276365174	0.028831171796001153
GO_BP::GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	213	46	0.0027151626785811857	0.0288486034599251
Reactome::REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	73	20	0.0027276221019207994	0.028883208400870476
GO_BP::GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	78	21	0.002729150217939836	0.028883208400870476
Immune::GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_DN	78	21	0.002729150217939836	0.028883208400870476
Immune::GSE23984_CTRL_VS_HYPOCALEMIC_VITAMIND_ANALOG_TCELL_DN	185	41	0.0027470570445426775	0.029034667061102252
GO_BP::GOBP_NEUROTRANSMITTER_TRANSPORT	141	33	0.0027625411974432352	0.029046250220513183
Immune::GSE17721_0.5H_VS_4H_LPS_BMDC_DN	141	33	0.0027625411974432352	0.029046250220513183
Immune::GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	141	33	0.0027625411974432352	0.029046250220513183
Immune::GSE29618_BCELL_VS_MONOCYTE_UP	141	33	0.0027625411974432352	0.029046250220513183
Immune::GSE21063_3H_VS_16H_ANTI_IGM_STIM_NFATC1_KOBCELL_UP	152	35	0.002798404061243707	0.029270871495521936
Immune::GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN	152	35	0.002798404061243707	0.029270871495521936
Immune::GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN	152	35	0.002798404061243707	0.029270871495521936
Immune::GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP	152	35	0.002798404061243707	0.029270871495521936
Immune::GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN	163	37	0.002804426519509919	0.029279775153189577
Immune::KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE	15	7	0.002816560235596577	0.029279775153189577
Immune::LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_3DY_UP	15	7	0.002816560235596577	0.029279775153189577
Immune::SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_MEDIUM_HIGH_ADVERSE_EVENT_SUBJECTS_1DY_UP	15	7	0.002816560235596577	0.029279775153189577
GO_BP::GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	49	15	0.002817385175731059	0.029279775153189577
Immune::GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	104	26	0.0028790487229379343	0.029843797737771273
Immune::GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP	104	26	0.0028790487229379343	0.029843797737771273
GO_BP::GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	136	32	0.0029045751290045973	0.030031298548927176
Immune::GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	136	32	0.0029045751290045973	0.030031298548927176
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_UP	147	34	0.0029527799651650147	0.030464213442037837
Immune::GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	169	38	0.0029539912229245356	0.030464213442037837
Immune::GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_UP	158	36	0.002967321362076594	0.030562653059653697
GO_BP::GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	745	134	0.0030031659125524333	0.03089243916415401
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	814	145	0.0030164022704709833	0.030989120017879377
GO_BP::GOBP_AMYLOID_BETA_CLEARANCE	27	10	0.003023768882080755	0.031025328745618926
Immune::GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	131	31	0.003050215211757968	0.03125696425754517
Immune::GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	115	28	0.003068311434312665	0.03138198234532167
GO_BP::GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH	1004	175	0.00307018774647729	0.03138198234532167
GO_BP::GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	301	61	0.003092534657992369	0.03157043914448594
Immune::GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	175	39	0.003098372288894775	0.031572249038321704
Immune::GSE36392_TYPE_2_MYELOID_VS_EOSINOPHIL_IL25_TREATED_LUNG_DN	142	33	0.0031129382307658925	0.031572249038321704
GO_BP::GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	19	8	0.003115874255327215	0.031572249038321704
GO_BP::GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	19	8	0.003115874255327215	0.031572249038321704
GO_BP::GOBP_RESPONSE_TO_AUDITORY_STIMULUS	19	8	0.003115874255327215	0.031572249038321704
GO_BP::GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	59	17	0.003116171205392247	0.031572249038321704
GO_BP::GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	89	23	0.003124615380649333	0.031618131827999205
GO_BP::GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	153	35	0.003137666704749897	0.03167082330106927
Immune::GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP	153	35	0.003137666704749897	0.03167082330106927
GO_BP::GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	23	9	0.003149995153062924	0.03171597364212358
GO_BP::GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	23	9	0.003149995153062924	0.03171597364212358
Immune::GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	110	27	0.0031926857849405603	0.032004820974629235
Immune::GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_UP	110	27	0.0031926857849405603	0.032004820974629235
GO_BP::GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	64	18	0.0031945369294800203	0.032004820974629235
GO_BP::GOBP_MUSCLE_ADAPTATION	64	18	0.0031945369294800203	0.032004820974629235
Immune::GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	79	21	0.0032233806090309685	0.032253777469547794
GO_BP::GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	181	40	0.0032373280911425924	0.03235324794056489
GO_BP::GOBP_ADHERENS_JUNCTION_ORGANIZATION	45	14	0.0032623330974795735	0.03256284272206126
Immune::GSE3039_CD4_TCELL_VS_ALPHABETA_CD8_TCELL_UP	137	32	0.003278591179375045	0.03268472070796727
Immune::GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN	105	26	0.003313966784325673	0.032901832828527586
Immune::GSE25085_FETAL_LIVER_VS_FETAL_BM_SP4_THYMIC_IMPLANT_DN	148	34	0.0033154499858095237	0.032901832828527586
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_DN	148	34	0.0033154499858095237	0.032901832828527586
Immune::KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN	159	36	0.0033166677303308302	0.032901832828527586
GO_BP::GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	36	12	0.0033376711699464696	0.03306956404578864
GO_BP::GOBP_LEUKOCYTE_CHEMOTAXIS	132	31	0.0034493224789799645	0.0341339203649059
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	50	15	0.003498899043313939	0.03455641064182115
Immune::GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	143	33	0.003500575096595628	0.03455641064182115
Immune::GSE4748_CTRL_VS_LPS_STIM_DC_3H_DN	154	35	0.0035114890364249607	0.03462182413813377
Immune::GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN	95	24	0.003539089040446725	0.03485139512391135
GO_BP::GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	297	60	0.0035790966869599923	0.03520244305383914
GO_BP::GOBP_HOMEOSTATIC_PROCESS	1078	186	0.0036079149907661456	0.0354427172146431
Immune::GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_DN	127	30	0.0036245591085608147	0.035476745214095246
Immune::GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_DN	127	30	0.0036245591085608147	0.035476745214095246
Immune::GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	127	30	0.0036245591085608147	0.035476745214095246
Immune::PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP	245	51	0.0037007036597087274	0.036178186503811105
GO_BP::GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	85	22	0.0037228590744229537	0.036350770285326905
GO_BP::GOBP_THYROID_HORMONE_METABOLIC_PROCESS	12	6	0.003736312682307231	0.03639411931197936
Reactome::REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	12	6	0.003736312682307231	0.03639411931197936
GO_BP::GOBP_ENSHEATHMENT_OF_NEURONS	106	26	0.0038030840254447145	0.03691534503310988
Reactome::REACTOME_SENSORY_PERCEPTION	106	26	0.0038030840254447145	0.03691534503310988
GO_BP::GOBP_MUSCLE_CELL_PROLIFERATION	122	29	0.0038035377173433337	0.03691534503310988
GO_BP::GOBP_DEVELOPMENTAL_CELL_GROWTH	177	39	0.0038146641870167573	0.03697888752720326
GO_BP::GOBP_GRANULOCYTE_MIGRATION	75	20	0.0038354950127899006	0.03709176314763886
Reactome::REACTOME_CARDIAC_CONDUCTION	75	20	0.0038354950127899006	0.03709176314763886
Immune::GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN	166	37	0.0038823292633145636	0.03749977129337931
Immune::GSE360_CTRL_VS_T_GONDII_DC_DN	133	31	0.003891922478174543	0.03750271361725469
Immune::GSE3982_NKCELL_VS_TH1_UP	133	31	0.003891922478174543	0.03750271361725469
