gene,pval_given_therapy,pval_response
AC006014.8,0.653249933114294,0.487025243065252
GBAS,0.388406517296615,0.248928964493966
CCT6A,0.320813323297061,0.674067131568305
PSPH,0.277173806582975,0.420714641517536
ZNF92,0.679060845450207,0.540833155351525
ATXN7L1,0.873815031798119,0.822953564909468
TMEM168,0.174276280761112,0.143062765800438
C7orf43,0.886970833531359,0.941693859779402
SLC12A9,0.790364179793723,0.693628455282801
GIGYF1,0.0541035000525241,0.211843658632772
TRIM4,0.138337006165186,0.0777506316145297
MEPCE,0.410704293366709,0.32050456597111
TMEM209,0.00238921606662224,0.00528035338079382
AGBL3,0.387013147739368,0.471759157735496
ZC3HAV1L,0.103738345170387,0.187258614402572
TMEM140,0.000614740416190954,0.000399772619491866
TLK2,0.0119406325356425,0.00708804909833603
EPHA1,0.061617615204096,0.10487091287833
NOM1,0.538111671353888,0.830885673672224
NCAPG2,0.000870729405454565,0.00872849904412262
RAB19,0.293322250431263,0.768921385911909
C7orf55-LUC7L2,0.743995120887236,0.876164706206693
SH3KBP1,0.609214092753689,0.969796712215362
LANCL3,0.673443756505922,0.877368270684767
CASK,0.436482493253173,0.239828058897896
KDM6A,0.751711703418813,0.859514357320514
SPIN2A,0.517769998082536,0.467703925266589
MSN,0.924781214108246,0.441118400012075
HDAC8,0.0801970238191588,0.344315592073012
ZNF182,0.0511327197112496,0.0581695861420046
CHST7,0.565956744418878,0.196434743845607
KRBOX4,0.455491087925757,0.384868596492799
NDUFB11,0.0186023085047867,0.0368880204842259
ZNF41,0.393173177225706,0.52091941661506
ZMYM3,0.436530898424737,0.520909115582102
TAF1,0.00481179198762767,0.00694964659573533
GPR174,0.332280265584959,0.421977675436596
NONO,0.335664939403402,0.361921499383141
CCDC120,0.646006017369275,0.626519718659318
EBP,0.00751491776010027,0.00426011743581524
OGT,0.00508894052543204,0.0232927638559455
SNX12,0.395659143867341,0.595791980244249
ITGB1BP2,0.677196545670617,0.884254220811225
IL2RG,0.866055768072619,0.558220769688802
ACRC,0.272992612944905,0.165717336110163
DIAPH2,0.17696331111482,0.0675693258810957
PRPS1,0.00972550731235282,0.0597919948294403
CXorf57,0.4071293711878,0.578257893497925
FRMPD3,0.850916931636822,0.66579413491768
DOCK11,0.957616540232816,0.75995830371995
RBMX,0.00219457132525601,0.00513637453759435
MCPH1,0.00608162821256151,0.0131452329801504
MFHAS1,0.129557254397523,0.209007231058374
FBXO25,0.915532350427611,0.987431037128327
FAM58A,0.0830027086479886,0.0931291361632789
NSDHL,0.000161431281354876,0.000175504888900027
ZNF185,0.872268866964717,0.717974963957512
CETN2,0.278171158096558,0.28145242449894
RPL10,3.40724540487574e-05,0.00392049812149725
CSGALNACT1,0.957184373877998,0.528611349505306
ATP6V1B2,0.00506152381852485,0.000846252981109945
CCDC25,0.0844140671735857,0.0929702084870063
HMBOX1,0.114892187002473,0.216706436263795
GNRH1,0.108327823206078,0.140704024160078
BIN3,0.0959569357881889,0.303595900336582
DOK2,0.00202249506028949,0.000579790638745165
SLC25A37,0.000213345329004695,0.00108217414647256
CHMP7,0.659528873074019,0.988457584683101
DOCK5,0.115445729260156,0.026523183058931
STAR,0.0579303311276056,0.0671647728924582
PROSC,0.297426451671974,0.320066027945266
ERLIN2,0.195370267711119,0.320718181783807
TACC1,0.748991972910798,0.896236616172214
GOLGA7,0.0364751222483632,0.0406923939416149
PPAPDC1B,0.0272926869741926,0.036010214132697
GINS4,0.186378391536234,0.310379701850108
WHSC1L1,0.744844900524254,0.476691588684831
ADHFE1,0.032981020667141,0.169770941132338
MRPS28,0.00243045207930358,0.0139582154948087
LACTB2,0.879025805928389,0.844819044215659
TERF1,0.899147657480394,0.978164281190083
RPL7,2.27495987456677e-05,0.0023642598146799
MTDH,0.365672316727742,0.285929728460528
LRP12,0.105614938245297,0.319244640430015
EBAG9,0.476465926934002,0.402970688372171
POLR2K,0.198291438615715,0.0718405247905067
EIF3H,0.0851522054520699,0.0669752330070549
UTP23,0.071946936559359,0.216114323410112
NDUFB9,0.0509171285877016,0.0174055403209164
TATDN1,0.660840294603036,0.682660675987172
ZNF7,0.934762600613828,0.903701920753185
SLC39A4,0.831563228581906,0.965936178261675
NAPRT1,0.001531369945445,0.0104567836563756
AK3,0.00479527206209507,0.00284432711130266
UHRF2,0.173495025587226,0.227986014069432
PLIN2,0.93760135157451,0.82766252272257
HAUS6,0.43024755215136,0.542813650030629
CDKN2B,0.042803726046929,0.0121966423944174
CDKN2A,0.000360685718162084,0.000151706473251514
C9orf72,0.000176688826515955,0.000133371585247009
ZCCHC7,0.674743351456697,0.740922661656844
FBXO10,0.610618096214654,0.847271193239489
SIGMAR1,0.102519904617008,0.0837540617698526
CBWD5,0.132426869023862,0.087802696275816
CEP78,0.94640170855327,0.785177404929697
IDNK,0.680779004254505,0.926422402106235
AUH,0.144035380584516,0.352223164512782
HIATL1,0.2589189183728,0.308801720076154
C9orf3,0.348225026253254,0.887848151567871
INIP,0.143102585490697,0.409373841669108
UGCG,0.0800690198278135,0.0605319498013744
SNX30,0.0257856447520272,0.0415869479282207
STOM,0.172245909518262,0.0811775276346425
GSN,0.364039107374588,0.111844407318571
MRRF,0.0512980829918978,0.104883589870318
ALAD,0.39657577567449,0.177074047184952
ASTN2,0.355431723111966,0.665217300763964
POLE3,0.274551341423546,0.444001736204012
SURF4,0.000551266825868968,0.00118505730042256
GBGT1,0.898292915154183,0.629036664034457
SURF1,0.00650894361803784,0.0646753004722068
SURF2,0.689220447627723,0.804469317204604
SURF6,0.84207503124415,0.73623944349152
MED22,0.329578551533991,0.469310095724599
REXO4,0.0283124360064138,0.069454272806189
RPL7A,0.00136772143853893,0.0230415532223698
GTF3C5,0.0163527673741859,0.0111270458093921
ASB6,0.00907404186088372,0.0385208348650272
PTGES2,0.877489639888319,0.546154220783365
NTMT1,0.83301504166711,0.896707623329701
CIZ1,0.22438542911345,0.202861281989091
SLC25A25,0.599085582938399,0.305025464402746
SH3GLB2,0.133385301127595,0.234984133443918
FAM73B,0.953727447435348,0.775334673405739
LRSAM1,0.513842711610128,0.548692211657339
GPR107,0.100229667184114,0.21188942806336
C9orf142,0.763172898219453,0.921378907205139
IDI2,0.68810483540559,0.99713576601837
INPP5E,0.762381953153351,0.83010222138327
SEC16A,0.430927120657926,0.437747889838181
DPH7,0.232295726749173,0.337998699989133
NOTCH1,0.108265547460047,0.29524603948102
NACC2,0.119676979970267,0.207269970685216
USP6NL,0.800507454415876,0.656172502029804
COMMD3,0.000186561080726136,0.00107952969694266
MSRB2,0.832176757588723,0.641448139776996
PDSS1,0.736595702497641,0.916642224296022
FAM171A1,0.933913014066233,0.772229195956593
FAM188A,0.987187454190322,0.621109079407559
RSU1,0.243923055854619,0.504528253937731
PARD3,0.661758647541854,0.559547225654731
ZEB1,0.883609609313676,0.637492769414169
NRBF2,0.59969759780916,0.75250033035392
CDHR1,0.130084378524479,0.0670742342455155
POLR3A,0.757553798152554,0.754255948959016
HERC4,0.619994168846372,0.328137082435415
CAMK2G,0.00490978292879829,0.0104665124970222
GLUD1,0.763911041226394,0.730422871370102
RPP30,0.760975025915711,0.556506615821568
FRA10AC1,0.809275967181023,0.45383009202081
ADD3,0.897393116415963,0.735549583630899
DNAJB12,0.586001347729833,0.712767266566383
EIF4EBP2,0.608843119898794,0.59952778616272
TCF7L2,0.0428874538721059,0.153441707888455
MKI67,0.000983150897117965,0.00122421991028492
FUOM,0.380127480955285,0.46589697913175
LRRC27,0.758584456022706,0.589448556919575
MTG1,0.772167918637912,0.905375604557188
PAOX,0.00453520128416932,0.00767475501141401
GSTO1,2.30177939080001e-06,4.15105409946957e-05
TAF5,0.292894480706132,0.442801330786844
PPRC1,0.150874226590113,0.448401978467181
ITPRIP,0.984064731528912,0.983588885790617
CNNM2,0.682175278100388,0.80560752218195
PDCD11,0.693246739325629,0.215837237320642
RGS10,0.146652727770786,0.283859517392902
BTBD10,0.222356959622811,0.196293718603213
ADM,0.867275284957394,0.785807657609411
LIN7C,0.57782492607578,0.843115276345856
IMMP1L,0.0631550298333486,0.0531125275319609
PGAP2,0.296750480807391,0.752102258840145
TUT1,0.932993197943044,0.937765059692381
ZNF215,0.151657001043581,0.0599265712133592
HSD17B12,0.0513492473179837,0.0282159830449164
APIP,0.886010167418698,0.968086863461911
DGKZ,0.333080538779482,0.531754489917646
EIF3M,0.00407100938706675,0.00734918581673072
TNKS1BP1,0.207345914084898,0.131726119190414
SERPING1,0.790222006685783,0.814813737434979
SSRP1,0.00291633944755476,0.0163842519338315
SLC43A1,0.00196798172807226,0.00319874622307556
PTPRJ,0.283473351568601,0.156229671583522
C11orf49,0.980964130441638,0.909864043779728
ARFGAP2,0.0141811563548773,0.0221607777692807
CELF1,0.0435872736849718,0.0250776360980241
C11orf73,0.000396938845344423,0.00103071961611556
CCDC81,0.661027419383484,0.81848453536696
SESN3,0.548530342939142,0.947746175185129
ENDOD1,0.108460810992263,0.131522175103072
CCDC82,0.147569086898599,0.105775016560378
SERPINH1,0.996241204981684,0.993118382702755
CAPN5,0.466579042502495,0.672287323783511
INTS4,0.327119222090088,0.161548638433105
PAK1,0.717677570286623,0.787124136129099
RPS3,7.02014903063847e-06,0.00174460431513507
ZC3H12C,0.436236469634637,0.366157772582224
TTC12,0.5238820712158,0.365832368635019
NPAT,0.000242021972522361,5.97149517577284e-05
ATM,3.22946321050301e-05,5.3130456487728e-06
AASDHPPT,0.111410947245312,0.0771135984886371
GLB1L2,0.414455819279662,0.630533587652003
SLX4IP,0.25002152529388,0.153801433780382
LAMTOR1,0.0014144767059816,0.000754632118948515
P4HA3,0.639792897831305,0.854351038594028
HYOU1,0.938079504435527,0.72522643615044
CSRP2BP,0.244896893791577,0.326965587542589
DAK,0.431129417000691,0.814421412545947
MTA2,0.337280325759327,0.122201784737332
TMEM138,0.233390832267076,0.0851239968476634
FADS1,0.0365020223719034,0.0181784610129558
ROM1,0.302760891584752,0.173208988245258
EML3,0.591769960274022,0.339970002952829
INCENP,0.0694182155160441,0.105354887299304
PLCH2,0.326416440005454,0.22027022460846
FRG1B,0.201479197487582,0.28164154937766
CPSF7,0.321371173073292,0.717293588656868
B3GAT3,0.416477821262229,0.269607082795526
EI24,0.056616047422478,0.0890440664317822
CCDC15,0.887768781339917,0.497957096902791
CHEK1,3.33606319265917e-05,9.81569456015209e-06
FEZ1,0.348879198027629,0.402596891987222
MPZL2,0.303015263962978,0.158178221729738
SIDT2,0.24116100740527,0.563604877073704
TMEM25,0.0270873800090178,0.0201724133247036
TAGLN,0.147720140141739,0.100875208443785
COMMD7,0.462199964538966,0.49946679423145
DSN1,0.0229174851479037,0.0130566135906393
SOGA1,0.120603459186927,0.235127243976304
LINC00266-1,0.197645122888114,0.164159538698578
LSM14B,0.908956019142745,0.690752471731583
YTHDF1,0.425725382115502,0.955759486569199
CABLES2,0.0727187422416319,0.0732450451706931
ORAOV1,0.359827649492404,0.622049243682335
TRPT1,0.474719434757166,0.433927198210577
NUDT22,0.00691103800384096,0.0243444498172341
FERMT3,0.0824913391446567,0.0982090739975297
PLCB3,0.231162043770544,0.575796187396606
MRPL49,0.00744346917210719,0.00740919816524993
CDC42EP2,0.23540728865296,0.215986506725322
FAU,0.000322642283748537,0.0192753095761579
TM7SF2,0.680007473275869,0.796425270576773
VPS51,0.219882363361781,0.265167569761624
PPP4C,0.00757937795530725,0.00689128573926556
ALDOA,0.829300768887918,0.431222032446416
DOC2A,0.70589956086431,0.726848432122118
HIRIP3,0.00436429541523158,0.00217033338939514
TAOK2,0.944272304308736,0.715306824887337
TMEM219,0.346180245656665,0.423717691343409
CNKSR2,0.361031528214184,0.112177514557323
KLRF1,0.145804561849508,0.354805763754136
MPP7,6.32162778357612e-06,0.00061617727453821
C10orf68,0.55385623892199,0.396818483562199
ITGB1,0.3338881177146,0.201253833366085
CWC15,0.540559770520277,0.272500681909949
FCGR1A,0.28960179840923,0.493267960085947
ARID5B,0.77899650398899,0.703819625993487
CDH8,0.795773669892035,0.527375846602751
DCUN1D2,0.844683934063791,0.997301157025137
TMCO3,0.42005818033627,0.395136531243774
TMEM218,0.462697561859448,0.738403195375922
TIRAP,0.421362512896711,0.391597567110467
N6AMT2,0.0467195539929564,0.0445469704860777
LATS2,0.393377576084708,0.474438443901846
SAP18,0.914277259729028,0.617676284426773
KIAA1328,0.0938154161552127,0.0513357530321025
CTAGE5,0.535448406763867,0.669309121912077
PDCD4,0.000450369687709128,0.015494417530537
CCDC102B,0.763933927160193,0.536519209713452
CD226,0.109037917714108,0.154860020252412
FSIP1,0.744690713955446,0.685553291840024
DLG2,0.151860097033477,0.128614101985736
PRSS23,0.00872571002852335,0.0397555667370866
MTMR12,0.197694492328792,0.0739301746210365
CCT5,0.0731861524170053,0.173671502957329
FAM173B,0.686955053433236,0.906774992078704
DIXDC1,0.450961750618034,0.610586910593215
DLAT,0.0515147309840004,0.179815302881578
C11orf57,0.020323739805266,0.0286200761435264
TIMM8B,0.0928342705226756,0.365934517505004
IL18,0.835790388170444,0.449951906774104
PTS,0.955184401406562,0.901828959597865
PIP4K2A,0.000255211800999201,0.0170556674960576
FOXO1,0.990619949697982,0.82087308674168
CRIM1,0.194097023933997,0.144758875127611
SEC24D,0.00333818676478453,0.00482476163323678
ABCB9,0.101750583324277,0.183889242815513
RILPL2,0.0477251260137817,0.0531428688785445
DHX37,0.424955906779296,0.726134538552664
UBC,0.0373302376822133,0.272371479962398
ITPR1,0.367935293721842,0.460494264748046
PRSS53,0.698865213870666,0.978724532540941
CCRN4L,0.82113772453329,0.918814015965067
ENKUR,0.828635776642944,0.845474394008277
CACNA2D4,0.819786659353647,0.946787790776801
DCP1B,0.28532431381921,0.29187272344186
CACNA1C,0.198464892128692,0.179512698695601
NGLY1,0.238147399427577,0.329154241541009
OXSM,0.874043728401519,0.665606359628248
UEVLD,0.183847196088647,0.388053747750723
TMEM86A,0.237740466108341,0.25036593620209
C12orf45,0.0383238911234918,0.0838995139087668
C12orf23,0.63779908706587,0.566159324320592
BTBD11,0.87385671889418,0.567340935648728
UBE3B,0.856741931494811,0.610311562405484
ANK3,0.0755449366129178,0.0310833856161266
IPMK,0.301402733533729,0.47664930388103
PLBD2,0.77463813040197,0.430249640296223
DLG5,0.0646371915613945,0.305315614617211
SLC2A13,0.470697150282931,0.68680504986283
GXYLT1,0.165144146671671,0.267676268973552
TWF1,0.230292576354746,0.453265669080788
DIP2C,0.0183950813240077,0.0379286390974174
EIF4E,0.0103770275477459,0.0077330588982438
TEX30,0.0429306383970514,0.0460659279944646
CSNK1G3,0.889591627042798,0.656808815428227
AGAP11,0.763304765390447,0.827399800685961
SRFBP1,0.244872710120819,0.363327597757067
FAM177A1,0.144808362122574,0.213236027589603
MBIP,0.227093160791076,0.657121499773314
MIPOL1,0.0324010428816882,0.0444450064853917
EXT2,0.0624178586914026,0.226086619935811
TMEM18,0.361208152022157,0.51400018463373
NDUFC2,0.000475000350277549,0.000300023296439542
ME3,0.906818184598817,0.501806697579094
NUBPL,0.975788430700938,0.982429940725727
NEK7,0.486820889063364,0.161681136892568
FER,0.0649060647050398,0.0867997378144232
VIPAS39,0.394823475104946,0.287513980928996
UPF2,0.0589005209387923,0.145314794120108
CDC123,8.91739963500332e-06,0.000237574752108609
SCLT1,0.0173973836465032,0.0842400329173371
C4orf33,0.0792040232271853,0.151098026487627
FRMD4A,0.00648823937289137,0.00157424208169432
ACAD8,0.577501643936821,0.982729741197912
THYN1,0.616197269913654,0.689827774235063
VPS26B,0.254378653245831,0.359538842796212
NCAPD3,0.0194663501049589,0.0861427296267866
VTI1A,0.684612095828247,0.387751739124535
QDPR,0.17889765552888,0.402652944058081
FAM160B1,0.649875413810829,0.599153148656399
QTRTD1,0.666446290553444,0.619000904841102
MMAA,0.0422899438749569,0.189148332248826
ZNF827,0.0631259877822069,0.0960723960424311
NR3C2,0.00412728625808192,0.010609124032129
ADAM8,0.0569237613427028,0.0376928760203861
KIN,0.911202035705087,0.951315441707194
PIGF,0.0353630232990374,0.205808497483676
ANKAR,0.186568948703499,0.17689012386646
INPP1,0.000912163847429324,0.000799220855191675
MFSD6,0.520795385313438,0.988316207239901
RNF144A,0.110483161936823,0.0301853909545598
ADAM17,0.472239555211848,0.338857542106631
FLI1,0.877539519988516,0.966256454309898
MLF1IP,2.1511205026298e-06,5.50651265150031e-06
ACSL1,0.269515745380164,0.173803251556303
SLC25A4,0.0632149337457133,0.134003529223416
AMN1,0.310581241219383,0.13567733649009
BICD1,0.125753062271222,0.268125019665278
SAV1,0.347207874776942,0.188954354529034
CCDC122,0.743020475994693,0.988381406792534
SERP2,0.918335541649999,0.449071589137489
NBAS,0.693839639332978,0.131926870097647
GUF1,0.0850421001139064,0.211647951308328
SACS,0.971117077038873,0.939164974254933
PABPC3,0.554393327716797,0.408611509610667
CENPJ,0.806629539256287,0.740414535624541
FBXO4,0.456801700307655,0.836979567175647
C5orf28,0.832003003636004,0.830680992675062
CCL28,0.0484801929027178,0.14810364236621
PARP8,0.00259426820105966,0.0223134002452784
CACUL1,0.232547253139939,0.224460377010397
DST,0.853362786538365,0.299005199385609
TIAL1,0.617811883386641,0.958569355070902
BAG3,0.879666428755885,0.99850549317097
LIX1L,0.1503334058117,0.0785821253259243
NBPF11,0.00214873295879815,0.00173992822274203
AP1S3,0.00323523516224855,0.00169595829542594
RABGAP1L,0.468262757583274,0.693799391902869
CCDC74B,0.85229871061806,0.540106457492729
MZT2B,0.004407473301671,0.0309003736264467
FAM168B,0.941290440996042,0.367745117766317
PTPN14,0.105379098317109,0.258950946095896
AC093838.4,0.963063201695359,0.990403345780502
MGAT5,0.0159821200542126,0.024216718628278
TMEM163,0.0119284555618137,0.00671401581833728
GPATCH11,0.443989132328647,0.330711458397472
GEMIN6,0.495347585338353,0.902572492334138
TMEM178A,0.736386441600387,0.319985658937712
RNF219,0.124405155860447,0.193557470540885
CYSLTR2,0.535527840914735,0.254917023907401
SETBP1,0.0015849555421379,0.00372601951859509
ARL14EP,0.229205128389116,0.670454187314022
EPG5,0.737011736824873,0.646919612039446
PSTPIP2,0.587028880949002,0.946931341037809
ATP5A1,0.0012213843872474,0.00546086109990197
HAUS1,0.0646105463274166,0.0751561835435263
C18orf25,0.362984255236208,0.46488400005059
SPC25,1.24186813374706e-06,2.64496635024603e-06
PDK1,0.750546718870599,0.83518419545794
SPON1,0.122694499209217,0.0987717419329891
PDE3B,0.160147270610053,0.0667323650103515
TCF7L1,0.213897777019621,0.177651340484131
TGOLN2,0.100585174040592,0.0583790555068624
UHMK1,0.561822436950073,0.427163657721114
ATG10,0.409315960496757,0.845937236817305
POC5,0.00251574149985213,0.00539720424080469
TADA1,0.840305955744245,0.636007353578413
CWF19L2,0.64655332069073,0.342141523881332
JMY,0.030572813799993,0.120490183265706
HOMER1,0.035507201954283,0.0180177432646013
XRCC4,0.207061329100439,0.569998594140817
ZNF547,0.268262506871452,0.44535201481532
ZNF773,0.485383884587682,0.477486908650258
ZNF776,0.973614082900398,0.597145640928192
ZNF256,0.93816558654482,0.716881855073338
SUV39H2,3.20523527861552e-05,7.10392803333908e-05
DCLRE1C,0.04847437508912,0.0680130129938892
RPP38,0.111552464057324,0.0974461327056972
NMT2,0.750758497507825,0.731044539537194
USP12,0.295362529119533,0.54392279676387
ARL5B-AS1,0.460271021270826,0.399586670246275
CCDC50,0.506498058831306,0.35816593213982
CAMK4,0.00488200695006053,0.0149347796640684
TRIM36,0.762238873121415,0.810459887551017
ZFP36L2,0.000975672297975366,0.00795439846366717
PAN3,0.0284796691281828,0.405964559819157
PLEKHH2,0.163152178192335,0.226428871364167
PFKM,0.239141438445932,0.140936038978319
TMEM123,0.659009694173326,0.426918606289137
SPEF2,0.0299170561900093,0.0209355231905289
MBNL1,0.00609538409889038,0.0382530303519108
NADK2,0.637070781003934,0.950788236527476
GPD1L,0.634808493767056,0.430591219869307
SLC30A6,0.628583431262224,0.29296164334723
PELO,0.549237262355952,0.468491756005824
RASGRP3,0.914946524452653,0.490789951968
SAR1B,0.0757808429468793,0.0675997802171534
FAM21B,0.221459503664213,0.32527043128031
GPR180,0.384335444778712,0.42535272411205
WDR78,0.0918727749772816,0.0832931302955508
FARP1,0.702061754696716,0.796174746245467
IFIT5,0.092055305671861,0.132159671826485
PRDM8,0.438795962617571,0.510425889261783
HNRNPDL,0.188015316931767,0.360758770038602
UTRN,0.0759575368635283,0.1056106139382
PTPRK,0.12945272637062,0.0703537343111431
GGPS1,0.590399600819979,0.913134788610698
ZNF117,0.668648154645544,0.939511900452313
RAD17,0.328952087943501,0.371733272122135
MED21,0.154531977175271,0.195643418828139
JAKMIP1,0.0271517470513678,0.0950327390042514
SREK1IP1,0.942393218641506,0.656646012408241
CWC27,0.11484335979434,0.0491652586768392
MR1,0.653478003241915,0.967974498494456
SRP19,0.00151027486686054,0.0031099905482666
CENPH,0.0232683522056669,0.00891489675196109
CDYL,0.855143616006641,0.570040325744914
CARHSP1,0.191927966001531,0.842814594704459
TXNDC11,0.0299477527397303,0.0411846601510329
DAB2,0.158734551618583,0.553476706129269
BCL2L11,0.328447872726266,0.139963477543868
ANAPC1,0.248665168132795,0.477537552123646
CAST,0.399288023739082,0.654248826653955
SCOC,0.0263627809681897,0.0546195906081767
CETN3,0.0321003239743612,0.0779202053106495
SMARCA5,0.564712938728602,0.434957104177607
RGPD3,0.0128608129861427,0.092095234854456
RASSF3,0.959876101263275,0.746924215650598
HNRNPU,0.0130059057835148,0.00307786870465367
RANBP2,0.0140407144900023,0.0257680136699403
AHCTF1,0.0366570540681043,0.0248375432367352
TMEM87B,0.137196736535412,0.378779976379021
NR4A2,0.568670489653754,0.647335340173562
RBMS1,0.0140537258142082,0.00458500719118201
CD96,0.0817241213295845,0.0846725574065557
FAM49B,0.438625854500207,0.140678573673305
ASAP1,0.165276907929399,0.0815577867700157
TRAPPC8,0.0190229793012695,0.0269028715494347
LINC00467,0.236424441831018,0.345655695041087
INO80C,0.0117456758824931,0.0072030591603571
LPCAT1,0.940004508112006,0.815212577551023
NMRAL1,0.910102127040657,0.665369201635574
UBALD1,0.699352319150357,0.751743103880365
TMEM251,0.928461770715706,0.652645494445568
ING1,0.321733506159382,0.349870119099379
CMTM7,0.928762280914915,0.891805502429787
FBXL2,0.215817821999615,0.203146052435576
UBP1,0.316669873081808,0.657521441161774
RMND5A,0.0359179631013999,0.157562450573539
CD8A,0.0129406925099996,0.252256342701023
RPIA,0.102504028683165,0.153950943294631
TUBGCP5,0.180814592024233,0.0972602234387096
GOLGA8I,0.285431953504102,0.351968577131811
GTF2E1,0.0429101304610434,0.128465079119518
CFDP1,0.522339813333069,0.549953221890146
ZDHHC7,0.010176951120627,0.0102303132194587
C7orf31,0.432313503074347,0.375897991409657
JAZF1,0.617497198354471,0.798323919112485
CMIP,0.424038639793233,0.603503072480195
TRIP12,0.00427372467125151,0.0878615938792601
FBXO36,0.398059904299969,0.348147160791325
CEBPG,0.369927659645437,0.310886830807487
ZNF599,0.901281722902002,0.511599823638298
MCOLN2,0.0565268690192001,0.0195272507604919
SREK1,0.410492830336052,0.605282181075741
CHD1,0.0373975994361479,0.0555635960651978
DGKE,0.731527480514747,0.777465122900004
HS2ST1,0.249195333429665,0.321755589500341
MSI2,0.219717836343399,0.100623992636418
ZUFSP,0.00837997881721678,0.0165455053301122
HS3ST3A1,0.419858967533883,0.679529315332148
GDPD1,0.750241445802203,0.81141889363102
NUS1,0.638072156478207,0.78785415512779
PPP2R5E,0.343759211584322,0.611236168521501
GRAP,0.806884376107474,0.537752735826024
SLC5A10,0.56495261934594,0.294148236035723
C17orf103,0.772624625444061,0.53345873688781
CABYR,0.506298069216229,0.784729905380615
IMPACT,0.0940703944363127,0.142518455330918
C6orf57,0.929467195781296,0.859822336374037
DNAAF1,0.0703972014819843,0.0636240485796624
C16orf74,0.431204377130426,0.238309634044001
TBCEL,0.38881278350648,0.570264745677501
ANKH,0.675683481042698,0.24154972732417
FAM105B,0.337322953078768,0.677464650304413
UBASH3B,0.432131026865404,0.483022930983853
ROBO3,0.0181402370915995,0.0114763985204746
TBRG1,0.282329737278548,0.382673669211392
FAM134B,0.728226270727274,0.288895840209757
GPR15,0.00404307021499405,0.00165645692398394
TOMM70A,0.0998529562650099,0.152437487566203
ABI3BP,0.0873781097810221,0.227856914799902
PITPNC1,0.12874489509025,0.0920723452175778
CC2D1B,0.856805567862373,0.719434602797469
PRKCA,0.0951985131487253,0.0333814049864597
CEP112,0.64684370741351,0.512193320389951
ABCA5,0.00443803189292684,0.0174668867480126
C4orf19,0.0204335604512823,0.0299071673789076
MIA3,0.0272695655412146,0.0923822362047834
DISP1,0.816524070395168,0.943241343546251
TNIK,0.107729569956618,0.218353791500984
NEIL2,0.961698315034874,0.449332192293478
OBSCN,0.0151525024897991,0.00720314965149582
LONRF1,0.904464264295037,0.736137710453207
TRIM11,0.220551545879354,0.239153463257858
ENAH,0.783594828513415,0.446210117243241
CCSAP,0.0895935368157759,0.101901241122947
GBP5,2.82980164927711e-05,2.59485531231385e-05
BUB3,0.000411520543837448,5.14223504062024e-05
CCDC173,0.923946961862583,0.738828739458034
FAM69A,0.754957142164265,0.743163274737903
ATP5G3,0.000132891401386507,6.1473425660401e-05
MAGED4,0.41880192438075,0.522671665062365
SRSF12,0.0221484815202496,0.0252768619026148
TCEB1,0.0892491482218159,0.0685717544512659
LY96,0.932275566846743,0.683832952851648
CEP170P1,0.60531136675901,0.550382951269071
PSMA8,0.796629760240388,0.584797600635043
TMSB4Y,0.801701838489343,0.706581857296849
CXADR,0.759746556842826,0.809301985280313
BTG3,0.186626750501276,0.14816487507623
C21orf91,0.023525383057342,0.0831998124619995
L3MBTL4,0.53157743945735,0.36434811563536
RABGEF1,0.703126457598926,0.556653470002484
MRPL39,0.00227404056140036,0.00151052324815467
ATP5J,0.000405274626702067,0.000298740558439634
GABPA,0.609741992563126,0.436019461518101
TSEN2,0.693269169281902,0.402711502415193
SLFN13,0.664186791028486,0.528859643483221
XPC,0.250073901279491,0.132015013472463
CCDC174,0.0493202124187528,0.0631764455328952
FLCN,0.717970174627418,0.221787420425441
DPH3,0.48464343901218,0.647809766818
OXNAD1,0.00671480613769937,0.00288756697094025
PLCL2,0.113805335623733,0.126704029187458
CXXC1,0.149257178137414,0.141875719077247
SKA1,1.13471671745348e-05,6.86588726254672e-05
PPP4R1,0.180211624680056,0.542095359870236
CCDC144B,0.723299256625242,0.229045775230384
MPPE1,0.24911016474314,0.33629350517371
CCDC144CP,0.341299347726988,0.193844742072819
RAB6B,0.878716324754721,0.935637776410108
EME1,0.00140849990084837,0.000830480122326874
EPHB1,0.543180479067913,0.41452653825457
ACSS1,0.0863911889759971,0.327513083508147
ANKRD40,0.937669156382088,0.859495276006076
ZNF18,0.527377555941107,0.621813578745511
VOPP1,0.00615934950299448,0.016583579014009
APOOL,0.135997846776236,0.169334055734105
CYP2U1,0.209749640821103,0.247471763477326
RSPH10B,0.0263515440848219,0.015321990897454
FBXL18,0.562564286594819,0.19064917316162
AK9,0.10269842132323,0.053420948536155
KLF10,0.824607323317503,0.917844464179985
PTPRN2,0.0235887672207981,0.111397464442768
AZIN1,0.91813796619998,0.891765226204398
ATP6V1C1,0.90056547276839,0.73470170214746
TMEM55A,0.911157070239049,0.596236399576079
OTUD6B,0.551440032290839,0.658067399025401
CDK19,0.240013035043925,0.231021116492926
GTF3C6,0.00112395877450453,0.00116986449511949
MARCKS,0.697714705456051,0.808575207063754
TTC39B,0.141685029568796,0.101742729722402
AGPAT5,0.50283835730869,0.403517790427858
MMS19,0.814186739400777,0.596239761410443
PI4K2A,0.606183434070314,0.639093034898461
ZFYVE27,0.13819208194173,0.270987726726995
GOLGA7B,0.350569148333266,0.624832197397874
