model,,feature,coef
logreg,0,scNET_0,-1.78048028500868
logreg,1,scNET_1,3.3969711999122296
logreg,2,scNET_2,0.5616244641513075
logreg,3,scNET_3,-1.2989375711601068
logreg,4,scNET_4,-3.489679230833182
logreg,5,scNET_5,2.4006076483581924
logreg,6,scNET_6,1.6720657208219518
logreg,7,scNET_7,-3.1781818765827436
logreg,8,scNET_8,6.701577480730199
logreg,9,scNET_9,4.37034266028628
logreg,10,scNET_10,5.112881563839396
logreg,11,scNET_11,1.753532358190898
logreg,12,scNET_12,2.7043400091055023
logreg,13,scNET_13,0.4893713332804458
logreg,14,scNET_14,1.4583371956099989
logreg,15,scNET_15,1.7860049786829553
logreg,16,scNET_16,-0.6590928664280716
logreg,17,scNET_17,1.7977407414439666
logreg,18,scNET_18,1.4498569064129345
logreg,19,scNET_19,2.481586703161733
logreg,20,scNET_20,0.3549388857495289
logreg,21,scNET_21,1.7525503924524346
logreg,22,scNET_22,5.202370096650682
logreg,23,scNET_23,3.5135867886406054
logreg,24,scNET_24,-1.5438364912838154
logreg,25,scNET_25,-5.281103174544345
logreg,26,scNET_26,-1.1183290734174236
logreg,27,scNET_27,-5.32241304680223
logreg,28,scNET_28,2.953647017197677
logreg,29,scNET_29,-1.0382353768583241
logreg,30,scNET_30,-0.7414998929885
logreg,31,scNET_31,3.3106731307115886
logreg,32,scNET_32,-3.090897875106757
logreg,33,scNET_33,-0.224549897011314
logreg,34,scNET_34,-1.3717302486316871
logreg,35,scNET_35,0.42116794057465384
logreg,36,scNET_36,-3.5082129252599397
logreg,37,scNET_37,1.0769290636024555
logreg,38,scNET_38,-1.2121937660290305
logreg,39,scNET_39,-0.34430106133636507
logreg,40,scNET_40,-4.833511162813158
logreg,41,scNET_41,0.037153337839288196
logreg,42,scNET_42,-2.1871697490235085
logreg,43,scNET_43,-0.5361229602535322
logreg,44,scNET_44,-3.383215500312763
logreg,45,scNET_45,-2.400762262672383
logreg,46,scNET_46,-3.02217886287757
logreg,47,scNET_47,2.1585535925964203
logreg,48,scNET_48,-0.22602870421863694
logreg,49,scNET_49,-2.4990783557556577
logreg,50,scNET_50,0.1653802598112447
logreg,51,scNET_51,2.2777181695380166
logreg,52,scNET_52,-0.4907023187008927
logreg,53,scNET_53,-0.054972462373809435
logreg,54,scNET_54,0.2967246943694082
logreg,55,scNET_55,2.695061604022052
logreg,56,scNET_56,1.2224505343161198
logreg,57,scNET_57,1.80042119504039
logreg,58,scNET_58,0.7820693435961235
logreg,59,scNET_59,0.007927335595102305
logreg,60,scNET_60,0.14164040975377684
logreg,61,scNET_61,-0.22072578229095546
logreg,62,scNET_62,-0.9884731719312154
logreg,63,scNET_63,3.1039454435589735
logreg,64,scNET_64,3.133568704113684
logreg,65,scNET_65,2.10869680181717
logreg,66,scNET_66,1.9846421187867282
logreg,67,scNET_67,2.0025408465972556
logreg,68,scNET_68,-1.8574179027999391
logreg,69,scNET_69,2.21516221683407
logreg,70,scNET_70,1.04925439902413
logreg,71,scNET_71,-4.150949597489637
logreg,72,scNET_72,0.1752723607473017
logreg,73,scNET_73,3.780906842959918
logreg,74,scNET_74,-1.5559608521042616
