model,,feature,coef
logreg,0,SDAN_0,-0.07285257981691905
logreg,1,SDAN_1,-0.07248423451464836
logreg,2,SDAN_2,-0.07309705420748278
logreg,3,SDAN_3,-0.1135714986288661
logreg,4,SDAN_4,0.14308357299452765
logreg,5,SDAN_5,-0.12028311212453693
logreg,6,SDAN_6,0.1643507002817318
logreg,7,SDAN_7,-0.005706546599959041
logreg,8,SDAN_8,-0.1162625048640923
logreg,9,SDAN_9,-0.04795513378896777
logreg,10,SDAN_10,-0.3694572243879863
logreg,11,SDAN_11,-0.012192635752642664
logreg,12,SDAN_12,-0.09506740229400903
logreg,13,SDAN_13,-0.17715581072359285
logreg,14,SDAN_14,-0.7114081642957487
logreg,15,SDAN_15,-0.01136924752881161
logreg,16,SDAN_16,0.5224128878541598
logreg,17,SDAN_17,0.45874447971695526
logreg,18,SDAN_18,-0.506192950487535
logreg,19,SDAN_19,-0.07061040259070188
logreg,20,SDAN_20,0.20171634767420668
logreg,21,SDAN_21,-0.17696942092041834
logreg,22,SDAN_22,0.4539019942942014
logreg,23,SDAN_23,-0.13983495758646416
logreg,24,SDAN_24,-0.2957445786557775
logreg,25,SDAN_25,-0.03783744839778106
logreg,26,SDAN_26,0.21129289609894927
logreg,27,SDAN_27,0.18656510338267776
logreg,28,SDAN_28,-0.22954187921527347
logreg,29,SDAN_29,0.1678740527524343
logreg,30,SDAN_30,-0.056107510413230845
logreg,31,SDAN_31,0.19982230859852657
logreg,32,SDAN_32,0.37540517737814394
logreg,33,SDAN_33,-0.12823859850515804
logreg,34,SDAN_34,0.19992968710401002
logreg,35,SDAN_35,-0.15291953347262302
logreg,36,SDAN_36,-0.00031304625686622863
logreg,37,SDAN_37,0.19493186437151117
logreg,38,SDAN_38,0.2054095056796974
logreg,39,SDAN_39,0.05871851657214105
