model,,feature,coef
logreg,0,SDAN_0,-0.011213946086324608
logreg,1,SDAN_1,0.041640720977689415
logreg,2,SDAN_2,0.060164298949966596
logreg,3,SDAN_3,-0.029093043652011256
logreg,4,SDAN_4,-0.01022120759110246
logreg,5,SDAN_5,-0.11741723712674351
logreg,6,SDAN_6,-0.06835444898575092
logreg,7,SDAN_7,0.16100237243854637
logreg,8,SDAN_8,0.043925154259406234
logreg,9,SDAN_9,0.050825838660429654
logreg,10,SDAN_10,-0.016356079432379777
logreg,11,SDAN_11,0.03772097291166687
logreg,12,SDAN_12,-0.011105520490438663
logreg,13,SDAN_13,-0.008821324716990264
logreg,14,SDAN_14,-0.06501781068960241
logreg,15,SDAN_15,-0.012964306008774795
logreg,16,SDAN_16,0.24874563666300994
logreg,17,SDAN_17,0.009289107447393403
logreg,18,SDAN_18,0.033184089953036074
logreg,19,SDAN_19,0.07988793095765402
logreg,20,SDAN_20,-0.027417535281170878
logreg,21,SDAN_21,-0.040306369106322425
logreg,22,SDAN_22,0.012167152551593065
logreg,23,SDAN_23,-0.16009134209239906
logreg,24,SDAN_24,-0.006252243406493679
logreg,25,SDAN_25,-0.0001796636603281802
logreg,26,SDAN_26,-0.050422035273921084
logreg,27,SDAN_27,-0.027154316421282902
logreg,28,SDAN_28,0.018206448375776375
logreg,29,SDAN_29,-0.06880867668143832
logreg,30,SDAN_30,0.061288496255978354
logreg,31,SDAN_31,0.016510048222972695
logreg,32,SDAN_32,-0.021449526217836523
logreg,33,SDAN_33,-0.005562429489296727
logreg,34,SDAN_34,-0.03353566721751691
logreg,35,SDAN_35,0.016110785813437584
logreg,36,SDAN_36,-0.0355897185565669
logreg,37,SDAN_37,0.012224723204446794
logreg,38,SDAN_38,-0.006497649331767321
logreg,39,SDAN_39,-0.0027155609462167596
