cell_type,sdan_weight,program,cell_level_auroc,individual_level_auroc
CD8T,0.25,SDAN_35,0.5323346714520306,0.6913951335690107
CD8T,0.25,SDAN_36,0.5161554687621345,0.6063406637164801
CD8T,0.25,SDAN_37,0.5171275591752675,0.6767409465648448
CD8T,0.25,SDAN_38,0.5297057426374385,0.5440981721013263
CD8T,0.25,SDAN_39,0.48769063896618614,0.7371169188005772
CD8T,0.5,SDAN_0,0.5417055338778125,0.46386071361469816
CD8T,0.5,SDAN_1,0.4947551364432982,0.5706976278580765
CD8T,0.5,SDAN_2,0.5579939115111141,0.44768804330493744
CD8T,0.5,SDAN_3,0.5736101642102792,0.4646960612654533
CD8T,0.5,SDAN_4,0.4177042413400241,0.5279260570058493
CD8T,0.5,SDAN_5,0.526176037622784,0.46173779627899825
CD8T,0.5,SDAN_6,0.4510124254419768,0.4123116768670635
CD8T,0.5,SDAN_7,0.5129456377307795,0.6739949122383886
CD8T,0.5,SDAN_8,0.5175995590908552,0.5450741555301786
CD8T,0.5,SDAN_9,0.5474607752574512,0.6295999503416345
CD8T,0.5,SDAN_10,0.537813166914165,0.6514256736859076
CD8T,0.5,SDAN_11,0.3975186229118648,0.49697935668875537
CD8T,0.5,SDAN_12,0.4645611618399613,0.5210246324148311
CD8T,0.5,SDAN_13,0.5084504334991786,0.36155498642390027
CD8T,0.5,SDAN_14,0.4963415628807172,0.4756948839890858
CD8T,0.5,SDAN_15,0.5953937275074025,0.47250254066056285
CD8T,0.5,SDAN_16,0.4816661451142599,0.4856946541303723
CD8T,0.5,SDAN_17,0.5183607621442031,0.4261925336559794
CD8T,0.5,SDAN_18,0.5111299023131883,0.49255005145725983
CD8T,0.5,SDAN_19,0.41977972048077694,0.4707915368020457
CD8T,0.5,SDAN_20,0.47188124875965354,0.4951622513805958
CD8T,0.5,SDAN_21,0.5175525493867087,0.5884534084160713
CD8T,0.5,SDAN_22,0.4773543391598402,0.5813265668258133
CD8T,0.5,SDAN_23,0.4433881035221761,0.6478782985835818
CD8T,0.5,SDAN_24,0.5401940362710743,0.45768262219267003
CD8T,0.5,SDAN_25,0.5340534108827524,0.47231868145046846
CD8T,0.5,SDAN_26,0.5280692287304896,0.5522459139559994
CD8T,0.5,SDAN_27,0.47625082675945607,0.518728710308286
CD8T,0.5,SDAN_28,0.5218858575376439,0.6287291522588561
CD8T,0.5,SDAN_29,0.4740305998911017,0.41434581543877697
CD8T,0.5,SDAN_30,0.49228998971902693,0.6297826991231612
CD8T,0.5,SDAN_31,0.5460013579381946,0.394457984270113
CD8T,0.5,SDAN_32,0.5321255436183918,0.66971398802425
CD8T,0.5,SDAN_33,0.5212252201168615,0.44685261237203977
CD8T,0.5,SDAN_34,0.5360097762870437,0.48204956131409005
CD8T,0.5,SDAN_35,0.5292201134210792,0.6198321764888515
CD8T,0.5,SDAN_36,0.45188753111121893,0.43526806633966764
CD8T,0.5,SDAN_37,0.5287776488101952,0.7391202707402517
CD8T,0.5,SDAN_38,0.5735456323240311,0.439898053774058
CD8T,0.5,SDAN_39,0.5615648642033979,0.5002384645349103
CD8T,1.0,SDAN_0,0.46448945974413014,0.5199847715826227
CD8T,1.0,SDAN_1,0.4847373980025038,0.5845963903076465
CD8T,1.0,SDAN_2,0.47216577200758386,0.5490723091095563
CD8T,1.0,SDAN_3,0.42835129145255985,0.7045500754425169
CD8T,1.0,SDAN_4,0.5523367173368411,0.5136440856575712
CD8T,1.0,SDAN_5,0.4404070333757881,0.5982873082900599
CD8T,1.0,SDAN_6,0.482723274606553,0.5124712510043826
CD8T,1.0,SDAN_7,0.5475881806906082,0.5535790112122193
CD8T,1.0,SDAN_8,0.5460321805639448,0.4381888543619633
CD8T,1.0,SDAN_9,0.5804751690863871,0.4632405947810746
CD8T,1.0,SDAN_10,0.45860659088250766,0.4345639158241845
CD8T,1.0,SDAN_11,0.570013965409616,0.47766825435743276
CD8T,1.0,SDAN_12,0.5334611307716766,0.48865625040253036
CD8T,1.0,SDAN_13,0.48966149938059905,0.4755387854931835
CD8T,1.0,SDAN_14,0.4859247802122768,0.35409834754903985
CD8T,1.0,SDAN_15,0.48384946690545777,0.5055954773132781
CD8T,1.0,SDAN_16,0.5322004865027958,0.41603999630449373
CD8T,1.0,SDAN_17,0.5164957150226033,0.5054655294101448
CD8T,1.0,SDAN_18,0.4795530132382756,0.5082697501935478
CD8T,1.0,SDAN_19,0.5453754781856618,0.7892331902212996
CD8T,1.0,SDAN_20,0.4132632929122583,0.35371441687176286
CD8T,1.0,SDAN_21,0.5313242762109092,0.4950639229309273
CD8T,1.0,SDAN_22,0.5418037778353031,0.45734693963665884
CD8T,1.0,SDAN_23,0.5586818496946095,0.6050959010528195
CD8T,1.0,SDAN_24,0.4666303842631399,0.44508403279228814
CD8T,1.0,SDAN_25,0.592610174008535,0.6393915984086227
CD8T,1.0,SDAN_26,0.5294704355281991,0.48494850165431647
CD8T,1.0,SDAN_27,0.490508590357989,0.382691383474069
CD8T,1.0,SDAN_28,0.42969713220230055,0.4967085786825254
CD8T,1.0,SDAN_29,0.5709270611034467,0.5405141250955524
CD8T,1.0,SDAN_30,0.5928506641308953,0.5741826246356129
CD8T,1.0,SDAN_31,0.4989573683285732,0.5182498657491862
CD8T,1.0,SDAN_32,0.5087270669868974,0.5316584850289799
CD8T,1.0,SDAN_33,0.4336347549654376,0.49646539482620233
CD8T,1.0,SDAN_34,0.4546935059201,0.3816641260061038
CD8T,1.0,SDAN_35,0.46070801600705585,0.5940219300758689
CD8T,1.0,SDAN_36,0.5911290549298935,0.569931570949945
CD8T,1.0,SDAN_37,0.5522030017819616,0.5107163852174419
CD8T,1.0,SDAN_38,0.5189028901386221,0.5846377260110786
CD8T,1.0,SDAN_39,0.481901306064778,0.4961820412164434
CD8T,2.0,SDAN_0,0.5774208368808913,0.5140324580491191
CD8T,2.0,SDAN_1,0.47496603538335125,0.7943876885896357
CD8T,2.0,SDAN_2,0.44253842103822577,0.4355257690495131
CD8T,2.0,SDAN_3,0.5444260283206246,0.6946076589367515
CD8T,2.0,SDAN_4,0.5036921857302059,0.40062896894930805
CD8T,2.0,SDAN_5,0.4886257287368447,0.4635752501906606
CD8T,2.0,SDAN_6,0.5430486538267392,0.5070754565082884
CD8T,2.0,SDAN_7,0.41480044980683806,0.52411523272584
CD8T,2.0,SDAN_8,0.5175974482216286,0.4753052346046852
CD8T,2.0,SDAN_9,0.5665433928407512,0.4447465457898545
CD8T,2.0,SDAN_10,0.5245141567454361,0.40526475837296455
CD8T,2.0,SDAN_11,0.5416641990670992,0.46489424500407084
CD8T,2.0,SDAN_12,0.5145478605530894,0.5601352035615441
CD8T,2.0,SDAN_13,0.5168201030617987,0.48801375643326783
CD8T,2.0,SDAN_14,0.5403461790678303,0.5929978095686074
CD8T,2.0,SDAN_15,0.5406266688971987,0.6278327865583067
CD8T,2.0,SDAN_16,0.47663570483410356,0.5498820336211121
CD8T,2.0,SDAN_17,0.5867163291890833,0.48852719084225116
CD8T,2.0,SDAN_18,0.5189485928465098,0.4965705801722763
CD8T,2.0,SDAN_19,0.4833293076911648,0.5753013258961269
CD8T,2.0,SDAN_20,0.5101728662483608,0.501098602503439
CD8T,2.0,SDAN_21,0.5015121553209845,0.5789369523088698
CD8T,2.0,SDAN_22,0.539301318475902,0.4872993066928195
CD8T,2.0,SDAN_23,0.5960031138103729,0.5225670732167739
CD8T,2.0,SDAN_24,0.5665248391153659,0.4988673073395331
CD8T,2.0,SDAN_25,0.4678932237235865,0.6269903599254325
CD8T,2.0,SDAN_26,0.5220854991081141,0.5284312187220033
CD8T,2.0,SDAN_27,0.5114753287760332,0.523066044293663
CD8T,2.0,SDAN_28,0.49664668888687724,0.5202151855104173
CD8T,2.0,SDAN_29,0.5017324867827684,0.5025066814486918
CD8T,2.0,SDAN_30,0.531134784239343,0.5899537917360129
CD8T,2.0,SDAN_31,0.4274594225022696,0.47614183148757894
CD8T,2.0,SDAN_32,0.5171982971856863,0.49057051821036224
CD8T,2.0,SDAN_33,0.43989491008042814,0.43283919817285643
CD8T,2.0,SDAN_34,0.47764113067869707,0.5063181164644133
CD8T,2.0,SDAN_35,0.48202029893921994,0.5526798694402506
CD8T,2.0,SDAN_36,0.4848007409437681,0.28484352728967044
CD8T,2.0,SDAN_37,0.5208793017737041,0.3652786698220605
CD8T,2.0,SDAN_38,0.4314862695433394,0.5078440674021257
CD8T,2.0,SDAN_39,0.484029939197466,0.5153447902911233
CD8T,5.0,SDAN_0,0.5042928109421254,0.7163600107134147
CD8T,5.0,SDAN_1,0.5158256278783325,0.5542643122027661
CD8T,5.0,SDAN_2,0.5052356724217206,0.49078277663107517
CD8T,5.0,SDAN_3,0.4667517999994637,0.6340699805408498
CD8T,5.0,SDAN_4,0.5025252404447289,0.46474658576528294
CD8T,5.0,SDAN_5,0.48382115989616276,0.4229679046168511
CD8T,5.0,SDAN_6,0.5753176915806218,0.5421850147220619
CD8T,5.0,SDAN_7,0.4624575415238473,0.5463449022223229
CD8T,5.0,SDAN_8,0.4956677767964969,0.4671156573537244
CD8T,5.0,SDAN_9,0.4562702156132896,0.48953149019957953
CD8T,5.0,SDAN_10,0.5051415152869403,0.4386695866496283
CD8T,5.0,SDAN_11,0.5280952899548151,0.542627020813429
CD8T,5.0,SDAN_12,0.4565570408610822,0.41876279491317114
CD8T,5.0,SDAN_13,0.40817224173463007,0.49373235251398806
CD8T,5.0,SDAN_14,0.4662912904079747,0.6919945151491327
CD8T,5.0,SDAN_15,0.5050071645037715,0.5209704990221566
CD8T,5.0,SDAN_16,0.44970286016259264,0.5278799742202904
CD8T,5.0,SDAN_17,0.5080034295356971,0.41750690020311965
CD8T,5.0,SDAN_18,0.509142146512729,0.5098369257918355
CD8T,5.0,SDAN_19,0.523948722056441,0.47797217865640806
CD8T,5.0,SDAN_20,0.5220263273118995,0.3283023146217236
CD8T,5.0,SDAN_21,0.502883638494099,0.45162226395953065
CD8T,5.0,SDAN_22,0.5145126391119738,0.49716063415242984
CD8T,5.0,SDAN_23,0.43459422232438094,0.5525700758156209
CD8T,5.0,SDAN_24,0.5071245743331019,0.4725136449462397
CD8T,5.0,SDAN_25,0.5691768947368767,0.46123474437712286
CD8T,5.0,SDAN_26,0.45400273450600487,0.40162999254236176
CD8T,5.0,SDAN_27,0.4994048726046012,0.45865863338223656
CD8T,5.0,SDAN_28,0.4730036999574391,0.41245603258086255
CD8T,5.0,SDAN_29,0.52064344094777,0.4894563697069757
CD8T,5.0,SDAN_30,0.47813686171130176,0.4418532131138949
CD8T,5.0,SDAN_31,0.5908378589741817,0.5838442415173252
CD8T,5.0,SDAN_32,0.577391343737357,0.6067046899616813
CD8T,5.0,SDAN_33,0.4325280326946716,0.5941629267432507
CD8T,5.0,SDAN_34,0.47159760246405164,0.4193398291183686
CD8T,5.0,SDAN_35,0.5348869596924546,0.5758685050477862
CD8T,5.0,SDAN_36,0.5837342809035597,0.5248188002663252
CD8T,5.0,SDAN_37,0.5555053765806721,0.5988992377129969
CD8T,5.0,SDAN_38,0.5529423597279476,0.4726851783992328
CD8T,5.0,SDAN_39,0.48421074034659733,0.5159911985210869
CD8T,10.0,SDAN_0,0.4040014536496712,0.5125475096862684
CD8T,10.0,SDAN_1,0.4353218988156326,0.652648866274641
CD8T,10.0,SDAN_2,0.5286778083497475,0.5056314274381569
CD8T,10.0,SDAN_3,0.4502742789269317,0.7278335971711611
CD8T,10.0,SDAN_4,0.5037669908881224,0.45018128856796025
CD8T,10.0,SDAN_5,0.5260808461339751,0.4002714664719419
CD8T,10.0,SDAN_6,0.4989975872736633,0.42972727763334806
CD8T,10.0,SDAN_7,0.5371528724042289,0.5558566945295402
CD8T,10.0,SDAN_8,0.48471020966957656,0.6147260095239238
CD8T,10.0,SDAN_9,0.4975982805393322,0.44358181726520984
CD8T,10.0,SDAN_10,0.5337467221025709,0.4723793663716924
CD8T,10.0,SDAN_11,0.5044640218305365,0.42262639231085963
CD8T,10.0,SDAN_12,0.5446532404852935,0.4498225090977413
CD8T,10.0,SDAN_13,0.48636504682085024,0.538647328108989
CD8T,10.0,SDAN_14,0.514952616213849,0.4827777803687778
CD8T,10.0,SDAN_15,0.6120327427241162,0.6352597769904098
CD8T,10.0,SDAN_16,0.5215374207672868,0.4883476900642849
CD8T,10.0,SDAN_17,0.4934207775854223,0.5197342033763247
CD8T,10.0,SDAN_18,0.5330422454975988,0.4397585839459568
CD8T,10.0,SDAN_19,0.5283932288869244,0.5191849854067476
CD8T,10.0,SDAN_20,0.5686472408271812,0.37128711551966054
CD8T,10.0,SDAN_21,0.564201145925975,0.5553528375669533
CD8T,10.0,SDAN_22,0.4742240859308048,0.5201610243570286
CD8T,10.0,SDAN_23,0.4212861952868388,0.5195979537910698
CD8T,10.0,SDAN_24,0.5148485708794162,0.3898477069427992
CD8T,10.0,SDAN_25,0.5229159645309436,0.5440012039266531
CD8T,10.0,SDAN_26,0.5505093819761101,0.5643164668117331
CD8T,10.0,SDAN_27,0.4552282360346199,0.512097341944929
CD8T,10.0,SDAN_28,0.4317715376386,0.3762802686171122
CD8T,10.0,SDAN_29,0.5582832411323831,0.46857689806665503
CD8T,10.0,SDAN_30,0.5136551258934493,0.5873754876447055
CD8T,10.0,SDAN_31,0.4355517193513298,0.3855928778000012
CD8T,10.0,SDAN_32,0.4795726968830073,0.4788106910285811
CD8T,10.0,SDAN_33,0.505711048041624,0.7215461562959302
CD8T,10.0,SDAN_34,0.500768600933247,0.44745990575570666
CD8T,10.0,SDAN_35,0.4982343998345978,0.5418079687019046
CD8T,10.0,SDAN_36,0.559357937778692,0.5231765041754335
CD8T,10.0,SDAN_37,0.48880412107781734,0.5145375087224164
CD8T,10.0,SDAN_38,0.5568461045859081,0.44897508553631255
CD8T,10.0,SDAN_39,0.46627722825252804,0.4934945819969325
