,sciRED_0,sciRED_1,sciRED_2,sciRED_3,sciRED_4,sciRED_5,sciRED_6,sciRED_7,sciRED_8,sciRED_9,sciRED_10,sciRED_11,sciRED_12,sciRED_13,sciRED_14,sciRED_15,sciRED_16,sciRED_17,sciRED_18,sciRED_19,sciRED_20,sciRED_21,sciRED_22,sciRED_23,sciRED_24,sciRED_25,sciRED_26,sciRED_27,sciRED_28,sciRED_29,sciRED_30,sciRED_31,sciRED_32,sciRED_33,sciRED_34,sciRED_35,sciRED_36,sciRED_37,sciRED_38,sciRED_39
ABLIM1,0.008020785579300303,-0.001899339756168158,-0.0007402238058450252,0.005216472073702786,-0.0075807733000145105,-0.1340672800932876,-0.015667403811610987,-0.003583952436142345,-0.013005309306098133,-0.01748656339360228,0.005737209130079942,0.012598147523122272,0.014231252264976804,0.012136753268107606,0.03425248779580784,0.0018769480329898559,-0.025575945531300957,0.0013124262731248348,-0.007538632635487036,-0.012673449863405156,0.0005968211531613731,-0.012273638754489459,0.018455372498170978,0.04366617358421573,-0.026262419242727705,-0.03518083654999974,0.035322198641894176,-0.004473689758736223,-0.024450854057332404,0.004671956579976845,-0.04746460417347882,0.003806590434774581,0.0034473215331852556,0.014275269118303647,0.01835851422564297,-0.015716120262132642,-0.001927681013559825,0.00931216515492411,-0.018227067819400863,-0.01309623740670717
AC004687.1,0.013158852518543663,-0.01465650076425046,0.04534167318749418,-0.013802483718441672,-0.002376607281974183,0.020398784470185238,0.001879336725007411,0.01564771490712637,0.02748511678367245,-0.024034208303444955,0.033727632562977616,0.007999141611493796,-0.004750969314298099,0.006351666887795428,0.013564216739410738,-0.009019319171887473,0.06320478569944797,-0.00838579220224649,0.004537525091961529,0.011590491416510066,-0.00045872755152896185,0.005068637428376691,-0.007731219164727629,0.03146690869456831,-0.025417435532681144,0.0020470936588204086,-0.018771312814118944,0.003997182864526833,-0.02463458701919988,0.05035093462598796,0.015614154235396277,-0.008498768371754376,-0.028136897187791627,-0.012311361949704218,0.019531516932316566,0.04198173617802418,-0.013436843742133107,0.006891287100059406,-0.01954729957185442,-0.005912179246203563
AC004854.2,-0.016676806311725047,0.0005826968488398573,0.03359041651400959,0.019609090283635094,-0.0003435448733119182,0.0027711544340967157,0.005682032904867061,-0.005661131311942558,0.005443997990445799,0.007257411265308526,-0.006655453727786124,-0.033027974214452936,0.010887311197279275,-0.0015228311170220304,-0.004305425197595251,0.010162862445856827,0.005789487965490655,0.0013069772915878688,-0.005148924749168604,0.01975468616442042,0.006568253875833297,-0.026373816511671273,-0.017490791631323197,0.07211226665481486,0.0026218684587651932,-0.017438756461764043,-0.011985589422419361,0.020017253231191898,-0.07354693336642733,0.012906765433496852,-0.0022714098918666025,0.0017821090081004249,0.01072127130845495,-0.027086356929292555,-0.022042205622850145,-0.003300340182900703,-0.00962512253269033,-0.012744826379074816,-0.015692103624586423,0.005099977779157458
AC007384.1,-0.006154573081575831,0.004266647558805416,0.04591997226383977,-0.012120662503425158,-0.01682012823522095,0.02039331813199878,-0.008353268209985783,0.025501632566825364,-0.00572660102398696,-0.02789641794112282,-0.012891773544745614,-0.005528363020012808,0.0022436386732838792,0.004823522644920341,0.017142005595040297,-0.008097995952944434,0.00896771788797503,-0.00400052713065695,-0.007917798355655278,0.007528423690944388,0.014309176848232272,0.003665205955789744,0.036427487760403866,0.0286557449875412,0.026094187240994007,0.006875583713005275,0.02851342003054655,0.011411787488678948,0.03913176415801019,-0.023916671190137163,0.004131935138012471,0.016605922094660535,-0.00830218130990576,0.007717895433848396,0.007275643678329237,-0.03876069529139261,0.002678472586180101,-0.03509952654198262,-0.008310528667319307,0.03204192347901222
AC007952.4,-0.005773506380351224,0.029289472002292483,0.14108592776924087,0.028205619258021692,-0.005414404224167338,-0.007581779141334261,0.04496244004584761,-0.013091954389413385,0.06892365342058303,-0.104338245580067,0.018077794952163245,0.026597511030196495,0.007624296976573665,-0.007512591336126782,0.021264697487980808,-0.03300687124548033,-0.02600156945720249,-0.041715885995336745,-0.030931781441529815,-0.01985805529288969,0.010684932389608525,-0.01595711166771008,0.03796537198306426,0.13340468291886415,-0.0199241373753728,0.01607500856009772,0.031024871634767838,0.0181079954725561,0.02534726076725146,0.011601085289332754,-0.008142031160337765,-0.0335789016727943,0.03748937529685814,-0.003134206565903005,-0.0035693697797312377,0.022713505706173292,-0.0011089544586426147,0.018197967688786596,-0.04216355147245188,0.0024792058957785906
AC008555.5,0.01785571505984517,-0.004095506658210048,-0.0023330861474507333,-0.015785696844267835,0.000792904354283583,-0.011687175032483402,-0.006865099122605193,0.006197990973841795,-0.012008051957898067,-0.010805173816432567,-0.007969190217103371,-0.004966094634887419,-0.011163010359260773,0.042813911776090945,0.004736085936697516,-0.002707144559102043,-0.008697657512127449,0.002445077717337002,0.0069555074311634145,0.002112304503148113,-0.005076335313308043,-0.024269107334650743,-0.07660569744321022,0.003060636812852916,0.0015254326694988769,-0.0052127470127539535,0.018136742398652445,0.04265605272777958,0.019973199193620367,0.004411884898608843,0.0010877564724887142,-0.06398187053510243,-0.00025956602941943935,0.005808629001549891,0.029071399875970894,0.03350251011494969,0.012073926199449584,0.02873449879632762,0.012085440609547499,-0.020611042354529083
AC012645.3,0.0003886037351746954,0.0069081913744056455,-0.018290640701671027,0.04195362042330333,-0.010382686349410792,-0.026614708625169483,0.007171932181660725,-0.00025080027016626157,-0.0340966007155182,-0.02039046458672033,-0.0022683301789391073,-0.019718287804296346,0.008377337122887489,0.011656792313329842,0.01594909458875459,0.005301941346447711,0.0031675015882536802,-0.014606756188686999,0.006647598361153887,-0.022861846441620676,0.0038043433170697133,-0.013330400489545735,0.018116329677041663,0.0033822263821824163,-0.0018197569020243303,0.008314301399201628,-0.019383405676921716,-0.010761023861444697,0.0029985911297342764,0.006092726356399503,-0.03652870948631383,-0.022089498748336513,-0.005419064621415609,0.02372483155948207,0.0016080983223181683,-0.018474591886162735,0.01867380262402765,0.010554944514535942,0.02690123522963618,0.020410215775429983
AC015982.1,0.008265522811411,-0.00010332017444725156,0.03476260758320054,0.005394844900457613,0.0020847031852692277,-0.014429650849441188,0.0013793842459913482,0.006548947501532966,0.005578003781294288,0.0043192310067230975,0.00016249368450036136,-0.002006990742242273,-0.0008181401408438458,0.0005942232527459588,-0.006793959151412343,-0.0030550870407524094,-0.0011847716011227068,-0.003349063234043673,0.0016481957701412163,0.014542666337154933,-0.002760654529833659,-0.003644771257887102,0.012116436268754388,0.05332489362176554,-0.0007098804661297011,-0.008515312188910556,0.010055196867034839,0.012718810834402008,-0.001042322426116415,0.005904384888287667,0.004428833174006184,0.015176352134754293,0.011691373412428648,0.011498759879020659,-0.02672355569936502,0.0020613960585860584,0.0014183204562584035,0.015918695759538404,-0.027263505050932786,0.0017212585525193437
AC016405.3,0.009646658735992115,-0.02347898932734848,0.06238258197848189,-0.01341608105314772,-0.015570511633441659,-0.008817198881109555,-0.014018264820273353,-0.01329107400051099,-0.03474629684788559,0.007054302113418647,0.02570344928271819,-0.00718418221356757,-0.014123418129276484,-0.009785248173895433,-0.004787969368522406,0.010309743700463916,0.09082913607033564,-0.04323814231015646,-0.00034488060095526227,-0.007046431743429635,-0.012005493777280114,-0.01682336977320682,0.004292339653155529,0.0013141227630453557,0.0312507830546496,-0.022790841320081842,-0.015671292517750367,-0.031545495390670766,0.0104746430377864,-0.0076921075290991075,-0.012308847178500318,0.058493132379397884,-0.03308698841002992,0.02681747028544045,-0.03245707708323418,-0.03261284240336267,-0.03391335320950098,0.031837608135806064,0.03246371407933384,0.0018570413786809655
AC020911.2,-0.00557197768705433,0.0061964680041473605,0.11469008212618025,0.01880974646947248,0.003221609726478192,0.0031358340253976693,-0.017008475520455587,0.0084528545716914,0.004195877479550008,0.00924786789744152,-0.015158724738332264,-0.005404504359079354,-0.008128055056371965,0.0021957935376776014,0.000723788011110128,-0.018338167162839175,0.012121322808521994,0.01619070740288802,-0.001575109627785447,0.0270850087325271,-0.015201044452894255,-0.01750415676839613,0.007669248916362793,0.00028730954555644374,-0.0029077960709277956,-0.016307325567042525,0.00918202621390729,0.03282197730494697,-0.011430977708048863,-0.01069693030919678,-0.007510855193529196,0.051661397030981444,0.0011426998137932635,-0.009648301731634378,-0.006732710469146349,-0.013927782842184922,0.016503588890908392,0.0049067573270568906,-0.02007425342802645,-0.0026266446093553145
