model,,feature,coef
logreg,0,sciRED_0,0.10532066449824307
logreg,1,sciRED_1,-0.2447895507275198
logreg,2,sciRED_2,-0.11855376300104743
logreg,3,sciRED_3,0.12032054774967271
logreg,4,sciRED_4,0.16663080532351748
logreg,5,sciRED_5,0.0679933041449069
logreg,6,sciRED_6,-0.3192887572324125
logreg,7,sciRED_7,-0.3837096371843386
logreg,8,sciRED_8,-0.1756955968924632
logreg,9,sciRED_9,0.2260735616261926
logreg,10,sciRED_10,0.12890456203127187
logreg,11,sciRED_11,-0.026197883816416103
logreg,12,sciRED_12,0.1866008034499127
logreg,13,sciRED_13,-0.05670824378051528
logreg,14,sciRED_14,-0.007055959288191392
logreg,15,sciRED_15,0.13593190343846318
logreg,16,sciRED_16,-0.4715109091870408
logreg,17,sciRED_17,0.09383618643220296
logreg,18,sciRED_18,-0.18389094789370616
logreg,19,sciRED_19,0.7786566812507605
logreg,20,sciRED_20,-0.3785846765941122
logreg,21,sciRED_21,-0.018162496317787286
logreg,22,sciRED_22,0.20811549622825665
logreg,23,sciRED_23,-0.16725992705106327
logreg,24,sciRED_24,0.5127718282692534
logreg,25,sciRED_25,0.45977994823391294
logreg,26,sciRED_26,0.2437103737989877
logreg,27,sciRED_27,0.16444344190978108
logreg,28,sciRED_28,-0.006249885559483234
logreg,29,sciRED_29,0.20240642455183472
logreg,30,sciRED_30,0.12457449350049218
logreg,31,sciRED_31,0.13491804005106167
logreg,32,sciRED_32,0.02017899918919745
logreg,33,sciRED_33,-0.08786755574481274
logreg,34,sciRED_34,0.020097314880848403
logreg,35,sciRED_35,-0.18794783933970802
logreg,36,sciRED_36,0.0750827088283595
logreg,37,sciRED_37,-0.053045382150511286
logreg,38,sciRED_38,0.07999596432190112
logreg,39,sciRED_39,0.3032654407154332
