model,,feature,coef
logreg,0,scNET_0,0.7756847731530462
logreg,1,scNET_1,-0.014531447594247314
logreg,2,scNET_2,-0.07033949284409216
logreg,3,scNET_3,-0.17695432866919264
logreg,4,scNET_4,1.5622569311490373
logreg,5,scNET_5,-0.11534976569997533
logreg,6,scNET_6,-0.5666052287133176
logreg,7,scNET_7,1.5740511205785237
logreg,8,scNET_8,0.21006032396250512
logreg,9,scNET_9,-0.36282247066351697
logreg,10,scNET_10,-1.4339614085504677
logreg,11,scNET_11,-3.5393219073778126
logreg,12,scNET_12,1.0906126411623775
logreg,13,scNET_13,1.4678062021535256
logreg,14,scNET_14,0.7306531314300125
logreg,15,scNET_15,0.5309952680621229
logreg,16,scNET_16,-0.6701564826182467
logreg,17,scNET_17,-0.7896883890104099
logreg,18,scNET_18,1.0715148279157591
logreg,19,scNET_19,-0.42036954280335725
logreg,20,scNET_20,-0.06650509164774644
logreg,21,scNET_21,1.654056857504468
logreg,22,scNET_22,-0.5962453092629929
logreg,23,scNET_23,1.9163028344832977
logreg,24,scNET_24,-1.2006575763252703
logreg,25,scNET_25,-0.06395943443063627
logreg,26,scNET_26,-1.554057419697435
logreg,27,scNET_27,1.6660711616431816
logreg,28,scNET_28,0.2616188509437613
logreg,29,scNET_29,0.7365819205486522
logreg,30,scNET_30,2.8012009337721464
logreg,31,scNET_31,0.3221819684330533
logreg,32,scNET_32,-1.4840215905442147
logreg,33,scNET_33,-2.1037734481247137
logreg,34,scNET_34,1.7003592072939766
logreg,35,scNET_35,-0.4432908642269371
logreg,36,scNET_36,-0.9520774757597606
logreg,37,scNET_37,0.15664688952205846
logreg,38,scNET_38,1.1706875411062283
logreg,39,scNET_39,0.11600716790793804
logreg,40,scNET_40,-1.7663364947483846
logreg,41,scNET_41,-1.3669273724849287
logreg,42,scNET_42,-0.6116191887992898
logreg,43,scNET_43,1.2369296687081661
logreg,44,scNET_44,0.7962473830265567
logreg,45,scNET_45,-0.40636871194031
logreg,46,scNET_46,0.28301500377082117
logreg,47,scNET_47,-2.401444573560561
logreg,48,scNET_48,-1.8323496213139134
logreg,49,scNET_49,-0.5486588097108479
logreg,50,scNET_50,-1.4386302456164453
logreg,51,scNET_51,4.30185349479768
logreg,52,scNET_52,-0.17955176641241938
logreg,53,scNET_53,-0.6338528665321032
logreg,54,scNET_54,0.9324556365181316
logreg,55,scNET_55,1.490068328159606
logreg,56,scNET_56,-0.5613205558083435
logreg,57,scNET_57,1.4572015938970864
logreg,58,scNET_58,0.7488836635385906
logreg,59,scNET_59,-1.2715579501711947
logreg,60,scNET_60,-3.0215283232876704
logreg,61,scNET_61,0.5741178591122476
logreg,62,scNET_62,1.602356983230811
logreg,63,scNET_63,0.5032615310547041
logreg,64,scNET_64,-0.16512591004443716
logreg,65,scNET_65,-0.16233024017080586
logreg,66,scNET_66,0.6880663992240363
logreg,67,scNET_67,0.19404717894793444
logreg,68,scNET_68,0.5958921509758562
logreg,69,scNET_69,1.3561546207594135
logreg,70,scNET_70,1.362886914789483
logreg,71,scNET_71,1.6113672584480592
logreg,72,scNET_72,-0.9028966508009872
logreg,73,scNET_73,0.22511720643404637
logreg,74,scNET_74,-0.6613041548682767
