model,,feature,coef
logreg,0,Spectra_0,-1.75764505744723
logreg,1,Spectra_1,-0.4521569297231221
logreg,2,Spectra_2,6.797431417657475
logreg,3,Spectra_3,-0.09071488015282639
logreg,4,Spectra_4,-0.10690809993112521
logreg,5,Spectra_5,-3.513885856852553
logreg,6,Spectra_6,-0.5033742416823207
logreg,7,Spectra_7,-0.8986393133219222
logreg,8,Spectra_8,-0.21026925871738114
logreg,9,Spectra_9,4.794009040658261
logreg,10,Spectra_10,-5.599163696276406
logreg,11,Spectra_11,0.32481223180233726
logreg,12,Spectra_12,-0.8073163847191537
logreg,13,Spectra_13,-0.8051979615543754
logreg,14,Spectra_14,-0.6284937601613206
logreg,15,Spectra_15,-0.23214418123568706
logreg,16,Spectra_16,-3.5393057274561217
logreg,17,Spectra_17,-0.9489690905361834
logreg,18,Spectra_18,5.93051244578807
logreg,19,Spectra_19,-4.1404162263399895
logreg,20,Spectra_20,0.11884791927102768
logreg,21,Spectra_21,-1.1784009825963864
logreg,22,Spectra_22,-0.21487425693922524
logreg,23,Spectra_23,-2.852341011725212
logreg,24,Spectra_24,-2.5412741936109904
logreg,25,Spectra_25,-0.8251925585792538
logreg,26,Spectra_26,-0.17525781939573642
logreg,27,Spectra_27,-0.915698139318319
logreg,28,Spectra_28,-0.2285100156434058
logreg,29,Spectra_29,-0.11170269909785804
logreg,30,Spectra_30,1.9777781742496983
logreg,31,Spectra_31,0.7044188545643828
logreg,32,Spectra_32,-0.4172514828313069
logreg,33,Spectra_33,-0.0211762051335603
logreg,34,Spectra_34,0.003334692417019152
logreg,35,Spectra_35,-0.6376270210173915
logreg,36,Spectra_36,-0.037681523412186106
logreg,37,Spectra_37,-1.0504264676461466
logreg,38,Spectra_38,4.175404295419595
logreg,39,Spectra_39,0.2021601582881892
