term	set_size	overlap	pval	padj
GO_BP::GOBP_PHOSPHORYLATION	663	202	0.0036085463699497443	0.019244815955186526
GO_BP::GOBP_REGULATION_OF_TRANSPORT	638	195	0.0036194382850982957	0.01929064026282694
Immune::GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	92	36	0.0036695466745805673	0.019532885185949478
Immune::GSE7460_TCONV_VS_TREG_LN_DN	92	36	0.0036695466745805673	0.019532885185949478
Immune::GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP	127	47	0.003717240547762036	0.019759269617383335
Immune::GSE17186_MEMORY_VS_NAIVE_BCELL_UP	111	42	0.0037238532918206046	0.019759269617383335
Immune::GSE41867_NAIVE_VS_DAY6_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	111	42	0.0037238532918206046	0.019759269617383335
Immune::GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP	111	42	0.0037238532918206046	0.019759269617383335
Immune::GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN	111	42	0.0037238532918206046	0.019759269617383335
Immune::GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_UP	140	51	0.0037565335880168386	0.019920076023940116
Immune::GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	89	35	0.0037651418394369324	0.019953111112467736
GO_BP::GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	41	19	0.003780934236670705	0.02002415234307484
Immune::GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP	108	41	0.003854013066860324	0.02038544490409285
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_2H_UP	108	41	0.003854013066860324	0.02038544490409285
Immune::GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_DN	150	54	0.0038967233910908753	0.02059836958277338
Immune::GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	137	50	0.0039154296246104925	0.020671201460577358
Immune::GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_2MO_UP	137	50	0.0039154296246104925	0.020671201460577358
GO_BP::GOBP_GROWTH	329	107	0.0039273596626359635	0.020721144786071132
Immune::GSE42021_TCONV_PLN_VS_CD24HI_TCONV_THYMUS_DN	83	33	0.003945916224895399	0.02080596556294626
GO_BP::GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	44	20	0.003957824917812296	0.020829481327181525
Reactome::REACTOME_PKR_MEDIATED_SIGNALING	44	20	0.003957824917812296	0.020829481327181525
Immune::GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN	44	20	0.003957824917812296	0.020829481327181525
GO_BP::GOBP_NEUROBLAST_PROLIFERATION	22	12	0.003981271163890821	0.02090042790605763
GO_BP::GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	22	12	0.003981271163890821	0.02090042790605763
GO_BP::GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	22	12	0.003981271163890821	0.02090042790605763
GO_BP::GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	22	12	0.003981271163890821	0.02090042790605763
Immune::GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP	105	40	0.003985845813767	0.020911357430701293
Immune::GSE557_CIITA_KO_VS_I_AB_KO_DC_UP	121	45	0.004015647556656611	0.021054542095495194
Immune::GSE14350_IL2RB_KO_VS_WT_TREG_DN	77	31	0.004105690006534203	0.021503937444797633
GO_BP::GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	180	63	0.004106485610509692	0.021503937444797633
Immune::GSE7852_TREG_VS_TCONV_FAT_UP	102	39	0.0041189568465106316	0.021555788512400306
GO_BP::GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	17	10	0.0041423273787775505	0.021637599240700415
Reactome::REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	17	10	0.0041423273787775505	0.021637599240700415
Reactome::REACTOME_SIGNALING_BY_ALK	17	10	0.0041423273787775505	0.021637599240700415
GO_BP::GOBP_TISSUE_MIGRATION	118	44	0.0041710096992821095	0.021746799482459674
Immune::GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_DN	118	44	0.0041710096992821095	0.021746799482459674
Immune::GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	118	44	0.0041710096992821095	0.021746799482459674
Immune::GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	50	22	0.00419915635089398	0.021879951942639503
Immune::GSE360_DC_VS_MAC_L_DONOVANI_DN	131	48	0.00425029692530748	0.02211865563517179
GO_BP::GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	99	38	0.004252877761298379	0.02211865563517179
Immune::GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	99	38	0.004252877761298379	0.02211865563517179
GO_BP::GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	53	23	0.004271184954304096	0.022186359493286106
Immune::GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN	53	23	0.004271184954304096	0.022186359493286106
Reactome::REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	68	28	0.004281699383347527	0.022213466992518496
Immune::GSE32255_WT_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP	68	28	0.004281699383347527	0.022213466992518496
Immune::GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_UP	115	43	0.0043303149949515665	0.022439574585424376
Immune::GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP	62	26	0.00433524856704063	0.022439574585424376
Immune::GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP	59	25	0.0043359816906631205	0.022439574585424376
Immune::GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	59	25	0.0043359816906631205	0.022439574585424376
GO_BP::GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	10	7	0.004395677630324052	0.022692516702023678
GO_BP::GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	10	7	0.004395677630324052	0.022692516702023678
GO_BP::GOBP_RESPONSE_TO_ACETYLCHOLINE	10	7	0.004395677630324052	0.022692516702023678
Immune::SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_1DY_UP	10	7	0.004395677630324052	0.022692516702023678
GO_BP::GOBP_AMIDE_METABOLIC_PROCESS	716	216	0.0044082818683334885	0.022743497910408954
GO_BP::GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	33	16	0.004416397436649921	0.022743497910408954
GO_BP::GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	33	16	0.004416397436649921	0.022743497910408954
Immune::GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN	33	16	0.004416397436649921	0.022743497910408954
Immune::GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	128	47	0.0044264033670960165	0.022767074093542908
Immune::GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	128	47	0.0044264033670960165	0.022767074093542908
Immune::GSE40655_FOXO1_KO_VS_WT_NTREG_UP	141	51	0.004432362339991629	0.022783754699871185
Immune::GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_DN	112	42	0.004493388106235788	0.023069175534401482
Immune::GSE25677_R848_VS_MPL_AND_R848_STIM_BCELL_DN	112	42	0.004493388106235788	0.023069175534401482
Immune::GSE25087_TREG_VS_TCONV_FETUS_UP	93	36	0.004520842950683274	0.02319593364726727
GO_BP::GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	248	83	0.004535045810045722	0.02325458392449484
Immune::GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN	151	54	0.0045670040270826325	0.02340415197507404
Immune::GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	125	46	0.004608347956873369	0.023601606233339862
GO_BP::GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	138	50	0.004625060626878178	0.023658313170049412
Immune::GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY8_EFFECTOR_CD8_TCELL_UP	138	50	0.004625060626878178	0.023658313170049412
GO_BP::GOBP_CIRCADIAN_RHYTHM	90	35	0.004653480567287753	0.023750160252622058
Immune::GSE17721_CTRL_VS_LPS_1H_BMDC_DN	90	35	0.004653480567287753	0.023750160252622058
GO_BP::GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	109	41	0.004660002834165682	0.023750160252622058
Immune::GSE13522_WT_VS_IFNAR_KO_SKIN_UP	109	41	0.004660002834165682	0.023750160252622058
Immune::GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_DN	109	41	0.004660002834165682	0.023750160252622058
Immune::GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_UP	109	41	0.004660002834165682	0.023750160252622058
GO_BP::GOBP_EMBRYO_DEVELOPMENT	369	118	0.004732735423141333	0.024053067792933747
GO_BP::GOBP_B_CELL_HOMEOSTASIS	25	13	0.004736639408025575	0.024053067792933747
GO_BP::GOBP_INTERLEUKIN_10_PRODUCTION	25	13	0.004736639408025575	0.024053067792933747
GO_BP::GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	25	13	0.004736639408025575	0.024053067792933747
GO_BP::GOBP_RESPONSE_TO_ESTROGEN	25	13	0.004736639408025575	0.024053067792933747
Reactome::REACTOME_REGULATION_OF_INSULIN_SECRETION	25	13	0.004736639408025575	0.024053067792933747
Immune::GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN	87	34	0.004784086034056468	0.02427930897743479
Immune::GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP	122	45	0.004796141561678699	0.024325774825225275
Immune::GSE43956_WT_VS_SGK1_KO_TH17_DIFFERENTIATED_CD4_TCELL_DN	135	49	0.0048251308198861784	0.02445801960605749
Immune::GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	106	40	0.004829874156070721	0.024467279163814783
Immune::GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_UP	84	33	0.004911634534884145	0.024866446658505185
Immune::GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN	145	52	0.004986681429200586	0.025216345121613495
Immune::GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	119	44	0.004989764322550769	0.025216345121613495
Immune::GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	119	44	0.004989764322550769	0.025216345121613495
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_DN	103	39	0.005002649091170963	0.025251036838648138
Immune::GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP	103	39	0.005002649091170963	0.025251036838648138
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	39	18	0.005033968265281069	0.025393842319568784
GO_BP::GOBP_LEUKOCYTE_CHEMOTAXIS	78	31	0.005152631832101522	0.025773009458494554
GO_BP::GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	78	31	0.005152631832101522	0.025773009458494554
Immune::GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_DN	78	31	0.005152631832101522	0.025773009458494554
Immune::GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_DN	78	31	0.005152631832101522	0.025773009458494554
Immune::GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN	78	31	0.005152631832101522	0.025773009458494554
GO_BP::GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_MEMBRANE_DISASSEMBLY	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_ENDOSOME	8	6	0.005167505293740355	0.025773009458494554
GO_BP::GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION	8	6	0.005167505293740355	0.025773009458494554
Reactome::REACTOME_OAS_ANTIVIRAL_RESPONSE	8	6	0.005167505293740355	0.025773009458494554
Immune::GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_NEGATIVE	8	6	0.005167505293740355	0.025773009458494554
Immune::GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP	100	38	0.005177896216443089	0.025794163515285674
Immune::GSE40274_FOXP3_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	100	38	0.005177896216443089	0.025794163515285674
Immune::GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP	116	43	0.0051891600956664365	0.025819610938639225
Immune::GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP	116	43	0.0051891600956664365	0.025819610938639225
Immune::GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_UP	129	47	0.005248021835299067	0.026049390317066705
Immune::GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN	129	47	0.005248021835299067	0.026049390317066705
GO_BP::GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	42	19	0.00525086649495289	0.026049390317066705
GO_BP::GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	42	19	0.00525086649495289	0.026049390317066705
GO_BP::GOBP_INTERLEUKIN_1_PRODUCTION	42	19	0.00525086649495289	0.026049390317066705
Immune::GSE22601_DOUBLE_NEGATIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	152	54	0.0053336919392068475	0.026444646381800378
Reactome::REACTOME_NGF_STIMULATED_TRANSCRIPTION	20	11	0.005339707412568605	0.02645883371768342
Immune::GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP	97	37	0.005355093627814855	0.026488137054091282
Immune::GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	97	37	0.005355093627814855	0.026488137054091282
Immune::GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_4H_UP	97	37	0.005355093627814855	0.026488137054091282
GO_BP::GOBP_HEMOSTASIS	72	29	0.005364629368070457	0.026488449540166607
Immune::GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_DN	72	29	0.005364629368070457	0.026488449540166607
Immune::GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN	72	29	0.005364629368070457	0.026488449540166607
GO_BP::GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	28	14	0.005384401908349027	0.026539217161656862
Reactome::REACTOME_RHOB_GTPASE_CYCLE	28	14	0.005384401908349027	0.026539217161656862
Immune::NAKAYA_PBMC_FLUMIST_AGE_18_50YO_7DY_IFN_SUBSET_UP	28	14	0.005384401908349027	0.026539217161656862
GO_BP::GOBP_CELL_SUBSTRATE_ADHESION	113	42	0.0053942300306011135	0.02655645289126335
Immune::GSE36009_WT_VS_NLRP10_KO_DC_UP	113	42	0.0053942300306011135	0.02655645289126335
GO_BP::GOBP_APOPTOTIC_SIGNALING_PATHWAY	353	113	0.005437109956538996	0.026740493756158702
GO_BP::GOBP_PALLIUM_DEVELOPMENT	69	28	0.005455041800359974	0.026740493756158702
GO_BP::GOBP_SKIN_DEVELOPMENT	69	28	0.005455041800359974	0.026740493756158702
GO_BP::GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	15	9	0.005468293818364113	0.026740493756158702
GO_BP::GOBP_KERATINOCYTE_PROLIFERATION	15	9	0.005468293818364113	0.026740493756158702
GO_BP::GOBP_MONOCYTE_CHEMOTAXIS	15	9	0.005468293818364113	0.026740493756158702
GO_BP::GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	15	9	0.005468293818364113	0.026740493756158702
GO_BP::GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	15	9	0.005468293818364113	0.026740493756158702
GO_BP::GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION	15	9	0.005468293818364113	0.026740493756158702
Reactome::REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	15	9	0.005468293818364113	0.026740493756158702
Immune::GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP	126	46	0.005471120983813185	0.026740493756158702
GO_BP::GOBP_ADHERENS_JUNCTION_ASSEMBLY	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_CELLULAR_RESPONSE_TO_COLD	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_REGULATION_OF_PIGMENTATION	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_ZYMOGEN_INHIBITION	6	5	0.005526643822883522	0.026740493756158702
Reactome::REACTOME_ALK_MUTANTS_BIND_TKIS	6	5	0.005526643822883522	0.026740493756158702
Reactome::REACTOME_GAP_JUNCTION_ASSEMBLY	6	5	0.005526643822883522	0.026740493756158702
Reactome::REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	6	5	0.005526643822883522	0.026740493756158702
Immune::HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_7DY_UP	6	5	0.005526643822883522	0.026740493756158702
GO_BP::GOBP_MYOBLAST_DIFFERENTIATION	48	21	0.005530961430497799	0.026740493756158702
Reactome::REACTOME_CIRCADIAN_CLOCK	48	21	0.005530961430497799	0.026740493756158702
Immune::GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN	48	21	0.005530961430497799	0.026740493756158702
Immune::GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP	94	36	0.00553361511034587	0.026740493756158702
Immune::GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	94	36	0.00553361511034587	0.026740493756158702
Immune::GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_UP	149	53	0.005578422047674771	0.026941498306242748
GO_BP::GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	63	26	0.005592764977031121	0.02699522749845459
Immune::GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	110	41	0.005604825148255043	0.027022343775121582
Immune::GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4HIGH_BCELL_DN	110	41	0.005604825148255043	0.027022343775121582
GO_BP::GOBP_INTERLEUKIN_6_PRODUCTION	60	25	0.005634276415531113	0.027133148593507753
Immune::GSE22045_TREG_VS_TCONV_UP	60	25	0.005634276415531113	0.027133148593507753
Immune::GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP	54	23	0.005645085955789414	0.02716960762083614
Immune::GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_DN	123	45	0.005702141012949308	0.027412756995777506
Immune::GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_DN	123	45	0.005702141012949308	0.027412756995777506
Immune::GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	91	35	0.005712714245443204	0.027416452977701965
Immune::GSE39556_CD8A_DC_VS_NK_CELL_DN	91	35	0.005712714245443204	0.027416452977701965
Immune::GSE7460_TCONV_VS_TREG_LN_UP	91	35	0.005712714245443204	0.027416452977701965
GO_BP::GOBP_MUSCLE_SYSTEM_PROCESS	107	40	0.005820737757557148	0.02790295374179824
Immune::GSE17721_0.5H_VS_8H_LPS_BMDC_DN	107	40	0.005820737757557148	0.02790295374179824
Immune::GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN	88	34	0.00589150614323132	0.028177790784246034
Immune::GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	88	34	0.00589150614323132	0.028177790784246034
Immune::GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	88	34	0.00589150614323132	0.028177790784246034
Immune::GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_DN	88	34	0.00589150614323132	0.028177790784246034
GO_BP::GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	31	15	0.00592424163021845	0.02830208601133404
Reactome::REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	31	15	0.00592424163021845	0.02830208601133404
Immune::GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP	104	39	0.006041691522365405	0.028830347088238558
Immune::GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	104	39	0.006041691522365405	0.028830347088238558
GO_BP::GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	230	77	0.006057679754731164	0.028878270970010333
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	85	33	0.006068946444168341	0.028878270970010333
Immune::GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_UP	85	33	0.006068946444168341	0.028878270970010333
Immune::GSE3982_NEUTROPHIL_VS_BCELL_UP	85	33	0.006068946444168341	0.028878270970010333
Immune::GSE7852_TREG_VS_TCONV_LN_DN	85	33	0.006068946444168341	0.028878270970010333
Immune::GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP	117	43	0.006188237914852048	0.029395882144786997
Immune::GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_DN	117	43	0.006188237914852048	0.029395882144786997
Immune::GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_UP	117	43	0.006188237914852048	0.029395882144786997
Immune::NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_DN	153	54	0.006207504174611727	0.029470714499613908
Immune::GSE20366_TREG_VS_NAIVE_CD4_TCELL_DN	82	32	0.0062438071866793305	0.029592824005114635
Immune::GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_UP	82	32	0.0062438071866793305	0.029592824005114635
Immune::GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN	82	32	0.0062438071866793305	0.029592824005114635
GO_BP::GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	183	63	0.006255436475289244	0.02963120078554572
Immune::GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN	163	57	0.006264424057129989	0.02965405020373569
Immune::GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_DN	101	38	0.006267329957232492	0.02965405020373569
GO_BP::GOBP_KERATINOCYTE_DIFFERENTIATION	34	16	0.006362149742857772	0.03003493201622614
GO_BP::GOBP_MEMORY	34	16	0.006362149742857772	0.03003493201622614
GO_BP::GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	34	16	0.006362149742857772	0.03003493201622614
Immune::GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	34	16	0.006362149742857772	0.03003493201622614
GO_BP::GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	23	12	0.0063803371676774	0.030103851799575768
Immune::GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	79	31	0.0064146490887571515	0.030231736632350417
Immune::GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP	79	31	0.0064146490887571515	0.030231736632350417
Immune::GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_UP	114	42	0.00644337450226043	0.030316022826395263
Immune::GSE3982_DC_VS_TH1_DN	114	42	0.00644337450226043	0.030316022826395263
Immune::GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_BCELL_DN	114	42	0.00644337450226043	0.030316022826395263
Immune::GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	98	37	0.006497203091962554	0.030517937703512802
Immune::GSE17721_0.5H_VS_24H_CPG_BMDC_DN	98	37	0.006497203091962554	0.030517937703512802
Immune::GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN	98	37	0.006497203091962554	0.030517937703512802
Immune::GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP	76	30	0.006579789744613788	0.030871284210047575
