term	set_size	overlap	pval	padj
GO_BP::GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	197	69	5.79565396686002e-06	9.13457600171772e-05
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	309	99	5.903814160056552e-06	9.287153813319729e-05
GO_BP::GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	497	147	5.922656525986875e-06	9.298911781683809e-05
GO_BP::GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	113	45	6.02452426961275e-06	9.440729602573236e-05
Immune::GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	103	42	6.049690730810798e-06	9.462040187004268e-05
GO_BP::GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	44	23	6.210068791022104e-06	9.677833972251005e-05
Immune::GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	137	52	6.21132375969655e-06	9.677833972251005e-05
GO_BP::GOBP_HOMEOSTATIC_PROCESS	680	192	6.229908271121381e-06	9.688336436838955e-05
GO_BP::GOBP_MUSCLE_CELL_DIFFERENTIATION	120	47	6.435248682931609e-06	9.950913842415986e-05
GO_BP::GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	120	47	6.435248682931609e-06	9.950913842415986e-05
Immune::GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP	120	47	6.435248682931609e-06	9.950913842415986e-05
Immune::GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_UP	127	49	6.743666948052701e-06	0.0001037691050916662
Immune::GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	68	31	6.766362902746936e-06	0.0001037691050916662
Immune::GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP	87	37	6.774168963196792e-06	0.0001037691050916662
Immune::GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	87	37	6.774168963196792e-06	0.0001037691050916662
Immune::GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	87	37	6.774168963196792e-06	0.0001037691050916662
GO_BP::GOBP_PHOSPHORYLATION	685	193	6.824562974618156e-06	0.00010434565445304021
Immune::GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_DN	134	51	6.952788098208724e-06	0.0001061078482152003
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	50	25	6.974561108854598e-06	0.00010624191782203094
Immune::GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	155	57	7.058263042659123e-06	0.0001073170849237019
Immune::FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP	62	29	7.150451434475412e-06	0.00010851705516513704
Immune::GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN	84	36	7.284428825879081e-06	0.00011034560702905719
Immune::GSE14415_INDUCED_TREG_VS_TCONV_DN	107	43	7.337915953103015e-06	0.00011095037430015279
GO_BP::GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	124	48	7.518227309944001e-06	0.00011325800993617298
Immune::GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN	124	48	7.518227309944001e-06	0.00011325800993617298
Immune::GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	131	50	7.777805183656603e-06	0.00011695302647483643
Immune::GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_DN	114	45	7.92273222830105e-06	0.00011869587843864945
Immune::GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP	114	45	7.92273222830105e-06	0.00011869587843864945
GO_BP::GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	14	11	7.986981671931421e-06	0.00011943968935356312
GO_BP::GOBP_CELL_PART_MORPHOGENESIS	195	68	8.021673713741712e-06	0.00011973958207738541
Immune::GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	104	42	8.079449077594511e-06	0.00011994536017191126
Immune::GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	104	42	8.079449077594511e-06	0.00011994536017191126
Immune::GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	104	42	8.079449077594511e-06	0.00011994536017191126
GO_BP::GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	342	107	8.277276793300332e-06	0.000122659645234052
GO_BP::GOBP_RHYTHMIC_PROCESS	121	47	8.374439367808097e-06	0.00012365146936583075
Immune::GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN	121	47	8.374439367808097e-06	0.00012365146936583075
Immune::KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE	39	21	8.562137061177106e-06	0.00012619510118996166
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	128	49	8.69482809343726e-06	0.00012792031259769207
Immune::GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN	111	44	8.775162715204903e-06	0.00012887043269367343
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN	75	33	8.836873973981466e-06	0.00012917849180711668
Immune::GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	101	41	8.880498152009131e-06	0.00012917849180711668
Immune::GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	101	41	8.880498152009131e-06	0.00012917849180711668
Immune::GSE40273_XBP1_KO_VS_WT_TREG_DN	101	41	8.880498152009131e-06	0.00012917849180711668
Immune::GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_UP	135	51	8.890891306528935e-06	0.00012917849180711668
Immune::KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN	135	51	8.890891306528935e-06	0.00012917849180711668
Immune::GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	142	53	8.973091398084808e-06	0.00012991130555103315
Immune::GSE33424_CD161_INT_VS_NEG_CD8_TCELL_UP	142	53	8.973091398084808e-06	0.00012991130555103315
Immune::HARALAMBIEVA_PBMC_M_M_R_II_AGE_11_22YO_VACCINATED_VS_UNVACCINATED_7YR_DN	192	67	9.096596779157996e-06	0.00013146671670231873
Immune::GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	88	37	9.311437665569348e-06	0.00013386214429588272
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP	88	37	9.311437665569348e-06	0.00013386214429588272
Immune::GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	88	37	9.311437665569348e-06	0.00013386214429588272
Immune::GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	108	43	9.706557781896597e-06	0.000138810564083766
Immune::GSE3982_DC_VS_EFF_MEMORY_CD4_TCELL_DN	108	43	9.706557781896597e-06	0.000138810564083766
Immune::GSE42021_CD24INT_VS_CD24LOW_TCONV_THYMUS_DN	108	43	9.706557781896597e-06	0.000138810564083766
GO_BP::GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	244	81	9.724999532142022e-06	0.00013883158145361557
Immune::GSE29618_PDC_VS_MDC_DN	132	50	9.962791327073525e-06	0.00014197845480045548
Immune::GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_UP	146	54	1.0079822310953479e-05	0.00014339642870191208
GO_BP::GOBP_ACTIN_FILAMENT_BASED_PROCESS	301	96	1.009939111308306e-05	0.00014342538073788095
Immune::GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN	171	61	1.0414374965497365e-05	0.0001476422655420597
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	105	42	1.0721589270878827e-05	0.0001517346024840637
GO_BP::GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	60	28	1.0838907026688456e-05	0.00015286596461777858
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	60	28	1.0838907026688456e-05	0.00015286596461777858
GO_BP::GOBP_PLATELET_ACTIVATION	51	25	1.092336833914046e-05	0.0001537920017455576
Immune::FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_DN	34	19	1.1294142586572233e-05	0.00015873897999683996
Immune::GSE21380_NON_TFH_VS_TFH_CD4_TCELL_DN	119	46	1.209226791074969e-05	0.00016937457450330902
Immune::GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_DN	119	46	1.209226791074969e-05	0.00016937457450330902
Immune::GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	76	33	1.2449806688922024e-05	0.0001740844764365507
Immune::GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	89	37	1.2696370171919879e-05	0.00017703088702655714
Immune::GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	133	50	1.2703805707162473e-05	0.00017703088702655714
Immune::GSE3982_CTRL_VS_LPS_48H_DC_DN	109	43	1.2762948630602913e-05	0.00017755258469104052
GO_BP::GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	349	108	1.2912517938146015e-05	0.00017932834759598374
Immune::GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP	99	40	1.30192774453126e-05	0.00018019913621430974
Immune::GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	99	40	1.30192774453126e-05	0.00018019913621430974
Immune::GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_DN	86	36	1.3797382703371694e-05	0.00019064626775942646
Immune::GSE10325_BCELL_VS_MYELOID_UP	123	47	1.3965989477203546e-05	0.00019200301499752102
Immune::GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP	123	47	1.3965989477203546e-05	0.00019200301499752102
Immune::GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	123	47	1.3965989477203546e-05	0.00019200301499752102
Immune::GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP	130	49	1.4250530867164183e-05	0.00019493201085853346
Immune::GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	130	49	1.4250530867164183e-05	0.00019493201085853346
Immune::GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_UP	130	49	1.4250530867164183e-05	0.00019493201085853346
Immune::GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	137	51	1.4348117816564095e-05	0.00019561267289915714
Immune::GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	137	51	1.4348117816564095e-05	0.00019561267289915714
Immune::GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	93	38	1.569449504731016e-05	0.00021361226204159254
Immune::GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_DN	127	48	1.5976776294744057e-05	0.00021686874863908518
GO_BP::GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	61	28	1.598677939234332e-05	0.00021686874863908518
GO_BP::GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	80	34	1.6143059075752483e-05	0.00021826483180108317
Immune::GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	80	34	1.6143059075752483e-05	0.00021826483180108317
GO_BP::GOBP_B_CELL_PROLIFERATION	46	23	1.621728475164185e-05	0.00021890658295120515
GO_BP::GOBP_ENDOTHELIAL_CELL_PROLIFERATION	49	24	1.6646115926621892e-05	0.00022432492303091773
GO_BP::GOBP_NATURAL_KILLER_CELL_ACTIVATION	52	25	1.6799379041260303e-05	0.00022601796144327185
Immune::NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN	351	108	1.7045462497358435e-05	0.00022877637736680025
GO_BP::GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	32	18	1.7060341099480214e-05	0.00022877637736680025
Immune::GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	90	37	1.7177147623831804e-05	0.0002299657406922163
Immune::GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	117	45	1.7431404658304155e-05	0.00023298838252439215
Immune::GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN	124	47	1.790163651436199e-05	0.0002388831756728892
Immune::ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_NAIVE_NOT_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP	17	12	1.8619539000129346e-05	0.00024805835345449197
Immune::GSE26488_WT_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	87	36	1.8754945343495173e-05	0.00024945602099152927
GO_BP::GOBP_RESPONSE_TO_PEPTIDE	218	73	1.9038193251967563e-05	0.00025270955088852056
GO_BP::GOBP_COGNITION	97	39	1.9061343875087675e-05	0.00025270955088852056
Immune::GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	156	56	1.9277626102680628e-05	0.0002551634005176821
Immune::GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	114	44	1.9450759448377082e-05	0.0002570391151659524
GO_BP::GOBP_CELL_CELL_SIGNALING	475	139	1.9570262077896776e-05	0.00025820119967289617
Immune::GSE22886_TCELL_VS_BCELL_NAIVE_UP	185	64	1.9660474715632453e-05	0.00025897372491767067
GO_BP::GOBP_MYOTUBE_DIFFERENTIATION	35	19	1.9774213633894196e-05	0.0002600531632238819
Immune::GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	149	54	1.9814089535959024e-05	0.0002601593136503127
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_UP	548	157	2.0049592718540245e-05	0.0002628295968552231
Immune::GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	142	52	2.01943068719646e-05	0.00026430308834027267
Immune::GSE22886_NAIVE_TCELL_VS_NKCELL_DN	135	50	2.0383582926083886e-05	0.00026635416666991404
Immune::GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP	94	38	2.0987379423879096e-05	0.0002738066406496507
Immune::GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	111	43	2.168477438296107e-05	0.0002824545453067222
Immune::GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN	171	60	2.188804355022904e-05	0.00028464896063731885
GO_BP::GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	65	29	2.220754099192228e-05	0.0002883455322443242
GO_BP::GOBP_CIRCULATORY_SYSTEM_PROCESS	139	51	2.2764373234061036e-05	0.00029451812914876434
GO_BP::GOBP_RESPONSE_TO_STEROID_HORMONE	139	51	2.2764373234061036e-05	0.00029451812914876434
GO_BP::GOBP_MUSCLE_ORGAN_DEVELOPMENT	101	40	2.2790950580827364e-05	0.00029451812914876434
GO_BP::GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	91	37	2.3063907812777045e-05	0.0002971067179661673
GO_BP::GOBP_REGULATION_OF_CELL_MORPHOGENESIS	91	37	2.3063907812777045e-05	0.0002971067179661673
Immune::ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_RESPONDERS_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP	15	11	2.413428937273846e-05	0.0003096635386662565
GO_BP::GOBP_T_CELL_PROLIFERATION	108	42	2.4152241768835168e-05	0.0003096635386662565
Immune::GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	108	42	2.4152241768835168e-05	0.0003096635386662565
GO_BP::GOBP_RESPONSE_TO_ALCOHOL	98	39	2.5221208248734346e-05	0.0003213543356302912
Immune::GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	98	39	2.5221208248734346e-05	0.0003213543356302912
Immune::GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_DN	98	39	2.5221208248734346e-05	0.0003213543356302912
Immune::GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	98	39	2.5221208248734346e-05	0.0003213543356302912
GO_BP::GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	53	25	2.5395908340342155e-05	0.0003230770298973543
Immune::GSE22886_NEUTROPHIL_VS_DC_UP	50	24	2.55737049891763e-05	0.00032433008807978626
Immune::GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	50	24	2.55737049891763e-05	0.00032433008807978626
Immune::GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN	136	50	2.5653635620467114e-05	0.00032484015383192106
Immune::HOWARD_T_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	30	17	2.5754177273169828e-05	0.0003256092273485768
GO_BP::GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	105	41	2.687266683219796e-05	0.000338182176442122
Immune::GSE3982_DC_VS_BCELL_DN	105	41	2.687266683219796e-05	0.000338182176442122
Immune::GSE42724_MEMORY_VS_B1_BCELL_DN	105	41	2.687266683219796e-05	0.000338182176442122
Immune::GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_UP	85	35	2.7672947397425774e-05	0.0003477184480966864
Immune::GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	147	53	2.7837602865406554e-05	0.0003487160665222444
Immune::GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP	147	53	2.7837602865406554e-05	0.0003487160665222444
Immune::GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_UP	112	43	2.8028102189447815e-05	0.0003505655594949283
Immune::GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_DN	126	47	2.8992682168531264e-05	0.0003620765498299019
Immune::HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	13	10	2.9634384191158695e-05	0.00036952631506658254
Immune::GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP	102	40	2.986603120432827e-05	0.00037184799886058633
GO_BP::GOBP_FAT_CELL_DIFFERENTIATION	92	37	3.074130942597832e-05	0.0003821639986390618
Reactome::REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	25	15	3.084751400556779e-05	0.00038290237415105385
GO_BP::GOBP_HEART_VALVE_DEVELOPMENT	20	13	3.184417396766659e-05	0.0003940776748192325
Immune::GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	20	13	3.184417396766659e-05	0.0003940776748192325
Immune::GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_UP	137	50	3.2151059645698676e-05	0.0003958198000483224
Immune::GSE28408_LY6G_POS_VS_NEG_DC_UP	137	50	3.2151059645698676e-05	0.0003958198000483224
Immune::GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP	137	50	3.2151059645698676e-05	0.0003958198000483224
GO_BP::GOBP_RESPONSE_TO_SALT	116	44	3.2178504527155794e-05	0.0003958198000483224
Immune::GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_DN	123	46	3.257676755578846e-05	0.00040011705496448887
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	79	33	3.286407709051493e-05	0.0004030407055478443
Immune::GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	99	39	3.3152463270958444e-05	0.00040596878676113783
GO_BP::GOBP_EPITHELIUM_DEVELOPMENT	356	108	3.338482773688898e-05	0.0004080229122009788
Reactome::REACTOME_INTERFERON_GAMMA_SIGNALING	63	28	3.3419969581253765e-05	0.0004080229122009788
Immune::GSE7764_NKCELL_VS_SPLENOCYTE_UP	106	41	3.4904316031928684e-05	0.00042551014179012915
Immune::GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP	141	51	3.553070401481577e-05	0.000432501724466061
GO_BP::GOBP_CELL_SUBSTRATE_ADHESION	113	43	3.603025276803333e-05	0.0004372811092618882
Immune::GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	113	43	3.603025276803333e-05	0.0004372811092618882
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	39	20	3.609239325174321e-05	0.00043738633599890286
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP	134	49	3.626359745820389e-05	0.00043881098699424234
GO_BP::GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	57	26	3.657571594421513e-05	0.00044140107480344367
Immune::GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP	120	45	3.658600560672876e-05	0.00044140107480344367
Immune::GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_DN	127	47	3.6639526869381205e-05	0.00044140107480344367
Immune::GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_UP	42	21	3.779938868781807e-05	0.0004543451539450733
Reactome::REACTOME_SARS_COV_2_INFECTION	207	69	3.7825067217187645e-05	0.0004543451539450733
GO_BP::GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	45	22	3.871805808309673e-05	0.00046438961161250907
GO_BP::GOBP_INTERLEUKIN_12_PRODUCTION	28	16	3.884612570401053e-05	0.00046509602244756894
Immune::GSE36826_WT_VS_IL1R_KO_SKIN_UP	103	40	3.889624079314838e-05	0.00046509602244756894
GO_BP::GOBP_OSTEOCLAST_DIFFERENTIATION	48	23	3.894752755214972e-05	0.00046509602244756894
Immune::GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	145	52	3.902584057368872e-05	0.0004653518599020025
Immune::GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	110	42	4.0314414699921844e-05	0.0004800173395128977
Immune::GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	83	34	4.078202966335941e-05	0.00048487936431145347
Immune::GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN	124	46	4.123133201611681e-05	0.0004895098634134042
Immune::GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN	70	30	4.149081854570245e-05	0.0004918766604403565
GO_BP::GOBP_GROWTH	342	104	4.1907720480231984e-05	0.0004961000774649748
GO_BP::GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	149	53	4.262288835556992e-05	0.0005038370328736444
Immune::NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_NEGATIVE	307	95	4.295425184300842e-05	0.0005070213276707198
GO_BP::GOBP_RESPONSE_TO_HORMONE	358	108	4.330960398269853e-05	0.0005104791939171096
GO_BP::GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	362	109	4.360023624757933e-05	0.0005131653705110775
GO_BP::GOBP_PEPTIDYL_SERINE_MODIFICATION	160	56	4.417028961199458e-05	0.0005191278290605111
GO_BP::GOBP_EMBRYONIC_MORPHOGENESIS	171	59	4.486212704424335e-05	0.0005254373167538237
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	90	36	4.496322759278162e-05	0.0005254373167538237
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_UP	90	36	4.496322759278162e-05	0.0005254373167538237
GO_BP::GOBP_MONOCYTE_CHEMOTAXIS	18	12	4.496407356084066e-05	0.0005254373167538237
GO_BP::GOBP_NERVOUS_SYSTEM_PROCESS	242	78	4.55395786422563e-05	0.0005314033570522918
GO_BP::GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	560	158	4.599412686864315e-05	0.0005359429598084059
Immune::GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN	114	43	4.607135435599412e-05	0.0005360792014680397
Immune::GSE27786_LIN_NEG_VS_CD8_TCELL_DN	153	54	4.630816598964818e-05	0.0005380693150501734
GO_BP::GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	121	45	4.637951060286769e-05	0.0005381338960729897
Immune::GSE12366_GC_VS_MEMORY_BCELL_DN	139	50	4.9883830421347345e-05	0.0005763414305743239
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	139	50	4.9883830421347345e-05	0.0005763414305743239
Immune::GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	139	50	4.9883830421347345e-05	0.0005763414305743239
GO_BP::GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	34	18	5.117339561992426e-05	0.0005904067364893941
Immune::GSE30083_SP2_VS_SP4_THYMOCYTE_DN	111	42	5.165419576241973e-05	0.0005951145370937936
Immune::GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_DN	125	46	5.194263292831333e-05	0.0005975959737744065
Immune::GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN	94	37	5.34678017108647e-05	0.0006134174165425992
Immune::GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP	94	37	5.34678017108647e-05	0.0006134174165425992
GO_BP::GOBP_MEMORY	37	19	5.51738608838263e-05	0.0006321038964001389
GO_BP::GOBP_VIRAL_PROCESS	274	86	5.6076274771031574e-05	0.0006415439547231305
Immune::GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN	101	39	5.619961899946317e-05	0.0006420570997424703
Immune::GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_DN	71	30	5.732785329697395e-05	0.0006540332496084336
Immune::GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	129	47	5.7730769921819656e-05	0.0006548072494602734
Immune::GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP	129	47	5.7730769921819656e-05	0.0006548072494602734
Immune::GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP	129	47	5.7730769921819656e-05	0.0006548072494602734
