term	set_size	overlap	pval	padj
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	7	6	0.0005457038295988005	0.004017873380844453
Immune::GSE3982_NKCELL_VS_TH2_UP	86	32	0.0005516799746092918	0.004050935540667869
Immune::GSE42021_TCONV_PLN_VS_CD24HI_TCONV_THYMUS_DN	86	32	0.0005516799746092918	0.004050935540667869
Immune::GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_DN	86	32	0.0005516799746092918	0.004050935540667869
Immune::GSE14350_TREG_VS_TEFF_UP	159	52	0.0005531066857729308	0.004057769228361052
Immune::GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	111	39	0.0005591771758621711	0.004094959085543921
Immune::GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_UP	111	39	0.0005591771758621711	0.004094959085543921
Immune::GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	133	45	0.0005650226876002918	0.004119327615481628
Immune::GSE13411_IGM_MEMORY_BCELL_VS_PLASMA_CELL_UP	133	45	0.0005650226876002918	0.004119327615481628
Immune::GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	133	45	0.0005650226876002918	0.004119327615481628
Immune::GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN	133	45	0.0005650226876002918	0.004119327615481628
Immune::GSE34006_WT_VS_A2AR_KO_TREG_DN	133	45	0.0005650226876002918	0.004119327615481628
GO_BP::GOBP_REGULATORY_T_CELL_DIFFERENTIATION	19	11	0.0005658506501789473	0.004121690399344425
GO_BP::GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	122	42	0.000568499130539575	0.0041372979428947725
Immune::GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP	104	37	0.000584114266820523	0.0042433878353391455
Immune::GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP	104	37	0.000584114266820523	0.0042433878353391455
GO_BP::GOBP_TEMPERATURE_HOMEOSTASIS	69	27	0.0005907627077338777	0.00428787839331244
Immune::GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_DN	115	40	0.000602651156146138	0.004362554386969388
Immune::GSE30083_SP3_VS_SP4_THYMOCYTE_DN	115	40	0.000602651156146138	0.004362554386969388
Immune::GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN	115	40	0.000602651156146138	0.004362554386969388
GO_BP::GOBP_FOREBRAIN_DEVELOPMENT	126	43	0.0006056230570942292	0.004372459494290199
GO_BP::GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	126	43	0.0006056230570942292	0.004372459494290199
Immune::GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN	126	43	0.0006056230570942292	0.004372459494290199
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	59	24	0.0006073197121164541	0.004380842367824158
Immune::GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN	76	29	0.0006132572451542743	0.004419774683138295
Immune::GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	90	33	0.0006172109847867935	0.004440444903743158
Immune::GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	90	33	0.0006172109847867935	0.004440444903743158
Immune::GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_DN	46	20	0.0006202930390870108	0.004458696889043716
GO_BP::GOBP_EPIDERMIS_DEVELOPMENT	83	31	0.0006211333521108304	0.004460817225870581
GO_BP::GOBP_ACTIN_FILAMENT_ORGANIZATION	198	62	0.000632637091589573	0.004539448604563778
GO_BP::GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX	14	9	0.000642899866312923	0.00460500955029747
GO_BP::GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	14	9	0.000642899866312923	0.00460500955029747
Immune::GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP	119	41	0.0006457000306844475	0.004621020342081172
Immune::GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_UP	145	48	0.0006569909708560211	0.0046932691753893
GO_BP::GOBP_LEUKOCYTE_HOMEOSTASIS	66	26	0.000657516683984858	0.0046932691753893
Reactome::REACTOME_CDC42_GTPASE_CYCLE	66	26	0.000657516683984858	0.0046932691753893
GO_BP::GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	22	12	0.0006602136005377046	0.004700026980645226
GO_BP::GOBP_POST_EMBRYONIC_DEVELOPMENT	43	19	0.0006615390781254632	0.004700026980645226
Immune::GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	101	36	0.000661841577422897	0.004700026980645226
Immune::GSE3982_MAST_CELL_VS_NEUTROPHIL_DN	101	36	0.000661841577422897	0.004700026980645226
Immune::GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	101	36	0.000661841577422897	0.004700026980645226
Immune::FOURATI_BLOOD_TWINRIX_AGE_25_83YO_RESPONDERS_VS_POOR_RESPONDERS_0DY_DN	253	76	0.0006619108901837775	0.004700026980645226
Immune::GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN	134	45	0.0006778942233090532	0.004805177423455854
Immune::GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP	134	45	0.0006778942233090532	0.004805177423455854
Immune::GSE360_CTRL_VS_L_MAJOR_DC_DN	94	34	0.0006834263004807346	0.0048368109795543296
Immune::GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	112	39	0.0006841308439296284	0.0048368109795543296
Immune::GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	112	39	0.0006841308439296284	0.0048368109795543296
Immune::GSE17301_IFNA2_VS_IFNA5_STIM_ACD3_ACD28_ACT_CD8_TCELL_UP	149	49	0.0006860499227223004	0.004844454120904622
GO_BP::GOBP_CELL_MATRIX_ADHESION	73	28	0.0006869886039424646	0.004844454120904622
Immune::GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	73	28	0.0006869886039424646	0.004844454120904622
GO_BP::GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	168	54	0.00069808781209314	0.004900890302317888
GO_BP::GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	80	30	0.0006989372564101507	0.004900890302317888
Immune::GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	80	30	0.0006989372564101507	0.004900890302317888
GO_BP::GOBP_LEARNING	40	18	0.0006991856947194346	0.004900890302317888
GO_BP::GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	40	18	0.0006991856947194346	0.004900890302317888
GO_BP::GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	40	18	0.0006991856947194346	0.004900890302317888
GO_BP::GOBP_T_CELL_MIGRATION	40	18	0.0006991856947194346	0.004900890302317888
Immune::GSE10325_MYELOID_VS_LUPUS_MYELOID_DN	153	50	0.0007142033119285875	0.004997590326412186
Immune::GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP	153	50	0.0007142033119285875	0.004997590326412186
Immune::GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN	105	37	0.0007194640969416506	0.005025803853956193
Immune::GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_DN	105	37	0.0007194640969416506	0.005025803853956193
GO_BP::GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	25	13	0.0007212720523549343	0.005029842615740293
GO_BP::GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	25	13	0.0007212720523549343	0.005029842615740293
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP	127	43	0.0007298194644073527	0.005080936458636858
GO_BP::GOBP_INTERLEUKIN_2_PRODUCTION	37	17	0.0007307618821585428	0.005080936458636858
GO_BP::GOBP_REGULATION_OF_CELL_SHAPE	53	22	0.000731083399977455	0.005080936458636858
Immune::GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP	53	22	0.000731083399977455	0.005080936458636858
GO_BP::GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	116	40	0.0007334318635523712	0.005092930937061458
GO_BP::GOBP_CHEMOKINE_PRODUCTION	34	16	0.0007530990877170089	0.005214136467675414
GO_BP::GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	28	14	0.0007534363453291369	0.005214136467675414
GO_BP::GOBP_MUSCLE_CELL_MIGRATION	28	14	0.0007534363453291369	0.005214136467675414
Reactome::REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	28	14	0.0007534363453291369	0.005214136467675414
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	70	27	0.0007687587915617818	0.005315677865575127
Immune::GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN	131	44	0.0007705909346672267	0.005323846153359725
GO_BP::GOBP_POSITIVE_REGULATION_OF_GROWTH	91	33	0.0007730215567938072	0.005331632659842616
Immune::GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	91	33	0.0007730215567938072	0.005331632659842616
Immune::GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_UP	109	38	0.0007766577673563231	0.0053476940546925275
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_DN	109	38	0.0007766577673563231	0.0053476940546925275
GO_BP::GOBP_RESPONSE_TO_PEPTIDE_HORMONE	184	58	0.0007783233679936403	0.005354655298728324
GO_BP::GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	77	29	0.0007859911347674399	0.005399521552664066
Immune::GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP	84	31	0.0007861650573622131	0.005399521552664066
GO_BP::GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	50	21	0.0007973941089191815	0.005467463378842334
Immune::GSE6259_DEC205_POS_DC_VS_CD8_TCELL_DN	50	21	0.0007973941089191815	0.005467463378842334
GO_BP::GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	60	24	0.0008099053046923254	0.005542269048779135
Immune::GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	135	45	0.0008103366482078052	0.005542269048779135
Immune::GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	135	45	0.0008103366482078052	0.005542269048779135
Immune::GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP	102	36	0.0008160864526666129	0.0055769316481310725
GO_BP::GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	196	61	0.0008286941512694285	0.005658362401822976
GO_BP::GOBP_AXON_DEVELOPMENT	124	42	0.0008295635132908348	0.005659574260816538
Immune::GSE3982_DC_VS_NEUTROPHIL_DN	113	39	0.0008331426151033727	0.005669805816593668
Immune::GSE42724_NAIVE_VS_B1_BCELL_UP	113	39	0.0008331426151033727	0.005669805816593668
Immune::GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN	113	39	0.0008331426151033727	0.005669805816593668
Immune::GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_UP	154	50	0.0008424093385904985	0.005728103399559667
GO_BP::GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	139	46	0.0008489537511419788	0.0057524958644159675
Immune::GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	139	46	0.0008489537511419788	0.0057524958644159675
Immune::GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP	139	46	0.0008489537511419788	0.0057524958644159675
Immune::GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	95	34	0.0008495128367010377	0.0057524958644159675
Immune::GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN	95	34	0.0008495128367010377	0.0057524958644159675
Immune::GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	67	26	0.0008592119506236273	0.005800120142361306
Immune::GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP	67	26	0.0008592119506236273	0.005800120142361306
GO_BP::GOBP_EPIBOLY	17	10	0.0008593821042227265	0.005800120142361306
GO_BP::GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION	17	10	0.0008593821042227265	0.005800120142361306
GO_BP::GOBP_NEUTROPHIL_MIGRATION	47	20	0.0008654339368903158	0.00583614971456124
Immune::GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP	128	43	0.0008760497830660373	0.005898014177349946
Immune::GSE6875_WT_VS_FOXP3_KO_TREG_UP	128	43	0.0008760497830660373	0.005898014177349946
GO_BP::GOBP_DEVELOPMENTAL_CELL_GROWTH	74	28	0.0008832599366249969	0.005936784126205814
Immune::GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN	74	28	0.0008832599366249969	0.005936784126205814
GO_BP::GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	143	47	0.0008863556110011163	0.0059487280629959005
Immune::GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN	81	30	0.0008867571604435456	0.0059487280629959005
GO_BP::GOBP_REGULATION_OF_BODY_FLUID_LEVELS	117	40	0.000888673067601588	0.0059487280629959005
Immune::GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN	117	40	0.000888673067601588	0.0059487280629959005
Immune::GSE7568_CTRL_VS_3H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN	117	40	0.000888673067601588	0.0059487280629959005
GO_BP::GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	220	67	0.0009046931424833908	0.006051013822987847
GO_BP::GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	224	68	0.0009143025496931159	0.006110289915432752
Immune::GSE41978_ID2_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	132	44	0.0009212929054950971	0.006151980381183587
Immune::GSE7852_LN_VS_FAT_TREG_DN	99	35	0.0009256801328741312	0.006176234491770304
GO_BP::GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	12	8	0.0009314516204102959	0.006194531914598553
GO_BP::GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION	12	8	0.0009314516204102959	0.006194531914598553
GO_BP::GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	12	8	0.0009314516204102959	0.006194531914598553
Reactome::REACTOME_NEPHRIN_FAMILY_INTERACTIONS	12	8	0.0009314516204102959	0.006194531914598553
Immune::GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	110	38	0.0009464818806047496	0.006289375940980384
Immune::GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_UP	92	33	0.0009623264737451503	0.006384290799055417
Immune::GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN	92	33	0.0009623264737451503	0.006384290799055417
Immune::GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP	136	45	0.0009651772291479638	0.0063876615974355535
Immune::GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	136	45	0.0009651772291479638	0.0063876615974355535
Immune::GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_UP	136	45	0.0009651772291479638	0.0063876615974355535
GO_BP::GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	54	22	0.0009880183544319456	0.006528263440430788
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	54	22	0.0009880183544319456	0.006528263440430788
GO_BP::GOBP_CELL_FATE_COMMITMENT	71	27	0.0009917677418542462	0.006542467845457849
GO_BP::GOBP_ESTABLISHMENT_OF_CELL_POLARITY	71	27	0.0009917677418542462	0.006542467845457849
GO_BP::GOBP_MACROPHAGE_ACTIVATION	41	18	0.0010001462710764338	0.006572104821030897
GO_BP::GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	41	18	0.0010001462710764338	0.006572104821030897
GO_BP::GOBP_RESPONSE_TO_BMP	41	18	0.0010001462710764338	0.006572104821030897
Immune::GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_DN	41	18	0.0010001462710764338	0.006572104821030897
GO_BP::GOBP_CELL_JUNCTION_ASSEMBLY	103	36	0.0010010810033012835	0.006572104821030897
Immune::GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN	103	36	0.0010010810033012835	0.006572104821030897
Immune::GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP	140	46	0.0010076065000317596	0.00660964007238155
Immune::GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	114	39	0.0010100345123743657	0.006620258262197365
GO_BP::GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	20	11	0.0010155281152901816	0.006645615986458948
GO_BP::GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	20	11	0.0010155281152901816	0.006645615986458948
Immune::GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP	96	34	0.001049984338738674	0.006860121318596129
Immune::GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	96	34	0.001049984338738674	0.006860121318596129
GO_BP::GOBP_HOMOTYPIC_CELL_CELL_ADHESION	38	17	0.0010618075975939946	0.006920785775552889
GO_BP::GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	38	17	0.0010618075975939946	0.006920785775552889
GO_BP::GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	38	17	0.0010618075975939946	0.006920785775552889
Immune::GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN	61	24	0.0010685852192985682	0.006959416476005007
Immune::GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN	118	40	0.0010721490536961574	0.0069715256432707215
Immune::GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_DN	118	40	0.0010721490536961574	0.0069715256432707215
Reactome::REACTOME_CELL_CELL_COMMUNICATION	51	21	0.0010861558179249087	0.0070569933205923375
Immune::GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_DN	89	32	0.0010900135989155143	0.007076437491372149
Immune::GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	133	44	0.0010974264963644384	0.007118912561666221
GO_BP::GOBP_ADAPTIVE_THERMOGENESIS	68	26	0.0011125859552464578	0.007208634834044813
GO_BP::GOBP_CELL_CELL_RECOGNITION	23	12	0.0011134855293306934	0.007208634834044813
GO_BP::GOBP_CELL_CELL_JUNCTION_ASSEMBLY	35	16	0.0011147827707905487	0.007208634834044813
Immune::GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP	35	16	0.0011147827707905487	0.007208634834044813
Immune::GSE4590_SMALL_VS_LARGE_PRE_BCELL_UP	82	30	0.0011171859474193532	0.0072184684438312075
GO_BP::GOBP_REGULATION_OF_B_CELL_ACTIVATION	75	28	0.0011266303851666134	0.0072680098979991305
Immune::GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	75	28	0.0011266303851666134	0.0072680098979991305
Immune::GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	122	41	0.0011326163341677403	0.007300868095738468
GO_BP::GOBP_TRANSLATIONAL_INITIATION	100	35	0.0011366360825543476	0.007309499335923398
Immune::GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	100	35	0.0011366360825543476	0.007309499335923398
Immune::GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_DN	100	35	0.0011366360825543476	0.007309499335923398
Immune::GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN	137	45	0.0011455562612923353	0.007355298443776533
Immune::GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	137	45	0.0011455562612923353	0.007355298443776533
GO_BP::GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	111	38	0.0011480925488269132	0.007365801607375804
GO_BP::GOBP_REGULATION_OF_B_CELL_PROLIFERATION	32	15	0.001153898566473611	0.0073856731406526915
GO_BP::GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	32	15	0.001153898566473611	0.0073856731406526915
GO_BP::GOBP_T_CELL_SELECTION	32	15	0.001153898566473611	0.0073856731406526915
GO_BP::GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	26	13	0.0011622940673143886	0.007427785523931014
GO_BP::GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	26	13	0.0011622940673143886	0.007427785523931014
GO_BP::GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	58	23	0.0011885173821385914	0.007577383093612629
Immune::GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN	93	33	0.001190970050141193	0.007577383093612629
Immune::GSE3982_BCELL_VS_BASOPHIL_DN	93	33	0.001190970050141193	0.007577383093612629
Immune::KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	93	33	0.001190970050141193	0.007577383093612629
Immune::GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_DN	126	42	0.0011912609606828657	0.007577383093612629
Immune::GSE3982_MAC_VS_BCELL_DN	126	42	0.0011912609606828657	0.007577383093612629
Immune::GSE16266_CTRL_VS_LPS_STIM_MEF_UP	104	36	0.0012218280990852143	0.00775974677835175
Immune::GSE40274_CTRL_VS_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	104	36	0.0012218280990852143	0.00775974677835175
Immune::GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_DN	86	31	0.0012345046006669435	0.007828098940663254
Immune::GSE32034_LY6C_HIGH_VS_LOW_MONOCYTE_UP	86	31	0.0012345046006669435	0.007828098940663254
Immune::GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP	130	43	0.0012479382347800939	0.007901033096363135
Immune::GSE14415_ACT_VS_CTRL_NATURAL_TREG_DN	130	43	0.0012479382347800939	0.007901033096363135
Reactome::REACTOME_CHROMATIN_MODIFYING_ENZYMES	168	53	0.0012590875801032145	0.00796545738998012
GO_BP::GOBP_EPITHELIAL_CELL_DIFFERENTIATION	199	61	0.001261848106384663	0.007974274800221358
GO_BP::GOBP_HEMOSTASIS	79	29	0.001262431034998369	0.007974274800221358
Immune::GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_DN	72	27	0.0012688569269750391	0.008008680295259122
GO_BP::GOBP_REGULATION_OF_METAL_ION_TRANSPORT	119	40	0.0012880726096514527	0.008123696181147944
Immune::GSE28130_ACTIVATED_VS_INDUCEED_TREG_UP	97	34	0.0012906169945119653	0.008127210943116149
Immune::GSE30083_SP1_VS_SP3_THYMOCYTE_DN	97	34	0.0012906169945119653	0.008127210943116149
GO_BP::GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	15	9	0.001302764526699004	0.008165987607967704
GO_BP::GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	15	9	0.001302764526699004	0.008165987607967704
GO_BP::GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	15	9	0.001302764526699004	0.008165987607967704
GO_BP::GOBP_RESPONSE_TO_LECTIN	15	9	0.001302764526699004	0.008165987607967704
GO_BP::GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	15	9	0.001302764526699004	0.008165987607967704
GO_BP::GOBP_T_HELPER_1_CELL_DIFFERENTIATION	15	9	0.001302764526699004	0.008165987607967704
GO_BP::GOBP_REGULATION_OF_VIRAL_PROCESS	108	37	0.0013051727766275703	0.00816856412610063
Immune::GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP	108	37	0.0013051727766275703	0.00816856412610063
GO_BP::GOBP_CD40_SIGNALING_PATHWAY	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_DEFINITIVE_HEMOPOIESIS	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_NEGATIVE_T_CELL_SELECTION	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_SARCOMERE_ORGANIZATION	10	7	0.0013179634941229746	0.008200012623673737
GO_BP::GOBP_PEPTIDYL_THREONINE_MODIFICATION	55	22	0.001319040058877668	0.008200012623673737
Immune::QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DYAT_1DY_NEGATIVE	153	49	0.0013192196348110804	0.008200012623673737
Immune::GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN	90	32	0.0013508702136072232	0.008364964683805516
Immune::GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_UP	90	32	0.0013508702136072232	0.008364964683805516
Immune::GSE17721_CTRL_VS_LPS_1H_BMDC_DN	90	32	0.0013508702136072232	0.008364964683805516
Immune::GSE38304_MYC_NEG_VS_POS_GC_BCELL_UP	90	32	0.0013508702136072232	0.008364964683805516
Immune::GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_DN	90	32	0.0013508702136072232	0.008364964683805516
Immune::GSE27859_DC_VS_CD11C_INT_F480_INT_DC_UP	123	41	0.001354853155540243	0.00838328200629288
Immune::GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP	112	38	0.001386343154044438	0.008565071016369294
Immune::GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_UP	112	38	0.001386343154044438	0.008565071016369294
Immune::GSE13522_WT_VS_IFNAR_KO_SKIN_DN	101	35	0.0013884210473967828	0.008565071016369294
