term	set_size	overlap	pval	padj	n_genes_used	n_term_de_genes	score_col	term_genes	term_de_genes
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_DN	698	322	2.6513244624727513e-53	2.1687834103027107e-49	698	322	term_score_00	AAK1;ABCB1;ABCC5;ABCD2;ABHD14B;ABI2;ABLIM1;ACADSB;ADGRG1;ADK;ADNP;ADPRM;AGL;AGTPBP1;AHCTF1;AHNAK;AK5;AKR1B1;AKT3;ALDH18A1;ALDOC;ANAPC1;ANAPC15;ANAPC16;ANKH;ANKRD36B;ANKRD36C;ANP32B;ANXA6;AP3M2;APBA2;APBB1;APEX1;AQP3;ARHGAP12;ARHGAP15;ARHGAP5;ARHGEF9;ARID2;ARL4C;ATF7IP2;ATM;ATP2B4;ATP8A1;ATP8B2;BACH2;BAG2;BBS2;BBS9;BCKDHB;BCL11B;BCL2;BDH1;BIN1;BMI1;BPTF;BRWD1;BTG1;C12orf57;C12orf75;C1orf21;CA5B;CAMK1D;CAMK4;CAMLG;CARD11;CASP6;CASP8AP2;CBLB;CBX5;CBX7;CCDC7;CCL28;CCL5;CCNB1IP1;CCND2;CCNG1;CCNT1;CCR7;CCSER2;CD160;CD2;CD244;CD247;CD248;CD27;CD28;CD3D;CD3E;CD3G;CD40LG;CD44;CD5;CD52;CD6;CD7;CD79A;CD79B;CD8A;CD8B;CD96;CDC14A;CDC14B;CDC25B;CDC42SE2;CDK6;CDKN2AIP;CDR2;CENPV;CEP120;CEP57;CEP68;CEP78;CEP95;CERK;CERS4;CFAP36;CFAP97;CHD3;CHMP7;CHRM3-AS2;CLEC2D;CLK4;CLSTN3;CMPK1;CNOT6L;COMMD6;COQ10A;COX11;CPSF6;CREBZF;CRIPT;CRTAM;CRTC3;CRY1;CRYL1;CSDE1;CSGALNACT1;CST7;CTC1;CTSF;CTSW;CXCR4;CXXC5;CYFIP2;CYP2R1;CYREN;DDHD2;DDX3X;DDX6;DENND2D;DENND4C;DGKA;DHRS3;DIS3L;DLG1;DLGAP1-AS1;DNAJB1;DNAJC24;DPEP2;DPH5;DPP4;DTHD1;DYRK2;EEF1A1;EEF1G;EEF2;EIF2D;EIF2S3;EIF3D;EIF3E;EIF3F;EIF3H;EIF3J-DT;EIF3K;EIF3L;EIF3M;EIF4A2;EIF4B;EIF4EBP2;ELP1;ELP2;EMB;ENO2;EOMES;EPB41L4A-AS1;EPHX2;ERGIC3;ERN1;ESYT1;ESYT2;ETS1;EVL;EXOSC8;EZH1;FAHD2B;FAM107B;FAM168B;FAM169A;FAM172A;FAM219B;FBL;FBXL20;FBXO32;FCMR;FCRL3;FCRL6;FGFBP2;FHIT;FLNB;FOXO1;FOXP1;FYN;GABPB2;GCSAM;GID8;GLCCI1;GNG2;GNLY;GNPDA2;GOLPH3L;GPATCH11;GPR171;GPR174;GPX7;GRAP;GSTM2;GSTM3;GYPC;GZMA;GZMK;HACD3;HADH;HEATR5B;HECTD1;HERC1;HIBADH;HINT1;HIVEP2;HLA-DQA1;HLTF;HMGB1;HNRNPA3;HS3ST3B1;HSF2;IKZF2;IKZF3;IL16;IL2RB;IL32;IL7R;IMPDH2;INPP4B;INTS6-AS1;IP6K1;IPO5;IPP;ITGA6;ITGB3BP;ITK;ITM2A;ITPKB;KAT6B;KCNA3;KCTD7;KDM3A;KIAA0586;KLF12;KLHDC2;KLHL28;KLRB1;KLRD1;KLRF1;KLRG1;KLRK1;KMT2A;KPNA4;LANCL1;LAT;LAX1;LBH;LCK;LCLAT1;LDHB;LDLRAP1;LDOC1;LEF1;LIAS;LIMA1;LINC00402;LINC00649;LINC00861;LINC01550;LRBA;LRPPRC;LRRN3;LTA4H;LTB;LUC7L3;LY9;LYRM7;MACF1;MAGED1;MAGEH1;MAL;MALAT1;MAML2;MAN1A2;MAP2K5;MAP4K1;MAPK13;MATK;MBNL2;MDN1;METTL16;MFGE8;MFHAS1;MGAT4A;MPHOSPH9;MPRIP;MRPL45;MRPL48;MRPS27;MRPS6;MS4A1;MSH2;MSI2;MTFMT;MYBL1;MZT2A;N4BP2;NAA16;NAA40;NAE1;NAP1L1;NCALD;NCAPD2;NCAPD3;NCK2;NCR1;NDRG3;NDUFAF4;NELL2;NEPRO;NFATC2;NFATC3;NIPAL3;NKG7;NLRC3;NMT2;NMUR1;NOA1;NOL4L;NOL9;NOP53;NPAT;NPM1;NR1D1;NR1D2;NSA2;NSG1;NT5DC1;NT5E;NUCB2;NUCKS1;NUP88;OCIAD2;OFD1;OGT;OXNAD1;P2RY10;PABPC1;PABPC4;PACS1;PAFAH2;PARP16;PATJ;PBXIP1;PCED1B;PCID2;PCMTD2;PCNX1;PCNX2;PCYOX1;PDCD4;PDCD4-AS1;PDE3B;PDE4DIP;PDE7A;PDGFD;PDK1;PDZD4;PEBP1;PECR;PET117;PFDN5;PGM2L1;PHB2;PIAS2;PIGK;PIK3IP1;PITPNC1;PLCG1;PLEKHA1;PLEKHB1;PLEKHF1;PNRC1;POLR1E;POLR2B;PPIA;PPWD1;PRDX2;PREPL;PRKACB;PRKCA;PRKCH;PRKCQ;PRKDC;PRPF8;PRPS1;PRRC2B;PRSS23;PSIP1;PTCH1;PTGDR;PTPN22;PTPN4;PYHIN1;RAB39B;RACK1;RALGAPA1;RAPGEF6;RASA2;RASA3;RASGRP1;RBBP7;RBL1;RBL2;RBMX;RCAN3;RCL1;RCN2;RECK;REST;RETREG1;RFLNB;RGCC;RHOF;RHOH;RNF125;RNF144A;RNF157;RORA;RPA1;RPL11;RPL12;RPL13;RPL15;RPL17;RPL18;RPL22;RPL23;RPL24;RPL26;RPL27A;RPL29;RPL3;RPL30;RPL32;RPL35;RPL35A;RPL37;RPL37A;RPL4;RPL5;RPL6;RPL8;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS20;RPS21;RPS23;RPS29;RPS3;RPS4X;RPS4Y1;RPS5;RPS6;RPS6KA3;RRM1;RSL1D1;RSL24D1;S1PR1;SACS;SAMD3;SATB1;SBNO1;SCAI;SCML4;SEL1L3;SERINC5;SESN1;SESN3;SFMBT1;SFXN1;SH2D1A;SH3YL1;SIDT1;SIRPG;SIT1;SKAP1;SLA2;SLAMF6;SLC16A1;SLC16A7;SLC35E2A;SLC38A1;SLC4A7;SLC5A3;SLC7A6;SMIM8;SMYD3;SNHG8;SNRNP200;SOD1;SORL1;SP4;SPATA5;SPOCK2;SPTAN1;SPTBN1;SRPK2;SRSF5;SRSF8;SSBP2;ST13;ST3GAL1;ST6GAL1;STAT4;STK17A;SUN2;SVIP;SYNE1;SYNRG;TAF9B;TARBP1;TBC1D10A;TBC1D31;TBL1XR1;TC2N;TCEA3;TCEAL8;TCF7;TCP11L2;TDP1;TESPA1;TFAP4;TFDP2;TGFBR3;THEM4;THEMIS;THRA;TIGD1;TIGIT;TMEM106C;TMEM116;TMEM14A;TMEM156;TMEM181;TMEM204;TNIK;TNRC6C;TOB1;TOP1MT;TOP2B;TOX;TRABD2A;TRAC;TRAF1;TRAF5;TRAPPC2;TRAT1;TRAV1-2;TRAV12-1;TRAV12-2;TRAV12-3;TRAV13-1;TRAV13-2;TRAV14DV4;TRAV17;TRAV19;TRAV21;TRAV27;TRAV29DV5;TRAV3;TRAV38-2DV8;TRAV4;TRAV41;TRAV5;TRAV8-2;TRAV9-2;TRBC2;TRBV11-2;TRBV19;TRBV2;TRBV20-1;TRBV27;TRBV28;TRBV3-1;TRBV4-2;TRBV5-1;TRBV5-6;TRBV6-1;TRBV6-5;TRBV9;TRDC;TRDV1;TRG-AS1;TRGC2;TRGV2;TRGV3;TRGV8;TRGV9;TRIB2;TRMT2B;TRMT61B;TSEN54;TSHZ1;TSPAN3;TSPYL2;TSTD1;TTC3;TTC39C;TUT4;TXK;UBA2;UBA52;UBASH3A;UBE4B;UBR5;UBTF;URI1;USE1;USP20;USP34;USP53;UXT;VPS13A;VPS51;VWA8;WDR54;WDR89;WWP1;XPOT;YEATS4;YPEL1;ZAP70;ZBED5-AS1;ZBTB16;ZBTB25;ZBTB44;ZC3H6;ZEB1;ZFAND1;ZFAS1;ZFP36L2;ZFP62;ZFP90;ZMAT3;ZMYND11;ZNF101;ZNF266;ZNF280D;ZNF292;ZNF32;ZNF33B;ZNF420;ZNF43;ZNF506;ZNF507;ZNF600;ZNF609;ZNF639;ZNF721;ZNF827;ZNF831;ZNF836;ZNF84;ZNF91;ZNHIT6	AAK1;ABLIM1;ADGRG1;ADNP;AHCTF1;AHNAK;AK5;AKT3;ANKRD36B;AP3M2;APBA2;APBB1;AQP3;ARID2;ARL4C;ATP2B4;BACH2;BBS9;BCL2;BPTF;BTG1;C12orf57;CAMK4;CARD11;CBX7;CCNB1IP1;CCNG1;CCNT1;CCR7;CD2;CD27;CD28;CD40LG;CD44;CD52;CD7;CD79A;CD8A;CD8B;CDKN2AIP;CEP78;CHD3;CHRM3-AS2;COMMD6;CREBZF;CRTAM;CRY1;CSGALNACT1;CST7;CXCR4;CXXC5;CYFIP2;DDX3X;DDX6;DENND4C;DLG1;DNAJB1;DPP4;DTHD1;EEF1A1;EEF1G;EEF2;EIF2S3;EIF3D;EIF3E;EIF3F;EIF3H;EIF3K;EIF3L;EIF4A2;EIF4B;EOMES;EPB41L4A-AS1;EPHX2;FAM169A;FBL;FCMR;FCRL3;FGFBP2;FHIT;FOXP1;FYN;GABPB2;GCSAM;GNLY;GPR174;GRAP;GYPC;GZMA;GZMK;HECTD1;HERC1;HIBADH;HINT1;HLA-DQA1;IKZF2;IKZF3;IL16;IL7R;IMPDH2;INPP4B;ITK;KAT6B;KLHDC2;KLRB1;KLRD1;KLRF1;KLRG1;KLRK1;KMT2A;LBH;LCK;LDHB;LDLRAP1;LEF1;LINC00402;LINC00649;LRBA;LRRN3;LTB;LUC7L3;MACF1;MALAT1;MATK;MGAT4A;MPHOSPH9;MRPL45;MRPS27;MSI2;MYBL1;MZT2A;NCK2;NCR1;NELL2;NFATC2;NFATC3;NKG7;NLRC3;NMT2;NOP53;NPM1;NR1D1;NSA2;NT5DC1;NT5E;NUCB2;OCIAD2;OGT;PABPC1;PBXIP1;PCED1B;PCMTD2;PCNX1;PDCD4;PDCD4-AS1;PDE3B;PDE7A;PDZD4;PFDN5;PHB2;PIK3IP1;PITPNC1;PNRC1;POLR1E;PRKCA;PRKCH;PRKDC;PRPF8;PRRC2B;PRSS23;PTPN4;PYHIN1;RACK1;RASA3;RASGRP1;RCAN3;RETREG1;RGCC;RHOH;RNF125;RNF157;RORA;RPA1;RPL11;RPL12;RPL13;RPL15;RPL17;RPL18;RPL22;RPL23;RPL24;RPL26;RPL27A;RPL29;RPL3;RPL30;RPL32;RPL35;RPL35A;RPL37;RPL37A;RPL4;RPL5;RPL6;RPL8;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS20;RPS21;RPS23;RPS29;RPS3;RPS4X;RPS4Y1;RPS5;RPS6;RSL1D1;RSL24D1;SAMD3;SATB1;SBNO1;SERINC5;SESN1;SFXN1;SH2D1A;SIDT1;SIRPG;SLA2;SLC38A1;SLC4A7;SNHG8;SNRNP200;SPOCK2;SPTAN1;SRSF5;SSBP2;ST13;ST6GAL1;STAT4;STK17A;SYNE1;SYNRG;TC2N;TCEA3;TCF7;TCP11L2;TESPA1;TGFBR3;THEM4;TIGIT;TMEM181;TMEM204;TNIK;TOB1;TOP2B;TOX;TRABD2A;TRAC;TRAF1;TRAT1;TRAV1-2;TRAV12-2;TRAV12-3;TRAV13-1;TRAV14DV4;TRAV17;TRAV19;TRAV21;TRAV27;TRAV3;TRAV38-2DV8;TRAV4;TRAV5;TRAV8-2;TRAV9-2;TRBC2;TRBV11-2;TRBV2;TRBV20-1;TRBV28;TRBV3-1;TRBV4-2;TRBV5-1;TRBV6-1;TRBV6-5;TRBV9;TRDC;TRDV1;TRG-AS1;TRGC2;TRGV8;TRGV9;TSPYL2;TUT4;TXK;UBA52;UBR5;USP34;UXT;VPS13A;VPS51;WDR54;XPOT;YEATS4;YPEL1;ZAP70;ZBTB16;ZEB1;ZFAND1;ZFAS1;ZFP36L2;ZNF292;ZNF827
Reactome::REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	90	84	1.729269020575425e-49	7.072710294153489e-46	90	84	term_score_01	EEF1A1;EEF1B2;EEF1D;EEF1G;EEF2;FAU;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL39L;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;UBA52	EEF1A1;EEF1B2;EEF1D;EEF1G;EEF2;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;UBA52
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN	135	92	7.094940863997008e-32	6.448512918610614e-29	135	92	term_score_02	ABCC5;ABHD5;ABTB1;ALKBH7;ANAPC16;APMAP;ATM;BSG;BTF3;C12orf57;CAMK1D;CBX7;CD46;CPD;CPPED1;DCAF12;DCAF6;DDX3X;EEF1A1;EEF1B2;EEF2;EIF2S3;EIF3F;EIF3L;EIF4B;ERGIC1;FAM210B;FAU;FBL;FBXO7;FIS1;FOXO1;GLRX5;GLS;GMCL1;GNG10;GPR183;HECA;HINT1;HSD17B11;ICAM3;IL7R;ITM2A;KLHDC2;KLRB1;LDHB;LMBRD1;LRRN3;MBP;MED25;MEF2D;MKRN1;MYADM;NAMPT;NAP1L1;NARF;NELL2;OSBPL8;PABPC1;PABPC4;PCBP2;PITHD1;PRDX2;PRDX5;PRKDC;PTOV1;RFLNB;RGCC;RNF11;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL18;RPL22;RPL23;RPL27;RPL3;RPL30;RPL31;RPL35;RPL35A;RPL37A;RPL39;RPL4;RPL5;RPL7;RPL7A;RPL9;RPLP0;RPLP1;RPS10;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS20;RPS23;RPS24;RPS25;RPS27A;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS6KA5;RPS8;S100A12;SERF2;SESN3;SGK1;SLC25A37;SNRPN;SORL1;STAT5B;STMN3;TAGLN2;TBC1D14;TBL1X;TMCO3;TMX4;TOMM7;TOPORS;TPT1;TSPAN5;TXNDC12;UBE2H;USP10;VNN2;ZNF217;ZNF281	ABTB1;ALKBH7;APMAP;BTF3;C12orf57;CBX7;CD46;CPD;CPPED1;DDX3X;EEF1A1;EEF1B2;EEF2;EIF2S3;EIF3F;EIF3L;EIF4B;ERGIC1;FBL;GLRX5;GLS;GPR183;HECA;HINT1;HSD17B11;ICAM3;IL7R;KLHDC2;KLRB1;LDHB;LRRN3;MBP;MEF2D;MYADM;NARF;NELL2;PABPC1;PCBP2;PRKDC;RGCC;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL18;RPL22;RPL23;RPL27;RPL3;RPL30;RPL31;RPL35;RPL35A;RPL37A;RPL39;RPL4;RPL5;RPL7;RPL7A;RPL9;RPLP0;RPLP1;RPS10;RPS13;RPS14;RPS15A;RPS17;RPS18;RPS20;RPS23;RPS24;RPS25;RPS27A;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS6KA5;RPS8;S100A12;SLC25A37;SNRPN;STAT5B;STMN3;TAGLN2;TBC1D14;TOMM7;TPT1;UBE2H
Immune::GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN	159	99	2.43920385373138e-29	1.9952687523522686e-26	159	99	term_score_03	ABT1;ADD3;ANXA1;APLP2;ARL4C;BTF3;C15orf39;CD244;CD300A;CD37;CD69;CDK9;CEBPD;CHD1;CHMP1B;CNIH1;CNPY3;CRIP1;CRTAP;CTNNBIP1;CX3CR1;CXCR4;DDAH2;DDIT3;DUSP1;EEF1G;EEF2;EIF3E;EIF3F;EIF3H;EIF3L;EIF4B;ELF1;ELF4;EVI2B;FAM204A;FAU;FBL;FCN1;FOS;FOSB;FTSJ1;FXYD5;GALNT3;GPR183;HMGB2;HSD17B11;ICAM2;ICAM3;IER2;IFITM2;IFITM3;INPP5K;ITGB7;JUNB;JUND;KLF2;KLF3;KRT10;LDLRAD4;LTA4H;MAPRE2;MCUB;MYLIP;NACA;NEK1;NLRP1;NOP53;NR4A1;NR4A2;NSA2;NUP214;OASL;PDK3;PEX16;PFDN5;PIK3R1;PLP2;POLB;POLR1D;PPCDC;PRNP;PTK2B;PTP4A1;RACK1;RARA;RBM15B;RIN3;RPL10;RPL10A;RPL11;RPL13;RPL14;RPL17;RPL19;RPL21;RPL22;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL30;RPL31;RPL32;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL38;RPL4;RPL6;RPL7;RPL7A;RPL8;RPS10;RPS11;RPS13;RPS15;RPS15A;RPS16;RPS18;RPS24;RPS28;RPS29;RPS7;RPS8;RPS9;RRP12;RSL24D1;S100A10;S100A4;SIGIRR;SNRK;SORL1;SRSF3;SRSF6;SRSF7;SYF2;TAGLN2;TES;TESC;TKT;TLE3;TLE4;TOE1;TRA2A;TSC22D3;TSSC4;UBA52;UTS2;UXT;YPEL5;ZFP36;ZNF394;ZXDC	ANXA1;ARL4C;BTF3;CEBPD;CHD1;CHMP1B;CX3CR1;CXCR4;DUSP1;EEF1G;EEF2;EIF3E;EIF3F;EIF3H;EIF3L;EIF4B;FBL;FOS;FOSB;GALNT3;GPR183;HMGB2;HSD17B11;ICAM3;IER2;IFITM2;IFITM3;JUNB;JUND;KLF2;KLF3;KRT10;MAPRE2;MCUB;MYLIP;NACA;NOP53;NR4A1;NR4A2;NSA2;OASL;PFDN5;PTK2B;PTP4A1;RACK1;RPL10;RPL10A;RPL11;RPL13;RPL14;RPL17;RPL19;RPL21;RPL22;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL29;RPL30;RPL31;RPL32;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL38;RPL4;RPL6;RPL7;RPL7A;RPL8;RPS10;RPS11;RPS13;RPS15;RPS15A;RPS16;RPS18;RPS24;RPS28;RPS29;RPS7;RPS8;RPS9;RSL24D1;S100A10;S100A4;SRSF3;SRSF7;TAGLN2;TLE3;TLE4;UBA52;UXT;YPEL5;ZFP36
