cell_type,sdan_weight,program,cell_level_auroc,individual_level_auroc,connectivity_quantile
cd8_BL,0.25,SDAN_30,0.38115289068382097,0.32738095238095244,0.0
cd8_BL,0.25,SDAN_31,0.4637778122134788,0.5267857142857143,0.0
cd8_BL,0.25,SDAN_32,0.45718754746628965,0.5208333333333333,0.0
cd8_BL,0.25,SDAN_33,0.5473341770679048,0.6607142857142857,0.0
cd8_BL,0.25,SDAN_34,0.4085516926061625,0.4107142857142857,0.0
cd8_BL,0.25,SDAN_35,0.3299946022937079,0.1488095238095238,0.0
cd8_BL,0.25,SDAN_36,0.447760345821426,0.5,0.0
cd8_BL,0.25,SDAN_37,0.41366168294900785,0.37797619047619047,0.0
cd8_BL,0.25,SDAN_38,0.48211386236881476,0.5535714285714286,0.0
cd8_BL,0.25,SDAN_39,0.5043365762005232,0.5922619047619047,0.0
cd8_BL,0.5,SDAN_0,0.41010252241694334,0.38095238095238093,0.0
cd8_BL,0.5,SDAN_1,0.5525274737942542,0.6726190476190477,0.0
cd8_BL,0.5,SDAN_2,0.44786200117192887,0.47916666666666663,0.0
cd8_BL,0.5,SDAN_3,0.4144599148466944,0.2946428571428571,0.0
cd8_BL,0.5,SDAN_4,0.48812160443035707,0.5595238095238095,0.0
cd8_BL,0.5,SDAN_5,0.48367072556874435,0.5803571428571428,0.0
cd8_BL,0.5,SDAN_6,0.3757924006581743,0.2589285714285714,0.0
cd8_BL,0.5,SDAN_7,0.514670631481047,0.6101190476190477,0.0
cd8_BL,0.5,SDAN_8,0.48749342702682175,0.5744047619047619,0.0
cd8_BL,0.5,SDAN_9,0.502729289624615,0.5654761904761905,0.0
cd8_BL,0.5,SDAN_10,0.4113352827331162,0.36904761904761896,0.0
cd8_BL,0.5,SDAN_11,0.4646638910865031,0.5357142857142857,0.0
cd8_BL,0.5,SDAN_12,0.7301612731139449,0.8065476190476191,0.0
cd8_BL,0.5,SDAN_13,0.4174541967280454,0.42559523809523814,0.0
cd8_BL,0.5,SDAN_14,0.569293184107232,0.699404761904762,0.0
cd8_BL,0.5,SDAN_15,0.4210851981309016,0.46726190476190477,0.0
cd8_BL,0.5,SDAN_16,0.5717652357278313,0.693452380952381,0.0
cd8_BL,0.5,SDAN_17,0.43449769174141817,0.4196428571428571,0.0
cd8_BL,0.5,SDAN_18,0.4119203141475843,0.37797619047619047,0.0
cd8_BL,0.5,SDAN_19,0.4284364992426749,0.3571428571428571,0.0
cd8_BL,0.5,SDAN_20,0.400940458161888,0.3214285714285714,0.0
cd8_BL,0.5,SDAN_21,0.5058605149263352,0.5833333333333334,0.0
cd8_BL,0.5,SDAN_22,0.4573187062970628,0.5208333333333334,0.0
cd8_BL,0.5,SDAN_23,0.4440065825726943,0.4821428571428571,0.0
cd8_BL,0.5,SDAN_24,0.511891188013302,0.6071428571428572,0.0
cd8_BL,0.5,SDAN_25,0.47759166096881134,0.5625,0.0
cd8_BL,0.5,SDAN_26,0.4365423679306665,0.4642857142857143,0.0
cd8_BL,0.5,SDAN_27,0.383388603462817,0.386904761904762,0.0
cd8_BL,0.5,SDAN_28,0.4530295886111839,0.5476190476190477,0.0
cd8_BL,0.5,SDAN_29,0.4429359358982881,0.46130952380952384,0.0
cd8_BL,0.5,SDAN_30,0.4385640508946023,0.4226190476190476,0.0
cd8_BL,0.5,SDAN_31,0.49075033756915953,0.5863095238095238,0.0
cd8_BL,0.5,SDAN_32,0.47074173242196954,0.5357142857142858,0.0
cd8_BL,0.5,SDAN_33,0.4910838741026163,0.6011904761904763,0.0
cd8_BL,0.5,SDAN_34,0.4302384922017305,0.47023809523809523,0.0
cd8_BL,0.5,SDAN_35,0.30514261625749994,0.19345238095238093,0.0
cd8_BL,0.5,SDAN_36,0.34490146894987805,0.21428571428571427,0.0
cd8_BL,0.5,SDAN_37,0.3289374115284341,0.14285714285714285,0.293
cd8_BL,0.5,SDAN_38,0.4716360009469311,0.5386904761904763,0.0
cd8_BL,0.5,SDAN_39,0.5089473917078178,0.6041666666666666,0.0
cd8_BL,1.0,SDAN_0,0.327910387708904,0.1279761904761905,0.398
cd8_BL,1.0,SDAN_1,0.5585059197084866,0.7142857142857144,0.827
cd8_BL,1.0,SDAN_2,0.49627229850439536,0.48511904761904756,0.278
cd8_BL,1.0,SDAN_3,0.4275301639394158,0.4255952380952381,0.0
cd8_BL,1.0,SDAN_4,0.48695205993382185,0.5357142857142857,0.0
cd8_BL,1.0,SDAN_5,0.4670503556610337,0.5119047619047619,0.377
cd8_BL,1.0,SDAN_6,0.41996228281716896,0.43749999999999994,0.413
cd8_BL,1.0,SDAN_7,0.5687494326851871,0.6309523809523809,0.665
cd8_BL,1.0,SDAN_8,0.4943155729569648,0.6577380952380953,0.37
cd8_BL,1.0,SDAN_9,0.7063207816585301,0.7291666666666667,0.0
cd8_BL,1.0,SDAN_10,0.48600056751177934,0.4464285714285714,0.0
cd8_BL,1.0,SDAN_11,0.5430847221773577,0.630952380952381,0.882
cd8_BL,1.0,SDAN_12,0.5499385278505596,0.6577380952380951,0.0
cd8_BL,1.0,SDAN_13,0.4357152545515909,0.4910714285714286,0.666
cd8_BL,1.0,SDAN_14,0.5284050095126436,0.6279761904761906,0.825
cd8_BL,1.0,SDAN_15,0.5240746740342296,0.6458333333333334,0.443
cd8_BL,1.0,SDAN_16,0.6353626724123883,0.7053571428571428,0.0
cd8_BL,1.0,SDAN_17,0.48177338018118326,0.5029761904761905,0.384
cd8_BL,1.0,SDAN_18,0.4200444903359826,0.3898809523809524,0.871
cd8_BL,1.0,SDAN_19,0.511291124959202,0.6398809523809523,0.899
cd8_BL,1.0,SDAN_20,0.395467676604868,0.30654761904761907,0.0
cd8_BL,1.0,SDAN_21,0.393062531330602,0.20833333333333331,0.0
cd8_BL,1.0,SDAN_22,0.4320093644834244,0.3511904761904762,0.723
cd8_BL,1.0,SDAN_23,0.39018653290318106,0.19345238095238093,0.717
cd8_BL,1.0,SDAN_24,0.4977774735972878,0.6041666666666667,0.419
cd8_BL,1.0,SDAN_25,0.27990499091487697,0.08630952380952381,0.381
cd8_BL,1.0,SDAN_26,0.5297733033850547,0.574404761904762,0.951
cd8_BL,1.0,SDAN_27,0.485996628185531,0.4910714285714286,0.404
cd8_BL,1.0,SDAN_28,0.5513256682890747,0.6696428571428572,0.386
cd8_BL,1.0,SDAN_29,0.44306404693454277,0.3541666666666667,0.0
cd8_BL,1.0,SDAN_30,0.36189885311284936,0.17261904761904762,0.0
cd8_BL,1.0,SDAN_31,0.48876798566781887,0.5803571428571429,0.386
cd8_BL,1.0,SDAN_32,0.42338485239489676,0.30654761904761907,0.0
cd8_BL,1.0,SDAN_33,0.5087848426668343,0.6130952380952381,0.0
cd8_BL,1.0,SDAN_34,0.4300852316773747,0.5476190476190476,0.761
cd8_BL,1.0,SDAN_35,0.33275536506171743,0.14880952380952378,0.0
cd8_BL,1.0,SDAN_36,0.3914436548422053,0.2767857142857143,0.342
cd8_BL,1.0,SDAN_37,0.36807134194475577,0.11309523809523811,0.982
cd8_BL,1.0,SDAN_38,0.5106235128265914,0.6547619047619049,0.426
cd8_BL,1.0,SDAN_39,0.5287285733307032,0.6785714285714286,0.988
cd8_BL,2.0,SDAN_0,0.5096620684224479,0.6071428571428572,0.661
cd8_BL,2.0,SDAN_1,0.4730963299204808,0.45535714285714285,0.998
cd8_BL,2.0,SDAN_2,0.4321659008685551,0.28273809523809523,0.899
cd8_BL,2.0,SDAN_3,0.39402660886334306,0.244047619047619,0.273
cd8_BL,2.0,SDAN_4,0.5746457747470859,0.5386904761904762,0.0
cd8_BL,2.0,SDAN_5,0.31721594627654676,0.20535714285714285,0.286
cd8_BL,2.0,SDAN_6,0.4853982859950027,0.6041666666666666,0.252
cd8_BL,2.0,SDAN_7,0.49884727020655634,0.49702380952380953,0.491
cd8_BL,2.0,SDAN_8,0.5200146592696349,0.6755952380952381,0.872
cd8_BL,2.0,SDAN_9,0.5353085336297586,0.6369047619047619,0.734
cd8_BL,2.0,SDAN_10,0.3471531463668278,0.15178571428571427,0.516
cd8_BL,2.0,SDAN_11,0.48611428964057957,0.625,0.902
cd8_BL,2.0,SDAN_12,0.4395107539252587,0.40178571428571425,0.0
cd8_BL,2.0,SDAN_13,0.5378959245762498,0.6785714285714286,0.949
cd8_BL,2.0,SDAN_14,0.4616363115317058,0.5654761904761905,0.949
cd8_BL,2.0,SDAN_15,0.3608979325130385,0.14583333333333334,0.463
cd8_BL,2.0,SDAN_16,0.5577668606377089,0.6934523809523809,0.0
cd8_BL,2.0,SDAN_17,0.5143475652620924,0.6547619047619048,0.974
cd8_BL,2.0,SDAN_18,0.39412310162313097,0.21726190476190474,0.505
cd8_BL,2.0,SDAN_19,0.4871971067597636,0.5327380952380952,0.98
cd8_BL,2.0,SDAN_20,0.4342854864564098,0.44642857142857145,0.0
cd8_BL,2.0,SDAN_21,0.48772514234340736,0.6458333333333334,0.517
cd8_BL,2.0,SDAN_22,0.448496232697909,0.4166666666666667,0.972
cd8_BL,2.0,SDAN_23,0.40401526816507305,0.22916666666666666,0.0
cd8_BL,2.0,SDAN_24,0.5339597497889247,0.6428571428571428,0.571
cd8_BL,2.0,SDAN_25,0.603380381466938,0.7232142857142858,0.697
cd8_BL,2.0,SDAN_26,0.4272376171322376,0.23809523809523808,0.842
cd8_BL,2.0,SDAN_27,0.4487285285467838,0.30654761904761907,0.976
cd8_BL,2.0,SDAN_28,0.4474630925560459,0.5267857142857143,0.7
cd8_BL,2.0,SDAN_29,0.46264873911082105,0.4642857142857143,0.0
cd8_BL,2.0,SDAN_30,0.3352932034306638,0.15773809523809523,0.0
cd8_BL,2.0,SDAN_31,0.5094303945724544,0.6755952380952381,0.93
cd8_BL,2.0,SDAN_32,0.3670321062138559,0.24702380952380953,0.923
cd8_BL,2.0,SDAN_33,0.4165851191577771,0.45833333333333326,0.956
cd8_BL,2.0,SDAN_34,0.4841259043500902,0.34226190476190477,0.809
cd8_BL,2.0,SDAN_35,0.3099665493148288,0.12797619047619047,0.0
cd8_BL,2.0,SDAN_36,0.5192172567037898,0.5297619047619048,0.281
cd8_BL,2.0,SDAN_37,0.40906625154737775,0.15476190476190477,0.0
cd8_BL,2.0,SDAN_38,0.4442805523466172,0.2678571428571428,0.857
cd8_BL,2.0,SDAN_39,0.6862439639673561,0.6904761904761905,0.298
cd8_BL,5.0,SDAN_0,0.5195315942051101,0.6577380952380952,0.998
cd8_BL,5.0,SDAN_1,0.45649225638346047,0.5089285714285714,0.0
cd8_BL,5.0,SDAN_2,0.4292790589273032,0.4583333333333333,0.945
cd8_BL,5.0,SDAN_3,0.4645155028867175,0.6101190476190476,0.994
cd8_BL,5.0,SDAN_4,0.45574600285895567,0.28273809523809523,0.913
cd8_BL,5.0,SDAN_5,0.43599061345634865,0.45833333333333337,0.0
cd8_BL,5.0,SDAN_6,0.5216197273828663,0.5684523809523809,0.997
cd8_BL,5.0,SDAN_7,0.5057576155780699,0.6309523809523809,0.961
cd8_BL,5.0,SDAN_8,0.5000729812020742,0.6547619047619048,0.412
cd8_BL,5.0,SDAN_9,0.41719901132033815,0.42261904761904767,0.0
cd8_BL,5.0,SDAN_10,0.3499406965533259,0.11011904761904762,0.0
cd8_BL,5.0,SDAN_11,0.4775067373882159,0.5029761904761905,0.99
cd8_BL,5.0,SDAN_12,0.3786774802692625,0.2619047619047619,0.0
cd8_BL,5.0,SDAN_13,0.48390872307403127,0.5892857142857142,0.143
cd8_BL,5.0,SDAN_14,0.5575444338377509,0.6636904761904763,0.838
cd8_BL,5.0,SDAN_15,0.5705278104200487,0.6309523809523809,0.901
cd8_BL,5.0,SDAN_16,0.678049854371402,0.7083333333333334,0.315
cd8_BL,5.0,SDAN_17,0.5569956442247673,0.625,0.0
cd8_BL,5.0,SDAN_18,0.39019712761745934,0.19642857142857142,0.887
cd8_BL,5.0,SDAN_19,0.48002008973453464,0.5833333333333334,0.929
cd8_BL,5.0,SDAN_20,0.5059152300945948,0.5892857142857143,0.0
cd8_BL,5.0,SDAN_21,0.5812463024758168,0.6636904761904763,0.567
cd8_BL,5.0,SDAN_22,0.3968719427459152,0.20238095238095238,0.0
cd8_BL,5.0,SDAN_23,0.45790160218203846,0.46726190476190477,0.966
cd8_BL,5.0,SDAN_24,0.5158987060723139,0.6934523809523809,0.144
cd8_BL,5.0,SDAN_25,0.5209800015334345,0.5744047619047619,0.981
cd8_BL,5.0,SDAN_26,0.5637628054538024,0.7232142857142858,0.806
cd8_BL,5.0,SDAN_27,0.3437093251606551,0.11607142857142856,0.978
cd8_BL,5.0,SDAN_28,0.3276324786087328,0.11309523809523808,0.139
cd8_BL,5.0,SDAN_29,0.39597298849604773,0.23809523809523808,0.965
cd8_BL,5.0,SDAN_30,0.4384846838373466,0.40773809523809523,0.878
cd8_BL,5.0,SDAN_31,0.47671659147598633,0.48511904761904756,0.994
cd8_BL,5.0,SDAN_32,0.584879149142021,0.6875,0.422
cd8_BL,5.0,SDAN_33,0.5141173634761178,0.6875,0.894
cd8_BL,5.0,SDAN_34,0.514079069078325,0.6517857142857143,0.92
cd8_BL,5.0,SDAN_35,0.49062896485411905,0.31845238095238093,0.0
cd8_BL,5.0,SDAN_36,0.42447453223507126,0.25297619047619047,0.527
cd8_BL,5.0,SDAN_37,0.4805817754576575,0.5803571428571428,0.759
cd8_BL,5.0,SDAN_38,0.5620304556361578,0.7083333333333334,0.455
cd8_BL,5.0,SDAN_39,0.44613512494443996,0.5119047619047619,0.111
cd8_BL,10.0,SDAN_0,0.43028367005380996,0.4523809523809524,0.0
cd8_BL,10.0,SDAN_1,0.456719638441173,0.3005952380952381,0.0
cd8_BL,10.0,SDAN_2,0.4606413206545634,0.5297619047619048,0.07
cd8_BL,10.0,SDAN_3,0.5402942693294135,0.4107142857142857,0.072
cd8_BL,10.0,SDAN_4,0.3619215975386094,0.13392857142857142,0.0
cd8_BL,10.0,SDAN_5,0.41406504922354015,0.36011904761904756,0.985
cd8_BL,10.0,SDAN_6,0.5922171809443262,0.7559523809523809,0.0
cd8_BL,10.0,SDAN_7,0.513817829548173,0.6101190476190476,0.939
cd8_BL,10.0,SDAN_8,0.4785177965697923,0.5922619047619048,0.988
cd8_BL,10.0,SDAN_9,0.4527891031103718,0.2857142857142857,0.815
cd8_BL,10.0,SDAN_10,0.5886471146985426,0.7113095238095238,0.524
cd8_BL,10.0,SDAN_11,0.5445048492898783,0.6666666666666666,0.299
cd8_BL,10.0,SDAN_12,0.4505721746975914,0.3244047619047619,0.063
cd8_BL,10.0,SDAN_13,0.3738126196855431,0.2261904761904762,0.0
cd8_BL,10.0,SDAN_14,0.43901023142546514,0.28273809523809523,1.0
cd8_BL,10.0,SDAN_15,0.3904286978009728,0.20535714285714285,0.0
cd8_BL,10.0,SDAN_16,0.5157904990002611,0.5357142857142858,0.981
cd8_BL,10.0,SDAN_17,0.4810241203287521,0.5386904761904762,0.929
cd8_BL,10.0,SDAN_18,0.46388591561905124,0.5476190476190476,0.764
cd8_BL,10.0,SDAN_19,0.4680878497950659,0.4970238095238095,0.823
cd8_BL,10.0,SDAN_20,0.4722430303885017,0.2857142857142857,0.969
cd8_BL,10.0,SDAN_21,0.39317326786477197,0.23214285714285715,0.414
cd8_BL,10.0,SDAN_22,0.4835182943762303,0.6130952380952381,0.844
cd8_BL,10.0,SDAN_23,0.5119619714859955,0.5744047619047619,0.96
cd8_BL,10.0,SDAN_24,0.4879830230796003,0.5416666666666666,0.867
cd8_BL,10.0,SDAN_25,0.30880432367179705,0.15178571428571427,0.098
cd8_BL,10.0,SDAN_26,0.5882245286585778,0.636904761904762,0.981
cd8_BL,10.0,SDAN_27,0.570693158455998,0.6934523809523809,0.956
cd8_BL,10.0,SDAN_28,0.511959359090694,0.6964285714285714,1.0
cd8_BL,10.0,SDAN_29,0.5494442668061713,0.6517857142857143,0.0
cd8_BL,10.0,SDAN_30,0.5196480323956921,0.5297619047619048,0.79
cd8_BL,10.0,SDAN_31,0.5164289808519303,0.6785714285714286,0.946
cd8_BL,10.0,SDAN_32,0.5350468794336858,0.6874999999999999,0.941
cd8_BL,10.0,SDAN_33,0.48718116285510593,0.37797619047619047,0.078
cd8_BL,10.0,SDAN_34,0.2845149148904418,0.1220238095238095,0.86
cd8_BL,10.0,SDAN_35,0.5006930104202643,0.6339285714285714,0.876
cd8_BL,10.0,SDAN_36,0.3649462329653685,0.16964285714285712,1.0
cd8_BL,10.0,SDAN_37,0.5091094638829923,0.625,0.995
cd8_BL,10.0,SDAN_38,0.7025053575873642,0.8244047619047619,0.0
cd8_BL,10.0,SDAN_39,0.518291618701914,0.6279761904761905,0.866
