feature_name,Spectra_0,Spectra_1,Spectra_2,Spectra_3,Spectra_4,Spectra_5,Spectra_6,Spectra_7,Spectra_8,Spectra_9,Spectra_10,Spectra_11,Spectra_12,Spectra_13,Spectra_14,Spectra_15,Spectra_16,Spectra_17,Spectra_18,Spectra_19,Spectra_20,Spectra_21,Spectra_22,Spectra_23,Spectra_24,Spectra_25,Spectra_26,Spectra_27,Spectra_28,Spectra_29,Spectra_30,Spectra_31,Spectra_32,Spectra_33,Spectra_34,Spectra_35,Spectra_36,Spectra_37,Spectra_38,Spectra_39
CALCR,7.223162360547656e-16,3.2086226671639955e-07,1.3709142581714671e-11,2.090955945421076e-08,6.938565015466557e-17,0.00029844241755523214,3.7861154690112135e-05,2.6435603540209417e-05,4.1525144175573175e-15,2.1393759523547033e-14,1.847858346324725e-15,7.129709538265722e-14,3.662233300587346e-15,2.3583302976360997e-16,0.0005934455534797356,4.058773454267327e-08,1.1107191739212015e-07,7.972103084267667e-09,2.0646498569079052e-15,6.762031352892621e-16,1.4330780184964683e-05,3.792352807519429e-08,1.8811524827951154e-15,2.864332035135253e-05,2.3441096825136966e-08,0.0002521938411969597,0.0005429576396180274,5.5499589957170256e-14,0.0001160651023439954,7.610822094129227e-14,6.209491249252218e-07,0.0058909891137653506,2.1621525103688705e-13,0.03660372081153565,4.1703680694853527e-10,8.23598698183689e-15,2.192715593844772e-05,2.062337794332158e-13,5.631926812137408e-14,0.0018535335979891427
MCUB,5.99697402609106e-09,4.3427602557591757e-10,0.002245250714906184,3.7481520857788575e-08,3.160145271329953e-14,6.02294652151942e-10,4.5179698056419907e-14,0.007610303861307119,3.856209222471578e-13,3.1868766644150703e-13,1.9327237655287014e-14,5.248359179548576e-14,4.700096240804453e-14,3.683443871854322e-15,1.1682924327954058e-13,1.2206996662788163e-12,1.3058339603340495e-11,1.1590499895341394e-10,6.846587163282086e-14,3.192447636928864e-14,2.6996825845136045e-17,4.622786546085237e-12,5.325004824690378e-17,3.3823205636154745e-13,2.268493415143435e-16,3.8869074322628198e-16,0.000861583933680536,3.308389020983886e-17,9.198782576255664e-17,1.5304053157513915e-16,2.0903182174453112e-10,0.0053409060953381925,2.59309305186207e-12,0.0281884902012988,0.0013643093641027483,0.0004163547921851549,0.0093981129567218,0.094455061895061,0.0010127683726082564,5.176615639764509e-05
PRKAR2B,0.0003356845500208953,0.10472216014615666,2.078812948221494e-05,0.0009744631215450657,1.088313358907695e-12,3.831013040922406e-08,2.173296509714329e-12,0.0015964063800474235,1.7357916725448096e-13,0.054132196736099335,0.00022175652964939694,0.00015001735808203623,2.6117675762765507e-13,0.00429129112898832,0.0024962533350244686,1.4975266433039097e-11,4.4887588126716435e-05,0.013349069008262122,0.0006785672320576095,0.0002983553825024848,0.00024040962529844114,1.4286078618654848e-08,0.0012137164233557405,0.007460089468630896,0.0035605083646242774,0.02272142619598091,0.014518847480597853,0.0031958560886627897,0.006785832945731181,0.00048626482012324127,3.7034322387107658e-09,0.0009227985956203938,2.7414285223949683e-14,3.883823778415726e-14,0.00036923155710387283,1.4936733886020743e-14,3.137179508291063e-08,1.572818177915956e-13,7.381525901445506e-05,1.9513318245743825e-06
ITGA3,0.0025944526971586122,0.06258448179192452,6.767637279196328e-05,7.803003826576436e-11,3.445546151522449e-14,2.4769523731163445e-05,9.545348870581219e-12,0.0018699373132904495,2.9323178812203354e-14,7.930574023122456e-14,8.011299098841059e-15,0.0018704830669625469,1.5966427332587796e-12,0.002937344222820845,3.843368688036862e-13,5.154311079377663e-12,0.007724817438679007,1.0357249914216086e-05,3.186682318673083e-14,8.410754890830207e-15,2.3482342124289262e-08,5.008335424606069e-11,0.007798304652703241,0.0014457681243267313,1.2668734661961428e-05,2.2952490185506678e-06,1.1266817465448025e-07,0.12173939172358501,8.321780326953344e-07,3.4413004077260015e-12,1.9627356594540975e-07,0.00046981386763726425,6.697595984890967e-05,4.344035389189119e-10,1.981691698699078e-08,9.453326609741596e-14,3.2619405259287797e-13,4.567735374238535e-12,2.881910218199712e-13,0.0004514740425468254
ASB4,2.0065084677004794e-16,1.1949208648435287e-12,1.222178476985096e-11,2.0855581349786034e-06,1.7511754107624352e-17,9.567301951707206e-11,5.64603476359342e-16,0.00023234531546932155,1.909361330697383e-16,4.017569926344697e-15,2.690947151960039e-16,2.2963317459268367e-15,5.382944230776764e-16,1.0647850321149596e-05,1.3586961742018868e-14,1.0317039053967129e-13,0.0006697140401377747,5.063722250918504e-07,4.9978300673749125e-15,6.627640954518162e-16,4.2195507572264794e-07,2.332510620851329e-06,0.005020877080382266,6.3751334402597345e-06,0.007752360935189372,0.004244473294422089,0.04669782447774314,0.007701508391635372,0.011854038393588819,6.782090533297627e-13,3.0961328123300634e-08,2.008433438475184e-05,7.734680980741033e-05,3.3179063613059856e-05,0.0005233779005662094,4.194253436193323e-15,7.899243300274118e-06,1.0301629821458834e-13,5.324178351928409e-14,0.00025331478800530487
MAP3K9,0.00031723410851037035,0.027736099415276622,0.00012147907164858461,6.401606382394177e-11,7.009224545974135e-13,3.093581607193255e-05,3.3577189651650945e-12,3.4150060526767987e-06,0.03783854739798694,2.403111600472513e-12,9.72347303452906e-14,4.672312665077094e-13,4.513590675317767e-13,2.0922745142481102e-14,0.028877142832942376,0.00038656775587685865,0.027355951518688828,0.0013772809122166482,1.586406976043915e-12,0.00017465600131446763,0.0010247559739046108,1.7712253368214093e-11,1.968453292213275e-13,0.0012485957892259202,1.1846774735770268e-06,0.008951392291716856,1.289234592762983e-05,0.02503744701691241,0.007052249336771384,0.0005008212802224195,9.697251550544365e-08,0.004301093046936377,4.4310425743735353e-13,0.0002489156772356984,2.4313006860114634e-06,4.0275127351236954e-05,0.001026210942929059,0.00998784515972713,0.00040450040073302653,1.292638815873124e-08
ETV1,1.6354799956695194e-15,1.2100906123535431e-08,1.6101560230179758e-10,3.590903226151567e-06,4.531324118108244e-14,1.963709355894402e-05,8.927443409526824e-14,4.016043506813397e-12,8.704870119863144e-08,2.871896468055201e-07,0.00011160046749336984,0.01086164461742257,1.8863413632870302e-10,6.550704402500985e-15,0.11304933268699721,1.1727353236411317e-05,7.970676371690363e-07,2.467456814736765e-14,3.2231493167785324e-12,3.1683440670126915e-10,1.2427887676049238e-06,0.013154186990453837,0.005696466251936186,0.0020430698957629905,0.03676118141153309,0.08349138777962763,0.00010440255981785556,0.0832699331749841,0.04948913738752756,0.001193034037735573,6.02896464476974e-08,1.0292372108577944e-06,0.0005833901768344608,0.003481574504336127,4.026703985831561e-13,2.4015833331288196e-15,3.154439652403036e-14,0.012657710835108159,3.4477719159628075e-13,5.885494716005215e-07
USH1C,2.6741040699801706e-17,1.2797785105214253e-14,7.17271009724203e-14,8.58360685685581e-15,1.601069139754532e-16,1.435627435400518e-12,1.047934048152253e-16,0.023948852556468985,3.445794429814562e-17,3.703716132048656e-16,1.6629062421573822e-16,2.865319802696316e-16,2.1107967801547032e-16,5.360721737517297e-17,1.2245795919366617e-16,1.5506178643616405e-15,7.629570625393783e-15,3.72398593883227e-14,4.937814578024814e-16,1.1045739124402827e-16,7.200841673913613e-14,1.6252117808808724e-14,1.3734396592489705e-05,6.422134213850227e-08,4.741649496859685e-15,1.0108314407974665e-14,7.39611154149165e-06,4.548099495522423e-15,0.0009530229097215483,9.811147237006812e-16,6.279530997322688e-15,4.240861776375849e-08,1.874805353785666e-05,0.0009549059366706047,5.308858627327888e-08,2.88876058945038e-14,3.4998664732710497e-16,1.2371941672492266e-16,6.77826835338124e-17,3.541925166902856e-07
GTF2IRD1,0.0015709382853387418,0.0030074339662623365,4.2012507231158774e-11,1.46077225592974e-10,1.3285360426957616e-08,0.12601279595666245,1.20347077578198e-09,0.008089571449405177,0.038464732074198885,8.862863576570309e-09,5.454784703895383e-08,0.019429078632217125,1.6614519418559234e-05,1.1513353529822411e-10,2.6926417007682205e-09,1.841504302320979e-05,0.08662087299423553,0.0005514551910568205,0.001441875329551512,9.679947837972957e-12,4.881978570919372e-06,0.015681376054176806,0.003948782388427026,1.3475043643855607e-06,0.01031483087014584,0.03727213292273067,3.8091678183737174e-05,7.495447283632764e-06,0.04623231906928458,8.734675535515149e-11,0.0017201943994338302,0.008881997524875876,5.593598564443285e-13,0.002518323277102595,7.447889723593736e-10,2.031444044405225e-12,2.911275204664256e-06,7.869514219209255e-13,0.0016583733252237985,6.310907339039737e-10
ARHGAP44,0.0012698060439960402,0.07323620544590416,1.4653076776551114e-10,1.2425788342700215e-07,2.3415420296958853e-06,0.00605917711894674,0.018543944229910507,0.00412092562118483,5.054981141286976e-12,0.01542482584535836,2.473875624863407e-12,2.3422338542603294e-10,2.42153187985631e-09,4.9228938846234545e-06,1.5020644073840067e-05,6.780705872183081e-05,0.01318791774771337,0.011599591095005036,0.005941817551746414,1.1276231315237503e-06,0.0033486247317555872,0.004033472868862764,0.003796175397772281,7.27790017286275e-05,0.011619996948411931,0.03611858210481492,0.07202944537731665,9.915041524471021e-13,0.007255876555316554,4.971904795405656e-12,5.48320209690791e-10,1.1037711214090465e-06,0.0003890387618437829,1.0861140690511173e-13,2.574207007058956e-07,1.4376857078730492e-12,3.322523366354395e-13,1.3543849976826414e-13,0.00014522738598466702,0.009509623829985525
SCIN,1.7420796315453008e-15,0.013355573505264442,3.0988627812612397e-09,3.593940055095229e-08,1.3566846131158287e-14,0.0001946089575716409,0.00019223241383458186,3.818418613081608e-13,1.5039853002920184e-15,7.468659092482841e-06,2.257554351754434e-16,0.0016428974457307522,0.00032935060679915705,3.9040086608148643e-16,7.506541791050904e-15,7.740713271997618e-09,2.4555439060143905e-05,0.00045832592774404715,3.281895062583103e-14,9.320804202801457e-16,4.819936842549492e-11,1.5927233921465057e-08,4.1255697565612203e-13,5.155788501117173e-05,5.242145387129248e-13,0.0006170202980888736,2.444349885375917e-07,6.982849438757891e-07,1.29708037848398e-11,9.660194813216064e-10,0.014138636789927135,0.005721356968919298,0.007588550512652081,1.4809595559993175e-09,0.1655274893425714,0.0017488373758943964,0.0448646029922732,1.1634910019482244e-05,0.0011396250769330118,0.08811322233128031
UPP2,4.381675399344879e-13,4.3499381699662855e-05,6.384793691283059e-05,2.902503639704374e-09,7.41068924807459e-12,3.4078325422443407e-10,0.0008234434591573994,0.0013003835281232843,4.165571657852719e-14,8.738453604161449e-09,2.8908235977916746e-13,2.295415647281679e-10,0.0017587175479547355,1.1939867727035687e-14,5.08312303226145e-13,0.0022473670462076862,9.560143855766936e-06,0.007684987002476748,0.006349944778634247,6.465497727621121e-07,0.008622574627675128,0.009385597571555633,6.979939756749877e-10,0.010446179840156207,0.03697447293049973,0.022013015697019276,0.3367577070046669,1.1789223140024875e-08,0.014765174241723108,3.12527750679166e-06,5.203954429499987e-07,3.4255112126053124e-07,0.00016518620061110078,0.006979058958166506,0.002051350407843834,3.121626699647648e-07,0.0008206297426813429,0.00579174477221063,7.422442777944057e-14,0.0013913740799837682
CCDC124,1.4111994734926674e-11,0.012054739628252367,1.893643802174939e-05,0.0036362242328642023,5.877197113909455e-14,0.006673150524171649,4.2346744622678494e-13,0.00036359346944115245,1.0040369043126875e-13,4.437816136782597e-13,1.7586075033021695e-13,2.769975473734711e-11,0.010248478553965774,1.281593447634388e-10,2.5685101676705356e-12,4.775647438965752e-11,0.015205462490338892,4.287688410064688e-06,0.0005660877438126527,0.00034271264691820987,7.447720627872732e-11,6.759920075806512e-07,3.126090462447496e-09,0.00036455024798269465,6.645157280507169e-08,1.116537898273064e-05,1.4672385813586161e-09,0.008458455872172276,5.545708790736821e-07,5.72259326383032e-13,1.5388721655833435e-06,0.0005622306230594401,0.0005153141625061158,0.0019427279462734591,0.008618949316394838,2.638239822497254e-05,0.0008769568347805413,2.4937229280011236e-10,4.0548596832698455e-08,0.006378062905041193
DNAH9,6.351542730244987e-07,0.00017963039693359392,2.1512858174121335e-05,2.93895615196516e-07,7.91575538692571e-15,4.1097813558451714e-06,4.761537492824928e-13,0.002307290886081797,2.1041842912583798e-13,6.810198963979829e-10,1.4426863616202352e-14,1.1174135352127638e-12,0.003157864095679066,6.586582661987232e-05,7.253515288599436e-13,0.002458444254020516,0.004307426805715663,0.0032706234497425833,0.00551805355246323,1.3816326797643992e-13,0.010530104980284588,8.936947274860447e-12,0.0016429855688525146,0.0024143000320873335,0.004316558173261144,2.614038261687172e-05,0.12972827512201712,0.0004517025902952199,0.006226185205779935,0.0049450519833808245,5.760620255890627e-07,2.6200635593455995e-07,0.0002979695754337628,8.831687028199999e-10,3.0783358868285475e-06,2.840537733080502e-08,1.1128025137134265e-06,1.2020620517335678e-12,6.306719348873169e-07,0.015512156160937826
GAS7,0.0007367810381791352,0.24380125762302493,0.00015280426680760293,2.4587780485866386e-06,4.165979908395658e-05,0.004226628441541871,5.960909218144961e-11,0.0011125507271251098,9.391151292902332e-13,2.619289251749348e-09,2.8310945077467493e-06,1.266249380226827e-05,0.009256410148362886,0.005193450479096157,2.4551658309236155e-09,1.1148149704387193e-07,0.00028967756780985356,0.009458458619326439,0.0011205155046694977,1.1868721699752718e-12,0.0019495135575052312,1.3035465295999383e-10,5.59846047593364e-14,0.002674353617680097,0.0015713695453851832,0.002120401133677685,1.7262081926978932e-05,0.0031658370090551155,5.1868216251233345e-09,0.00019764172223543238,0.005808170364962788,0.03323299135666646,0.0024177775147588574,8.700945245530246e-09,0.046407814879434586,0.0011110811436385913,0.004787540801618128,0.035382913646014154,0.0011094682050453658,0.006401234381960628
MATK,2.3446677972407483e-16,0.027790706357948898,7.2479967914862e-06,8.244310982692948e-12,1.7556539577639682e-15,1.2937805742181452e-07,0.15075555914583613,1.6932036724616489e-12,6.1893929648554e-09,1.010927847259074e-14,1.338228307093579e-13,2.2571940331734107e-09,1.1462766298516441e-14,7.981239455275332e-10,1.1979744069278156e-14,3.385662773230136e-14,2.7611760546646423e-07,2.503456643354019e-07,3.6864876611736035e-15,1.8144688165774093e-15,1.402186463979326e-13,1.1965924556520292e-07,1.3755051044093514e-11,0.00019084320576677835,3.7213197112813904e-13,1.7284165623021815e-06,0.0006232398979789908,1.9051655286545125e-12,5.684091789739943e-14,4.841318070810647e-14,2.97503586695022e-07,3.934070345120947e-06,0.0004036269248186159,0.0023938372115614496,0.0020578505111650915,0.00013160506094306716,2.8413517230282775e-08,1.3967668635358388e-07,0.00015490090648701514,1.0891240872389008e-05
MYLIP,6.271988600460395e-15,0.019146423349436253,0.00030849392881402197,0.0010077622651394607,3.245009589581644e-14,1.6760145226054285e-06,0.022301676929608664,0.0013363215940819608,7.141639592834044e-14,1.804276215123326e-12,7.643488709315798e-13,7.919185063942687e-14,5.842806234672006e-14,5.143207814835502e-07,0.01074039577207892,1.4343210538706733e-13,2.337942149140749e-06,2.276198520825445e-07,8.378457385939889e-14,1.8929598467713016e-14,5.051335411161904e-07,2.2004300394882454e-06,0.0015705000948895503,1.5147483836211074e-06,4.042137330194248e-12,0.008812879576765081,0.0016756131385901958,2.199702865352053e-09,0.010604582487605598,0.00016830915719262025,9.7920801359723e-09,0.0035146660118674897,0.011344301475808862,0.04123190697355103,0.017540998207396113,0.00010886686851861193,0.017634121180033754,6.197076578270589e-12,0.000178011781401245,0.011371727800098078
JARID2,1.098217590138161e-11,0.0027481498225668285,0.0005528271802697167,8.687381325648268e-05,0.01030688437341549,0.06383753164881803,0.0011914852253014454,0.005577673351003936,0.0042300898494824985,0.048659236727506536,0.00040279009674383135,0.021640458737588707,1.1035201036405569e-06,1.1099598342699102e-11,0.011303619392693766,0.0010361384355518574,0.0006725565266202762,0.000555294484255747,2.6708559142081557e-10,0.00033373624200982316,0.0034162371529215902,0.04080229202168089,0.009248000489404943,0.0059454566048481785,0.023560724774255425,0.037362406967711856,0.07229486507743776,0.08320921296365673,0.05855517941972097,0.002585080953046562,0.005103897270917803,0.009784527495794572,0.003942441535994133,0.0451273857809315,0.029094876097211675,0.00028230947210929167,0.013624029138952698,0.02602348440391291,0.001775756394362302,0.01848140739331223
ADAM22,0.0006065112100178195,0.06190805505069599,0.00010587098892254294,0.0076849413733574125,0.0002326066289340316,0.03208533305195943,0.011551170877691102,0.002632002157730157,9.471231824584561e-06,0.15488524775030724,1.2408133774486326e-10,9.521761345748797e-11,5.383934502491864e-12,0.0021071161552252637,0.09225787122699453,0.01331057953164748,2.213630242535784e-05,0.013885896550126463,0.0010947776208155842,1.3890202534591314e-13,3.7980480291841423e-10,8.702926266561764e-10,0.0006832641792515088,1.0391294152393309e-07,8.567151741817477e-05,1.1432905453917036e-06,2.5561268650575454e-05,1.216637033833277e-09,0.04343037900220378,5.646710500580211e-09,2.647787218868862e-07,1.314836138165466e-06,1.204866677425763e-05,2.445257651700411e-09,0.0006151920873897959,3.1244375403632244e-13,1.9106449428204756e-07,2.669545626329812e-07,3.8673407677759275e-08,5.208102692381878e-06
CELSR3,2.2384638786900614e-14,0.08460213370364816,2.4205614409992396e-05,0.00028977223827195565,4.49557548079241e-14,0.0013707251161865861,4.747232627065393e-14,3.924465038200702e-09,3.310949662063982e-14,3.262107598043037e-13,1.1817674719749462e-14,8.008086619830455e-14,1.847785606487283e-12,1.3924187777663383e-12,1.578946086608884e-12,1.2813735831993017e-06,0.007211227072053157,0.0007573473445209959,1.3517288372305598e-13,1.297502514525285e-13,0.0007042080678197668,4.843245046058546e-07,2.9503296916493497e-10,0.0003932774124840215,5.175711996924326e-07,6.275564384803189e-08,3.805113491465348e-10,0.017747681607020987,5.035837274758261e-07,4.71018422568955e-13,8.641498308246508e-07,0.00012303083143741264,3.9514776940162266e-05,6.423720963381858e-08,0.0015834040985010563,7.686334607305988e-13,0.0008947590248910613,2.6349337535848944e-07,5.0314017516451895e-08,6.488034565993604e-08
NFIX,3.998456987098233e-12,0.10605226502474215,2.014009920731645e-07,0.0013850480227298443,5.98337736879183e-11,0.06962961686169787,0.003121546927037879,0.010850599268073066,0.014025351734308045,5.259286976131581e-10,3.956410921773527e-05,0.04971778439710676,0.0039248714682608285,0.0003937513427952587,3.281092755195129e-10,1.0466032175039519e-08,0.03151159827008982,0.0020387555826785145,0.0036581524005501707,5.031827525643333e-08,0.0013503262942551968,0.018545965544377013,0.011285035766460703,9.634998520551969e-05,0.01759381611157438,0.043765515446191415,0.09155802854713042,0.018772258206076944,0.03839641062677927,1.8434614157809366e-09,3.197505902397383e-07,2.7421827624625923e-06,0.0005319032402164534,1.1825251483505802e-06,1.576755674387135e-11,1.8803572835301428e-14,0.004286169451592895,2.771571666318483e-14,1.1213602606949977e-05,0.005939151165107761
