model,,feature,coef
logreg,0,Spectra_union_0,0.08005594843171422
logreg,1,Spectra_union_1,0.11046621423132638
logreg,2,Spectra_union_2,0.7096525926314782
logreg,3,Spectra_union_3,-0.5252182745923367
logreg,4,Spectra_union_4,2.315658355603207
logreg,5,Spectra_union_5,-0.08938328613207236
logreg,6,Spectra_union_6,-0.1292513874805364
logreg,7,Spectra_union_7,-0.16906000516585964
logreg,8,Spectra_union_8,0.3780582027199315
logreg,9,Spectra_union_9,-0.041687184359782845
logreg,10,Spectra_union_10,0.2167318166702642
logreg,11,Spectra_union_11,0.44154632594457677
logreg,12,Spectra_union_12,0.011106581134339162
logreg,13,Spectra_union_13,2.8904034025809207
logreg,14,Spectra_union_14,0.021317403348887935
logreg,15,Spectra_union_15,1.4201158019081495
logreg,16,Spectra_union_16,-0.032400517532089265
logreg,17,Spectra_union_17,-0.22489545067548017
logreg,18,Spectra_union_18,-5.518769991315379
logreg,19,Spectra_union_19,-0.47339187183991543
logreg,20,Spectra_union_20,0.12437946299218255
logreg,21,Spectra_union_21,-1.2660872068221811
logreg,22,Spectra_union_22,3.17376732775872
logreg,23,Spectra_union_23,-0.006432518545989687
logreg,24,Spectra_union_24,0.12991917808474399
logreg,25,Spectra_union_25,0.15471261384496415
logreg,26,Spectra_union_26,-0.14035678077939162
logreg,27,Spectra_union_27,0.1580416334378915
logreg,28,Spectra_union_28,0.12397941027962812
logreg,29,Spectra_union_29,0.062268649360707924
logreg,30,Spectra_union_30,0.5632209970746712
logreg,31,Spectra_union_31,-0.05139139160802677
logreg,32,Spectra_union_32,-0.7094217868407412
logreg,33,Spectra_union_33,0.1676728959369549
logreg,34,Spectra_union_34,-0.07828475217620859
logreg,35,Spectra_union_35,-0.12168428197533955
logreg,36,Spectra_union_36,-0.6159020896901031
logreg,37,Spectra_union_37,0.0032401326156593405
logreg,38,Spectra_union_38,-0.24642534008527572
logreg,39,Spectra_union_39,-0.031566182283836314
