,Spectra_0,Spectra_1,Spectra_2,Spectra_3,Spectra_4,Spectra_5,Spectra_6,Spectra_7,Spectra_8,Spectra_9,Spectra_10,Spectra_11,Spectra_12,Spectra_13,Spectra_14,Spectra_15,Spectra_16,Spectra_17,Spectra_18,Spectra_19,Spectra_20,Spectra_21,Spectra_22,Spectra_23,Spectra_24,Spectra_25,Spectra_26,Spectra_27,Spectra_28,Spectra_29,Spectra_30,Spectra_31,Spectra_32,Spectra_33,Spectra_34,Spectra_35,Spectra_36,Spectra_37,Spectra_38,Spectra_39
PPARD,2.9614910801027067e-15,1.852111669453047e-12,2.973099988280472e-05,0.0017654927562638016,0.0006876249124760218,4.3409237068842396e-16,1.3195047997696935e-13,1.1992504017319158e-07,3.243703844679087e-14,8.878400023399774e-16,6.3287732648237225e-06,5.951417180394738e-16,0.00012859167068107792,2.4771653407805668e-16,8.83015731429339e-07,8.26837001740184e-12,1.2459192406680743e-10,2.5682467361891065e-15,1.8744663149126953e-15,7.388964629310987e-12,0.02559535331744772,1.2612530549425313e-06,3.852606695805606e-11,0.059842601514740766,0.0005809277591291833,0.0020998645156184233,5.086976823134355e-06,0.006247331519908522,3.2513472179471825e-09,1.0442237938373641e-09,0.002817495073078938,2.8537102415282433e-11,5.655101905817001e-09,0.021206383348225187,4.970204900032174e-09,0.0004000743904566874,2.836834219659828e-06,1.7081585808198297e-08,0.001350063810384464,2.84429454785844e-10
PPFIA1,1.2069482001311505e-12,0.00047342085886723374,5.902360727953784e-12,9.20351467801998e-06,0.0011062581729073422,1.3110197332953544e-12,0.00011398718153107685,1.612607373517377e-07,0.00045904251204086706,7.892384816818938e-13,1.0850404862513402e-12,8.348416359140587e-05,6.3880363562434e-07,1.1005413556554864e-12,6.038949868475082e-08,0.001395803250571071,4.5475103894079335e-05,1.067279548995927e-12,1.6687476174639345e-12,8.070434405784297e-07,1.2450303144180151e-12,0.00010219243884201858,1.3854411191358174e-13,0.01817484143860257,0.00022684668914689876,0.0007708407763795445,0.005637691378240501,0.0007726668804918894,0.0072910959949516385,0.012386685570714352,0.0015031777115548622,3.6314950205552665e-12,0.0011537305115248094,3.8564200880482086e-12,0.0007456478875318075,1.1967667421564713e-07,0.001193280612122182,0.00949167303765686,0.000675719113126422,3.3014756706760603e-10
PPID,0.013336487986708194,4.256549463345806e-12,0.01879362050096864,8.506781286110871e-10,2.8382761314573993e-12,5.456505954723342e-07,1.0773497755394012e-12,0.0006164618393969427,0.007452380454144521,5.9002234810186e-14,2.1880123969393617e-10,2.2096137196398646e-15,1.7072105730130962e-14,6.388003485543387e-14,0.0017674942603855184,0.000793386820155945,0.002975590961931668,1.6725895301911682e-12,0.00015039426361016726,0.0019345410480750606,4.927460981230469e-10,0.0013742590093197764,0.0004692025290743558,0.010983639641157469,0.01340085470849693,3.2057976397357814e-08,7.026522874971629e-05,1.7378141541240415e-07,0.015276128784717671,0.0017008021386987874,8.42742773643885e-06,0.009703654166452552,7.549331363076349e-07,6.889413126508302e-10,0.023042671898354527,3.191794689600188e-08,0.003910264760250681,7.01653280873157e-11,0.08824107607764367,0.011360515964567976
PPIL2,3.45593284453352e-11,3.0248307195680495e-08,0.00017913347381568178,0.0012408029324279955,0.00150436561324781,1.722248413739427e-13,8.571713482037049e-10,3.883945009268363e-06,1.355875585228351e-05,0.010978913138301872,2.5150925269022194e-10,0.00021496005664802992,4.381841521279832e-12,6.345492566733511e-05,0.04904460184269054,0.0011575298585354023,0.01351796427152993,0.002161307258379331,3.769076639046848e-09,4.266712568749722e-05,2.0489878368419875e-05,9.255981473168582e-06,4.3614192049866795e-07,0.0544413528292655,0.030980694202813824,2.3893432816275875e-09,3.237308769326987e-08,2.043629675097563e-11,5.70019939839441e-06,2.3162482469877642e-11,1.988442540891289e-06,0.011386218835183757,2.1189254779878575e-12,0.01126653654869233,1.4039128749995132e-12,1.8381315641774435e-14,4.764820007045982e-06,0.006676111959621657,0.0012038733704328244,0.01307998461136287
PPIL3,1.0192207190210573e-13,1.9771954090336558e-10,0.006374628564127213,0.0038752377375395396,0.00017853517335074355,1.5323962878235035e-14,0.0006866272348620722,0.00026943562506841754,3.6397063740588556e-14,6.634662264162186e-14,2.3503883148657964e-10,9.183471833005774e-15,9.445683247126307e-15,7.57307373397814e-15,5.304732796279488e-05,6.525444449260643e-12,1.1757131678701148e-11,1.2038394123289046e-12,0.00012032841681351039,0.0020345489692445463,0.0057429742816266565,3.306394732183985e-05,2.63139073276267e-06,0.049422175127654566,0.009302239300912951,0.0022298732034253857,1.9728741048671252e-08,2.248158505904556e-06,0.020780949001741763,0.008018113508246357,0.0027803917101970194,0.008430681697025317,6.107983240321451e-07,0.044493798383804226,2.904011502024988e-07,2.066530510073726e-08,7.001949430196226e-05,3.1669341041465445e-05,0.001754958009808153,2.4811600496324978e-11
PPM1B,0.0030745455231069325,0.0015192434427348824,7.54056020459797e-07,0.008205788610262105,0.001758152995584724,0.0002767040554457007,0.0003967717718128328,3.203167421406711e-07,0.006516458334177552,0.0009358957121069225,1.111832364338813e-05,1.738275982343413e-13,2.2172004312269427e-12,0.00014460862946160893,2.80650901286917e-05,0.0017042537419231399,9.643147721807768e-10,1.315383435225447e-11,2.703450539266098e-13,0.006220337420811409,0.0246140008028807,0.0034305089793683374,2.815586761929446e-05,0.0006032256584628639,0.012908571120686914,3.346598274264067e-07,3.3942493791614757e-07,0.0033679641169720312,0.00026469142285816976,0.006672335267540658,0.0046646241388652926,0.0041828696581761035,0.000838347341685915,0.005097482218538311,0.007147735698952226,0.0021371863547050983,0.006469244966812015,0.03333861797334254,5.304901247931345e-05,0.012392701513619708
PPM1D,3.7997003603244605e-13,3.224978004213669e-10,0.003964497380824561,0.0029435807668440036,0.0007022101102199016,3.163765155996022e-14,0.002352978832240795,4.530433317210295e-06,3.1062706281959272e-12,6.818050924278908e-14,1.433257822217958e-10,6.114996665467933e-14,4.442034934829456e-14,8.817331955932453e-05,0.015527069616046057,0.0009354630514987783,2.2050952337003017e-06,1.3157634810354241e-06,1.4007616478147638e-10,2.9207441604826543e-08,2.375268564109049e-11,0.0022043072205615195,6.629755452419407e-10,0.007199632223752651,3.133526907543934e-10,1.7596201324056687e-11,6.931504708348192e-08,3.177434674729924e-12,3.1215708511379386e-11,2.0599154275180295e-13,2.0679939718631451e-07,3.9104952407047893e-07,0.002094043899671212,2.251383834509103e-12,0.0011193734478231073,0.0012386478254030567,0.004756540989291674,7.76100127101613e-06,0.003230543338200239,0.04040082416075912
PPM1K,0.011703861819812561,0.008179530344976886,0.009088137260375398,0.006799752048402779,0.001732595334920982,4.9018231951797675e-14,5.073401983098952e-11,1.4910819632254246e-06,3.1387141038527747e-12,1.399489870822961e-13,0.008400937980367663,4.883435125217235e-12,0.0018886065868114394,2.483528648526136e-12,0.21900930139727026,0.0016903853499939897,0.02837959769877039,6.784128037262405e-07,2.044285951820117e-05,0.0006143816529976062,0.011980924185192286,1.3491654173764415e-09,2.333429557425791e-10,0.02840067549280391,1.4213131135701537e-08,2.0493083067725037e-06,0.000530612652675787,2.457295332472947e-07,0.049974153155750364,0.029940215666761746,0.001725616855468608,0.00595697599710449,1.8253758216231466e-08,0.026425694090406925,4.447188281751591e-09,1.5308700610638954e-11,4.458956268736648e-11,7.782470731083605e-11,0.0007997741105811798,0.07215648324304708
PPM1N,1.010275239345093e-12,1.0085747717931422e-09,0.0015402151361525313,0.0032790619204561664,0.0002045350362954549,1.2245927717666614e-14,2.907345806547928e-13,0.0006839345018345318,2.1871396249043392e-11,8.08505684672395e-14,7.26243015735591e-13,4.655796244177767e-14,8.475212476125078e-15,2.9877450056641134e-14,0.08253413420236198,6.705549669890236e-08,0.001725156400915821,0.001466322047133033,2.5987254328304715e-14,9.140281678507182e-09,9.27236320356637e-14,3.1523287912953364e-07,5.499621559405173e-16,0.0009563719630293998,3.360532220661584e-15,7.122824453980965e-16,1.1386808559938615e-08,7.690157384739219e-13,2.810381817781523e-14,2.9651145561577272e-05,1.369876013810139e-08,0.00034315642406185085,2.60610445151337e-13,2.6903233065715344e-05,3.8439422754260335e-12,1.3491337261304469e-13,1.0610698350818819e-06,7.361778855152654e-12,0.025727519550199605,0.012411874618196822
PPME1,3.172553501245444e-14,8.188408402383544e-11,0.0025201388162546345,0.0012000154131766615,0.0004248206669244891,7.435446072228879e-16,1.28123680652396e-07,7.004265347534516e-05,1.144890609357491e-06,8.075199650268418e-15,0.00013088461159278122,1.2071179336806666e-05,0.00019490835059629907,5.826141248746951e-15,5.393398752907578e-06,7.592254074624591e-07,0.0013133293235462237,1.7793504181396034e-13,2.915618745701811e-05,6.863907883763189e-08,9.709573103254628e-12,0.000642525329471243,2.0176021166889967e-07,0.01732756583251061,0.006557575298467511,0.000805404785393047,0.01219455920529582,6.037917666600417e-07,4.879699363601714e-09,1.810143839017963e-11,0.0030127458178588066,2.2865005384510395e-05,0.00017150348519101303,1.4501654269939986e-10,0.004341052067131071,0.0009388456087483456,0.0005259407261550182,0.0007794925277000833,0.036802156793624835,2.555019919348537e-12
PPP1CB,6.775651405656387e-14,1.7782004265641338e-13,5.697712689356408e-13,1.2514473460255887e-09,0.0016037902891469476,0.0005477644341823881,0.013979392794310503,1.2320502281830205e-09,2.0725408745287303e-13,4.743152037689147e-13,0.010600533155554235,4.7664554767410266e-11,0.0017067294018277466,2.882429602933533e-14,6.275416046882845e-09,1.3697783564966316e-11,5.841317046693714e-12,8.873496934271995e-14,1.0582308023363479e-14,0.008571124497418342,2.4009154981345345e-12,0.007832764312350053,8.18843069677937e-07,8.258313034590652e-09,0.0071716302288380145,0.0017491698686425419,0.0002082783510959986,0.0018508794188776768,1.811802327777169e-11,8.479688995048074e-12,0.015060729810642213,1.7915057760697323e-06,0.0022618720825005275,1.6203769727149067e-11,0.024746112973979936,0.008765117882938074,0.008361014376789152,0.023145947028592413,9.200545319317998e-05,0.00025843278277189196
