,Spectra_0,Spectra_1,Spectra_2,Spectra_3,Spectra_4,Spectra_5,Spectra_6,Spectra_7,Spectra_8,Spectra_9,Spectra_10,Spectra_11,Spectra_12,Spectra_13,Spectra_14,Spectra_15,Spectra_16,Spectra_17,Spectra_18,Spectra_19,Spectra_20,Spectra_21,Spectra_22,Spectra_23,Spectra_24,Spectra_25,Spectra_26,Spectra_27,Spectra_28,Spectra_29,Spectra_30,Spectra_31,Spectra_32,Spectra_33,Spectra_34,Spectra_35,Spectra_36,Spectra_37,Spectra_38,Spectra_39
ELP2,5.400494388831738e-06,1.2792384012994248e-09,0.008769556029349342,0.005016528596553723,0.002698469909633529,1.3207609352297863e-11,6.85246918701338e-10,1.2167642846982673e-07,0.0036556039716664603,7.304501885847251e-12,0.004312665159037012,0.0002036743945877341,0.0001336566425505107,1.4894156929402916e-12,0.005321516151894063,0.00014390452357308204,3.807944128608863e-08,5.09951242420384e-11,0.00022487441680512808,0.0029302595952331438,3.4403215891920336e-11,4.888730156552546e-06,9.528731892207804e-16,6.615397840419172e-06,5.127130581917959e-07,7.090234087778174e-16,0.008734845461367107,4.40539282341423e-08,0.00041169240081262887,1.0079886099899945e-06,0.0014551388522664234,1.990128951141614e-12,1.386262786059599e-13,0.0003245325998383207,4.3546564050159385e-13,2.33786888714533e-14,0.0016189170688305366,7.227132763816684e-11,7.243227773325657e-05,0.016756095330474608
EMC1,8.788098726541011e-14,2.619241532043462e-13,2.6814381750738094e-12,3.8669498927865517e-10,0.00012939193041660403,9.44768998970431e-15,1.458129992194252e-10,9.818767138733211e-10,0.0037153273899968725,7.045183882626742e-14,1.1905915325318805e-12,2.479969513880486e-14,0.0026303489698535293,3.438032476316696e-13,5.4909382978562077e-11,0.0009514543954448047,0.012912948526782961,6.544376521049656e-14,1.3531693857489137e-14,0.0021182989060784516,7.453855801497013e-14,0.0007856612181831497,0.00015025269009009005,1.7480317573830337e-10,3.821604180093331e-12,1.4249691167072078e-06,8.71604612620431e-06,0.0012173468489927448,2.45143803678073e-10,0.0025951472543098352,0.0023480772167378343,1.9301960857648487e-12,6.894974476339599e-06,4.2535491301929904e-13,1.4957607324212816e-10,0.00020076229665684465,0.0031850115617813937,6.106818964261011e-13,1.185496476884698e-08,7.037880491048924e-13
EMC10,4.677384339459575e-13,3.902392286122508e-07,0.012062670576184377,7.84093026414283e-08,0.000572103165516849,1.81809005514802e-14,2.551277518006742e-11,2.1706087942829524e-05,0.01977814711788029,9.525020839378375e-14,0.022117060162513677,9.558542418080826e-05,1.0751531803766258e-13,4.240138542954154e-14,0.0945228806294204,0.0012440792347181704,5.79274288688102e-10,0.024210839392785642,3.733382841089846e-14,5.633911673667576e-07,0.021028230942707317,3.520188318613883e-10,0.0019951239124858123,0.036542198519235715,6.559031285715197e-05,1.542317937418019e-07,0.003856234738488258,3.219389080465455e-06,0.05651907577974555,0.014825251249939494,0.003947490795174881,1.4495399344516202e-05,0.004088800536277963,0.03493771233152549,1.022140619518261e-07,1.8351170134651565e-12,3.6260221217901576e-09,0.03899520481766552,0.07083822605774392,0.0038249776719778373
EML3,2.0957698468099674e-12,2.0762161505808665e-05,2.043170744168026e-06,0.002213278254646465,0.0002687631793878987,6.648760907913043e-14,0.00024399066624096217,1.7566028355757608e-06,0.0030771315823144526,2.3126466052476867e-14,1.0983737626518251e-06,1.6734506119407537e-13,2.35840443126218e-13,8.670229213466931e-14,3.0858420585555114e-05,0.000827998176922305,1.0557281340758059e-09,0.01284055705655975,2.9454127366627898e-05,2.273412526619498e-06,0.04841100483805163,0.0014547691030991502,3.4096564445641883e-13,0.027818506962237442,0.010197556859131828,4.653859177540846e-12,5.43146755371935e-08,1.1972629618039196e-09,0.0330316084185939,0.01408538264729453,0.0030013728687752713,2.6067536329540146e-06,0.0007023729091296674,1.4777902492999394e-05,2.0822263333258257e-05,0.0016591649873562184,9.004796489968908e-06,0.05304092426481003,0.1229755073674454,6.118123714364077e-09
EMSY,2.710760822039407e-13,5.783911084820228e-09,0.001693758420184323,0.0003397192967384744,0.0008676459785146875,6.030723596947283e-15,2.0845334432694296e-10,4.683023236120389e-06,7.408723695333078e-12,1.3408486551760398e-14,5.901639670629096e-11,1.031022656804679e-12,4.908118237771897e-15,3.8940641974995016e-14,0.06918565842356231,0.0009182556483855348,2.5266589665883616e-09,5.670176834821597e-10,9.391040134982749e-08,2.538657115500653e-10,4.700300761877586e-14,2.3817251168904147e-13,4.188105686016175e-15,0.05554569752131131,6.226752831588847e-15,1.2761488652040137e-14,1.3981118457445975e-11,3.2795509230773173e-13,1.734677175996087e-14,2.2799508104970276e-14,4.682241107305208e-07,5.672177320430743e-13,7.738007024080786e-14,5.447874397103801e-12,6.24220732965239e-12,1.5581218480925192e-14,7.999080273158454e-06,2.2114270515672664e-10,0.028290417550304155,0.02109080714724065
ENDOV,5.288079722203311e-15,0.0010140565276771161,0.00135210820750714,0.005051777903554984,0.0001885323175569355,2.7129892283832513e-15,1.2418104873059746e-11,1.393226388172085e-06,4.3163386550081533e-13,4.5532568788416145e-15,0.00043922493841599817,2.1626659138062752e-15,1.962917126925254e-14,1.8925018653888062e-15,8.404563036836458e-06,4.8125139380768424e-06,1.2567936599944795e-11,3.9184150919189967e-14,2.3713546980231666e-14,0.0006728673051649987,0.003856847808678367,0.00046230409115371784,1.4283414504892744e-06,0.05136043587356355,0.0008329898029012058,3.8456702200513256e-13,1.2966905025605567e-06,0.0017880128247417693,0.0001460112346871603,1.0977289823268243e-10,3.2677580486076544e-06,7.500698753444119e-07,1.8896508957724168e-13,0.025924506562019233,0.0013554509052736644,5.979062885995251e-09,3.897833183603716e-07,0.009789159040017158,5.369958683427449e-05,0.01064139539571149
ENOSF1,0.00882918021942731,0.011598204270562712,0.006502963262375412,0.006354418827229519,0.002979494983385899,1.191114120085988e-11,2.0030379678747474e-10,0.0005005597571912094,2.57106380506136e-10,2.4466752309989062e-11,1.0021055393495558e-09,6.036603163443734e-13,4.069416465134123e-12,1.4567019065271656e-12,0.17779147863282146,2.068988814371829e-07,1.929466139210229e-09,0.014900769736228727,1.2006793109078705e-13,0.0005079604644770242,4.5163023613474856e-12,5.020728113170195e-07,1.875276890495105e-13,0.0018980938765570557,2.3647475014558994e-12,8.247748908189658e-13,4.044890992590322e-10,5.374936296764358e-12,1.640815378196201e-11,5.8728164321996444e-05,1.3379930220881924e-11,3.5971484394102355e-13,1.5145563802453113e-13,3.1569215369375394e-08,1.028338727992659e-12,6.540702318334581e-15,8.29831461320799e-06,4.47741772135515e-08,0.002641310455643285,0.008947094689391645
ENTPD1-AS1,4.247633197571865e-14,2.253552819714603e-14,2.2279225927931682e-14,0.00193113886941011,0.0011151319392385876,5.206281756143538e-15,1.1245981234089286e-15,3.122172146549884e-05,8.437841015913671e-15,2.3571936553385094e-14,6.936705927557131e-14,1.4325846382750244e-14,5.1122290962465075e-15,1.2163714333147674e-13,0.14149103788012451,0.0007835659358159517,1.5265381563640823e-14,5.554103444525365e-14,8.278832426898716e-05,2.271326190411912e-11,1.0687708467764422e-13,2.7095419543854755e-07,6.685792177427867e-16,0.001140195961685325,4.05773972677556e-15,5.699452942419718e-16,8.512099512178327e-10,2.5395823458638075e-12,6.241845819892013e-13,9.370414636992769e-15,1.200505728756767e-11,1.37912350706313e-13,6.201629631673449e-14,1.384719384453667e-09,1.0975508652936618e-13,1.3524636325680749e-14,2.3189268120781936e-05,2.215536252254029e-10,0.016611526990564823,0.00783747857042877
ENTPD6,1.500000458396685e-16,6.736939075772128e-12,0.0007145126331618868,0.0011220425827350358,4.640575763947503e-06,1.1080068742812965e-17,5.357107771270649e-16,6.202016731102353e-08,0.0002979941170121489,1.640795109728931e-17,0.00021044510193582184,1.8383571496405505e-17,1.3472969300063266e-17,6.746115117310456e-17,1.5697158448616243e-05,8.391127690266804e-10,1.1374714118568425e-06,3.6076999093977575e-17,1.5450643942285674e-16,1.98083109147179e-13,0.04263392718593345,9.503742601534758e-05,1.4553824560605594e-13,0.052256962214126644,1.5180218506228824e-05,3.2929245695688e-13,6.434936976930836e-07,3.0413260033353833e-12,0.06341602126101298,0.030021527445499553,0.005525378270353872,1.5905303050952101e-07,0.000655262866968389,0.043562464279506226,2.2685395638151706e-05,6.518303033811203e-14,5.120806276900046e-06,7.375126625976437e-10,0.058433056882018636,0.010118009308470515
EOMES,1.2327276901337618e-17,2.845487363160388e-15,6.165652158352005e-16,1.565218129515963e-14,6.676277002616939e-13,3.8234787048147063e-17,2.7761594271231125e-15,3.140464083248625e-12,3.7309579944886776e-16,1.911734773548929e-17,2.1450329464872958e-15,8.786266982687178e-17,4.672719576747508e-17,3.586827956089678e-17,1.181106784964254e-12,0.005844066905988229,5.989514473934225e-15,1.1406217253786193e-17,6.471263980027246e-17,8.839978724543844e-16,5.661411746743815e-19,4.56982210533255e-15,2.5901150389215164e-19,0.0009455111365623387,1.256154017044112e-18,2.4809143748484737e-18,3.930726644009397e-15,2.9414719056708696e-17,2.5209338522146565e-19,2.2816664704516734e-18,1.1164871126893007e-09,2.4259936183607307e-10,0.014925241919408761,2.414462419060188e-10,5.4513278683195655e-08,3.073604607072158e-11,0.03185261837166075,1.5571000205703501e-09,0.0010865258354091508,7.887952445251444e-06
EP300,2.1335597434600845e-14,2.5871874550107386e-14,1.551113790851254e-13,3.710208124693104e-12,0.002029192655524781,0.022776401097777378,6.1582123434072825e-12,1.3325756616287852e-10,2.15943425096426e-14,1.7017952751740918e-13,7.444156541201921e-14,0.00014251000364637174,0.015086360216654297,4.227395228552176e-10,1.9114157684124057e-11,0.0022337408739806115,5.601734088363338e-14,9.434498835224881e-15,8.819705207078118e-15,3.965799855650235e-05,5.650194628859392e-13,0.00036095292198913906,4.703370244562503e-13,1.3139175281669885e-12,6.001548326397842e-13,0.020032774704383537,5.04562751411333e-06,0.005275610430557797,2.7563886635513524e-11,6.190357636797288e-13,0.008943194845518178,2.6662216451599596e-08,4.6585600489341156e-05,7.125219343553906e-13,5.721094927611443e-09,0.02906639897333517,4.578500249860495e-05,1.3809360990413964e-06,3.4605347052683763e-09,3.773777427372298e-06
EP400,1.4527521870430517e-06,1.4007267165602568e-10,0.0023765227869916024,0.000824608417736911,0.004471735679080593,7.566697779647566e-14,0.004860035639968861,3.552211926579876e-08,2.3764155366398155e-11,4.043473690288771e-12,1.6515638937673115e-11,4.4022991730870285e-14,8.199782836621953e-14,4.815737515341705e-13,0.007003364991023717,0.0010929955421953056,1.1548324394603575e-05,0.0055988032886915414,5.367150597516264e-13,3.369358207989816e-05,2.0983220442206924e-10,0.004493969237912938,2.788369642529295e-06,0.013363238949505188,0.009674100671002162,0.000141120294916262,1.4925871609784846e-05,4.793785518983609e-08,1.0952121535185813e-09,1.494161377755405e-10,0.004403673506641488,0.029549236016783074,0.0013401568236767864,3.486780659675811e-12,2.3523331740725315e-05,3.2782130446166587e-13,1.0628014401408433e-05,2.0296997430061085e-10,0.04397682587608304,3.492488188523999e-10
EPB41,1.0317575413711555e-11,2.9955053933939095e-11,2.9777468795266237e-09,0.0006680181541973762,0.0033540815602636042,2.547732891137714e-11,0.006066626424317568,0.0030323486283346003,1.2019909744193677e-11,4.459739379956309e-12,1.791201491383596e-10,1.8564196941162257e-13,0.0017073837854013445,1.595811517260657e-06,0.21411736852137628,0.0019532063917096637,0.025726533771181677,6.684997950820643e-12,7.953188133842075e-14,0.00866843810307347,0.03793155753178293,0.0012193009733016246,5.373249630808697e-05,0.02692229374919649,0.015049674406110795,0.0005601826898763541,0.07715989195057375,7.39218874685408e-12,6.391527394581026e-12,2.6837298514731367e-05,0.006065894128431207,9.3745367240302e-12,0.002029491508981474,0.01589440801636023,0.0062698022323690265,8.328424310850326e-13,0.006989345502378372,0.04576028935850632,0.000408951450686015,0.03298898716465069
EPB41L4A-AS1,0.015369280583686834,9.095394726318414e-06,1.2301011438001706e-05,4.328812577438881e-05,5.179693808364805e-13,1.7226435031695814e-14,1.7707500036051626e-12,1.1108545287043776e-05,1.3651178752503951e-12,7.979823091964761e-14,0.00023351199139818858,7.390793941283343e-14,1.768409019671173e-14,2.85104107689233e-14,0.2038392512032802,1.0208930193982844e-07,3.2166864689658294e-12,5.191262744634272e-14,6.146635866992838e-05,0.00630542280098811,1.5568588269984915e-10,8.120777780275711e-11,7.647960274524581e-09,1.3148339165639818e-05,4.618870471706987e-11,1.651348697612203e-13,1.1738569464849324e-10,4.3840364743175017e-13,0.17880973474300532,1.910975485361658e-12,7.376699882084534e-10,4.896002174651895e-12,2.815935759748602e-10,0.05449747897544492,4.1546449311172596e-08,4.0003207384778446e-10,1.9359661849505907e-08,0.008519914752199646,0.09903819021566795,0.010704369050335344
EPC2,1.402612030461785e-12,5.523550731049147e-10,2.8958795839246137e-12,0.002228187543873407,0.0009628432886799873,1.5529097602491724e-14,0.004478895087086193,2.1762051566456882e-06,2.4803704529381663e-13,8.707151318332495e-14,1.16202165593801e-06,3.25830251548284e-13,1.5143868881514218e-14,4.218090998278046e-14,0.0376803593150655,1.9861264536784235e-06,7.225250497209391e-05,0.0118192044458353,0.00020010149907161317,9.168471616521867e-09,1.4881534159966715e-11,0.0008945034830052136,2.948908988631947e-14,0.00389150529513366,7.13490606048857e-05,1.5707855622856593e-13,1.9889562365507794e-08,6.789405830728346e-10,6.577785669292831e-11,1.941305869637864e-08,0.00018374493114687126,3.1969624268100643e-13,1.5816703542790946e-12,2.4793606522221517e-10,2.951486855186552e-11,9.734463072549973e-14,0.0026338188113346904,1.494793149426186e-08,4.091084332509437e-05,0.0037672272004947377
EPHA4,8.527700163879442e-16,1.3955124695501064e-11,2.4303169296088328e-11,0.0006298028516653397,1.1492690730220276e-07,6.676659951290198e-17,9.811723130810706e-06,2.6420510812422448e-08,4.686770289475783e-13,1.3377874299481434e-16,0.00034290870564128965,3.9994527108199194e-16,6.664699519230986e-17,7.90547814212421e-16,3.532376623771551e-07,1.0714517646191743e-06,4.684780578189698e-08,1.0828444352624998e-16,8.5374648380017615e-16,1.5173535031806202e-11,1.2201346361607978e-13,7.96704127722065e-06,0.001373896695338049,0.011847610650170284,7.427358424598017e-14,3.446502385989109e-13,0.053716389178083836,7.274541965553453e-07,3.990795932756421e-14,1.2919504875104064e-13,0.0028605120847972204,5.306754264859606e-13,0.0029032347362261657,5.078059836352176e-11,3.921002460837025e-07,0.00011267889279499251,6.479382698795623e-06,8.358608572421468e-06,0.005236988290858054,0.022282207269604847
EPHB6,2.357926036420565e-13,1.5481639777339338e-08,8.211900858260474e-05,5.099424915352101e-07,0.00024260644494287424,1.9254430717988926e-15,1.52645131973362e-12,7.08565633597865e-06,4.2966852244776177e-13,3.794165961778107e-15,0.003451296399744132,1.3265863035756588e-15,3.153283304468788e-15,6.404316199165353e-16,0.03655560124691545,1.2849307702387593e-11,3.115985300003117e-09,4.614178347467498e-15,2.3412480609035272e-15,0.0056404651806339435,1.44642349350432e-09,9.794349386015757e-08,5.562948442306993e-13,0.21176690370684437,8.967576438639226e-10,5.819700330457856e-05,4.302345998017214e-06,0.005703393930292585,0.011339903431416226,2.922398984764252e-11,0.0003472467186877781,3.145276768576614e-11,2.238041678906793e-13,2.998691115098413e-06,1.936709558398747e-12,1.3860951752981e-13,1.0053284164798009e-05,0.01560971997780598,0.0003137178608702952,0.006461252693887081
EPHX2,1.0756310463917309e-13,1.56707702622537e-13,1.562230501483496e-13,0.002914659739892959,2.7869113503037307e-09,3.155483786543684e-14,6.100211056014837e-14,1.3683211100653045e-09,1.3839327631697857e-13,7.877955247335121e-14,1.1564028724312083e-13,2.670983061470232e-15,3.030197487531904e-14,2.407852106956024e-14,0.047060908991246084,1.1317192818120044e-10,1.1269335143155974e-13,0.041720182506646185,1.820282817844812e-14,0.029321359273209984,1.1011031192370956e-09,1.2870049569982836e-14,4.9253840761989634e-11,0.0009990736843462375,1.9134844121182047e-09,4.916935579112355e-15,1.347057437424182e-10,5.57522105277817e-06,1.5418703857328554e-12,1.1528636772255932e-13,5.853581527383742e-06,6.807989700028357e-14,8.951370051812515e-15,7.125199815160892e-12,7.261997745082882e-14,1.2975115829624464e-15,1.5298723552081517e-07,1.1662520810359786e-11,0.000871439116101925,3.4571470485114295e-12
EPM2AIP1,9.102812087438031e-10,1.374596913160328e-10,4.812970651685743e-05,0.012588776545785415,0.0017867712614007835,5.1935351025652136e-14,0.0006774320184996909,1.5988622159980904e-06,0.0013218054735295315,5.698786983797056e-13,0.0013657515827515166,9.608493819914296e-13,1.286042458218136e-13,0.00019602285807994942,0.006493019853461053,0.0008799070402677088,1.766949922863944e-11,5.093214101961805e-12,4.655667856522209e-14,3.850064023453959e-08,4.770534332786005e-12,0.00018286782218402764,2.931157220761874e-13,0.09785900024020573,0.021674113717719715,1.179007717474519e-12,4.14121831464535e-07,9.99157212101866e-10,8.43019692418139e-10,0.00018373085837846106,1.1428272282952716e-08,0.001029645814884534,1.4464609253845207e-12,3.4851250435601876e-10,5.6514860366400835e-12,0.0011181448683836612,9.794978019259103e-05,0.01881792130158606,0.021563127924102362,0.014153304057910564
EPOR,3.396229502416248e-13,1.0559785423794556e-10,0.0032253052819657367,0.011276418598669877,2.137451740038268e-05,8.395678515404968e-15,0.0003428350912832008,1.022237690358854e-05,1.2684094852473384e-05,1.0248216121147583e-14,0.0035524606736901665,2.884476530857121e-13,8.996841994231355e-15,8.480191883609012e-14,5.355940036400888e-08,1.899155338645527e-07,3.698804966821968e-10,2.7135692687356155e-12,3.868427867918482e-13,7.077223504525023e-11,8.39300247651354e-06,4.622389459485063e-05,1.469534184360555e-13,0.016466006812223617,4.3981799466598335e-12,0.00023106130034412917,0.00752465191830378,4.5629263900495213e-07,0.0024980587018565196,2.2480764743261453e-12,0.00023657653872149846,3.9291431342995286e-10,0.0003601370265458868,1.1701862251316369e-11,1.7989759416245755e-13,0.00014302640547688076,0.00037961188723298686,0.0040737479584209,0.00012884542673186075,0.010368430407542985
EPS15L1,1.0179746552351199e-13,0.0009420091825945201,0.0023924182614294136,1.926900805756678e-09,0.0008450624301454454,3.2238164810171894e-15,9.138100879431643e-07,2.508122053008743e-07,1.3915178425130463e-13,3.207821514550832e-14,1.0781524088588032e-08,1.6253686679914328e-05,0.0002800798588319303,1.9844251951498154e-14,4.660675504191813e-05,0.0018412465570787281,0.0026450459480664846,8.919705142757623e-14,1.031076361801244e-14,0.001245001726906027,6.316338486998237e-07,0.0012342513208103147,3.5698846688974946e-13,0.00011797043392723952,0.011011731101521996,1.2966142930947994e-12,0.012919908208870037,0.006915139877616325,0.038689797062243805,0.0048870180670628266,0.0077148723016054925,1.1946358290536897e-11,4.889240202246216e-10,3.180904897473908e-11,0.005186858130865855,0.00024405939081908744,0.004452335080018128,1.6716192708290077e-10,0.017543635713473442,0.027666476017581963
EPS8,1.6506050017913187e-12,6.802227367557114e-10,0.0019969517028450216,0.04413615274117546,1.8064152591719054e-05,1.61040345886624e-06,1.3842706123830807e-09,1.1925126884969234e-05,0.00944598957882602,1.8827629984052431e-10,1.5478909293822736e-11,4.441828993667206e-14,0.0010543749683853724,2.352254249887485e-13,5.886654850631546e-07,9.52104541482065e-09,1.3766241909495913e-09,1.5249420183748438e-12,4.1960025001302056e-13,0.0005316108981712173,2.975974745802614e-13,3.204881722224002e-05,5.743539208300838e-15,0.0007958508671287925,2.2508123941689515e-05,8.13607911380325e-14,8.196605890034751e-07,2.9750019862320242e-05,1.8691115911250544e-12,0.00033883612228037,8.936961773623148e-05,8.49076259090686e-14,2.854320064900071e-14,1.1897772113786718e-10,8.249079158955633e-14,2.8361226651276258e-15,5.888036517654064e-05,4.648281817207085e-06,8.136152792669579e-06,0.0008447481739294512
ERAP1,4.593566635327959e-14,7.72024626147256e-11,0.000916285108769189,1.3503132266331685e-06,0.0009714730617882745,6.78448624868188e-15,1.1929245746241743e-13,5.798034700884319e-07,4.3938340607361255e-14,3.636202426065423e-14,0.002379082364967455,3.887614412084829e-15,5.752429545958678e-15,2.1019694193836106e-14,4.978746718760155e-05,0.0019255172686712613,0.003178158169754608,0.010115512325928526,5.681464988228811e-08,2.3469064415198215e-09,7.151937406685418e-10,5.116690444520399e-05,1.1615739377484832e-09,0.051791706271956464,4.158588336346087e-08,1.3038678631315952e-06,0.012053507390069742,1.3374862722884335e-09,0.04488512391782839,0.026590180686162892,0.005553556194658381,4.55379574109687e-06,0.00024536899896371127,0.00021178260117516668,0.0028100363846346654,1.761554594885557e-10,1.711493559753278e-05,0.03290575926377887,0.04915926709159942,0.030929230450897606
ERAP2,1.4066891709155972e-11,2.2909521024956288e-10,0.0023450294555484013,3.512128560418194e-05,0.0016560727660457552,4.336229085237276e-12,5.281966272908387e-10,0.0010034698901220558,0.0010312664309853144,5.4976736249819684e-12,2.8136939137227155e-09,1.065695908936466e-11,1.2991639365267945e-12,1.6332320104272607e-12,0.09970862000819199,0.002671006591744847,0.0018977337031798435,0.024005198856592025,0.0002184057195696985,0.00023890308521638912,1.0414603465114375e-06,1.550521259385985e-08,0.000611258189791754,0.06692560631999624,2.7337635660379556e-10,6.219911457958989e-07,0.01735060845536068,1.5800082261609592e-08,0.054663576926380096,1.757920914547695e-10,0.0017485364588742003,3.030235413477334e-12,9.190021353863524e-12,1.6485650640020076e-10,1.051889615920047e-12,4.5613549361188586e-12,2.96913291758837e-06,0.04487984861600666,1.6144782003168807e-05,0.054005225434818095
ERBIN,1.3840738552540746e-13,2.304085635622762e-08,1.5772655468768605e-12,4.9613982709505534e-05,0.0017580318093945173,1.4756161251057014e-14,4.720517257229594e-12,2.0445917261800793e-06,2.4275966848133925e-13,4.837205312667626e-14,1.32548608041459e-11,7.770496841209586e-05,3.019797132592684e-14,1.0736048554024378e-13,0.0809792475448612,0.005781067845785208,8.52784879454303e-13,0.013797904613365986,0.00034008533274722757,4.841094777636908e-09,9.494544202258929e-11,1.9010870582790839e-07,9.79815282178237e-12,0.0880494080501891,5.1487900648935635e-11,1.5636332996215193e-11,3.7808511462213674e-08,9.116353459484456e-11,3.51004045433825e-05,2.0618053765490246e-10,1.9631405713560657e-05,3.970584800430869e-12,2.2650727310146326e-13,0.0001516269268619698,8.212724825769234e-10,2.284214294315286e-13,6.942607726337257e-11,4.365746540120902e-11,0.03157793681303061,0.04135932704488142
ERC1,2.132868167369032e-14,8.091506796729012e-14,1.1989240803455366e-12,4.364925206900149e-06,0.0031656343822560134,5.092715885983691e-15,4.178790166000051e-08,1.5741319034215354e-07,2.7122027310953324e-14,3.6500156296509956e-14,1.2569308713007503e-13,3.7790565370722223e-13,5.764499791767029e-15,8.405394399087114e-15,5.393620929439239e-09,9.020555482369707e-07,0.004026604989506229,4.212421610218678e-15,7.815361412948174e-15,0.0018565842905694293,2.3670103865328726e-13,0.0016085508235948334,2.5534465076264075e-11,1.7304660958183793e-05,5.829554594355554e-11,3.408148399904296e-14,8.36709346432354e-06,1.761056338506417e-14,5.820300222807489e-11,0.00462110311935996,0.0013635196531859668,9.969894583125386e-13,1.3536293652898093e-06,5.359647947446973e-12,2.9639564845069376e-09,2.3100880248425957e-08,0.0031702297960189453,2.644301215312101e-12,0.002195949816954149,8.270932238814264e-09
ERCC2,1.0975628951283848e-15,3.1189361943771325e-14,9.246448766195545e-15,6.27754452476004e-08,0.000179640410488,1.6040383223280636e-16,0.0009366530149754273,2.1193606364452234e-07,2.6458532743131992e-16,2.2454221463945496e-15,1.0606654752717255e-09,1.4310981060498264e-16,2.9934647453374753e-16,3.4325087962527036e-16,0.006736985069988333,2.661399883069483e-08,8.860591393915687e-05,7.05831069810695e-17,1.2130206849428993e-15,1.1019510450536961e-06,6.690670590109709e-13,0.0004195071382644555,3.4430047603214655e-13,0.012060795938890157,0.023534890942803553,0.0011853360964325663,2.1722291784429774e-06,5.997158096578178e-13,0.053697401323989855,2.676500666002073e-12,4.3535151649445166e-06,0.004100792588417929,0.00033709397354677516,0.03153963712185113,0.012039170991938256,0.0005133957526572336,2.2194512768878124e-05,0.008034875308776607,0.03539491324809548,3.76000359462119e-12
ERCC5,2.943617620857763e-10,3.1400730856481856e-08,0.002448413212643971,9.624191293894633e-05,0.0020100361482684103,1.8517729872125528e-11,0.0066909536253991295,7.040792163160475e-07,4.679127866088382e-10,2.96016335674792e-11,7.159710502182087e-10,1.0281288333646833e-06,9.672202828870878e-07,2.142807263123444e-11,0.0887221405485116,0.0004054545249296463,0.006261714819438812,0.016898652229364333,4.786940392673944e-13,0.0003354249423106335,6.368347247217226e-12,0.0028501015971954236,1.6829353218011987e-11,0.0028786365604760115,0.009177128226967266,1.3814889819213698e-10,4.986442141925577e-06,2.9569957435912982e-12,0.03386429571676523,1.59354439543081e-11,1.786213532411393e-09,0.005466872655196198,2.854755774987544e-11,3.771925665671845e-10,0.006658728293762744,1.0183969986699714e-12,0.005064138060372656,2.1093348785943432e-10,0.017965592104405046,0.06342987180214274
ERCC6L2,1.4026284724320666e-11,2.909917723176736e-10,0.003086647440739297,0.004974909142301533,0.002429794547116634,3.3997454220962484e-12,1.7144110702653356e-11,0.0007236724009592892,1.3679869032403249e-12,3.3823449562032335e-13,5.1166660073868043e-11,3.771688870443276e-09,1.0318840075769594e-12,2.0978168872921728e-12,0.06981290579097679,0.0006336617838285714,4.579673263890672e-06,0.01623704175941609,1.5945846660748274e-11,3.936495881001875e-06,1.0238783268996709e-11,7.55164457798736e-08,1.0533820208485072e-05,7.712957059315703e-06,3.896653856865732e-16,1.8233076541919942e-10,5.7225872664207033e-11,2.0119812854671484e-14,0.0014418664765265196,5.401835978694909e-15,1.9028574903027745e-11,0.000371871633596902,2.3165515157589324e-13,1.587988524434133e-10,1.389858173527417e-08,7.034867742519537e-14,7.537239878313838e-05,1.0317364951949437e-10,0.021947856640892396,3.389805117899993e-05
ERCC8,6.1268837192231566e-15,3.8075666879421876e-10,0.0016139384952507374,1.5001774822134104e-08,0.00019743738154125252,1.1758708346355619e-16,9.058553822548098e-12,1.8943604374069813e-07,0.0005356902513339118,5.75392609084107e-16,1.309817651806128e-10,1.2968596358548967e-16,2.7991629823991524e-16,3.993808598947186e-16,2.1262793052563474e-06,3.076846584016585e-08,0.0007346610408541848,1.2927175378789912e-13,1.8871580058971952e-15,2.8377193635117435e-11,1.564456452392949e-07,0.000624397503136469,5.632251374733064e-14,0.00012567183448915873,0.012488724113763654,0.00030875419797525436,6.909531695957651e-08,3.674581580442894e-09,0.033858732132169944,4.720667961088916e-13,0.0018315302853056598,2.341103100444032e-06,5.372313470366725e-09,1.3777078144734683e-12,0.009973012173548124,4.747664579461167e-13,6.894508070308131e-06,2.0221341597278865e-11,0.048091559734080545,0.008580695229636217
ERGIC1,2.1378522808217105e-13,6.815610021698539e-14,1.5460409500340997e-13,1.2623107545849352e-10,0.0005032961053325478,9.314841683850028e-08,2.6371765382856206e-14,1.0728531345544385e-10,1.687172407124297e-13,2.324532916594555e-13,1.1722667636545966e-13,1.706929243746059e-14,0.001275399726160793,2.7335035997557662e-14,4.699011684481813e-12,0.0006801366392186237,3.7038859244306463e-09,0.005448697633705423,0.000196336423965679,2.128590288316132e-05,1.3219682795751752e-12,0.002175359902985586,1.7015696401093194e-13,0.00012039553471131311,1.004021394109444e-12,1.4580827856943087e-06,6.725740198039276e-05,0.013452616013773002,0.02600484190408953,4.786438645532032e-12,0.009511386680953467,2.1079259630304582e-12,0.003606481265925771,0.010568403781910794,1.8737765266067282e-07,1.7568046350983712e-05,0.008081066990500475,2.0276079161393207e-05,0.00010976611673942781,8.407346046645513e-13
