cell_type,sdan_weight,program,factor,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision
Micro-PVM,2.0,SDAN_2,sciRED_27,1154,41,34,0.4785451680672269,0.029936200938955954
Micro-PVM,2.0,SDAN_2,sciRED_28,1154,41,34,0.5491334033613445,0.04196698911419863
Micro-PVM,2.0,SDAN_2,sciRED_29,1154,41,34,0.5534138655462185,0.038881861488369376
Micro-PVM,2.0,SDAN_2,sciRED_30,1154,41,34,0.3964810924369748,0.023664862406701653
Micro-PVM,2.0,SDAN_2,sciRED_31,1154,41,34,0.6076418067226891,0.04852595335218887
Micro-PVM,2.0,SDAN_2,sciRED_32,1154,41,34,0.7557247899159663,0.16507997282425202
Micro-PVM,2.0,SDAN_2,sciRED_33,1154,41,34,0.5874737394957983,0.03750233386685581
Micro-PVM,2.0,SDAN_2,sciRED_34,1154,41,34,0.6368697478991596,0.05951316043808211
Micro-PVM,2.0,SDAN_2,sciRED_35,1154,41,34,0.571454831932773,0.04233756307989697
Micro-PVM,2.0,SDAN_2,sciRED_36,1154,41,34,0.5754726890756303,0.03826086246814531
Micro-PVM,2.0,SDAN_2,sciRED_37,1154,41,34,0.39963235294117644,0.023520065427611057
Micro-PVM,2.0,SDAN_2,sciRED_38,1154,41,34,0.48022584033613447,0.046347318524265144
Micro-PVM,2.0,SDAN_2,sciRED_39,1154,41,34,0.5611607142857142,0.033890080744166245
Micro-PVM,2.0,SDAN_3,sciRED_0,1154,41,30,0.9029359430604984,0.23494940878702358
Micro-PVM,2.0,SDAN_3,sciRED_1,1154,41,30,0.32820284697508895,0.018194153630044566
Micro-PVM,2.0,SDAN_3,sciRED_2,1154,41,30,0.36720047449584814,0.019238428396048415
Micro-PVM,2.0,SDAN_3,sciRED_3,1154,41,30,0.3701364175563464,0.019358861807025063
Micro-PVM,2.0,SDAN_3,sciRED_4,1154,41,30,0.29602609727164886,0.01757412092536317
Micro-PVM,2.0,SDAN_3,sciRED_5,1154,41,30,0.23890865954922896,0.01619543388031656
Micro-PVM,2.0,SDAN_3,sciRED_6,1154,41,30,0.4212930011862396,0.0214512014791493
Micro-PVM,2.0,SDAN_3,sciRED_7,1154,41,30,0.39273428232502966,0.02007536583692773
Micro-PVM,2.0,SDAN_3,sciRED_8,1154,41,30,0.48276986951364176,0.025835632696791407
Micro-PVM,2.0,SDAN_3,sciRED_9,1154,41,30,0.33712930011862396,0.018400427511556676
Micro-PVM,2.0,SDAN_3,sciRED_10,1154,41,30,0.35388493475682087,0.018945799662757598
Micro-PVM,2.0,SDAN_3,sciRED_11,1154,41,30,0.4809311981020166,0.023648402355729875
Micro-PVM,2.0,SDAN_3,sciRED_12,1154,41,30,0.38795966785290636,0.020360440204361688
Micro-PVM,2.0,SDAN_3,sciRED_13,1154,41,30,0.3038256227758007,0.017564329099696935
Micro-PVM,2.0,SDAN_3,sciRED_14,1154,41,30,0.3395907473309609,0.018758802202716383
Micro-PVM,2.0,SDAN_3,sciRED_15,1154,41,30,0.3509193357058126,0.018796959393493795
Micro-PVM,2.0,SDAN_3,sciRED_16,1154,41,30,0.32428825622775803,0.018169304273282148
Micro-PVM,2.0,SDAN_3,sciRED_17,1154,41,30,0.43766310794780544,0.022148106106396694
Micro-PVM,2.0,SDAN_3,sciRED_18,1154,41,30,0.45014827995255036,0.022258139418166425
Micro-PVM,2.0,SDAN_3,sciRED_19,1154,41,30,0.48615065243179123,0.023969273831854723
Micro-PVM,2.0,SDAN_3,sciRED_20,1154,41,30,0.32253855278766314,0.017986714958212975
Micro-PVM,2.0,SDAN_3,sciRED_21,1154,41,30,0.37078884934756823,0.019556312086694467
Micro-PVM,2.0,SDAN_3,sciRED_22,1154,41,30,0.4106168446026097,0.021125071446065305
Micro-PVM,2.0,SDAN_3,sciRED_23,1154,41,30,0.30652431791221824,0.01761724398622645
Micro-PVM,2.0,SDAN_3,sciRED_24,1154,41,30,0.422864768683274,0.021123432395422307
Micro-PVM,2.0,SDAN_3,sciRED_25,1154,41,30,0.3510083036773428,0.018961867687267733
Micro-PVM,2.0,SDAN_3,sciRED_26,1154,41,30,0.39116251482799524,0.03670529540999878
Micro-PVM,2.0,SDAN_3,sciRED_27,1154,41,30,0.5681198102016607,0.03543674907985716
Micro-PVM,2.0,SDAN_3,sciRED_28,1154,41,30,0.5405693950177936,0.031638991213707654
Micro-PVM,2.0,SDAN_3,sciRED_29,1154,41,30,0.5652431791221827,0.0362843195710887
Micro-PVM,2.0,SDAN_3,sciRED_30,1154,41,30,0.5215302491103203,0.02961304948396596
Micro-PVM,2.0,SDAN_3,sciRED_31,1154,41,30,0.4022835112692764,0.020398952160827374
Micro-PVM,2.0,SDAN_3,sciRED_32,1154,41,30,0.36622182680901544,0.019275916517874647
Micro-PVM,2.0,SDAN_3,sciRED_33,1154,41,30,0.40934163701067616,0.021158598617811334
Micro-PVM,2.0,SDAN_3,sciRED_34,1154,41,30,0.4443950177935943,0.023026447684752704
Micro-PVM,2.0,SDAN_3,sciRED_35,1154,41,30,0.379270462633452,0.020785403390345864
Micro-PVM,2.0,SDAN_3,sciRED_36,1154,41,30,0.4429122182680902,0.024150656844075497
Micro-PVM,2.0,SDAN_3,sciRED_37,1154,41,30,0.5014234875444841,0.027281989010400035
Micro-PVM,2.0,SDAN_3,sciRED_38,1154,41,30,0.4626334519572954,0.024423837781307252
Micro-PVM,2.0,SDAN_3,sciRED_39,1154,41,30,0.5546856465005932,0.03157772729678892
Micro-PVM,2.0,SDAN_4,sciRED_0,1154,41,20,0.3911816578483245,0.013793067217544318
Micro-PVM,2.0,SDAN_4,sciRED_1,1154,41,20,0.4204585537918871,0.014587811602763182
Micro-PVM,2.0,SDAN_4,sciRED_2,1154,41,20,0.2919753086419753,0.011713823877338991
Micro-PVM,2.0,SDAN_4,sciRED_3,1154,41,20,0.4117724867724868,0.014907509529476656
Micro-PVM,2.0,SDAN_4,sciRED_4,1154,41,20,0.5329365079365079,0.01823988158582131
Micro-PVM,2.0,SDAN_4,sciRED_5,1154,41,20,0.4443562610229277,0.015552691904426291
Micro-PVM,2.0,SDAN_4,sciRED_6,1154,41,20,0.40476190476190477,0.014214517096553893
Micro-PVM,2.0,SDAN_4,sciRED_7,1154,41,20,0.28694885361552025,0.011626840518516438
Micro-PVM,2.0,SDAN_4,sciRED_8,1154,41,20,0.44810405643738976,0.015212104946267825
Micro-PVM,2.0,SDAN_4,sciRED_9,1154,41,20,0.4332010582010582,0.015519211698438971
Micro-PVM,2.0,SDAN_4,sciRED_10,1154,41,20,0.4425044091710758,0.01549285868482633
Micro-PVM,2.0,SDAN_4,sciRED_11,1154,41,20,0.2582010582010582,0.011420332683652928
Micro-PVM,2.0,SDAN_4,sciRED_12,1154,41,20,0.42707231040564375,0.014503841013130288
Micro-PVM,2.0,SDAN_4,sciRED_13,1154,41,20,0.33183421516754846,0.012815523780880916
Micro-PVM,2.0,SDAN_4,sciRED_14,1154,41,20,0.3701058201058201,0.01531313653947422
Micro-PVM,2.0,SDAN_4,sciRED_15,1154,41,20,0.4851410934744268,0.018645865204856667
Micro-PVM,2.0,SDAN_4,sciRED_16,1154,41,20,0.4388007054673721,0.015009144945527148
Micro-PVM,2.0,SDAN_4,sciRED_17,1154,41,20,0.4511904761904762,0.01606431576051541
Micro-PVM,2.0,SDAN_4,sciRED_18,1154,41,20,0.41829805996472663,0.014792234907658401
Micro-PVM,2.0,SDAN_4,sciRED_19,1154,41,20,0.6914462081128747,0.05363090247005393
Micro-PVM,2.0,SDAN_4,sciRED_20,1154,41,20,0.3745149911816579,0.013334116901234063
Micro-PVM,2.0,SDAN_4,sciRED_21,1154,41,20,0.47275132275132276,0.016633382068755392
Micro-PVM,2.0,SDAN_4,sciRED_22,1154,41,20,0.3941358024691358,0.014915745738944866
Micro-PVM,2.0,SDAN_4,sciRED_23,1154,41,20,0.5011022927689595,0.01812983353339775
Micro-PVM,2.0,SDAN_4,sciRED_24,1154,41,20,0.34550264550264553,0.014167439746424804
Micro-PVM,2.0,SDAN_4,sciRED_25,1154,41,20,0.6006613756613757,0.02166090369532718
Micro-PVM,2.0,SDAN_4,sciRED_26,1154,41,20,0.439021164021164,0.01565969380937484
Micro-PVM,2.0,SDAN_4,sciRED_27,1154,41,20,0.5306437389770723,0.02054681719700227
Micro-PVM,2.0,SDAN_4,sciRED_28,1154,41,20,0.5116402116402117,0.0211705996840475
Micro-PVM,2.0,SDAN_4,sciRED_29,1154,41,20,0.35295414462081126,0.018788464015970997
Micro-PVM,2.0,SDAN_4,sciRED_30,1154,41,20,0.47513227513227513,0.01772740070037833
Micro-PVM,2.0,SDAN_4,sciRED_31,1154,41,20,0.5176807760141093,0.01806797161290439
Micro-PVM,2.0,SDAN_4,sciRED_32,1154,41,20,0.34770723104056434,0.013005211227619964
Micro-PVM,2.0,SDAN_4,sciRED_33,1154,41,20,0.36600529100529106,0.013154755487979173
Micro-PVM,2.0,SDAN_4,sciRED_34,1154,41,20,0.46970899470899474,0.025281857312150477
Micro-PVM,2.0,SDAN_4,sciRED_35,1154,41,20,0.513668430335097,0.020132682579947703
Micro-PVM,2.0,SDAN_4,sciRED_36,1154,41,20,0.5745149911816578,0.08324023636486405
Micro-PVM,2.0,SDAN_4,sciRED_37,1154,41,20,0.514241622574956,0.021162444644470955
Micro-PVM,2.0,SDAN_4,sciRED_38,1154,41,20,0.44400352733686066,0.015590942188706639
Micro-PVM,2.0,SDAN_4,sciRED_39,1154,41,20,0.4567019400352734,0.024378654163558375
Micro-PVM,2.0,SDAN_5,sciRED_0,1154,42,33,0.44346227664693316,0.025990763727643033
Micro-PVM,2.0,SDAN_5,sciRED_1,1154,42,33,0.36166301732760253,0.021548885304638048
Micro-PVM,2.0,SDAN_5,sciRED_2,1154,42,33,0.3552023355770011,0.020757219399020706
Micro-PVM,2.0,SDAN_5,sciRED_3,1154,42,33,0.5225042575622415,0.03158078731724494
Micro-PVM,2.0,SDAN_5,sciRED_4,1154,42,33,0.3286838050441976,0.019922002452290793
Micro-PVM,2.0,SDAN_5,sciRED_5,1154,42,33,0.35436433919930804,0.03217637382109498
Micro-PVM,2.0,SDAN_5,sciRED_6,1154,42,33,0.4304598167220826,0.024586581297694633
Micro-PVM,2.0,SDAN_5,sciRED_7,1154,42,33,0.44478685156651254,0.02547141411916127
Micro-PVM,2.0,SDAN_5,sciRED_8,1154,42,33,0.6705322628605411,0.14004266833811305
Micro-PVM,2.0,SDAN_5,sciRED_9,1154,42,33,0.3426864541940367,0.020418597352952414
Micro-PVM,2.0,SDAN_5,sciRED_10,1154,42,33,0.3597167031600573,0.020882024720462123
Micro-PVM,2.0,SDAN_5,sciRED_11,1154,42,33,0.43129781309977566,0.023728943117674116
Micro-PVM,2.0,SDAN_5,sciRED_12,1154,42,33,0.3447679290676614,0.020793866600635782
Micro-PVM,2.0,SDAN_5,sciRED_13,1154,42,33,0.3492282323682859,0.020531103678197913
Micro-PVM,2.0,SDAN_5,sciRED_14,1154,42,33,0.36033844240802315,0.021140456751702792
Micro-PVM,2.0,SDAN_5,sciRED_15,1154,42,33,0.34609250398724084,0.020424169472732078
Micro-PVM,2.0,SDAN_5,sciRED_16,1154,42,33,0.37831481631660047,0.021706637513431434
Micro-PVM,2.0,SDAN_5,sciRED_17,1154,42,33,0.41297002135539157,0.023987709756342256
Micro-PVM,2.0,SDAN_5,sciRED_18,1154,42,33,0.32392614819019816,0.01981962363630412
Micro-PVM,2.0,SDAN_5,sciRED_19,1154,42,33,0.34722785391830885,0.02051810422905479
Micro-PVM,2.0,SDAN_5,sciRED_20,1154,42,33,0.3617981780336821,0.020948182964793473
Micro-PVM,2.0,SDAN_5,sciRED_21,1154,42,33,0.4296758846268213,0.02388707219793945
Micro-PVM,2.0,SDAN_5,sciRED_22,1154,42,33,0.4399210661476496,0.024517582500823833
Micro-PVM,2.0,SDAN_5,sciRED_23,1154,42,33,0.4235125564295948,0.023868783154196535
Micro-PVM,2.0,SDAN_5,sciRED_24,1154,42,33,0.41364582488578916,0.023448046014243294
Micro-PVM,2.0,SDAN_5,sciRED_25,1154,42,33,0.48449706701267803,0.031723958578187494
Micro-PVM,2.0,SDAN_5,sciRED_26,1154,42,33,0.426594220528208,0.04164320544832712
Micro-PVM,2.0,SDAN_5,sciRED_27,1154,42,33,0.7790933419836186,0.4370527117300137
Micro-PVM,2.0,SDAN_5,sciRED_28,1154,42,33,0.6224961479198767,0.06697087171120791
Micro-PVM,2.0,SDAN_5,sciRED_29,1154,42,33,0.4252155813261969,0.02910311639435537
Micro-PVM,2.0,SDAN_5,sciRED_30,1154,42,33,0.4576000865028519,0.02546454846608561
Micro-PVM,2.0,SDAN_5,sciRED_31,1154,42,33,0.3869921336469062,0.021938413908585704
Micro-PVM,2.0,SDAN_5,sciRED_32,1154,42,33,0.4063741788987106,0.022789712690171656
Micro-PVM,2.0,SDAN_5,sciRED_33,1154,42,33,0.49552618062876763,0.03354864819206959
Micro-PVM,2.0,SDAN_5,sciRED_34,1154,42,33,0.43097342740518474,0.023614412298433606
Micro-PVM,2.0,SDAN_5,sciRED_35,1154,42,33,0.47211634633579325,0.029390311949831143
Micro-PVM,2.0,SDAN_5,sciRED_36,1154,42,33,0.5242072824588435,0.03386803767568055
Micro-PVM,2.0,SDAN_5,sciRED_37,1154,42,33,0.508015029870516,0.04238221359422332
Micro-PVM,2.0,SDAN_5,sciRED_38,1154,42,33,0.5130159759954587,0.036584823284201366
Micro-PVM,2.0,SDAN_5,sciRED_39,1154,42,33,0.4668180466574757,0.0281085817244748
Micro-PVM,2.0,SDAN_6,sciRED_0,1154,39,23,0.4854111405835544,0.019511004849810543
Micro-PVM,2.0,SDAN_6,sciRED_1,1154,39,23,0.5426133087302503,0.027809842320776317
Micro-PVM,2.0,SDAN_6,sciRED_2,1154,39,23,0.5552992734402029,0.023928152463576276
Micro-PVM,2.0,SDAN_6,sciRED_3,1154,39,23,0.5142044362434168,0.02136138590370577
Micro-PVM,2.0,SDAN_6,sciRED_4,1154,39,23,0.5789412985814785,0.027490124889794396
Micro-PVM,2.0,SDAN_6,sciRED_5,1154,39,23,0.625379617883366,0.03343038095661925
Micro-PVM,2.0,SDAN_6,sciRED_6,1154,39,23,0.4930996040441318,0.02606906044753999
Micro-PVM,2.0,SDAN_6,sciRED_7,1154,39,23,0.5923192250028831,0.037440004631018986
Micro-PVM,2.0,SDAN_6,sciRED_8,1154,39,23,0.48760235266981894,0.0226066605658794
Micro-PVM,2.0,SDAN_6,sciRED_9,1154,39,23,0.6820051512705185,0.03848362012888311
Micro-PVM,2.0,SDAN_6,sciRED_10,1154,39,23,0.6540960289086226,0.03867960671629889
Micro-PVM,2.0,SDAN_6,sciRED_11,1154,39,23,0.49367623880367506,0.023821571018216553
Micro-PVM,2.0,SDAN_6,sciRED_12,1154,39,23,0.5955868219736286,0.0347400794338004
Micro-PVM,2.0,SDAN_6,sciRED_13,1154,39,23,0.591704147926037,0.031714834944876466
Micro-PVM,2.0,SDAN_6,sciRED_14,1154,39,23,0.5152039364932918,0.02327600749374597
Micro-PVM,2.0,SDAN_6,sciRED_15,1154,39,23,0.5045169722830892,0.032163141516914004
Micro-PVM,2.0,SDAN_6,sciRED_16,1154,39,23,0.5593357167570061,0.02877042366617237
Micro-PVM,2.0,SDAN_6,sciRED_17,1154,39,23,0.5569138507669242,0.022318330257701323
Micro-PVM,2.0,SDAN_6,sciRED_18,1154,39,23,0.5258140160688887,0.04408173684706188
Micro-PVM,2.0,SDAN_6,sciRED_19,1154,39,23,0.3884596163456733,0.015754567753253877
Micro-PVM,2.0,SDAN_6,sciRED_20,1154,39,23,0.6113866143851151,0.0440398162999271
Micro-PVM,2.0,SDAN_6,sciRED_21,1154,39,23,0.720716564794526,0.06805245272885611
Micro-PVM,2.0,SDAN_6,sciRED_22,1154,39,23,0.5295813631645715,0.026526669231337
Micro-PVM,2.0,SDAN_6,sciRED_23,1154,39,23,0.5754430477069158,0.027822314891358974
Micro-PVM,2.0,SDAN_6,sciRED_24,1154,39,23,0.5905893207242532,0.029870322022511976
Micro-PVM,2.0,SDAN_6,sciRED_25,1154,39,23,0.4786837350555492,0.022680125326352756
Micro-PVM,2.0,SDAN_6,sciRED_26,1154,39,23,0.671971706454465,0.03516911639859475
Micro-PVM,2.0,SDAN_6,sciRED_27,1154,39,23,0.5128205128205128,0.023238500012467855
Micro-PVM,2.0,SDAN_6,sciRED_28,1154,39,23,0.5340791142890093,0.02692569681386858
Micro-PVM,2.0,SDAN_6,sciRED_29,1154,39,23,0.6326836581709145,0.08350293659660693
Micro-PVM,2.0,SDAN_6,sciRED_30,1154,39,23,0.6031215161649944,0.028276132742749788
Micro-PVM,2.0,SDAN_6,sciRED_31,1154,39,23,0.5069388382731711,0.023298201238561862
