cell_type,sdan_weight,program,factor,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision
Astro,2.0,SDAN_0,sciRED_21,1200,43,29,0.3303689743514238,0.016992177499956844
Astro,2.0,SDAN_0,sciRED_22,1200,43,29,0.32076916281398155,0.016753315190632882
Astro,2.0,SDAN_0,sciRED_23,1200,43,29,0.38846844724520746,0.018694590148486467
Astro,2.0,SDAN_0,sciRED_24,1200,43,29,0.34229512058658973,0.01728205871191555
Astro,2.0,SDAN_0,sciRED_25,1200,43,29,0.31222945316410966,0.01651008324024558
Astro,2.0,SDAN_0,sciRED_26,1200,43,29,0.4061957065873553,0.019221465973455497
Astro,2.0,SDAN_0,sciRED_27,1200,43,29,0.42006537294973345,0.02201395365356661
Astro,2.0,SDAN_0,sciRED_28,1200,43,29,0.4188874819635443,0.019914387255694478
Astro,2.0,SDAN_0,sciRED_29,1200,43,29,0.45575546983126713,0.021339644910159473
Astro,2.0,SDAN_0,sciRED_30,1200,43,29,0.47904826408315915,0.0238607146540679
Astro,2.0,SDAN_0,sciRED_31,1200,43,29,0.4362613740098354,0.022352073475277512
Astro,2.0,SDAN_0,sciRED_32,1200,43,29,0.4114962160252069,0.02193486286898342
Astro,2.0,SDAN_0,sciRED_33,1200,43,29,0.4503666185694514,0.022152993383057283
Astro,2.0,SDAN_0,sciRED_34,1200,43,29,0.4853499808592715,0.025373636671840748
Astro,2.0,SDAN_0,sciRED_35,1200,43,29,0.4496598839777379,0.021166343050849246
Astro,2.0,SDAN_0,sciRED_36,1200,43,29,0.47825318766748137,0.024036951618716138
Astro,2.0,SDAN_0,sciRED_37,1200,43,29,0.5241909361288613,0.025714361621287752
Astro,2.0,SDAN_0,sciRED_38,1200,43,29,0.5603816366795253,0.038828511800501585
Astro,2.0,SDAN_0,sciRED_39,1200,43,29,0.4869695809652816,0.02277635575840342
Astro,2.0,SDAN_1,sciRED_0,1200,45,22,0.3870196017903997,0.01444177635426295
Astro,2.0,SDAN_1,sciRED_1,1200,45,22,0.38231208519833304,0.014432080324081668
Astro,2.0,SDAN_1,sciRED_2,1200,45,22,0.3975536348201883,0.01503610343605408
Astro,2.0,SDAN_1,sciRED_3,1200,45,22,0.5233832381540362,0.0191300013629582
Astro,2.0,SDAN_1,sciRED_4,1200,45,22,0.6321577403920359,0.04457477209102767
Astro,2.0,SDAN_1,sciRED_5,1200,45,22,0.44123321500231516,0.06885091453156991
Astro,2.0,SDAN_1,sciRED_6,1200,45,22,0.4406158357771261,0.01708836041184367
Astro,2.0,SDAN_1,sciRED_7,1200,45,22,0.5384318567680197,0.055555171122930104
Astro,2.0,SDAN_1,sciRED_8,1200,45,22,0.4702500385862016,0.016957207762880462
Astro,2.0,SDAN_1,sciRED_9,1200,45,22,0.4408087667849977,0.018933575196570154
Astro,2.0,SDAN_1,sciRED_10,1200,45,22,0.37089056953233523,0.013967461245246374
Astro,2.0,SDAN_1,sciRED_11,1200,45,22,0.578021299583269,0.02998063532977307
Astro,2.0,SDAN_1,sciRED_12,1200,45,22,0.4445902145392807,0.01746159552910038
Astro,2.0,SDAN_1,sciRED_13,1200,45,22,0.5109584812471061,0.0202597372410515
Astro,2.0,SDAN_1,sciRED_14,1200,45,22,0.48981324278438026,0.01915891529685544
Astro,2.0,SDAN_1,sciRED_15,1200,45,22,0.6190770180583423,0.028436516612030473
Astro,2.0,SDAN_1,sciRED_16,1200,45,22,0.5533647167772805,0.022695637832252626
Astro,2.0,SDAN_1,sciRED_17,1200,45,22,0.3823506713999074,0.014392587183818112
Astro,2.0,SDAN_1,sciRED_18,1200,45,22,0.5243478931933941,0.02032112626593528
Astro,2.0,SDAN_1,sciRED_19,1200,45,22,0.46183824664300044,0.02150927084153816
Astro,2.0,SDAN_1,sciRED_20,1200,45,22,0.38860163605494674,0.014347478958164725
Astro,2.0,SDAN_1,sciRED_21,1200,45,22,0.48356227812934094,0.018249558840034836
Astro,2.0,SDAN_1,sciRED_22,1200,45,22,0.4871893810773267,0.018874695225669487
Astro,2.0,SDAN_1,sciRED_23,1200,45,22,0.42016514894273804,0.015855151927735133
Astro,2.0,SDAN_1,sciRED_24,1200,45,22,0.48842413952770486,0.01708059223983799
Astro,2.0,SDAN_1,sciRED_25,1200,45,22,0.4342876987189381,0.016341731253772147
Astro,2.0,SDAN_1,sciRED_26,1200,45,22,0.4154962185522457,0.015082297492357639
Astro,2.0,SDAN_1,sciRED_27,1200,45,22,0.42788238925760147,0.016944390894316458
Astro,2.0,SDAN_1,sciRED_28,1200,45,22,0.5241935483870968,0.03232217178576945
Astro,2.0,SDAN_1,sciRED_29,1200,45,22,0.4050779441271801,0.014800455597019577
Astro,2.0,SDAN_1,sciRED_30,1200,45,22,0.4960256212378453,0.01835095644692748
Astro,2.0,SDAN_1,sciRED_31,1200,45,22,0.437683284457478,0.016574506617119497
Astro,2.0,SDAN_1,sciRED_32,1200,45,22,0.5657508874826362,0.026018772543146114
Astro,2.0,SDAN_1,sciRED_33,1200,45,22,0.4295030097237228,0.015486254474548652
Astro,2.0,SDAN_1,sciRED_34,1200,45,22,0.4170396666152184,0.0159638846006014
Astro,2.0,SDAN_1,sciRED_35,1200,45,22,0.5721561969439728,0.07821303200548259
Astro,2.0,SDAN_1,sciRED_36,1200,45,22,0.6053017440963112,0.027353160506037835
Astro,2.0,SDAN_1,sciRED_37,1200,45,22,0.4615681432319802,0.016892229050194375
Astro,2.0,SDAN_1,sciRED_38,1200,45,22,0.5396280290168236,0.020372583690440385
Astro,2.0,SDAN_1,sciRED_39,1200,45,22,0.5360395122704121,0.025394325658873167
Astro,2.0,SDAN_2,sciRED_0,1200,45,21,0.505715093501353,0.02455173261936038
Astro,2.0,SDAN_2,sciRED_1,1200,45,21,0.3606365362090553,0.013303750567117089
Astro,2.0,SDAN_2,sciRED_2,1200,45,21,0.29056100811826,0.011769507668388458
Astro,2.0,SDAN_2,sciRED_3,1200,45,21,0.4610848580314229,0.01582341592839496
Astro,2.0,SDAN_2,sciRED_4,1200,45,21,0.4244517145280504,0.014695561501160945
Astro,2.0,SDAN_2,sciRED_5,1200,45,21,0.36673532856738966,0.013642326493503169
Astro,2.0,SDAN_2,sciRED_6,1200,45,21,0.5423886263580919,0.025056300602563933
Astro,2.0,SDAN_2,sciRED_7,1200,45,21,0.48568197423159254,0.018201426004125568
Astro,2.0,SDAN_2,sciRED_8,1200,45,21,0.3091805000201947,0.012124484096600118
Astro,2.0,SDAN_2,sciRED_9,1200,45,21,0.43180257684074475,0.014643582718707106
Astro,2.0,SDAN_2,sciRED_10,1200,45,21,0.3314350337251101,0.012524607933313175
Astro,2.0,SDAN_2,sciRED_11,1200,45,21,0.468678056464316,0.01682894923982221
Astro,2.0,SDAN_2,sciRED_12,1200,45,21,0.43899188173997333,0.014999037969318205
Astro,2.0,SDAN_2,sciRED_13,1200,45,21,0.48713599095278487,0.01671566456174152
Astro,2.0,SDAN_2,sciRED_14,1200,45,21,0.49666787834726767,0.017317444600011764
Astro,2.0,SDAN_2,sciRED_15,1200,45,21,0.4457772931055373,0.01513304264290114
Astro,2.0,SDAN_2,sciRED_16,1200,45,21,0.5950159537945797,0.02477566418407692
Astro,2.0,SDAN_2,sciRED_17,1200,45,21,0.3561533179853791,0.013063258220747885
Astro,2.0,SDAN_2,sciRED_18,1200,45,21,0.4577729310553738,0.016205015492785003
Astro,2.0,SDAN_2,sciRED_19,1200,45,21,0.4617310876852862,0.0162752750755153
Astro,2.0,SDAN_2,sciRED_20,1200,45,21,0.4736055575750232,0.018529169766200553
Astro,2.0,SDAN_2,sciRED_21,1200,45,21,0.49363867684478374,0.018020551450519222
Astro,2.0,SDAN_2,sciRED_22,1200,45,21,0.40958843248919585,0.014496150038761159
Astro,2.0,SDAN_2,sciRED_23,1200,45,21,0.4282887030978634,0.01541502951923331
Astro,2.0,SDAN_2,sciRED_24,1200,45,21,0.4162526757946605,0.015387889535813782
Astro,2.0,SDAN_2,sciRED_25,1200,45,21,0.43741669695868163,0.016359398237495913
Astro,2.0,SDAN_2,sciRED_26,1200,45,21,0.32840583222262615,0.012524445348548397
Astro,2.0,SDAN_2,sciRED_27,1200,45,21,0.3658063734399612,0.013244195988552964
Astro,2.0,SDAN_2,sciRED_28,1200,45,21,0.3661698776202593,0.013381845729343289
Astro,2.0,SDAN_2,sciRED_29,1200,45,21,0.48976129892160425,0.017480500871769444
Astro,2.0,SDAN_2,sciRED_30,1200,45,21,0.49226543883032425,0.01727639968187553
Astro,2.0,SDAN_2,sciRED_31,1200,45,21,0.47493840623611616,0.016267467710192312
Astro,2.0,SDAN_2,sciRED_32,1200,45,21,0.503291732299366,0.01993398056445158
Astro,2.0,SDAN_2,sciRED_33,1200,45,21,0.5277676804394362,0.02102263776900025
Astro,2.0,SDAN_2,sciRED_34,1200,45,21,0.5866957470010905,0.04058809036594946
Astro,2.0,SDAN_2,sciRED_35,1200,45,21,0.42659235025647235,0.014877729382316286
Astro,2.0,SDAN_2,sciRED_36,1200,45,21,0.4570055333414112,0.01624409838344272
Astro,2.0,SDAN_2,sciRED_37,1200,45,21,0.4983238418352922,0.021474805232084213
Astro,2.0,SDAN_2,sciRED_38,1200,45,21,0.547558463588998,0.02979307634897167
Astro,2.0,SDAN_2,sciRED_39,1200,45,21,0.508744295003837,0.020387561176119888
Astro,2.0,SDAN_3,sciRED_0,1200,43,23,0.48908425990912785,0.01812391284596306
Astro,2.0,SDAN_3,sciRED_1,1200,43,23,0.3694728676443427,0.014897805890417087
Astro,2.0,SDAN_3,sciRED_2,1200,43,23,0.5164936648073585,0.07085984067280847
Astro,2.0,SDAN_3,sciRED_3,1200,43,23,0.48723726496989395,0.028051766202707162
Astro,2.0,SDAN_3,sciRED_4,1200,43,23,0.5509955302722471,0.05164423112976527
Astro,2.0,SDAN_3,sciRED_5,1200,43,23,0.47356950241956336,0.019654235626631638
Astro,2.0,SDAN_3,sciRED_6,1200,43,23,0.5415389161833696,0.028107042260465523
Astro,2.0,SDAN_3,sciRED_7,1200,43,23,0.5115806582689963,0.01947925002158916
Astro,2.0,SDAN_3,sciRED_8,1200,43,23,0.7126445273539951,0.06182926257814263
Astro,2.0,SDAN_3,sciRED_9,1200,43,23,0.4001329836356249,0.015518192112409498
Astro,2.0,SDAN_3,sciRED_10,1200,43,23,0.46252447268294483,0.017758774480464933
Astro,2.0,SDAN_3,sciRED_11,1200,43,23,0.6918473643382218,0.15926151109800046
Astro,2.0,SDAN_3,sciRED_12,1200,43,23,0.6323002474973218,0.05496242645573274
Astro,2.0,SDAN_3,sciRED_13,1200,43,23,0.45835026412027635,0.01818417596704819
Astro,2.0,SDAN_3,sciRED_14,1200,43,23,0.4980975952125891,0.018675443680654144
Astro,2.0,SDAN_3,sciRED_15,1200,43,23,0.43264009456614094,0.01963940843806261
Astro,2.0,SDAN_3,sciRED_16,1200,43,23,0.4067452255180821,0.015838529433315533
Astro,2.0,SDAN_3,sciRED_17,1200,43,23,0.6224003546230283,0.041929592920945925
Astro,2.0,SDAN_3,sciRED_18,1200,43,23,0.4567249085737505,0.018309404806429272
Astro,2.0,SDAN_3,sciRED_19,1200,43,23,0.4666248014480441,0.023044277469909204
Astro,2.0,SDAN_3,sciRED_20,1200,43,23,0.37187396106534665,0.014979886724355625
Astro,2.0,SDAN_3,sciRED_21,1200,43,23,0.48720032507110933,0.01969866538456595
Astro,2.0,SDAN_3,sciRED_22,1200,43,23,0.5140556314875697,0.06321869396579222
Astro,2.0,SDAN_3,sciRED_23,1200,43,23,0.43648184403974727,0.016864158717105462
Astro,2.0,SDAN_3,sciRED_24,1200,43,23,0.5159395663255884,0.02089725050704372
Astro,2.0,SDAN_3,sciRED_25,1200,43,23,0.46507332569908755,0.01795437584220274
Astro,2.0,SDAN_3,sciRED_26,1200,43,23,0.559011488308522,0.03178151226822083
Astro,2.0,SDAN_3,sciRED_27,1200,43,23,0.4866092866905545,0.018292977812374652
Astro,2.0,SDAN_3,sciRED_28,1200,43,23,0.49263049019245686,0.019103503237950258
Astro,2.0,SDAN_3,sciRED_29,1200,43,23,0.5231797864873851,0.02094619769828644
Astro,2.0,SDAN_3,sciRED_30,1200,43,23,0.43792250009234973,0.028470667794160666
Astro,2.0,SDAN_3,sciRED_31,1200,43,23,0.5033061209412286,0.020538012669310737
Astro,2.0,SDAN_3,sciRED_32,1200,43,23,0.39799046950611355,0.01590183605392611
Astro,2.0,SDAN_3,sciRED_33,1200,43,23,0.5516604484503712,0.02315281995501496
Astro,2.0,SDAN_3,sciRED_34,1200,43,23,0.4555058919138562,0.01832758323014403
Astro,2.0,SDAN_3,sciRED_35,1200,43,23,0.5176388016696833,0.01968631498667346
Astro,2.0,SDAN_3,sciRED_36,1200,43,23,0.5900040633888662,0.02479282407459595
Astro,2.0,SDAN_3,sciRED_37,1200,43,23,0.3200103431716597,0.013637871690104636
Astro,2.0,SDAN_3,sciRED_38,1200,43,23,0.4869048058808319,0.018099080817938547
Astro,2.0,SDAN_3,sciRED_39,1200,43,23,0.3797052196076982,0.017706526819276737
Astro,2.0,SDAN_4,sciRED_0,1200,44,20,0.43631355932203386,0.014989555631445845
Astro,2.0,SDAN_4,sciRED_1,1200,44,20,0.5383474576271187,0.019256919662136617
Astro,2.0,SDAN_4,sciRED_2,1200,44,20,0.4842796610169492,0.016121184612061926
Astro,2.0,SDAN_4,sciRED_3,1200,44,20,0.6453389830508475,0.02648633035321231
Astro,2.0,SDAN_4,sciRED_4,1200,44,20,0.4019915254237288,0.01366220711840296
Astro,2.0,SDAN_4,sciRED_5,1200,44,20,0.544364406779661,0.023556578680858996
Astro,2.0,SDAN_4,sciRED_6,1200,44,20,0.5438983050847458,0.02420149937751813
Astro,2.0,SDAN_4,sciRED_7,1200,44,20,0.6555508474576272,0.03525581723131421
Astro,2.0,SDAN_4,sciRED_8,1200,44,20,0.5477966101694914,0.01886811208950763
Astro,2.0,SDAN_4,sciRED_9,1200,44,20,0.5713559322033899,0.021479019679717257
Astro,2.0,SDAN_4,sciRED_10,1200,44,20,0.4289406779661017,0.014213067916749915
Astro,2.0,SDAN_4,sciRED_11,1200,44,20,0.5690677966101695,0.023611317757999288
Astro,2.0,SDAN_4,sciRED_12,1200,44,20,0.5411864406779661,0.021656089438564664
Astro,2.0,SDAN_4,sciRED_13,1200,44,20,0.7579237288135593,0.058957470811397225
Astro,2.0,SDAN_4,sciRED_14,1200,44,20,0.571864406779661,0.028912141433568083
Astro,2.0,SDAN_4,sciRED_15,1200,44,20,0.5827118644067797,0.02320828467221108
Astro,2.0,SDAN_4,sciRED_16,1200,44,20,0.5317796610169492,0.02084317592332978
Astro,2.0,SDAN_4,sciRED_17,1200,44,20,0.465635593220339,0.015382935385311373
Astro,2.0,SDAN_4,sciRED_18,1200,44,20,0.6077966101694915,0.03391005249026918
Astro,2.0,SDAN_4,sciRED_19,1200,44,20,0.5934745762711865,0.04695906601425611
Astro,2.0,SDAN_4,sciRED_20,1200,44,20,0.5813135593220339,0.023872871469119303
Astro,2.0,SDAN_4,sciRED_21,1200,44,20,0.6168644067796609,0.027878793646568988
Astro,2.0,SDAN_4,sciRED_22,1200,44,20,0.5863983050847458,0.035277281519411355
Astro,2.0,SDAN_4,sciRED_23,1200,44,20,0.6801271186440677,0.03371795381274577
Astro,2.0,SDAN_4,sciRED_24,1200,44,20,0.5086016949152543,0.02228154905191132
Astro,2.0,SDAN_4,sciRED_25,1200,44,20,0.6249576271186441,0.023860348162825732
Astro,2.0,SDAN_4,sciRED_26,1200,44,20,0.5235169491525424,0.017447185582119627
Astro,2.0,SDAN_4,sciRED_27,1200,44,20,0.4035593220338983,0.018768884337778787
Astro,2.0,SDAN_4,sciRED_28,1200,44,20,0.6325847457627118,0.025331467655295113
Astro,2.0,SDAN_4,sciRED_29,1200,44,20,0.7473728813559323,0.06622755156970174
Astro,2.0,SDAN_4,sciRED_30,1200,44,20,0.3893220338983051,0.014835921794276315
Astro,2.0,SDAN_4,sciRED_31,1200,44,20,0.4908474576271186,0.02038394576628449
Astro,2.0,SDAN_4,sciRED_32,1200,44,20,0.5496186440677966,0.09967019597170047
Astro,2.0,SDAN_4,sciRED_33,1200,44,20,0.6513983050847457,0.1397003317155119
Astro,2.0,SDAN_4,sciRED_34,1200,44,20,0.5804661016949153,0.021074060978098073
Astro,2.0,SDAN_4,sciRED_35,1200,44,20,0.6021186440677966,0.09008140934438172
Astro,2.0,SDAN_4,sciRED_36,1200,44,20,0.5179237288135593,0.01810809060935354
Astro,2.0,SDAN_4,sciRED_37,1200,44,20,0.6522457627118643,0.03725876091522199
Astro,2.0,SDAN_4,sciRED_38,1200,44,20,0.4596186440677966,0.02277542922842255
Astro,2.0,SDAN_4,sciRED_39,1200,44,20,0.49203389830508476,0.016973259961782998
Astro,2.0,SDAN_5,sciRED_0,1200,43,17,0.5210581273929691,0.014450055180514034
Astro,2.0,SDAN_5,sciRED_1,1200,43,17,0.40057679876684404,0.0120586814128998
Astro,2.0,SDAN_5,sciRED_2,1200,43,17,0.4111182934712347,0.011808636871692691
Astro,2.0,SDAN_5,sciRED_3,1200,43,17,0.4257868828004574,0.012990232223683956
Astro,2.0,SDAN_5,sciRED_4,1200,43,17,0.5032072000397791,0.0166567873692072
Astro,2.0,SDAN_5,sciRED_5,1200,43,17,0.47292526478046837,0.014982037782520215
Astro,2.0,SDAN_5,sciRED_6,1200,43,17,0.45930088011535974,0.013211015469909541
Astro,2.0,SDAN_5,sciRED_7,1200,43,17,0.4301625975834121,0.012325558809538792
Astro,2.0,SDAN_5,sciRED_8,1200,43,17,0.4800855253343941,0.028443697945542207
Astro,2.0,SDAN_5,sciRED_9,1200,43,17,0.4623837700760777,0.012862554287142194
Astro,2.0,SDAN_5,sciRED_10,1200,43,17,0.37884739694694447,0.011117407291821068
Astro,2.0,SDAN_5,sciRED_11,1200,43,17,0.423897369598727,0.013036496547643918
Astro,2.0,SDAN_5,sciRED_12,1200,43,17,0.4987817612252001,0.01569562526083085
Astro,2.0,SDAN_5,sciRED_13,1200,43,17,0.3602506091193874,0.012192413704361643
Astro,2.0,SDAN_5,sciRED_14,1200,43,17,0.4779473919745413,0.013475768611515851
Astro,2.0,SDAN_5,sciRED_15,1200,43,17,0.4782457361642882,0.014256447364809702
Astro,2.0,SDAN_5,sciRED_16,1200,43,17,0.3753667147332306,0.013813584679761631
Astro,2.0,SDAN_5,sciRED_17,1200,43,17,0.3772065039033365,0.011571161660493878
Astro,2.0,SDAN_5,sciRED_18,1200,43,17,0.4686987220923872,0.013394145764047101
Astro,2.0,SDAN_5,sciRED_19,1200,43,17,0.5438317338769827,0.019104574775576522
Astro,2.0,SDAN_5,sciRED_20,1200,43,17,0.5203122669186018,0.015607582036628688
Astro,2.0,SDAN_5,sciRED_21,1200,43,17,0.4228034409029884,0.012216375197128326
Astro,2.0,SDAN_5,sciRED_22,1200,43,17,0.4024165879369499,0.011668586111318806
Astro,2.0,SDAN_5,sciRED_23,1200,43,17,0.42310178509273527,0.013256664573966463
Astro,2.0,SDAN_5,sciRED_24,1200,43,17,0.508129879170603,0.01571952934352111
Astro,2.0,SDAN_5,sciRED_25,1200,43,17,0.41793048580378894,0.012347052459050916
Astro,2.0,SDAN_5,sciRED_26,1200,43,17,0.4667097608274079,0.017847128046111136
Astro,2.0,SDAN_5,sciRED_27,1200,43,17,0.36323405101685646,0.010862648574581702
Astro,2.0,SDAN_5,sciRED_28,1200,43,17,0.3893888916513351,0.011763037449834925
Astro,2.0,SDAN_5,sciRED_29,1200,43,17,0.48470986027547114,0.015253375924956106
Astro,2.0,SDAN_5,sciRED_30,1200,43,17,0.4668092088906568,0.020945848371543663
Astro,2.0,SDAN_5,sciRED_31,1200,43,17,0.5112127691313212,0.014821136209102814
Astro,2.0,SDAN_5,sciRED_32,1200,43,17,0.4529362040674258,0.013160562170578005
Astro,2.0,SDAN_5,sciRED_33,1200,43,17,0.5891303266868878,0.021270423797891857
Astro,2.0,SDAN_5,sciRED_34,1200,43,17,0.384963452836756,0.011686084679240961
Astro,2.0,SDAN_5,sciRED_35,1200,43,17,0.5165829645467654,0.020655761273795092
Astro,2.0,SDAN_5,sciRED_36,1200,43,17,0.62940679230272,0.029433489238198683
Astro,2.0,SDAN_5,sciRED_37,1200,43,17,0.5101685644672069,0.015723871412158415
Astro,2.0,SDAN_5,sciRED_38,1200,43,17,0.4709860275471135,0.013951262702550319
Astro,2.0,SDAN_5,sciRED_39,1200,43,17,0.5124061458903088,0.08341212849832871
Astro,2.0,SDAN_6,sciRED_0,1200,42,29,0.5125887099148974,0.02419156942674778
Astro,2.0,SDAN_6,sciRED_1,1200,42,29,0.33749521481786865,0.017330632215507742
Astro,2.0,SDAN_6,sciRED_2,1200,42,29,0.5534909744103184,0.03182847182659106
Astro,2.0,SDAN_6,sciRED_3,1200,42,29,0.45808180452899083,0.02170314442711207
Astro,2.0,SDAN_6,sciRED_4,1200,42,29,0.4401778615389146,0.02154450927220114
Astro,2.0,SDAN_6,sciRED_5,1200,42,29,0.5608233457993463,0.030658510080099642
Astro,2.0,SDAN_6,sciRED_6,1200,42,29,0.4259548278806796,0.021669867617590714
Astro,2.0,SDAN_6,sciRED_7,1200,42,29,0.4187696928649253,0.01962321575866791
Astro,2.0,SDAN_6,sciRED_8,1200,42,29,0.6585294031037427,0.05927816838470041
Astro,2.0,SDAN_6,sciRED_9,1200,42,29,0.5271356635943344,0.026239891019294113
Astro,2.0,SDAN_6,sciRED_10,1200,42,29,0.35304337583556633,0.017648263407900308
Astro,2.0,SDAN_6,sciRED_11,1200,42,29,0.39892222974763686,0.01891867802936407
Astro,2.0,SDAN_6,sciRED_12,1200,42,29,0.5272240054182985,0.031379990218976354
Astro,2.0,SDAN_6,sciRED_13,1200,42,29,0.3702700315085839,0.018134977665053776
Astro,2.0,SDAN_6,sciRED_14,1200,42,29,0.4684177979328013,0.022094054188117385
Astro,2.0,SDAN_6,sciRED_15,1200,42,29,0.6438352130510322,0.1520671670992609
Astro,2.0,SDAN_6,sciRED_16,1200,42,29,0.37380370446715155,0.01818772457014297
Astro,2.0,SDAN_6,sciRED_17,1200,42,29,0.5378544715686564,0.04328205318177589
Astro,2.0,SDAN_6,sciRED_18,1200,42,29,0.44483053093436203,0.026402613426690223
Astro,2.0,SDAN_6,sciRED_19,1200,42,29,0.5775199505285785,0.03330117315215548
Astro,2.0,SDAN_6,sciRED_20,1200,42,29,0.5512824288112135,0.0669852973206443
Astro,2.0,SDAN_6,sciRED_21,1200,42,29,0.4503666185694514,0.02354767353537952
Astro,2.0,SDAN_6,sciRED_22,1200,42,29,0.5176241938808562,0.02503280031766894
Astro,2.0,SDAN_6,sciRED_23,1200,42,29,0.5054330221737979,0.02429699769611807
Astro,2.0,SDAN_6,sciRED_24,1200,42,29,0.5125887099148974,0.025457190109503793
Astro,2.0,SDAN_6,sciRED_25,1200,42,29,0.4943019523543096,0.02554472873910857
Astro,2.0,SDAN_6,sciRED_26,1200,42,29,0.5476898613033364,0.034349639822486754
Astro,2.0,SDAN_6,sciRED_27,1200,42,29,0.45557878618333875,0.03943345958998819
Astro,2.0,SDAN_6,sciRED_28,1200,42,29,0.48711681733855533,0.02418902611675839
Astro,2.0,SDAN_6,sciRED_29,1200,42,29,0.4628817102977119,0.021355867685777907
Astro,2.0,SDAN_6,sciRED_30,1200,42,29,0.6381813363173239,0.06278548569921762
Astro,2.0,SDAN_6,sciRED_31,1200,42,29,0.5445390029152802,0.029332638864435753
Astro,2.0,SDAN_6,sciRED_32,1200,42,29,0.36982832238876295,0.018163157173372177
Astro,2.0,SDAN_6,sciRED_33,1200,42,29,0.5234253069878383,0.02824120198370541
Astro,2.0,SDAN_6,sciRED_34,1200,42,29,0.47336494007479607,0.022539374340516387
Astro,2.0,SDAN_6,sciRED_35,1200,42,29,0.4465679201389911,0.0232409098809861
Astro,2.0,SDAN_6,sciRED_36,1200,42,29,0.4413263052504491,0.022913391827728075
Astro,2.0,SDAN_6,sciRED_37,1200,42,29,0.4666215141788627,0.02293543757954527
Astro,2.0,SDAN_6,sciRED_38,1200,42,29,0.5722488883653818,0.03350660016886887
Astro,2.0,SDAN_6,sciRED_39,1200,42,29,0.4588768809446686,0.031070052403794797
Astro,2.0,SDAN_7,sciRED_0,1200,43,31,0.5970639366428434,0.0384548495129249
Astro,2.0,SDAN_7,sciRED_1,1200,43,31,0.5181710312094705,0.026886086037747888
Astro,2.0,SDAN_7,sciRED_2,1200,43,31,0.6620491735423163,0.0742203273601561
Astro,2.0,SDAN_7,sciRED_3,1200,43,31,0.57542978559011,0.03061157618085373
Astro,2.0,SDAN_7,sciRED_4,1200,43,31,0.5140870333066585,0.02661366236655413
Astro,2.0,SDAN_7,sciRED_5,1200,43,31,0.532189078065068,0.02759640921567265
Astro,2.0,SDAN_7,sciRED_6,1200,43,31,0.650845773890008,0.05482671200528546
Astro,2.0,SDAN_7,sciRED_7,1200,43,31,0.5519192030685174,0.02854860596397112
Astro,2.0,SDAN_7,sciRED_8,1200,43,31,0.6440575071056045,0.046223900600300884
Astro,2.0,SDAN_7,sciRED_9,1200,43,31,0.35580451999227347,0.01901540653224231
Astro,2.0,SDAN_7,sciRED_10,1200,43,31,0.4699632992080356,0.024601863684795465
Astro,2.0,SDAN_7,sciRED_11,1200,43,31,0.4563315764783797,0.02234554892470387
Astro,2.0,SDAN_7,sciRED_12,1200,43,31,0.5701040315682001,0.05043770101581979
Astro,2.0,SDAN_7,sciRED_13,1200,43,31,0.565330169154778,0.03311023794511863
Astro,2.0,SDAN_7,sciRED_14,1200,43,31,0.5152460056844835,0.026801723951612184
