model,,feature,coef
logreg,0,SDAN_0,-0.9210163602665913
logreg,1,SDAN_1,1.2754212723350777
logreg,2,SDAN_2,-0.04953014599636076
logreg,3,SDAN_3,1.6312601259279802
logreg,4,SDAN_4,1.5118762079494728
logreg,5,SDAN_5,-0.2234117350685082
logreg,6,SDAN_6,0.12312795229779164
logreg,7,SDAN_7,-0.01070732785358103
logreg,8,SDAN_8,1.839126885228007
logreg,9,SDAN_9,0.42964658731158745
logreg,10,SDAN_10,-1.1527724597352067
logreg,11,SDAN_11,-0.7111859282930024
logreg,12,SDAN_12,-0.4058751263970906
logreg,13,SDAN_13,-0.4556926329408383
logreg,14,SDAN_14,0.29904448368621495
logreg,15,SDAN_15,0.7396774411363076
logreg,16,SDAN_16,-0.7973072679988709
logreg,17,SDAN_17,-0.08014041318899992
logreg,18,SDAN_18,-0.26877395354774564
logreg,19,SDAN_19,-1.6291675501192662
logreg,20,SDAN_20,-0.04985410266556465
logreg,21,SDAN_21,-0.8339846396715822
logreg,22,SDAN_22,-0.24909507339724252
logreg,23,SDAN_23,-0.600943806753386
logreg,24,SDAN_24,-0.42318455777929753
logreg,25,SDAN_25,0.2887332684251313
logreg,26,SDAN_26,-0.8623495821644204
logreg,27,SDAN_27,-0.25257065190124556
logreg,28,SDAN_28,-0.16602701597407893
logreg,29,SDAN_29,-0.06435870485322118
logreg,30,SDAN_30,0.7066177772142359
logreg,31,SDAN_31,1.3757127820518034
logreg,32,SDAN_32,-0.015043377819050048
logreg,33,SDAN_33,-0.11000718522179044
logreg,34,SDAN_34,-0.7995339391129344
logreg,35,SDAN_35,0.02643774902856614
logreg,36,SDAN_36,-2.034261207984812
logreg,37,SDAN_37,0.34886863898098575
logreg,38,SDAN_38,1.103188681104492
logreg,39,SDAN_39,-0.2546488846648232
