model,,feature,coef
logreg,0,SDAN_0,-0.07508437552697923
logreg,1,SDAN_1,-0.05274368044651793
logreg,2,SDAN_2,-0.04956407813427923
logreg,3,SDAN_3,0.006651890656019006
logreg,4,SDAN_4,-0.08560638369659831
logreg,5,SDAN_5,-0.07259628143167464
logreg,6,SDAN_6,-0.30570149769045785
logreg,7,SDAN_7,0.05421706400531092
logreg,8,SDAN_8,0.08303132194865391
logreg,9,SDAN_9,0.046857779246562904
logreg,10,SDAN_10,-0.02623190065406981
logreg,11,SDAN_11,-0.07916319253836551
logreg,12,SDAN_12,-0.1210975201619313
logreg,13,SDAN_13,-0.05885516480677888
logreg,14,SDAN_14,0.060512357258800276
logreg,15,SDAN_15,0.046634201603283396
logreg,16,SDAN_16,-0.039493910566906765
logreg,17,SDAN_17,-0.02422587376509106
logreg,18,SDAN_18,0.26633504076134723
logreg,19,SDAN_19,-0.019289491668150645
logreg,20,SDAN_20,-0.04334685728169582
logreg,21,SDAN_21,0.059724974533833096
logreg,22,SDAN_22,-0.14230565741997164
logreg,23,SDAN_23,-0.01644358775461822
logreg,24,SDAN_24,-0.059541868766841845
logreg,25,SDAN_25,0.08319479863864823
logreg,26,SDAN_26,0.19815030895152472
logreg,27,SDAN_27,0.01641114273414676
logreg,28,SDAN_28,0.033752298738831316
logreg,29,SDAN_29,-0.06570859336901705
logreg,30,SDAN_30,0.08208135468362948
logreg,31,SDAN_31,-0.06615356999376908
logreg,32,SDAN_32,0.05874513419040357
logreg,33,SDAN_33,0.05795870284957893
logreg,34,SDAN_34,-0.1116201863622549
logreg,35,SDAN_35,0.13509814140063342
logreg,36,SDAN_36,-0.10246640209053019
logreg,37,SDAN_37,0.020725038220325436
logreg,38,SDAN_38,-0.1729159813208915
logreg,39,SDAN_39,0.0030483571245283523
