feature_name,Spectra_0,Spectra_1,Spectra_2,Spectra_3,Spectra_4,Spectra_5,Spectra_6,Spectra_7,Spectra_8,Spectra_9,Spectra_10,Spectra_11,Spectra_12,Spectra_13,Spectra_14,Spectra_15,Spectra_16,Spectra_17,Spectra_18,Spectra_19,Spectra_20,Spectra_21,Spectra_22,Spectra_23,Spectra_24,Spectra_25,Spectra_26,Spectra_27,Spectra_28,Spectra_29,Spectra_30,Spectra_31,Spectra_32,Spectra_33,Spectra_34,Spectra_35,Spectra_36,Spectra_37,Spectra_38,Spectra_39
CALCR,9.651355310327792e-14,3.886066633300904e-15,6.682168466430166e-16,2.478650606681306e-17,2.202741228534205e-08,7.543635006146489e-16,5.849237671292016e-09,4.749339077985984e-08,8.907406353545352e-08,6.454650323899649e-17,7.709824967617157e-07,0.0006060570182883888,1.0016421900365117e-11,6.8115850283676825e-12,1.3569243319269388e-14,1.1196314803561426e-09,1.0534743459804336e-12,6.524239852545886e-16,1.0563674393547712e-05,0.00035172293438306485,8.343540859960401e-05,0.0008033441128609187,6.9113254945260305e-15,8.113143067069386e-06,5.1447297130303655e-05,1.7708026779646105e-09,2.0925072572452381e-13,5.765904129061362e-14,1.456582445915796e-05,3.0788826555869163e-13,3.516810308765668e-07,0.00033119100532755496,4.080520019586697e-13,0.017788886069769985,0.0002260185355516397,0.0002962444359239277,2.402206159623965e-06,4.750726353702536e-07,0.019280340570380947,1.927839363283258e-13
MCUB,0.003119165102236693,2.849792295177377e-08,3.483372716436748e-14,1.5437271267320702e-15,7.102794450140307e-10,0.0001299022589362119,8.309700203423592e-11,1.7060799266802143e-11,0.0008331226099283806,4.317968953914183e-15,0.0016004383423528152,3.8027311976843657e-11,0.002681794627469399,4.4604693305020946e-11,1.1550956003950354e-12,1.452689793417445e-10,1.1880157756141793e-11,1.0282920254981317e-13,5.932289894589841e-09,1.3270398941121514e-11,4.050085231354972e-10,3.389777151569585e-06,1.641780443402223e-15,1.1693914515786407e-14,1.0535344591167669e-08,7.682686878147946e-15,3.2511641175113256e-14,4.910911481299046e-15,5.80488585885636e-07,0.021469593964966182,0.0034593930981241406,0.02160538909627255,4.0660544220159304e-08,0.05643226164909668,2.8933677156007375e-12,1.1650089953847036e-11,0.00012852101541875596,0.13571703281466355,0.015995103858476845,0.023356851600365002
PRKAR2B,0.0013585672313208995,0.0009668280884123758,2.058995045783406e-11,3.5058594120455944e-06,3.68854893050165e-05,4.704949367470533e-11,0.0019656782262458122,3.0421766162349014e-05,3.4607393675573785e-11,5.109612457238415e-10,0.0036432358563958053,2.9274007417482703e-06,2.3463984137701018e-06,6.214926163461538e-12,1.0095746467715724e-12,1.3572713351777835e-06,0.011320178982677407,0.0007248608000618215,0.0018720142048028186,0.0069349362589526745,2.8981843332675177e-05,0.04161766334628721,0.004975035636946001,0.00033347224966190895,5.6618416567412315e-08,3.293548202010727e-05,6.052532343102656e-10,0.0007992507417114617,0.000994827789370564,0.07901358690614087,0.00011885159658099312,0.0005526896550199489,3.6777916723515456e-09,8.732176515179625e-09,0.00015902979078487734,6.7610281451965e-07,0.0015510279779994366,4.585341307549752e-06,0.0003835137345545458,0.0011911104924106992
ITGA3,4.225800566639722e-05,2.6349331738984502e-14,8.142871380967224e-13,1.949171087357494e-16,4.324325192583516e-09,3.1001078685677777e-13,5.959076731488031e-13,0.3002168141752618,1.8513011496113607e-12,6.026470574971353e-05,2.2348370162199083e-13,7.043229454174018e-06,5.21174363793946e-06,1.4098039579908161e-12,1.1996609083597322e-13,6.278887657600797e-06,6.739983676538643e-08,1.5481710989022001e-13,0.04733157595159933,2.238046016054021e-12,0.003621298869764116,5.500900708258588e-11,0.0016643881263447796,1.238131161311564e-12,0.00028358090436223486,4.359471860070089e-07,1.7786250134721192e-13,1.431208141834912e-06,6.611583855233724e-09,0.020875814835244814,0.0001265493177003249,1.290983719183781e-08,0.0004774165709133859,5.030922615500589e-10,1.729869952142875e-05,1.1096593707962447e-07,1.1750937238074562e-07,3.7203864741261425e-06,7.045423193942165e-10,9.864941017741637e-08
ASB4,7.807137078382226e-05,7.073642950135481e-15,1.6561216212299977e-16,5.707476055248131e-17,1.681230235487698e-08,3.861705884964043e-15,0.0001918473288511608,5.220456524471874e-07,1.5047354797183563e-12,8.354612229777933e-17,7.136080935643376e-13,1.5143307709866537e-06,7.416622785774165e-11,1.5584991256963825e-13,4.090054858933519e-15,1.3242912296662103e-06,2.0634634376596668e-13,1.6826357534693314e-15,9.25127943729636e-05,0.0006037472453619365,9.788981941097495e-07,0.0589790760040624,0.004061561299057619,0.0001223235531018144,0.000948951370846679,0.0010873587390471673,0.007510343098657576,0.0025573838628572894,0.0006040473147108731,6.394796584763046e-13,1.0277160093323368e-07,3.213354613687215e-05,0.00046954731760979904,8.891435136330453e-08,3.7318390448004716e-05,2.6687220639234785e-07,3.176658401636242e-07,2.3164362339866016e-14,0.0002595545987072816,0.0001229205366087875
MAP3K9,1.201706327851832e-05,8.276422309461839e-07,3.084064903108036e-14,1.2031420995775488e-16,0.01409348834849583,2.8348759005086533e-12,3.9537934011403957e-13,6.880957737172004e-14,0.007393616620434726,0.0001096711516427056,0.0028462636521235513,0.004196892012256362,3.384056399200929e-07,7.462799028674666e-07,1.6591435875908645e-13,2.2350131773714844e-12,0.0005845757221807128,4.545649256264059e-07,0.0012946059132056848,1.201665078650058e-05,1.3333476043196462e-05,0.00012191411632737869,3.058987429669419e-11,0.0006866172956997885,0.007876052633693653,1.5269038071508965e-12,0.0003504046316845585,0.0038083197801486606,1.509476443469718e-06,0.013842070314586856,0.0005128469315380946,9.445507279675579e-07,0.029634679381038316,0.015435811132489305,6.585693903090628e-05,1.1743099004476067e-12,3.7566727646863234e-05,0.03393008731149829,0.003315730412341599,0.008878723447232206
ETV1,5.560929183780359e-14,0.0008245812982806096,6.12901345830624e-15,5.504211365004569e-06,1.564228095590966e-05,7.79302343783379e-06,0.0007555873117178911,0.18769022163477486,5.3882196874998536e-08,1.3704608639735835e-15,0.0008080480625174767,7.29271518564412e-08,3.313206230988785e-10,4.077179674220317e-06,2.644216423016874e-13,0.00975390948743666,2.0150659980603097e-13,1.7108470617240669e-12,0.011978181042192422,1.6699489525486709e-06,4.042762398027478e-06,0.16583817882936402,3.952817135814301e-11,0.0014229839950847425,1.0874427245949301e-07,2.626570554227593e-09,0.049953323237706036,0.024070737522612476,0.0033109816657224886,2.230520223076108e-12,2.1234404179514988e-05,3.269009205683792e-08,3.844325648646667e-06,0.0037873414249500093,0.00011172939726890061,1.8128643894927063e-12,3.5224683953523744e-07,9.054956997034917e-12,2.445908688855399e-13,2.354891694857062e-13
USH1C,0.01005371657289389,6.436805956805169e-15,1.3703288640041885e-15,3.581538928866154e-17,1.0806637186028834e-13,2.2107338885347306e-14,8.838323923054803e-14,1.059974048919633e-13,1.0984104854446265e-13,1.0022830722775354e-10,1.2783207918697406e-14,1.5640441274723036e-13,2.1662168011084424e-11,7.022415622117153e-14,4.298195335086735e-15,1.1651799381980926e-13,4.512004722325238e-14,1.8782987185603382e-14,0.000268256637371802,2.6766177189348515e-13,0.00028924338208358413,0.000699686351854062,1.3011131640939003e-16,3.971034857947835e-16,4.912161327751106e-07,7.420030192006514e-16,9.274662574670162e-15,3.861432888428562e-16,9.895017156560963e-09,6.372179442295938e-10,6.492267688926099e-08,1.955233542684665e-05,0.0003804752961616637,0.0005869181401611639,4.0939159137551656e-17,3.5644497801532906e-07,3.3785466005855596e-07,1.9804975558521987e-16,4.214030485666105e-09,2.0800933513575145e-16
GTF2IRD1,0.0011505838566431333,9.8422106331148e-13,1.7016454386979562e-12,2.8073542979930277e-06,0.20940617695621513,6.957271585877105e-12,2.2773119505837866e-10,2.049392120558644e-08,0.021332354621863527,6.298386651173616e-10,0.003257447344869795,5.6693273742761356e-05,1.83212950998714e-08,0.0007223410131667399,7.8324341265114e-13,0.01676049162645053,1.007750159596057e-05,2.8036293463631218e-12,0.017090037246290612,8.496439676473292e-05,0.007049355159719827,0.009208355354071275,1.5721894321412533e-06,4.251907911254639e-10,0.02272241833701954,0.05298585739655955,7.664045227517709e-05,0.011648060069781913,1.8332081387004142e-07,4.914742251321344e-05,1.2018617226982476e-07,1.895377905706076e-05,1.4572557553621489e-05,0.01495750517420814,0.004499507062777083,1.2456172440696475e-08,0.009530790661789348,0.061952571836735845,0.00875120099594314,0.02413262893536718
ARHGAP44,0.0012385954759384491,6.104933351420827e-13,2.3198183186590697e-11,2.205201541802312e-06,0.04137589651584756,0.04794714946256549,2.930200724539005e-10,7.127137599610686e-12,6.804882584197197e-06,3.643195613498885e-05,0.0006228856915465422,3.123976048885365e-05,0.004927217938485719,6.835843341836817e-06,0.000595166026962796,0.007744715616677296,0.00838502172316464,7.665781774233276e-12,0.006427008765435403,2.778459401382808e-07,0.0034412138335058093,0.05826390663143767,0.002256330177978596,0.0014447871688155964,4.4818033764183164e-08,0.04047223736291591,0.03896254832134309,4.8151012479929724e-08,2.5737703250875575e-07,0.015446800370308213,7.446341135979923e-05,4.347544056230962e-06,0.0044237241684375725,1.3576614508011756e-07,8.496909557723574e-12,1.7957461128677605e-06,1.1104669642430072e-07,4.986712551166559e-14,1.278465628066988e-10,0.0032385467673500716
