Dataset,Cell types,n_cells,n_genes,Source file,Filtered file
SEA-AD,"Astro, Micro-PVM",110009,3663,./SEA_AD/output_v2_4k/combine_Astro_Micro-PVM.h5ad,./SEA_AD/output_v2_4k/combine_Astro_Micro-PVM_union_filtered.h5ad
