model,,feature,coef
logreg,0,Spectra_union_0,0.15582210969176075
logreg,1,Spectra_union_1,1.3729030522823689
logreg,2,Spectra_union_2,-0.23324161383275557
logreg,3,Spectra_union_3,0.013332793507039772
logreg,4,Spectra_union_4,-0.0063753878647245825
logreg,5,Spectra_union_5,0.0483823492422218
logreg,6,Spectra_union_6,-0.5245634832879204
logreg,7,Spectra_union_7,-0.03351288333343898
logreg,8,Spectra_union_8,-0.14629991385018357
logreg,9,Spectra_union_9,-0.13257580830756768
logreg,10,Spectra_union_10,-0.2678234224813142
logreg,11,Spectra_union_11,-0.0861804234500414
logreg,12,Spectra_union_12,-0.16162116300376056
logreg,13,Spectra_union_13,0.0008985855757577311
logreg,14,Spectra_union_14,-0.019746407528178737
logreg,15,Spectra_union_15,-0.056176933738957775
logreg,16,Spectra_union_16,0.09619440713814989
logreg,17,Spectra_union_17,0.1059764797519466
logreg,18,Spectra_union_18,-0.015261923932689707
logreg,19,Spectra_union_19,0.0005081222641458336
logreg,20,Spectra_union_20,-0.24056273001585712
logreg,21,Spectra_union_21,-0.0010699224490108023
logreg,22,Spectra_union_22,-0.04328438618004185
logreg,23,Spectra_union_23,2.26388957517069
logreg,24,Spectra_union_24,0.4160699942967676
logreg,25,Spectra_union_25,0.05303479117756181
logreg,26,Spectra_union_26,0.008909654928941467
logreg,27,Spectra_union_27,-0.41627361762373855
logreg,28,Spectra_union_28,0.10747486807538167
logreg,29,Spectra_union_29,-0.03753194875824984
logreg,30,Spectra_union_30,-0.004121254985323065
logreg,31,Spectra_union_31,0.0879376737693694
logreg,32,Spectra_union_32,-0.20090995509932558
logreg,33,Spectra_union_33,0.19868699145902924
logreg,34,Spectra_union_34,0.015321849130673974
logreg,35,Spectra_union_35,0.1958435988962613
logreg,36,Spectra_union_36,-0.35642792226247916
logreg,37,Spectra_union_37,0.03651846551155112
logreg,38,Spectra_union_38,0.005701305931611034
logreg,39,Spectra_union_39,-0.06160545942208071
