cell_type,sdan_weight,program,cell_level_auroc,individual_level_auroc
Astro,0.5,SDAN_4,0.3798923089707852,0.2745833333333333
Astro,0.5,SDAN_5,0.4634422710768021,0.35041666666666665
Astro,0.5,SDAN_6,0.5613307089193507,0.64625
Astro,0.5,SDAN_7,0.563802713251812,0.5975
Astro,0.5,SDAN_8,0.64353486196517,0.7583333333333333
Astro,0.5,SDAN_9,0.639161459426478,0.7375
Astro,0.5,SDAN_10,0.4516382539911933,0.37125
Astro,0.5,SDAN_11,0.48669732703937374,0.4641666666666666
Astro,0.5,SDAN_12,0.4292539705074482,0.33499999999999996
Astro,0.5,SDAN_13,0.40861737961001915,0.32083333333333336
Astro,0.5,SDAN_14,0.43015507687643173,0.32916666666666666
Astro,0.5,SDAN_15,0.620867932870518,0.7266666666666667
Astro,0.5,SDAN_16,0.5152628015126832,0.5979166666666667
Astro,0.5,SDAN_17,0.4020025013620537,0.30374999999999996
Astro,0.5,SDAN_18,0.6503515668621384,0.8325
Astro,0.5,SDAN_19,0.4499584517174113,0.2975
Astro,0.5,SDAN_20,0.6470201352201104,0.7704166666666666
Astro,0.5,SDAN_21,0.5133249571830705,0.5095833333333333
Astro,0.5,SDAN_22,0.6277548548643235,0.7258333333333333
Astro,0.5,SDAN_23,0.38173661247299756,0.30333333333333334
Astro,0.5,SDAN_24,0.5183808415121509,0.5591666666666667
Astro,0.5,SDAN_25,0.3975035195360387,0.30500000000000005
Astro,0.5,SDAN_26,0.5789182380738277,0.69125
Astro,0.5,SDAN_27,0.5245173802255272,0.6120833333333333
Astro,0.5,SDAN_28,0.6159194718321095,0.7166666666666667
Astro,0.5,SDAN_29,0.4683283038775978,0.39416666666666667
Astro,0.5,SDAN_30,0.5144102278776167,0.49
Astro,0.5,SDAN_31,0.37557511811308547,0.28875
Astro,0.5,SDAN_32,0.3506957990444066,0.26749999999999996
Astro,0.5,SDAN_33,0.5436937137091508,0.6054166666666666
Astro,0.5,SDAN_34,0.456472235006392,0.39875000000000005
Astro,0.5,SDAN_35,0.664445163919849,0.7437500000000001
Astro,0.5,SDAN_36,0.46038784040481767,0.4404166666666667
Astro,0.5,SDAN_37,0.4952696009390179,0.4454166666666667
Astro,0.5,SDAN_38,0.4723814838909103,0.4145833333333333
Astro,0.5,SDAN_39,0.44013672817956584,0.3391666666666667
Astro,1.0,SDAN_0,0.5656449302861145,0.6754166666666667
Astro,1.0,SDAN_1,0.3759203801163006,0.29333333333333333
Astro,1.0,SDAN_2,0.3645392043817972,0.27458333333333335
Astro,1.0,SDAN_3,0.40266018026516415,0.28708333333333336
Astro,1.0,SDAN_4,0.410640020230989,0.3070833333333333
Astro,1.0,SDAN_5,0.44419532183193733,0.3583333333333333
Astro,1.0,SDAN_6,0.5345603047572527,0.6254166666666666
Astro,1.0,SDAN_7,0.45338375392328617,0.46416666666666667
Astro,1.0,SDAN_8,0.3909672452407406,0.2829166666666667
Astro,1.0,SDAN_9,0.5312963629004366,0.5458333333333333
Astro,1.0,SDAN_10,0.6425145959235217,0.72875
Astro,1.0,SDAN_11,0.49749679552061565,0.5675
Astro,1.0,SDAN_12,0.4017297161749386,0.29583333333333334
Astro,1.0,SDAN_13,0.6559079706248567,0.7216666666666667
Astro,1.0,SDAN_14,0.6166096549245866,0.7566666666666667
Astro,1.0,SDAN_15,0.6692491817655283,0.78375
Astro,1.0,SDAN_16,0.6735462736033359,0.7791666666666667
Astro,1.0,SDAN_17,0.3803201019573409,0.2683333333333333
Astro,1.0,SDAN_18,0.49108653643540046,0.5529166666666667
Astro,1.0,SDAN_19,0.6265416631948089,0.7420833333333334
Astro,1.0,SDAN_20,0.4487253212389333,0.40416666666666673
Astro,1.0,SDAN_21,0.4176355708232679,0.32625000000000004
Astro,1.0,SDAN_22,0.5805275326355995,0.5687500000000001
Astro,1.0,SDAN_23,0.49555683491640856,0.46125
Astro,1.0,SDAN_24,0.5530234779205421,0.6116666666666666
Astro,1.0,SDAN_25,0.4240517986970395,0.3275
Astro,1.0,SDAN_26,0.6025537521451685,0.70875
Astro,1.0,SDAN_27,0.621632455696872,0.6875
Astro,1.0,SDAN_28,0.6900782735455706,0.80125
Astro,1.0,SDAN_29,0.4093323413718434,0.3279166666666667
Astro,1.0,SDAN_30,0.5806864451107,0.69375
Astro,1.0,SDAN_31,0.4200091665241783,0.35374999999999995
Astro,1.0,SDAN_32,0.3488593924506494,0.27625000000000005
Astro,1.0,SDAN_33,0.5762260797072769,0.7145833333333332
Astro,1.0,SDAN_34,0.47031257025528667,0.35625000000000007
Astro,1.0,SDAN_35,0.5395039482902908,0.5408333333333333
Astro,1.0,SDAN_36,0.5408379203709358,0.65625
Astro,1.0,SDAN_37,0.4906905285519497,0.47125000000000006
Astro,1.0,SDAN_38,0.570927578281556,0.6533333333333333
Astro,1.0,SDAN_39,0.39974408427851943,0.2975
Astro,2.0,SDAN_0,0.5353998994441693,0.5816666666666667
Astro,2.0,SDAN_1,0.44295891448109026,0.38458333333333333
Astro,2.0,SDAN_2,0.4471263006686995,0.33291666666666664
Astro,2.0,SDAN_3,0.44344152568614137,0.4241666666666667
Astro,2.0,SDAN_4,0.4537362216924614,0.3879166666666667
Astro,2.0,SDAN_5,0.5427199330547829,0.5637500000000001
Astro,2.0,SDAN_6,0.5709337873865056,0.655
Astro,2.0,SDAN_7,0.5339425370045888,0.59875
Astro,2.0,SDAN_8,0.5723830796662779,0.6608333333333333
Astro,2.0,SDAN_9,0.6739716559742885,0.7958333333333334
Astro,2.0,SDAN_10,0.5015357223500192,0.5483333333333333
Astro,2.0,SDAN_11,0.45195009897533117,0.3108333333333333
Astro,2.0,SDAN_12,0.5390795309107463,0.5508333333333333
Astro,2.0,SDAN_13,0.42075002098018,0.3395833333333333
Astro,2.0,SDAN_14,0.4984885719607059,0.5541666666666667
Astro,2.0,SDAN_15,0.5921493694030777,0.7075
Astro,2.0,SDAN_16,0.4324683755176657,0.37875000000000003
Astro,2.0,SDAN_17,0.4633416828314526,0.35874999999999996
Astro,2.0,SDAN_18,0.6240485594556096,0.7737499999999999
Astro,2.0,SDAN_19,0.6614689832461544,0.7241666666666666
Astro,2.0,SDAN_20,0.653822661449881,0.7762500000000001
Astro,2.0,SDAN_21,0.5465406861316935,0.5983333333333333
Astro,2.0,SDAN_22,0.5843035477421041,0.5920833333333332
Astro,2.0,SDAN_23,0.4612040554736377,0.37416666666666665
Astro,2.0,SDAN_24,0.47189984885477426,0.4345833333333333
Astro,2.0,SDAN_25,0.48338650671962646,0.4170833333333333
Astro,2.0,SDAN_26,0.41432660969546165,0.3333333333333333
Astro,2.0,SDAN_27,0.5168619338579836,0.5204166666666666
Astro,2.0,SDAN_28,0.6143389239545488,0.6950000000000001
Astro,2.0,SDAN_29,0.3843263289910111,0.25708333333333333
Astro,2.0,SDAN_30,0.4767498751807831,0.38583333333333336
Astro,2.0,SDAN_31,0.41920365019214956,0.3383333333333334
Astro,2.0,SDAN_32,0.3578578218321236,0.28291666666666665
Astro,2.0,SDAN_33,0.6028802527034551,0.7283333333333334
Astro,2.0,SDAN_34,0.4625992709761897,0.40208333333333335
Astro,2.0,SDAN_35,0.6676486242881288,0.7470833333333333
Astro,2.0,SDAN_36,0.5555694494033245,0.5325000000000001
Astro,2.0,SDAN_37,0.6379323006886999,0.7575
Astro,2.0,SDAN_38,0.369008429822166,0.2916666666666667
Astro,2.0,SDAN_39,0.37939399150595937,0.29375
Astro,5.0,SDAN_0,0.5359173900587524,0.5270833333333333
Astro,5.0,SDAN_1,0.4700268899513217,0.375
Astro,5.0,SDAN_2,0.5901990845085525,0.7120833333333333
Astro,5.0,SDAN_3,0.37503985526291334,0.28875
Astro,5.0,SDAN_4,0.4394482589714432,0.36624999999999996
Astro,5.0,SDAN_5,0.4190812620829778,0.32791666666666675
Astro,5.0,SDAN_6,0.35772596823772884,0.2754166666666667
Astro,5.0,SDAN_7,0.5535521162351005,0.6766666666666666
Astro,5.0,SDAN_8,0.3531226965487421,0.2758333333333334
Astro,5.0,SDAN_9,0.6672031615264618,0.7691666666666667
Astro,5.0,SDAN_10,0.5716895694026516,0.6558333333333334
Astro,5.0,SDAN_11,0.34258406263707813,0.265
Astro,5.0,SDAN_12,0.40791364379071693,0.28208333333333335
Astro,5.0,SDAN_13,0.5711272160021715,0.6924999999999999
Astro,5.0,SDAN_14,0.49033524032526066,0.4658333333333334
Astro,5.0,SDAN_15,0.6214468066258412,0.7095833333333333
Astro,5.0,SDAN_16,0.5829592029352788,0.6937500000000001
Astro,5.0,SDAN_17,0.6546793186007138,0.7795833333333334
Astro,5.0,SDAN_18,0.4820002704807579,0.43666666666666665
Astro,5.0,SDAN_19,0.4584445395890371,0.35083333333333333
Astro,5.0,SDAN_20,0.5280932788415477,0.4845833333333333
Astro,5.0,SDAN_21,0.5734233925661205,0.7
Astro,5.0,SDAN_22,0.6837211951741249,0.8020833333333334
Astro,5.0,SDAN_23,0.4978053543177956,0.5283333333333333
Astro,5.0,SDAN_24,0.5537874139277963,0.63875
Astro,5.0,SDAN_25,0.5525981663404648,0.6541666666666667
Astro,5.0,SDAN_26,0.5559857370096918,0.5758333333333333
Astro,5.0,SDAN_27,0.3967206488325027,0.27625
Astro,5.0,SDAN_28,0.5673569107386525,0.5862499999999999
Astro,5.0,SDAN_29,0.45861498725101046,0.3491666666666667
Astro,5.0,SDAN_30,0.5300578970254464,0.5741666666666667
Astro,5.0,SDAN_31,0.46538305136483094,0.4175
Astro,5.0,SDAN_32,0.5383683713641042,0.60875
Astro,5.0,SDAN_33,0.4180467838416115,0.27125
Astro,5.0,SDAN_34,0.6193879117620202,0.70375
Astro,5.0,SDAN_35,0.6168992305896226,0.7129166666666666
Astro,5.0,SDAN_36,0.44441846957489395,0.3579166666666666
Astro,5.0,SDAN_37,0.5733215561658607,0.68375
Astro,5.0,SDAN_38,0.5027236882499203,0.48250000000000004
Astro,5.0,SDAN_39,0.5283096269346197,0.5333333333333333
Astro,10.0,SDAN_0,0.5905661053913989,0.6629166666666666
Astro,10.0,SDAN_1,0.5649149310519972,0.6695833333333334
Astro,10.0,SDAN_2,0.4594517838354267,0.42916666666666664
Astro,10.0,SDAN_3,0.5783623508609504,0.65375
Astro,10.0,SDAN_4,0.5128914934748026,0.45083333333333336
Astro,10.0,SDAN_5,0.5668934969012897,0.6008333333333333
Astro,10.0,SDAN_6,0.6102844957863259,0.7270833333333333
Astro,10.0,SDAN_7,0.6111685899901732,0.7179166666666666
Astro,10.0,SDAN_8,0.5797163474447765,0.5975
Astro,10.0,SDAN_9,0.6111814459857497,0.7091666666666667
Astro,10.0,SDAN_10,0.37563102613848015,0.3275
Astro,10.0,SDAN_11,0.5250865463163163,0.5187499999999999
Astro,10.0,SDAN_12,0.652229680459079,0.7808333333333333
Astro,10.0,SDAN_13,0.5061398565699364,0.45
Astro,10.0,SDAN_14,0.5043046124368719,0.49333333333333335
Astro,10.0,SDAN_15,0.4370210801665234,0.3491666666666667
Astro,10.0,SDAN_16,0.5609190730186717,0.6066666666666667
Astro,10.0,SDAN_17,0.6092301960998162,0.7233333333333334
Astro,10.0,SDAN_18,0.36181457535839967,0.27958333333333335
Astro,10.0,SDAN_19,0.44743853500265274,0.3354166666666667
Astro,10.0,SDAN_20,0.3766281156200692,0.26416666666666666
Astro,10.0,SDAN_21,0.5680077285155916,0.6695833333333334
Astro,10.0,SDAN_22,0.5506679376187228,0.6170833333333334
Astro,10.0,SDAN_23,0.5679167510630517,0.6591666666666667
Astro,10.0,SDAN_24,0.5574556648296758,0.6095833333333333
Astro,10.0,SDAN_25,0.3611828487628356,0.29208333333333336
Astro,10.0,SDAN_26,0.6826637322532305,0.7670833333333333
Astro,10.0,SDAN_27,0.4680216005465234,0.3708333333333333
Astro,10.0,SDAN_28,0.38809131003552466,0.28625
Astro,10.0,SDAN_29,0.5606824750093679,0.64375
Astro,10.0,SDAN_30,0.47062196922838373,0.4504166666666667
Astro,10.0,SDAN_31,0.574085432559746,0.65625
Astro,10.0,SDAN_32,0.5101588054691033,0.48083333333333333
Astro,10.0,SDAN_33,0.38562031540449837,0.255
Astro,10.0,SDAN_34,0.49211811225087065,0.49416666666666664
Astro,10.0,SDAN_35,0.3722658738217772,0.2841666666666667
Astro,10.0,SDAN_36,0.43305959855493015,0.3570833333333333
Astro,10.0,SDAN_37,0.41235130208936066,0.31250000000000006
Astro,10.0,SDAN_38,0.5189493444042116,0.52125
Astro,10.0,SDAN_39,0.49657345895380356,0.4833333333333334
Micro-PVM,0.0,SDAN_0,0.6015499563189355,0.6799999999999999
Micro-PVM,0.0,SDAN_1,0.5301123389961211,0.4920833333333334
Micro-PVM,0.0,SDAN_2,0.5760002713420577,0.6229166666666667
Micro-PVM,0.0,SDAN_3,0.5419228810453434,0.5525
Micro-PVM,0.0,SDAN_4,0.5575084932312488,0.5762499999999999
Micro-PVM,0.0,SDAN_5,0.5359250359268612,0.5158333333333334
Micro-PVM,0.0,SDAN_6,0.5770284029952956,0.6329166666666667
Micro-PVM,0.0,SDAN_7,0.5704402451869642,0.61
Micro-PVM,0.0,SDAN_8,0.5860878863619647,0.6304166666666666
Micro-PVM,0.0,SDAN_9,0.5720201763890269,0.61
Micro-PVM,0.0,SDAN_10,0.5421385395682481,0.5362499999999999
Micro-PVM,0.0,SDAN_11,0.5573146526403268,0.5895833333333333
Micro-PVM,0.0,SDAN_12,0.5692410006796531,0.6133333333333333
Micro-PVM,0.0,SDAN_13,0.5645531760546127,0.5904166666666666
Micro-PVM,0.0,SDAN_14,0.534894661633603,0.5091666666666667
Micro-PVM,0.0,SDAN_15,0.5745233219379405,0.6066666666666667
Micro-PVM,0.0,SDAN_16,0.54974975266636,0.5712499999999999
Micro-PVM,0.0,SDAN_17,0.5557602423340016,0.5729166666666667
Micro-PVM,0.0,SDAN_18,0.5489670712991936,0.5566666666666666
Micro-PVM,0.0,SDAN_19,0.520617702336372,0.4833333333333333
Micro-PVM,0.0,SDAN_20,0.5621801094218256,0.5870833333333333
Micro-PVM,0.0,SDAN_21,0.5577183973832482,0.585
Micro-PVM,0.0,SDAN_22,0.5671167222157589,0.5933333333333333
Micro-PVM,0.0,SDAN_23,0.615849753456789,0.7191666666666666
Micro-PVM,0.0,SDAN_24,0.5551928428189357,0.5741666666666667
Micro-PVM,0.0,SDAN_25,0.5537345009525599,0.5700000000000001
Micro-PVM,0.0,SDAN_26,0.5432025186922017,0.5337500000000001
Micro-PVM,0.0,SDAN_27,0.5683681617067002,0.6049999999999999
Micro-PVM,0.0,SDAN_28,0.5799484419956747,0.6366666666666667
Micro-PVM,0.0,SDAN_29,0.5434911876068861,0.5433333333333333
Micro-PVM,0.0,SDAN_30,0.5145965210128184,0.48416666666666663
Micro-PVM,0.0,SDAN_31,0.5605746862987027,0.6087499999999999
Micro-PVM,0.0,SDAN_32,0.5757596192625416,0.6166666666666667
Micro-PVM,0.0,SDAN_33,0.5838250857609882,0.6433333333333333
Micro-PVM,0.0,SDAN_34,0.5318007398000038,0.4908333333333333
Micro-PVM,0.0,SDAN_35,0.5580904901887223,0.5833333333333333
Micro-PVM,0.0,SDAN_36,0.565773108481493,0.5641666666666666
Micro-PVM,0.0,SDAN_37,0.5144043725430488,0.46458333333333335
Micro-PVM,0.0,SDAN_38,0.5760263775262761,0.6233333333333333
Micro-PVM,0.0,SDAN_39,0.5295347230098505,0.49291666666666667
Micro-PVM,0.25,SDAN_0,0.525077646919636,0.48333333333333334
Micro-PVM,0.25,SDAN_1,0.5007623701184014,0.4283333333333333
Micro-PVM,0.25,SDAN_2,0.5014980603539746,0.4141666666666667
Micro-PVM,0.25,SDAN_3,0.517857765812704,0.44916666666666666
Micro-PVM,0.25,SDAN_4,0.5656368173945604,0.6070833333333333
Micro-PVM,0.25,SDAN_5,0.4392836507091992,0.3025
Micro-PVM,0.25,SDAN_6,0.535627309528063,0.53
Micro-PVM,0.25,SDAN_7,0.5825772333350927,0.6366666666666666
Micro-PVM,0.25,SDAN_8,0.6248038443323644,0.7408333333333333
Micro-PVM,0.25,SDAN_9,0.5490729969243496,0.5683333333333334
Micro-PVM,0.25,SDAN_10,0.5586843030195856,0.5741666666666667
Micro-PVM,0.25,SDAN_11,0.5642698906349648,0.5983333333333334
Micro-PVM,0.25,SDAN_12,0.5889827985222172,0.655
Micro-PVM,0.25,SDAN_13,0.6056292953365442,0.715
Micro-PVM,0.25,SDAN_14,0.6098987545965138,0.6658333333333333
Micro-PVM,0.25,SDAN_15,0.5786791598984717,0.6333333333333333
Micro-PVM,0.25,SDAN_16,0.527918127251173,0.49166666666666664
Micro-PVM,0.25,SDAN_17,0.5837920778086447,0.6291666666666667
Micro-PVM,0.25,SDAN_18,0.5808400159949492,0.66375
Micro-PVM,0.25,SDAN_19,0.5018596759161486,0.43
Micro-PVM,0.25,SDAN_20,0.6203115234447211,0.7316666666666667
Micro-PVM,0.25,SDAN_21,0.5861537863679429,0.6316666666666667
Micro-PVM,0.25,SDAN_22,0.5504330914550455,0.5691666666666666
Micro-PVM,0.25,SDAN_23,0.5917523198691254,0.7129166666666666
Micro-PVM,0.25,SDAN_24,0.5150768805973716,0.45791666666666664
Micro-PVM,0.25,SDAN_25,0.5887869586785637,0.6695833333333333
Micro-PVM,0.25,SDAN_26,0.5691892750857946,0.6070833333333333
Micro-PVM,0.25,SDAN_27,0.5446027547407846,0.5470833333333334
Micro-PVM,0.25,SDAN_28,0.5711279707417881,0.6058333333333333
Micro-PVM,0.25,SDAN_29,0.5652382822986117,0.5825
Micro-PVM,0.25,SDAN_30,0.5431024807214666,0.5308333333333333
Micro-PVM,0.25,SDAN_31,0.4459953913110135,0.30791666666666667
Micro-PVM,0.25,SDAN_32,0.5923033081269867,0.6720833333333334
Micro-PVM,0.25,SDAN_33,0.5879916443521087,0.6433333333333333
Micro-PVM,0.25,SDAN_34,0.5357968519546282,0.5166666666666666
Micro-PVM,0.25,SDAN_35,0.5543808912327934,0.5920833333333333
Micro-PVM,0.25,SDAN_36,0.5695856370809482,0.5820833333333333
Micro-PVM,0.25,SDAN_37,0.5656017522401309,0.5708333333333333
Micro-PVM,0.25,SDAN_38,0.5221990475026853,0.48541666666666666
Micro-PVM,0.25,SDAN_39,0.46668929704859996,0.36250000000000004
Micro-PVM,0.5,SDAN_0,0.5083479116524539,0.41708333333333336
Micro-PVM,0.5,SDAN_1,0.45142043603458687,0.29208333333333336
Micro-PVM,0.5,SDAN_2,0.48330556168466565,0.4333333333333333
Micro-PVM,0.5,SDAN_3,0.5248002433594734,0.5220833333333333
Micro-PVM,0.5,SDAN_4,0.6187672195058269,0.71375
Micro-PVM,0.5,SDAN_5,0.4708220479862842,0.4104166666666667
Micro-PVM,0.5,SDAN_6,0.5321409025111287,0.59875
Micro-PVM,0.5,SDAN_7,0.5399859122801149,0.5345833333333333
Micro-PVM,0.5,SDAN_8,0.6210149532746241,0.7508333333333334
Micro-PVM,0.5,SDAN_9,0.5169763793099571,0.49875
Micro-PVM,0.5,SDAN_10,0.5867012339202421,0.655
Micro-PVM,0.5,SDAN_11,0.503348319500011,0.4683333333333334
Micro-PVM,0.5,SDAN_12,0.5844682598520451,0.6908333333333333
Micro-PVM,0.5,SDAN_13,0.530025229526383,0.5308333333333333
Micro-PVM,0.5,SDAN_14,0.5067589809156318,0.45166666666666666
Micro-PVM,0.5,SDAN_15,0.518770491326384,0.5129166666666666
Micro-PVM,0.5,SDAN_16,0.4968677214886336,0.4345833333333333
Micro-PVM,0.5,SDAN_17,0.4970765709623805,0.4445833333333334
Micro-PVM,0.5,SDAN_18,0.4534099764542501,0.42833333333333334
Micro-PVM,0.5,SDAN_19,0.4855637842866338,0.41708333333333336
Micro-PVM,0.5,SDAN_20,0.5566001313039655,0.6154166666666667
Micro-PVM,0.5,SDAN_21,0.5125863158533277,0.5141666666666667
Micro-PVM,0.5,SDAN_22,0.4802921315045166,0.37708333333333327
Micro-PVM,0.5,SDAN_23,0.6261789593357557,0.7270833333333334
Micro-PVM,0.5,SDAN_24,0.4163834218115668,0.26083333333333336
Micro-PVM,0.5,SDAN_25,0.6433679548275045,0.8129166666666666
Micro-PVM,0.5,SDAN_26,0.5620512764168217,0.62875
Micro-PVM,0.5,SDAN_27,0.5870581150201506,0.6908333333333333
Micro-PVM,0.5,SDAN_28,0.6138941945386256,0.7166666666666667
Micro-PVM,0.5,SDAN_29,0.6304330156572897,0.8083333333333333
Micro-PVM,0.5,SDAN_30,0.5549191480174634,0.6304166666666667
Micro-PVM,0.5,SDAN_31,0.44482823336130894,0.29625
Micro-PVM,0.5,SDAN_32,0.555809818006807,0.5845833333333333
Micro-PVM,0.5,SDAN_33,0.5985868783329427,0.76875
Micro-PVM,0.5,SDAN_34,0.5009435371854866,0.48
Micro-PVM,0.5,SDAN_35,0.4966305637551961,0.4579166666666667
Micro-PVM,0.5,SDAN_36,0.5291162417460706,0.5433333333333333
Micro-PVM,0.5,SDAN_37,0.5517789304445255,0.615
Micro-PVM,0.5,SDAN_38,0.5090839032246707,0.4695833333333333
Micro-PVM,0.5,SDAN_39,0.515517417385488,0.4979166666666667
Micro-PVM,1.0,SDAN_0,0.48436518301715814,0.44958333333333333
Micro-PVM,1.0,SDAN_1,0.4903641233784408,0.41124999999999995
Micro-PVM,1.0,SDAN_2,0.4737439935204276,0.4058333333333333
Micro-PVM,1.0,SDAN_3,0.5315710633282368,0.5533333333333332
Micro-PVM,1.0,SDAN_4,0.6002910935156782,0.7758333333333333
Micro-PVM,1.0,SDAN_5,0.6350224075087157,0.86375
Micro-PVM,1.0,SDAN_6,0.5521349828686641,0.66875
Micro-PVM,1.0,SDAN_7,0.4702087351976197,0.37708333333333327
Micro-PVM,1.0,SDAN_8,0.577486139151838,0.69875
Micro-PVM,1.0,SDAN_9,0.46022099589025495,0.34458333333333335
Micro-PVM,1.0,SDAN_10,0.4712246858965341,0.3725
Micro-PVM,1.0,SDAN_11,0.4174093455943968,0.29458333333333336
Micro-PVM,1.0,SDAN_12,0.49343853366436785,0.4395833333333333
Micro-PVM,1.0,SDAN_13,0.5061658287074102,0.4666666666666666
Micro-PVM,1.0,SDAN_14,0.4995386014442509,0.45624999999999993
Micro-PVM,1.0,SDAN_15,0.6521512168008436,0.8279166666666666
Micro-PVM,1.0,SDAN_16,0.47414014689790507,0.39583333333333337
