setting,n_genes,n_undirected_edges,graph_weight,val_auc,test_auc,val_loss,test_loss,perturb_fraction
annotation_perturb0p0,1181,9240,1.0,0.8796202766496939,0.8649795786241954,0.43015944957733154,0.46186575293540955,0.0
