setting,n_genes,n_undirected_edges,graph_weight,val_auc,test_auc,val_loss,test_loss,perturb_fraction
annotation_perturb0p7,1181,9240,1.0,0.8799810344472159,0.8747125549056779,0.4372446835041046,0.4428234100341797,0.7
