setting,n_genes,n_undirected_edges,graph_weight,val_auc,test_auc,val_loss,test_loss,perturb_fraction
annotation_perturb0p3,1181,9240,1.0,0.8684539638692476,0.8658815387554939,0.45664605498313904,0.4574638307094574,0.3
