setting,n_genes,n_undirected_edges,graph_weight,val_auc,test_auc,val_loss,test_loss,perturb_fraction
annotation_perturb0p5,1181,9240,1.0,0.8882234911734592,0.8854357054506797,0.4245920479297638,0.4292371869087219,0.5
