model,,feature,coef
logreg,0,SDAN_0,-0.9444298275813743
logreg,1,SDAN_1,-0.5338092543142444
logreg,2,SDAN_2,-0.33892381381128883
logreg,3,SDAN_3,-0.1581152223548825
logreg,4,SDAN_4,0.34919047050157526
logreg,5,SDAN_5,-0.43349799184753973
logreg,6,SDAN_6,-0.6109679977529974
logreg,7,SDAN_7,0.2791161182459791
logreg,8,SDAN_8,0.3321555613640085
logreg,9,SDAN_9,0.11673934026036402
logreg,10,SDAN_10,-0.058872698924318914
logreg,11,SDAN_11,0.2986829793619973
logreg,12,SDAN_12,0.7580282809687517
logreg,13,SDAN_13,-0.1225274218066977
logreg,14,SDAN_14,0.23387224106655077
logreg,15,SDAN_15,-0.5924674622475763
logreg,16,SDAN_16,-0.03849928994661297
logreg,17,SDAN_17,0.5291201618324519
logreg,18,SDAN_18,-0.27745478906758625
logreg,19,SDAN_19,-0.011404947312772524
logreg,20,SDAN_20,-0.10180856291047895
logreg,21,SDAN_21,-0.14426253861027538
logreg,22,SDAN_22,0.6128707190124866
logreg,23,SDAN_23,-0.19041204315221638
logreg,24,SDAN_24,0.14000293142508954
logreg,25,SDAN_25,0.05310302330112061
logreg,26,SDAN_26,-0.01428506891149436
logreg,27,SDAN_27,-0.14702686754796512
logreg,28,SDAN_28,0.49387471059407184
logreg,29,SDAN_29,0.14869537503952124
logreg,30,SDAN_30,-0.2100101331341606
logreg,31,SDAN_31,0.6913424269369258
logreg,32,SDAN_32,0.7570417614732732
logreg,33,SDAN_33,-0.7979283511641961
logreg,34,SDAN_34,-0.046522704141566555
logreg,35,SDAN_35,-0.4825845324539305
logreg,36,SDAN_36,-0.20545978151427874
logreg,37,SDAN_37,-0.07482190752905468
logreg,38,SDAN_38,1.233520435815027
logreg,39,SDAN_39,0.09106098854148455
