model,,feature,coef
logreg,0,SDAN_0,-0.09844582584973476
logreg,1,SDAN_1,-0.04372651516171513
logreg,2,SDAN_2,-0.06745050382565221
logreg,3,SDAN_3,0.07668391151231867
logreg,4,SDAN_4,-0.020911724657632042
logreg,5,SDAN_5,-0.10606514782111316
logreg,6,SDAN_6,0.09915112676491902
logreg,7,SDAN_7,-0.014016616919554917
logreg,8,SDAN_8,0.0010106568584616405
logreg,9,SDAN_9,-0.03889985780891338
logreg,10,SDAN_10,0.08554781068194844
logreg,11,SDAN_11,0.06803304187747798
logreg,12,SDAN_12,-0.13989949614991642
logreg,13,SDAN_13,-0.05501982358397952
logreg,14,SDAN_14,-0.002679232109220963
logreg,15,SDAN_15,-0.008067169289935186
logreg,16,SDAN_16,0.06618703222919291
logreg,17,SDAN_17,0.03510988327566754
logreg,18,SDAN_18,0.0025874058105938087
logreg,19,SDAN_19,-0.07493900376325388
logreg,20,SDAN_20,0.00415862645454419
logreg,21,SDAN_21,-0.0995921860888591
logreg,22,SDAN_22,-0.029665753361057357
logreg,23,SDAN_23,0.01416439754342675
logreg,24,SDAN_24,-0.00892649613659343
logreg,25,SDAN_25,-0.2286728898062667
logreg,26,SDAN_26,-0.01532094309982406
logreg,27,SDAN_27,0.022996256687345385
logreg,28,SDAN_28,0.0015383969350905478
logreg,29,SDAN_29,0.13237418592267886
logreg,30,SDAN_30,0.03320008742867351
logreg,31,SDAN_31,0.05547415284828435
logreg,32,SDAN_32,0.012506056474841397
logreg,33,SDAN_33,-0.0026460102938352208
logreg,34,SDAN_34,-0.08666785420119108
logreg,35,SDAN_35,0.03787836059155896
logreg,36,SDAN_36,0.0045173191980949195
logreg,37,SDAN_37,0.028367684984770887
logreg,38,SDAN_38,0.3336704812477643
logreg,39,SDAN_39,0.06035437650680849
