model,,feature,coef
logreg,0,SDAN_0,-0.340038690516479
logreg,1,SDAN_1,-0.3822020149389653
logreg,2,SDAN_2,0.33306649886011963
logreg,3,SDAN_3,-1.5851228849707473
logreg,4,SDAN_4,0.10975175029339398
logreg,5,SDAN_5,1.329287622738469
logreg,6,SDAN_6,0.576756618382804
logreg,7,SDAN_7,1.632799460510397
logreg,8,SDAN_8,-1.3733258884978037
logreg,9,SDAN_9,0.11339263081147974
logreg,10,SDAN_10,-0.13539523751610247
logreg,11,SDAN_11,0.5978993270143163
logreg,12,SDAN_12,0.7617208114211018
logreg,13,SDAN_13,0.0011307737030684085
logreg,14,SDAN_14,0.7680423629890482
logreg,15,SDAN_15,-2.019892881789287
logreg,16,SDAN_16,0.09646629535938875
logreg,17,SDAN_17,0.37660754171414207
logreg,18,SDAN_18,0.6003864777203701
logreg,19,SDAN_19,1.1541509858160741
logreg,20,SDAN_20,-0.14334383757828636
logreg,21,SDAN_21,-0.07118982925680149
logreg,22,SDAN_22,-0.24336351557721453
logreg,23,SDAN_23,0.30033045491332744
logreg,24,SDAN_24,-0.032456218935702164
logreg,25,SDAN_25,0.19942412157812497
logreg,26,SDAN_26,0.014149893666080994
logreg,27,SDAN_27,-0.36545129454231895
logreg,28,SDAN_28,0.04137525615077847
logreg,29,SDAN_29,-0.24099287739331868
logreg,30,SDAN_30,-0.6534932790731179
logreg,31,SDAN_31,-0.7418479768228748
logreg,32,SDAN_32,0.02850661780634123
logreg,33,SDAN_33,-1.1733898454167953
logreg,34,SDAN_34,1.3664106533143452
logreg,35,SDAN_35,-0.27470601777572
logreg,36,SDAN_36,-0.28580939120104
logreg,37,SDAN_37,-0.8625176292674321
logreg,38,SDAN_38,0.39615265353602425
logreg,39,SDAN_39,-0.08162395035974297
