model,,feature,coef
logreg,0,SDAN_0,0.00716180636795335
logreg,1,SDAN_1,-0.8915993407295272
logreg,2,SDAN_2,-0.2278967563522135
logreg,3,SDAN_3,-0.5415157503394199
logreg,4,SDAN_4,-0.1537565734730089
logreg,5,SDAN_5,-0.632345890743159
logreg,6,SDAN_6,-0.11707840229373483
logreg,7,SDAN_7,-1.0642745651918812
logreg,8,SDAN_8,1.3274265079277279
logreg,9,SDAN_9,1.7978488430076962
logreg,10,SDAN_10,0.918818055584973
logreg,11,SDAN_11,-0.22791305376972906
logreg,12,SDAN_12,-2.336966991519276
logreg,13,SDAN_13,-0.6671693866761588
logreg,14,SDAN_14,0.1905246330168879
logreg,15,SDAN_15,1.0297454069746954
logreg,16,SDAN_16,-0.07020141700081643
logreg,17,SDAN_17,-0.16367100259614334
logreg,18,SDAN_18,0.6239970550644882
logreg,19,SDAN_19,0.7735550973078607
logreg,20,SDAN_20,-0.38338799519826117
logreg,21,SDAN_21,0.05460190785095067
logreg,22,SDAN_22,-0.42444631786508635
logreg,23,SDAN_23,0.13175445940296054
logreg,24,SDAN_24,1.7083798939996409
logreg,25,SDAN_25,-1.5154431017885353
logreg,26,SDAN_26,-0.6643399993385077
logreg,27,SDAN_27,0.3446464162211142
logreg,28,SDAN_28,-0.733050847922109
logreg,29,SDAN_29,0.4809184514769309
logreg,30,SDAN_30,-0.6449817116191616
logreg,31,SDAN_31,-0.5163485184111157
logreg,32,SDAN_32,1.1556853093101165
logreg,33,SDAN_33,-0.7794315806316845
logreg,34,SDAN_34,0.009285446159903192
logreg,35,SDAN_35,0.16781658368525285
logreg,36,SDAN_36,2.1665753625858746
logreg,37,SDAN_37,0.49489923768469424
logreg,38,SDAN_38,1.0426363487880654
logreg,39,SDAN_39,-0.08405299511963546
