model,,feature,coef
logreg,0,SDAN_0,-0.6437085586534014
logreg,1,SDAN_1,-0.36288977439574116
logreg,2,SDAN_2,-0.9870082971865972
logreg,3,SDAN_3,0.2876978234603834
logreg,4,SDAN_4,0.4826673287107253
logreg,5,SDAN_5,0.08294822293200978
logreg,6,SDAN_6,0.020441476334270535
logreg,7,SDAN_7,-0.10067884753274457
logreg,8,SDAN_8,-0.1463129201797741
logreg,9,SDAN_9,0.8555413842127821
logreg,10,SDAN_10,0.740911000222548
logreg,11,SDAN_11,0.4644212567451665
logreg,12,SDAN_12,0.16513630993837305
logreg,13,SDAN_13,-0.04641367983764692
logreg,14,SDAN_14,-0.3625590700770079
logreg,15,SDAN_15,-0.2544371448412503
logreg,16,SDAN_16,0.9100730703515941
logreg,17,SDAN_17,-0.027834622275361553
logreg,18,SDAN_18,-0.28401195989600847
logreg,19,SDAN_19,0.5250691316997798
logreg,20,SDAN_20,-0.763782500074074
logreg,21,SDAN_21,-0.6251631104403924
logreg,22,SDAN_22,0.2980153536843732
logreg,23,SDAN_23,0.799809723592608
logreg,24,SDAN_24,0.07817366706888972
logreg,25,SDAN_25,0.05194768470177076
logreg,26,SDAN_26,0.6994141507398647
logreg,27,SDAN_27,-1.8509747310748017
logreg,28,SDAN_28,-0.36061423841764306
logreg,29,SDAN_29,-0.7301202536845414
logreg,30,SDAN_30,0.1593097254983855
logreg,31,SDAN_31,0.34071200277091274
logreg,32,SDAN_32,1.2891810442570608
logreg,33,SDAN_33,0.17014382264927475
logreg,34,SDAN_34,0.20770703011843938
logreg,35,SDAN_35,-0.09073684537003762
logreg,36,SDAN_36,0.5103281548190138
logreg,37,SDAN_37,-0.05785264118553177
logreg,38,SDAN_38,0.9274100732836055
logreg,39,SDAN_39,-0.34191606859744506
