model,,feature,coef
logreg,0,SDAN_0,0.12745440673792394
logreg,1,SDAN_1,-0.06158508551773791
logreg,2,SDAN_2,-0.1708506053599286
logreg,3,SDAN_3,-0.013715033821523538
logreg,4,SDAN_4,-0.09699672786300105
logreg,5,SDAN_5,-0.15428357933841993
logreg,6,SDAN_6,0.03258661779958256
logreg,7,SDAN_7,0.017342925112324076
logreg,8,SDAN_8,-0.07404077073392927
logreg,9,SDAN_9,0.12987083424896717
logreg,10,SDAN_10,-0.0037370261492139616
logreg,11,SDAN_11,-0.02382194496542056
logreg,12,SDAN_12,-0.05611927745537248
logreg,13,SDAN_13,-0.10507459649647881
logreg,14,SDAN_14,0.07312768214002743
logreg,15,SDAN_15,-0.03195668154308538
logreg,16,SDAN_16,-0.03807173578556295
logreg,17,SDAN_17,0.10543129612172077
logreg,18,SDAN_18,0.04590967831765957
logreg,19,SDAN_19,-0.046753932545470556
logreg,20,SDAN_20,0.014832012298493935
logreg,21,SDAN_21,0.6533700995899947
logreg,22,SDAN_22,0.12259541374796006
logreg,23,SDAN_23,0.09923128230868718
logreg,24,SDAN_24,0.017446977950533862
logreg,25,SDAN_25,-0.0820123965309886
logreg,26,SDAN_26,0.028135357629920768
logreg,27,SDAN_27,0.0699841991197719
logreg,28,SDAN_28,-0.13766928400032583
logreg,29,SDAN_29,-0.28419797972188726
logreg,30,SDAN_30,0.03467454475383958
logreg,31,SDAN_31,-0.07163429943549143
logreg,32,SDAN_32,0.04171789041334674
logreg,33,SDAN_33,-0.044474054845597424
logreg,34,SDAN_34,-0.009409397520288923
logreg,35,SDAN_35,-0.08345710706035873
logreg,36,SDAN_36,-0.1035764208662492
logreg,37,SDAN_37,0.008449068059899777
logreg,38,SDAN_38,0.12132572954036971
logreg,39,SDAN_39,-0.010824096457316502
