cell_type,sdan_weight,program,factor,n_sdan_genes,n_spectra_genes,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision,n_active_genes,n_internal_edges,avg_degree,connectivity_quantile,test_group_auroc,individual_level_auroc
Astro,2.0,SDAN_39,Spectra_28,2000,2847,1481,43,25,0.8413186813186815,0.11616160674530746,43,0,0.0,0.0,0.37939399150595937,0.29375
Astro,2.0,SDAN_21,Spectra_3,2000,2847,1481,41,34,0.6216512866376682,0.11418340563964906,41,36,1.7560975609756098,1.0,0.5465406861316935,0.5983333333333333
Astro,2.0,SDAN_19,Spectra_7,2000,2847,1481,44,33,0.7058011049723757,0.11343002439767796,44,0,0.0,0.0,0.6614689832461544,0.7241666666666666
Astro,2.0,SDAN_25,Spectra_0,2000,2847,1481,45,27,0.7536298334097509,0.10500193254359673,45,2,0.08888888888888889,0.341,0.48338650671962646,0.4170833333333333
Astro,2.0,SDAN_28,Spectra_24,2000,2847,1481,43,36,0.7648596693579393,0.10288239531438229,43,22,1.0232558139534884,1.0,0.6143389239545488,0.6950000000000001
Astro,2.0,SDAN_26,Spectra_21,2000,2847,1481,45,25,0.8211263736263736,0.10041558805510485,45,0,0.0,0.0,0.41432660969546165,0.3333333333333333
Astro,2.0,SDAN_18,Spectra_26,2000,2847,1481,45,31,0.6867630700778643,0.09899829188665685,45,0,0.0,0.0,0.6240485594556096,0.7737499999999999
Astro,2.0,SDAN_9,Spectra_4,2000,2847,1481,43,37,0.7697087669386838,0.09329420657813578,43,42,1.9534883720930232,1.0,0.6739716559742885,0.7958333333333334
Astro,2.0,SDAN_36,Spectra_20,2000,2847,1481,43,36,0.7177431757016532,0.09051810656626552,43,12,0.5581395348837209,0.981,0.5555694494033245,0.5325000000000001
Astro,2.0,SDAN_11,Spectra_0,2000,2847,1481,45,27,0.7440266951958836,0.08708552254494024,45,0,0.0,0.0,0.45195009897533117,0.3108333333333333
Astro,2.0,SDAN_14,Spectra_1,2000,2847,1481,41,37,0.6242232537246388,0.08477695406074814,41,28,1.3658536585365855,1.0,0.4984885719607059,0.5541666666666667
Astro,2.0,SDAN_37,Spectra_15,2000,2847,1481,42,36,0.7423683198769703,0.08104515001292296,42,48,2.2857142857142856,1.0,0.6379323006886999,0.7575
Astro,2.0,SDAN_5,Spectra_39,2000,2847,1481,43,40,0.5893476752255379,0.0805741580062269,43,40,1.8604651162790697,1.0,0.5427199330547829,0.5637500000000001
Astro,2.0,SDAN_16,Spectra_3,2000,2847,1481,45,34,0.7124679865035164,0.07002861708554654,45,6,0.26666666666666666,0.824,0.4324683755176657,0.37875000000000003
Astro,2.0,SDAN_23,Spectra_21,2000,2847,1481,44,26,0.7877874702616972,0.06857576187455651,44,0,0.0,0.0,0.4612040554736377,0.37416666666666665
Astro,2.0,SDAN_6,Spectra_8,2000,2847,1481,42,37,0.49883955978138805,0.06733011499598807,42,48,2.2857142857142856,1.0,0.5709337873865056,0.655
Astro,2.0,SDAN_20,Spectra_13,2000,2847,1481,42,34,0.5775031505345746,0.06567815397878576,42,18,0.8571428571428571,0.999,0.653822661449881,0.7762500000000001
Astro,2.0,SDAN_34,Spectra_33,2000,2847,1481,45,28,0.48205682823714485,0.06164472769931718,45,2,0.08888888888888889,0.327,0.4625992709761897,0.40208333333333335
Astro,2.0,SDAN_2,Spectra_21,2000,2847,1481,45,26,0.8251123446999735,0.05367421372548407,45,0,0.0,0.0,0.4471263006686995,0.33291666666666664
Astro,2.0,SDAN_8,Spectra_4,2000,2847,1481,43,36,0.6461168781237985,0.05242943365754745,43,26,1.2093023255813953,1.0,0.5723830796662779,0.6608333333333333
Astro,2.0,SDAN_27,Spectra_11,2000,2847,1481,45,29,0.7015768975016624,0.05169892269072844,45,0,0.0,0.0,0.5168619338579836,0.5204166666666666
Astro,2.0,SDAN_0,Spectra_30,2000,2847,1481,43,36,0.48700499807766245,0.0489962407035823,43,0,0.0,0.0,0.5353998994441693,0.5816666666666667
Astro,2.0,SDAN_1,Spectra_11,2000,2847,1481,45,29,0.48363731357461764,0.04773986776764612,45,0,0.0,0.0,0.44295891448109026,0.38458333333333333
Astro,2.0,SDAN_35,Spectra_24,2000,2847,1481,44,29,0.6469316994395364,0.0474745259718157,44,2,0.09090909090909091,0.336,0.6676486242881288,0.7470833333333333
Astro,2.0,SDAN_30,Spectra_0,2000,2847,1481,42,35,0.6586247777119146,0.04731569896647541,42,16,0.7619047619047619,0.995,0.4767498751807831,0.38583333333333336
Micro-PVM,2.0,SDAN_2,Spectra_33,2000,2847,1547,41,26,0.9141506094168816,0.3446546764769347,41,0,0.0,0.0,0.4414509971333845,0.34374999999999994
Micro-PVM,2.0,SDAN_33,Spectra_12,2000,2847,1547,41,19,0.9115458804078259,0.33714861934847923,41,0,0.0,0.0,0.48532288302489324,0.42291666666666666
Micro-PVM,2.0,SDAN_9,Spectra_17,2000,2847,1547,38,28,0.760556757265118,0.3236725010873516,38,306,16.105263157894736,1.0,0.5768557718681335,0.6799999999999999
Micro-PVM,2.0,SDAN_24,Spectra_16,2000,2847,1547,39,36,0.8933193617177734,0.2806412858037947,39,28,1.435897435897436,1.0,0.45440544785127157,0.41583333333333333
Micro-PVM,2.0,SDAN_0,Spectra_35,2000,2847,1547,39,17,0.7826605151864666,0.2587761451815931,39,0,0.0,0.0,0.4687806602791179,0.41124999999999995
Micro-PVM,2.0,SDAN_3,Spectra_16,2000,2847,1547,41,36,0.8411280241194206,0.21164815057239683,41,4,0.1951219512195122,0.506,0.44733300728708497,0.4129166666666667
Micro-PVM,2.0,SDAN_34,Spectra_39,2000,2847,1547,39,34,0.7189844873838498,0.15961550652129328,39,12,0.6153846153846154,0.968,0.6331524919416207,0.80875
Micro-PVM,2.0,SDAN_12,Spectra_36,2000,2847,1547,39,35,0.7250944822373394,0.11632764531771739,39,24,1.2307692307692308,1.0,0.5082860565114223,0.5166666666666666
Micro-PVM,2.0,SDAN_26,Spectra_14,2000,2847,1547,35,33,0.6470117289139746,0.11480728679309649,35,30,1.7142857142857142,1.0,0.5302206869042966,0.6191666666666668
Micro-PVM,2.0,SDAN_5,Spectra_11,2000,2847,1547,42,25,0.6919842312746387,0.11465326527312564,42,0,0.0,0.0,0.60947121584862,0.6933333333333334
Micro-PVM,2.0,SDAN_38,Spectra_12,2000,2847,1547,41,25,0.7615768725361367,0.11307445522620929,41,0,0.0,0.0,0.49091661252458474,0.40791666666666665
Micro-PVM,2.0,SDAN_39,Spectra_12,2000,2847,1547,42,13,0.9146023468057367,0.10304394152294877,42,0,0.0,0.0,0.4764788611533234,0.3966666666666666
Micro-PVM,2.0,SDAN_15,Spectra_32,2000,2847,1547,39,36,0.7755349658063093,0.1028429076246329,39,14,0.717948717948718,0.989,0.6523363302189727,0.7783333333333333
Micro-PVM,2.0,SDAN_29,Spectra_8,2000,2847,1547,37,32,0.7344265676567656,0.10025848725137669,37,30,1.6216216216216217,1.0,0.5804516857803341,0.6975
Micro-PVM,2.0,SDAN_28,Spectra_5,2000,2847,1547,40,28,0.6997554782281576,0.09973295158597299,40,0,0.0,0.0,0.504736675930914,0.44708333333333333
Micro-PVM,2.0,SDAN_22,Spectra_30,2000,2847,1547,41,34,0.6494498658683565,0.09803765311674899,41,4,0.1951219512195122,0.504,0.5615178352235137,0.6508333333333334
Micro-PVM,2.0,SDAN_35,Spectra_27,2000,2847,1547,41,32,0.4527227722772277,0.09209646953020083,41,0,0.0,0.0,0.4854953808685398,0.455
Micro-PVM,2.0,SDAN_20,Spectra_34,2000,2847,1547,35,31,0.6702272533832667,0.08692111593033973,35,52,2.9714285714285715,1.0,0.5654077493910161,0.66875
Micro-PVM,2.0,SDAN_30,Spectra_33,2000,2847,1547,39,27,0.7527777777777778,0.08602753048843481,39,6,0.3076923076923077,0.728,0.46823666650834905,0.405
Micro-PVM,2.0,SDAN_21,Spectra_37,2000,2847,1547,41,31,0.3752447016767384,0.0843388312172533,41,0,0.0,0.0,0.6053020321517391,0.77625
Micro-PVM,2.0,SDAN_27,Spectra_13,2000,2847,1547,42,18,0.39056027904948765,0.07984365359177618,42,0,0.0,0.0,0.5231402203545068,0.49124999999999996
Micro-PVM,2.0,SDAN_23,Spectra_11,2000,2847,1547,39,25,0.7856504599211563,0.07907448701852166,39,4,0.20512820512820512,0.575,0.6224343184051392,0.7291666666666667
Micro-PVM,2.0,SDAN_18,Spectra_36,2000,2847,1547,38,31,0.5033407098476466,0.0745586512066119,38,34,1.7894736842105263,1.0,0.49533359925133147,0.44708333333333333
Micro-PVM,2.0,SDAN_13,Spectra_30,2000,2847,1547,39,35,0.7149470899470899,0.0711403429403911,39,32,1.641025641025641,1.0,0.621581471959501,0.7829166666666667
Micro-PVM,2.0,SDAN_25,Spectra_39,2000,2847,1547,37,35,0.759297052154195,0.07081826337417532,37,36,1.945945945945946,1.0,0.5774509986632475,0.6583333333333332
Micro-PVM,2.0,SDAN_17,Spectra_20,2000,2847,1547,39,38,0.6290328206201388,0.06834330824020228,39,32,1.641025641025641,1.0,0.5174176346700697,0.5241666666666667
Micro-PVM,2.0,SDAN_6,Spectra_32,2000,2847,1547,39,28,0.6963697921564939,0.06507072352561864,39,2,0.10256410256410256,0.266,0.582126509050449,0.67625
Micro-PVM,2.0,SDAN_11,Spectra_16,2000,2847,1547,39,30,0.7512854317732367,0.0625811405363121,39,18,0.9230769230769231,0.996,0.4287117297536951,0.34375
Micro-PVM,2.0,SDAN_16,Spectra_21,2000,2847,1547,38,21,0.6011046620483056,0.06013052997507047,38,0,0.0,0.0,0.47097726533240825,0.3583333333333333
Micro-PVM,2.0,SDAN_31,Spectra_33,2000,2847,1547,41,23,0.7900833048042908,0.05719341839830654,41,2,0.0975609756097561,0.222,0.4719143643446058,0.3629166666666667
Micro-PVM,2.0,SDAN_32,Spectra_8,2000,2847,1547,38,32,0.5333539603960397,0.056869876523945095,38,8,0.42105263157894735,0.872,0.5376026697406713,0.5812499999999999
Micro-PVM,2.0,SDAN_4,Spectra_26,2000,2847,1547,41,33,0.6321204115127497,0.05645992293539402,41,16,0.7804878048780488,0.989,0.5515686901862699,0.6487499999999999
Micro-PVM,2.0,SDAN_36,Spectra_31,2000,2847,1547,38,27,0.6869883040935673,0.055808113616954855,38,24,1.263157894736842,0.998,0.5397372921643502,0.6533333333333334
Micro-PVM,2.0,SDAN_8,Spectra_38,2000,2847,1547,41,31,0.6396927398076433,0.05477522846008692,41,2,0.0975609756097561,0.231,0.5566967850323956,0.6379166666666667
Micro-PVM,2.0,SDAN_14,Spectra_0,2000,2847,1547,37,31,0.5237892586603115,0.0541741369772796,37,34,1.837837837837838,1.0,0.5168563893764555,0.5249999999999999
Micro-PVM,2.0,SDAN_10,Spectra_26,2000,2847,1547,37,31,0.6886117967486594,0.048257305611812844,37,24,1.2972972972972974,1.0,0.545039652309436,0.5925
Micro-PVM,2.0,SDAN_1,Spectra_33,2000,2847,1547,37,30,0.7278400351571084,0.04819150082817076,37,158,8.54054054054054,1.0,0.5372010691238677,0.595
Micro-PVM,2.0,SDAN_19,Spectra_3,2000,2847,1547,39,26,0.41541495979365795,0.04129020441859858,39,6,0.3076923076923077,0.768,0.5285468024137251,0.5545833333333333
Micro-PVM,2.0,SDAN_37,Spectra_5,2000,2847,1547,37,31,0.4566558856072857,0.03861035405114178,37,34,1.837837837837838,1.0,0.5034455874915994,0.44791666666666663
Micro-PVM,2.0,SDAN_7,Spectra_6,2000,2847,1547,38,27,0.3150828460038986,0.03672983302469675,38,0,0.0,0.0,0.5194140247034389,0.5025
