cell_type,sdan_weight,program,factor,n_sdan_genes,n_spectra_genes,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision
Micro-PVM,2.0,SDAN_1,Spectra_22,2000,2847,1547,37,30,0.6623159745110965,0.043061355354568134
Micro-PVM,2.0,SDAN_1,Spectra_23,2000,2847,1547,37,30,0.5829707756537026,0.02572508180715214
Micro-PVM,2.0,SDAN_1,Spectra_24,2000,2847,1547,37,30,0.6097560975609756,0.028987800088961197
Micro-PVM,2.0,SDAN_1,Spectra_25,2000,2847,1547,37,30,0.554713249835201,0.025151197097051124
Micro-PVM,2.0,SDAN_1,Spectra_26,2000,2847,1547,37,30,0.6156668863985938,0.030445979580879936
Micro-PVM,2.0,SDAN_1,Spectra_27,2000,2847,1547,37,30,0.5894748406943529,0.024985045535029587
Micro-PVM,2.0,SDAN_1,Spectra_28,2000,2847,1547,37,30,0.47393979345198856,0.017395311332453013
Micro-PVM,2.0,SDAN_1,Spectra_29,2000,2847,1547,37,30,0.5779608877169853,0.023343352735115803
Micro-PVM,2.0,SDAN_1,Spectra_30,2000,2847,1547,37,30,0.47027027027027035,0.01853679071472049
Micro-PVM,2.0,SDAN_1,Spectra_31,2000,2847,1547,37,30,0.6629971434849484,0.03305956663241826
Micro-PVM,2.0,SDAN_1,Spectra_32,2000,2847,1547,37,30,0.6685343880465832,0.0319104481821511
Micro-PVM,2.0,SDAN_1,Spectra_33,2000,2847,1547,37,30,0.7278400351571084,0.04819150082817076
Micro-PVM,2.0,SDAN_1,Spectra_34,2000,2847,1547,37,30,0.7539222148978246,0.04793350443674837
Micro-PVM,2.0,SDAN_1,Spectra_35,2000,2847,1547,37,30,0.5790375741595254,0.025175448113903015
Micro-PVM,2.0,SDAN_1,Spectra_36,2000,2847,1547,37,30,0.7075368050977807,0.041665226628442326
Micro-PVM,2.0,SDAN_1,Spectra_37,2000,2847,1547,37,30,0.6519885739397935,0.035585692831230246
Micro-PVM,2.0,SDAN_1,Spectra_38,2000,2847,1547,37,30,0.6439024390243901,0.03276667614686307
Micro-PVM,2.0,SDAN_1,Spectra_39,2000,2847,1547,37,30,0.6560536145902,0.036995461035445654
Micro-PVM,2.0,SDAN_2,Spectra_0,2000,2847,1547,41,26,0.4085621807515299,0.01850169598013787
Micro-PVM,2.0,SDAN_2,Spectra_1,2000,2847,1547,41,26,0.3542456885652152,0.03356821287012467
Micro-PVM,2.0,SDAN_2,Spectra_2,2000,2847,1547,41,26,0.30124412077074797,0.01161686846554262
Micro-PVM,2.0,SDAN_2,Spectra_3,2000,2847,1547,41,26,0.3903555353259495,0.01360439508623934
Micro-PVM,2.0,SDAN_2,Spectra_4,2000,2847,1547,41,26,0.43589743589743585,0.014553919694571746
Micro-PVM,2.0,SDAN_2,Spectra_5,2000,2847,1547,41,26,0.370176503312598,0.013886314950466674
Micro-PVM,2.0,SDAN_2,Spectra_6,2000,2847,1547,41,26,0.29408789763819354,0.011756766824054191
Micro-PVM,2.0,SDAN_2,Spectra_7,2000,2847,1547,41,26,0.391670459717797,0.014094902538517464
Micro-PVM,2.0,SDAN_2,Spectra_8,2000,2847,1547,41,26,0.4086886157892075,0.01342313206690779
Micro-PVM,2.0,SDAN_2,Spectra_9,2000,2847,1547,41,26,0.44907196682344613,0.01606716917522009
Micro-PVM,2.0,SDAN_2,Spectra_10,2000,2847,1547,41,26,0.26859859404238107,0.010993775526689347
Micro-PVM,2.0,SDAN_2,Spectra_11,2000,2847,1547,41,26,0.3757649319779497,0.013495254407446684
Micro-PVM,2.0,SDAN_2,Spectra_12,2000,2847,1547,41,26,0.2758053911900066,0.010976269610278578
Micro-PVM,2.0,SDAN_2,Spectra_13,2000,2847,1547,41,26,0.46012238911647196,0.015457408911837885
Micro-PVM,2.0,SDAN_2,Spectra_14,2000,2847,1547,41,26,0.3530066251959743,0.024212968452651723
Micro-PVM,2.0,SDAN_2,Spectra_15,2000,2847,1547,41,26,0.28103980174986093,0.011071950365601749
Micro-PVM,2.0,SDAN_2,Spectra_16,2000,2847,1547,41,26,0.40466798159105855,0.013370771746484857
Micro-PVM,2.0,SDAN_2,Spectra_17,2000,2847,1547,41,26,0.2935821574874829,0.011230152532540782
Micro-PVM,2.0,SDAN_2,Spectra_18,2000,2847,1547,41,26,0.16085065493349515,0.009866418970702315
Micro-PVM,2.0,SDAN_2,Spectra_19,2000,2847,1547,41,26,0.5254134425732058,0.017424195730053167
Micro-PVM,2.0,SDAN_2,Spectra_20,2000,2847,1547,41,26,0.29143276184696304,0.011970770442034701
Micro-PVM,2.0,SDAN_2,Spectra_21,2000,2847,1547,41,26,0.5037930511303292,0.024498260194800888
Micro-PVM,2.0,SDAN_2,Spectra_22,2000,2847,1547,41,26,0.19782025995043745,0.010138066271631092
Micro-PVM,2.0,SDAN_2,Spectra_23,2000,2847,1547,41,26,0.34665958630455673,0.012362605474448179
Micro-PVM,2.0,SDAN_2,Spectra_24,2000,2847,1547,41,26,0.4418145956607495,0.014376177360790596
Micro-PVM,2.0,SDAN_2,Spectra_25,2000,2847,1547,41,26,0.27603297425782636,0.011257219570272644
Micro-PVM,2.0,SDAN_2,Spectra_26,2000,2847,1547,41,26,0.35384109644464673,0.01627714616251798
Micro-PVM,2.0,SDAN_2,Spectra_27,2000,2847,1547,41,26,0.2565619784554696,0.011747398002365328
Micro-PVM,2.0,SDAN_2,Spectra_28,2000,2847,1547,41,26,0.43448136347544625,0.014454873069809875
Micro-PVM,2.0,SDAN_2,Spectra_29,2000,2847,1547,41,26,0.38357861730642795,0.013165497918514924
Micro-PVM,2.0,SDAN_2,Spectra_30,2000,2847,1547,41,26,0.2068982956556921,0.010109534139101642
Micro-PVM,2.0,SDAN_2,Spectra_31,2000,2847,1547,41,26,0.5372730491073686,0.06280577606675664
Micro-PVM,2.0,SDAN_2,Spectra_32,2000,2847,1547,41,26,0.3806706114398422,0.014357425691787242
Micro-PVM,2.0,SDAN_2,Spectra_33,2000,2847,1547,41,26,0.9141506094168816,0.3446546764769347
Micro-PVM,2.0,SDAN_2,Spectra_34,2000,2847,1547,41,26,0.2781823698983462,0.011404065580668381
Micro-PVM,2.0,SDAN_2,Spectra_35,2000,2847,1547,41,26,0.5678956152328933,0.020407224449101903
Micro-PVM,2.0,SDAN_2,Spectra_36,2000,2847,1547,41,26,0.653997875891367,0.026346589571214954
Micro-PVM,2.0,SDAN_2,Spectra_37,2000,2847,1547,41,26,0.5260456177615942,0.025917983621027242
Micro-PVM,2.0,SDAN_2,Spectra_38,2000,2847,1547,41,26,0.43422849340009106,0.014975290332138564
Micro-PVM,2.0,SDAN_2,Spectra_39,2000,2847,1547,41,26,0.3739189804278562,0.012671890893774494
Micro-PVM,2.0,SDAN_3,Spectra_0,2000,2847,1547,41,36,0.6789837488050592,0.06044666168161385
Micro-PVM,2.0,SDAN_3,Spectra_1,2000,2847,1547,41,36,0.5107360835355541,0.02264586092241399
Micro-PVM,2.0,SDAN_3,Spectra_2,2000,2847,1547,41,36,0.6606735789396279,0.05438773771698302
Micro-PVM,2.0,SDAN_3,Spectra_3,2000,2847,1547,41,36,0.6621810427237297,0.03660436261779165
Micro-PVM,2.0,SDAN_3,Spectra_4,2000,2847,1547,41,36,0.5885175380542687,0.03179413493441047
Micro-PVM,2.0,SDAN_3,Spectra_5,2000,2847,1547,41,36,0.5575409956614457,0.02597343876267638
Micro-PVM,2.0,SDAN_3,Spectra_6,2000,2847,1547,41,36,0.5885726891683212,0.033070533626079555
Micro-PVM,2.0,SDAN_3,Spectra_7,2000,2847,1547,41,36,0.5908890359585264,0.032956214374907394
Micro-PVM,2.0,SDAN_3,Spectra_8,2000,2847,1547,41,36,0.5374108390322818,0.025449352900303174
Micro-PVM,2.0,SDAN_3,Spectra_9,2000,2847,1547,41,36,0.5892345025369512,0.035672782511490364
Micro-PVM,2.0,SDAN_3,Spectra_10,2000,2847,1547,41,36,0.43859842635487906,0.019455100401403316
Micro-PVM,2.0,SDAN_3,Spectra_11,2000,2847,1547,41,36,0.7163394367232885,0.07531743781512114
Micro-PVM,2.0,SDAN_3,Spectra_12,2000,2847,1547,41,36,0.6383741451577322,0.033786581318127624
Micro-PVM,2.0,SDAN_3,Spectra_13,2000,2847,1547,41,36,0.5765313626001911,0.028969668250778874
Micro-PVM,2.0,SDAN_3,Spectra_14,2000,2847,1547,41,36,0.674810647841753,0.05200168887108504
Micro-PVM,2.0,SDAN_3,Spectra_15,2000,2847,1547,41,36,0.6085557761600118,0.05071011031443627
Micro-PVM,2.0,SDAN_3,Spectra_16,2000,2847,1547,41,36,0.8411280241194206,0.21164815057239683
Micro-PVM,2.0,SDAN_3,Spectra_17,2000,2847,1547,41,36,0.5209941907493199,0.02293001344645212
Micro-PVM,2.0,SDAN_3,Spectra_18,2000,2847,1547,41,36,0.27211559673505403,0.015137949582530242
Micro-PVM,2.0,SDAN_3,Spectra_19,2000,2847,1547,41,36,0.6185013603941466,0.037713539697657714
Micro-PVM,2.0,SDAN_3,Spectra_20,2000,2847,1547,41,36,0.600356643870873,0.04110344743434785
Micro-PVM,2.0,SDAN_3,Spectra_21,2000,2847,1547,41,36,0.5490477240973601,0.02649549368995347
Micro-PVM,2.0,SDAN_3,Spectra_22,2000,2847,1547,41,36,0.3135708507978528,0.01608713755551967
Micro-PVM,2.0,SDAN_3,Spectra_23,2000,2847,1547,41,36,0.4767078461651592,0.022020180146267623
Micro-PVM,2.0,SDAN_3,Spectra_24,2000,2847,1547,41,36,0.6223987057871903,0.0423023989018827
Micro-PVM,2.0,SDAN_3,Spectra_25,2000,2847,1547,41,36,0.4831789102139864,0.022501717411949472
Micro-PVM,2.0,SDAN_3,Spectra_26,2000,2847,1547,41,36,0.5419148466799029,0.02485067983764113
Micro-PVM,2.0,SDAN_3,Spectra_27,2000,2847,1547,41,36,0.4105265093021546,0.0201100785802942
Micro-PVM,2.0,SDAN_3,Spectra_28,2000,2847,1547,41,36,0.5866607838811677,0.029175908800268796
Micro-PVM,2.0,SDAN_3,Spectra_29,2000,2847,1547,41,36,0.564140745643062,0.033522721142145884
Micro-PVM,2.0,SDAN_3,Spectra_30,2000,2847,1547,41,36,0.4938966100448562,0.02148761944468673
Micro-PVM,2.0,SDAN_3,Spectra_31,2000,2847,1547,41,36,0.41295315832046475,0.01879581033551405
Micro-PVM,2.0,SDAN_3,Spectra_32,2000,2847,1547,41,36,0.30520626516655636,0.01573906703008778
Micro-PVM,2.0,SDAN_3,Spectra_33,2000,2847,1547,41,36,0.39629752187660855,0.018051294725949917
Micro-PVM,2.0,SDAN_3,Spectra_34,2000,2847,1547,41,36,0.2602029560997132,0.014927695971194343
Micro-PVM,2.0,SDAN_3,Spectra_35,2000,2847,1547,41,36,0.5363262004559158,0.023822690322855083
Micro-PVM,2.0,SDAN_3,Spectra_36,2000,2847,1547,41,36,0.629936024707699,0.032237645232025505
Micro-PVM,2.0,SDAN_3,Spectra_37,2000,2847,1547,41,36,0.5198727847635856,0.02300051619604774
Micro-PVM,2.0,SDAN_3,Spectra_38,2000,2847,1547,41,36,0.5578719023457608,0.024754154556357093
Micro-PVM,2.0,SDAN_3,Spectra_39,2000,2847,1547,41,36,0.4118133686300463,0.018644833310108293
Micro-PVM,2.0,SDAN_4,Spectra_0,2000,2847,1547,41,33,0.5630078859933549,0.025565956062045987
Micro-PVM,2.0,SDAN_4,Spectra_1,2000,2847,1547,41,33,0.6891837796725512,0.03997854036573362
Micro-PVM,2.0,SDAN_4,Spectra_2,2000,2847,1547,41,33,0.546995716744726,0.023567892333276483
Micro-PVM,2.0,SDAN_4,Spectra_3,2000,2847,1547,41,33,0.5622673231656059,0.025060828597536222
Micro-PVM,2.0,SDAN_4,Spectra_4,2000,2847,1547,41,33,0.6591809775429326,0.036675837239590385
Micro-PVM,2.0,SDAN_4,Spectra_5,2000,2847,1547,41,33,0.5892278131379849,0.03301332222501467
Micro-PVM,2.0,SDAN_4,Spectra_6,2000,2847,1547,41,33,0.5041231335815219,0.02013711351016339
Micro-PVM,2.0,SDAN_4,Spectra_7,2000,2847,1547,41,33,0.6077418838317121,0.030623725846358682
Micro-PVM,2.0,SDAN_4,Spectra_8,2000,2847,1547,41,33,0.4980785396901645,0.019757060710069777
Micro-PVM,2.0,SDAN_4,Spectra_9,2000,2847,1547,41,33,0.4829470397502102,0.019859121169349455
Micro-PVM,2.0,SDAN_4,Spectra_10,2000,2847,1547,41,33,0.6882430647291942,0.043590570051164484
Micro-PVM,2.0,SDAN_4,Spectra_11,2000,2847,1547,41,33,0.5155518193827309,0.02250025294157406
Micro-PVM,2.0,SDAN_4,Spectra_12,2000,2847,1547,41,33,0.5648292702453865,0.025661456468404408
Micro-PVM,2.0,SDAN_4,Spectra_13,2000,2847,1547,41,33,0.6495736759937553,0.031012617671230088
Micro-PVM,2.0,SDAN_4,Spectra_14,2000,2847,1547,41,33,0.6171490332652816,0.03794854037959316
Micro-PVM,2.0,SDAN_4,Spectra_15,2000,2847,1547,41,33,0.5517193066730716,0.023796908725996872
Micro-PVM,2.0,SDAN_4,Spectra_16,2000,2847,1547,41,33,0.5583043112765702,0.02294698097953645
Micro-PVM,2.0,SDAN_4,Spectra_17,2000,2847,1547,41,33,0.5207157439654138,0.022214372358992093
Micro-PVM,2.0,SDAN_4,Spectra_18,2000,2847,1547,41,33,0.45630679316280376,0.01844700130807952
Micro-PVM,2.0,SDAN_4,Spectra_19,2000,2847,1547,41,33,0.5591849805852448,0.023818515549962567
Micro-PVM,2.0,SDAN_4,Spectra_20,2000,2847,1547,41,33,0.5910091669668948,0.025589352105837546
Micro-PVM,2.0,SDAN_4,Spectra_21,2000,2847,1547,41,33,0.7095392498298707,0.04105446097084797
Micro-PVM,2.0,SDAN_4,Spectra_22,2000,2847,1547,41,33,0.4904727592970658,0.019984381383118956
Micro-PVM,2.0,SDAN_4,Spectra_23,2000,2847,1547,41,33,0.6274968976422081,0.03385515330049753
Micro-PVM,2.0,SDAN_4,Spectra_24,2000,2847,1547,41,33,0.5225771586405669,0.022145697708488062
Micro-PVM,2.0,SDAN_4,Spectra_25,2000,2847,1547,41,33,0.5411112445458548,0.02559461331695173
Micro-PVM,2.0,SDAN_4,Spectra_26,2000,2847,1547,41,33,0.6321204115127497,0.05645992293539402
Micro-PVM,2.0,SDAN_4,Spectra_27,2000,2847,1547,41,33,0.573215643889356,0.02555741352543692
Micro-PVM,2.0,SDAN_4,Spectra_28,2000,2847,1547,41,33,0.6155077859172972,0.034827342378348725
Micro-PVM,2.0,SDAN_4,Spectra_29,2000,2847,1547,41,33,0.5381089628117369,0.023131741992175436
Micro-PVM,2.0,SDAN_4,Spectra_30,2000,2847,1547,41,33,0.5279212201272967,0.022206360419570508
Micro-PVM,2.0,SDAN_4,Spectra_31,2000,2847,1547,41,33,0.5010808214242826,0.022275217728858574
Micro-PVM,2.0,SDAN_4,Spectra_32,2000,2847,1547,41,33,0.4743204835675113,0.023380887428703475
Micro-PVM,2.0,SDAN_4,Spectra_33,2000,2847,1547,41,33,0.5381489932348585,0.022601676503483693
Micro-PVM,2.0,SDAN_4,Spectra_34,2000,2847,1547,41,33,0.3943597133821704,0.0165608744600087
Micro-PVM,2.0,SDAN_4,Spectra_35,2000,2847,1547,41,33,0.3539089708178215,0.01543694154668324
Micro-PVM,2.0,SDAN_4,Spectra_36,2000,2847,1547,41,33,0.5269204595492574,0.021081145879278656
Micro-PVM,2.0,SDAN_4,Spectra_37,2000,2847,1547,41,33,0.5716944878107362,0.024316721356729555
Micro-PVM,2.0,SDAN_4,Spectra_38,2000,2847,1547,41,33,0.4834474200392298,0.02002338253369947
Micro-PVM,2.0,SDAN_4,Spectra_39,2000,2847,1547,41,33,0.22715263600336255,0.01309603465307418
Micro-PVM,2.0,SDAN_5,Spectra_0,2000,2847,1547,42,25,0.5351905387647832,0.020023874783827687
Micro-PVM,2.0,SDAN_5,Spectra_1,2000,2847,1547,42,25,0.4221813403416557,0.013358805961127715
Micro-PVM,2.0,SDAN_5,Spectra_2,2000,2847,1547,42,25,0.42420499342969775,0.013902055927680776
Micro-PVM,2.0,SDAN_5,Spectra_3,2000,2847,1547,42,25,0.6162680683311432,0.021620550887621204
Micro-PVM,2.0,SDAN_5,Spectra_4,2000,2847,1547,42,25,0.3757161629434954,0.012280683967755474
Micro-PVM,2.0,SDAN_5,Spectra_5,2000,2847,1547,42,25,0.404257555847569,0.012833069260551534
Micro-PVM,2.0,SDAN_5,Spectra_6,2000,2847,1547,42,25,0.2885676741130092,0.010797600485401047
Micro-PVM,2.0,SDAN_5,Spectra_7,2000,2847,1547,42,25,0.551011826544021,0.02441284762409414
Micro-PVM,2.0,SDAN_5,Spectra_8,2000,2847,1547,42,25,0.32465177398160316,0.01146787162360546
Micro-PVM,2.0,SDAN_5,Spectra_9,2000,2847,1547,42,25,0.5026018396846255,0.017288610540370872
Micro-PVM,2.0,SDAN_5,Spectra_10,2000,2847,1547,42,25,0.39272010512483574,0.012682762004783485
Micro-PVM,2.0,SDAN_5,Spectra_11,2000,2847,1547,42,25,0.6919842312746387,0.11465326527312564
Micro-PVM,2.0,SDAN_5,Spectra_12,2000,2847,1547,42,25,0.3511695137976347,0.012043245564292353
Micro-PVM,2.0,SDAN_5,Spectra_13,2000,2847,1547,42,25,0.3209198423127464,0.011532581436355993
Micro-PVM,2.0,SDAN_5,Spectra_14,2000,2847,1547,42,25,0.4319053876478318,0.018405980508246756
Micro-PVM,2.0,SDAN_5,Spectra_15,2000,2847,1547,42,25,0.46888304862023655,0.0784791760683319
Micro-PVM,2.0,SDAN_5,Spectra_16,2000,2847,1547,42,25,0.6261498028909329,0.025473583165069636
Micro-PVM,2.0,SDAN_5,Spectra_17,2000,2847,1547,42,25,0.3904336399474376,0.012919418588404487
Micro-PVM,2.0,SDAN_5,Spectra_18,2000,2847,1547,42,25,0.23876478318002625,0.010223475376654788
Micro-PVM,2.0,SDAN_5,Spectra_19,2000,2847,1547,42,25,0.2942969776609724,0.011305033084797786
Micro-PVM,2.0,SDAN_5,Spectra_20,2000,2847,1547,42,25,0.438791064388962,0.023586868839323205
Micro-PVM,2.0,SDAN_5,Spectra_21,2000,2847,1547,42,25,0.5195006570302233,0.017796606053070235
Micro-PVM,2.0,SDAN_5,Spectra_22,2000,2847,1547,42,25,0.25017082785808153,0.01041955461506557
Micro-PVM,2.0,SDAN_5,Spectra_23,2000,2847,1547,42,25,0.4716162943495401,0.01486683844259671
Micro-PVM,2.0,SDAN_5,Spectra_24,2000,2847,1547,42,25,0.5445992115637319,0.03856203910056968
Micro-PVM,2.0,SDAN_5,Spectra_25,2000,2847,1547,42,25,0.3988699080157687,0.03370338903508346
Micro-PVM,2.0,SDAN_5,Spectra_26,2000,2847,1547,42,25,0.49116951379763474,0.03997922016747525
Micro-PVM,2.0,SDAN_5,Spectra_27,2000,2847,1547,42,25,0.45653088042049933,0.02740146503112549
Micro-PVM,2.0,SDAN_5,Spectra_28,2000,2847,1547,42,25,0.5048620236530881,0.01845534536604659
Micro-PVM,2.0,SDAN_5,Spectra_29,2000,2847,1547,42,25,0.49059132720105125,0.06951402679651136
Micro-PVM,2.0,SDAN_5,Spectra_30,2000,2847,1547,42,25,0.32386333771353476,0.013350863772969948
Micro-PVM,2.0,SDAN_5,Spectra_31,2000,2847,1547,42,25,0.18299605781865963,0.00953860819028596
Micro-PVM,2.0,SDAN_5,Spectra_32,2000,2847,1547,42,25,0.1695137976346912,0.009418701884246263
Micro-PVM,2.0,SDAN_5,Spectra_33,2000,2847,1547,42,25,0.26204993429697765,0.010517252669821736
Micro-PVM,2.0,SDAN_5,Spectra_34,2000,2847,1547,42,25,0.10354796320630749,0.009052316091229622
Micro-PVM,2.0,SDAN_5,Spectra_35,2000,2847,1547,42,25,0.1480946123521682,0.009298440663495174
Micro-PVM,2.0,SDAN_5,Spectra_36,2000,2847,1547,42,25,0.35508541392904075,0.011834009896109159
Micro-PVM,2.0,SDAN_5,Spectra_37,2000,2847,1547,42,25,0.296557161629435,0.01092106041603854
Micro-PVM,2.0,SDAN_5,Spectra_38,2000,2847,1547,42,25,0.40722733245729303,0.013219890786432252
Micro-PVM,2.0,SDAN_5,Spectra_39,2000,2847,1547,42,25,0.24260183968462548,0.010185520302965333
Micro-PVM,2.0,SDAN_6,Spectra_0,2000,2847,1547,39,28,0.4836828740712875,0.01984262284498704
Micro-PVM,2.0,SDAN_6,Spectra_1,2000,2847,1547,39,28,0.5287077964826483,0.024106678827109203
Micro-PVM,2.0,SDAN_6,Spectra_2,2000,2847,1547,39,28,0.3826060378068278,0.013832334928934048
