model,,feature,coef
logreg,0,SDAN_0,-0.01666919104949893
logreg,1,SDAN_1,0.029388656886927607
logreg,2,SDAN_2,0.11487798653571307
logreg,3,SDAN_3,0.03163448866803023
logreg,4,SDAN_4,0.02893370006667087
logreg,5,SDAN_5,-0.10514659914816964
logreg,6,SDAN_6,0.005239766168906456
logreg,7,SDAN_7,0.08882752192445997
logreg,8,SDAN_8,-0.024598265127510018
logreg,9,SDAN_9,-0.11121826338854633
logreg,10,SDAN_10,-0.048216224029694665
logreg,11,SDAN_11,0.08830759002325368
logreg,12,SDAN_12,-0.06535802581273882
logreg,13,SDAN_13,-0.03841156039302944
logreg,14,SDAN_14,0.044862934000465184
logreg,15,SDAN_15,-0.04640885169955412
logreg,16,SDAN_16,0.024144069094385063
logreg,17,SDAN_17,-0.026151235604753093
logreg,18,SDAN_18,0.013611331929124336
logreg,19,SDAN_19,-0.05583780707112973
logreg,20,SDAN_20,-0.07354683645648141
logreg,21,SDAN_21,0.036138873045950336
logreg,22,SDAN_22,-0.026801661158480265
logreg,23,SDAN_23,-0.13993403442628932
logreg,24,SDAN_24,-0.12297097205077875
logreg,25,SDAN_25,-0.03339543386546358
logreg,26,SDAN_26,-0.08592832190001955
logreg,27,SDAN_27,-0.056774329049581636
logreg,28,SDAN_28,0.008548301427843515
logreg,29,SDAN_29,0.018675667599829093
logreg,30,SDAN_30,0.011315739461264523
logreg,31,SDAN_31,-0.03170045107423796
logreg,32,SDAN_32,0.16904617532214095
logreg,33,SDAN_33,-0.049247237549613465
logreg,34,SDAN_34,-0.2152905470514287
logreg,35,SDAN_35,0.0942002085774538
logreg,36,SDAN_36,0.04915355341948409
logreg,37,SDAN_37,0.03623129425339414
logreg,38,SDAN_38,-0.039522671445684616
logreg,39,SDAN_39,-0.005786758703290667
