model,,feature,coef
logreg,0,SDAN_0,0.008608052355803596
logreg,1,SDAN_1,0.003359896207570582
logreg,2,SDAN_2,-0.027041579665639318
logreg,3,SDAN_3,0.08652032210500808
logreg,4,SDAN_4,0.032380232841390556
logreg,5,SDAN_5,-0.39595586146566214
logreg,6,SDAN_6,-0.09343960764577124
logreg,7,SDAN_7,0.05442744997371664
logreg,8,SDAN_8,-0.06693747062569498
logreg,9,SDAN_9,0.0289359352981638
logreg,10,SDAN_10,-0.04371446161711947
logreg,11,SDAN_11,-0.1516146325497843
logreg,12,SDAN_12,-0.168501068966736
logreg,13,SDAN_13,-0.08268753152834236
logreg,14,SDAN_14,0.388322988670979
logreg,15,SDAN_15,0.00885152183138197
logreg,16,SDAN_16,-0.09340061820513759
logreg,17,SDAN_17,-0.013934361437828892
logreg,18,SDAN_18,0.1590558242090835
logreg,19,SDAN_19,0.029467719342377862
logreg,20,SDAN_20,-0.09437902252436225
logreg,21,SDAN_21,0.10698209255538912
logreg,22,SDAN_22,-0.10971893423289938
logreg,23,SDAN_23,-0.1006715578413717
logreg,24,SDAN_24,-0.009900969969808071
logreg,25,SDAN_25,0.02856372943391474
logreg,26,SDAN_26,0.015833186948407865
logreg,27,SDAN_27,-0.024803695836265682
logreg,28,SDAN_28,-0.23923805092036227
logreg,29,SDAN_29,-0.22072349645890052
logreg,30,SDAN_30,0.2811159660203889
logreg,31,SDAN_31,-0.13967887372839055
logreg,32,SDAN_32,0.1056090288485338
logreg,33,SDAN_33,-0.07753769559337718
logreg,34,SDAN_34,-0.1733610349668424
logreg,35,SDAN_35,0.037980341310526855
logreg,36,SDAN_36,-0.045368766497072804
logreg,37,SDAN_37,-0.0569560813429245
logreg,38,SDAN_38,0.045766590916148646
logreg,39,SDAN_39,0.007101511223838981
