model,,feature,coef
logreg,0,SDAN_0,-0.010884933505508907
logreg,1,SDAN_1,0.004545584988209425
logreg,2,SDAN_2,-0.0035287085652421285
logreg,3,SDAN_3,0.010572062929629528
logreg,4,SDAN_4,-0.08032797666218254
logreg,5,SDAN_5,-0.059353606721801025
logreg,6,SDAN_6,-0.013829827983791338
logreg,7,SDAN_7,0.0522864644558252
logreg,8,SDAN_8,0.025603296802326803
logreg,9,SDAN_9,0.03628429904653163
logreg,10,SDAN_10,-0.01704440805638161
logreg,11,SDAN_11,0.01395108491494906
logreg,12,SDAN_12,-0.0015941743096746146
logreg,13,SDAN_13,-0.03199376011260609
logreg,14,SDAN_14,0.1008265344158398
logreg,15,SDAN_15,0.001168020975205217
logreg,16,SDAN_16,0.0485681870551109
logreg,17,SDAN_17,0.054106831785729184
logreg,18,SDAN_18,0.056703582464933844
logreg,19,SDAN_19,-0.02138177959773349
logreg,20,SDAN_20,-0.08221878899639205
logreg,21,SDAN_21,0.011748717527507994
logreg,22,SDAN_22,-0.052507663275541426
logreg,23,SDAN_23,-0.0764006620140654
logreg,24,SDAN_24,-0.051351985257679506
logreg,25,SDAN_25,0.002676275193485911
logreg,26,SDAN_26,-0.04553379323728212
logreg,27,SDAN_27,-0.15408341204315354
logreg,28,SDAN_28,-0.1017157904802792
logreg,29,SDAN_29,-0.019585309360631107
logreg,30,SDAN_30,0.04291518220278172
logreg,31,SDAN_31,-0.10432097052595414
logreg,32,SDAN_32,-0.010421676915902294
logreg,33,SDAN_33,-0.017803407790307074
logreg,34,SDAN_34,-0.0793302575715916
logreg,35,SDAN_35,0.03952514500149629
logreg,36,SDAN_36,-0.021976680756311043
logreg,37,SDAN_37,0.0008933136246391731
logreg,38,SDAN_38,-0.03140413535478085
logreg,39,SDAN_39,0.16905395148581237
