model,,feature,coef
logreg,0,SDAN_0,-0.07176462716489831
logreg,1,SDAN_1,-0.12882277799244526
logreg,2,SDAN_2,0.7728948621972229
logreg,3,SDAN_3,0.2646684801768802
logreg,4,SDAN_4,0.2506542382362177
logreg,5,SDAN_5,0.21902689429872785
logreg,6,SDAN_6,0.09583943340812925
logreg,7,SDAN_7,0.23314107613461066
logreg,8,SDAN_8,-0.24110831677406763
logreg,9,SDAN_9,0.2071934762926625
logreg,10,SDAN_10,0.016140525475993095
logreg,11,SDAN_11,0.4168892563248913
logreg,12,SDAN_12,-0.01778053874369081
logreg,13,SDAN_13,-0.30184826175242824
logreg,14,SDAN_14,-0.11191073094353156
logreg,15,SDAN_15,-0.16075482556694048
logreg,16,SDAN_16,-0.10713612881818003
logreg,17,SDAN_17,0.12908184950102033
logreg,18,SDAN_18,0.048286814153210775
logreg,19,SDAN_19,0.3829246682449313
logreg,20,SDAN_20,0.19886193375935018
logreg,21,SDAN_21,0.06032395837608057
logreg,22,SDAN_22,0.13308874360083858
logreg,23,SDAN_23,0.07874882972769802
logreg,24,SDAN_24,-1.4572899642051806
logreg,25,SDAN_25,-0.17762658862081285
logreg,26,SDAN_26,-0.22078931207191368
logreg,27,SDAN_27,0.006565189159288958
logreg,28,SDAN_28,-0.22609849210594127
logreg,29,SDAN_29,-0.028856801089407143
logreg,30,SDAN_30,-0.10040649077164066
logreg,31,SDAN_31,-0.0865047259369962
logreg,32,SDAN_32,-0.16484723774690957
logreg,33,SDAN_33,-0.3785859852751111
logreg,34,SDAN_34,0.11780554908868673
logreg,35,SDAN_35,0.030957956945179017
logreg,36,SDAN_36,0.4372067109645328
logreg,37,SDAN_37,0.7974112114913651
logreg,38,SDAN_38,0.179794281431366
logreg,39,SDAN_39,0.0796825225318993
