cell_type,weight,tag,auc_cell,auc_ind,train_reduced,test_reduced
CD8T,0.0,CD8T_SDAN_0.0,0.5478917973268953,0.75,train_reduced_CD8T_SDAN_0.0.h5ad,test_reduced_CD8T_SDAN_0.0.h5ad
CD8T,0.25,CD8T_SDAN_0.25,0.568385841575425,0.75,train_reduced_CD8T_SDAN_0.25.h5ad,test_reduced_CD8T_SDAN_0.25.h5ad
CD8T,0.5,CD8T_SDAN_0.5,0.5638169199440843,0.7678571428571428,train_reduced_CD8T_SDAN_0.5.h5ad,test_reduced_CD8T_SDAN_0.5.h5ad
CD8T,1.0,CD8T_SDAN_1.0,0.533980994857782,0.7142857142857142,train_reduced_CD8T_SDAN_1.0.h5ad,test_reduced_CD8T_SDAN_1.0.h5ad
CD8T,2.0,CD8T_SDAN_2.0,0.5319348964307776,0.6250000000000001,train_reduced_CD8T_SDAN_2.0.h5ad,test_reduced_CD8T_SDAN_2.0.h5ad
CD8T,5.0,CD8T_SDAN_5.0,0.536801846938056,0.6607142857142857,train_reduced_CD8T_SDAN_5.0.h5ad,test_reduced_CD8T_SDAN_5.0.h5ad
CD8T,10.0,CD8T_SDAN_10.0,0.5304373654141683,0.6428571428571429,train_reduced_CD8T_SDAN_10.0.h5ad,test_reduced_CD8T_SDAN_10.0.h5ad
