model,,feature,coef
logreg,0,SDAN_0,0.4606900201303401
logreg,1,SDAN_1,0.29635928345884266
logreg,2,SDAN_2,1.0350929566246592
logreg,3,SDAN_3,1.0934198767196524
logreg,4,SDAN_4,-0.7123653812008164
logreg,5,SDAN_5,0.4799915745252681
logreg,6,SDAN_6,-1.0367072786160902
logreg,7,SDAN_7,0.20489980913704517
logreg,8,SDAN_8,0.2652795278490249
logreg,9,SDAN_9,-0.605702952099408
logreg,10,SDAN_10,0.17290437424540758
logreg,11,SDAN_11,0.5208394325098958
logreg,12,SDAN_12,0.38736796936763535
logreg,13,SDAN_13,-0.08380478066386476
logreg,14,SDAN_14,-0.9861001367701824
logreg,15,SDAN_15,-0.11032701655842692
logreg,16,SDAN_16,-0.15324804020638577
logreg,17,SDAN_17,0.15240794795662385
logreg,18,SDAN_18,-0.4826639158776436
logreg,19,SDAN_19,0.073570715093696
logreg,20,SDAN_20,-0.014927317048927009
logreg,21,SDAN_21,0.1793616186447388
logreg,22,SDAN_22,0.5780825263976194
logreg,23,SDAN_23,-0.365644414151008
logreg,24,SDAN_24,-0.4576661804920325
logreg,25,SDAN_25,-0.6862955165092035
logreg,26,SDAN_26,0.20469461253030205
logreg,27,SDAN_27,-2.0399084265438954
logreg,28,SDAN_28,-0.2304964391419817
logreg,29,SDAN_29,0.8678617845860866
logreg,30,SDAN_30,-0.27517706152276067
logreg,31,SDAN_31,-0.00030109586365541246
logreg,32,SDAN_32,0.7553188983180547
logreg,33,SDAN_33,-0.2277741877140224
logreg,34,SDAN_34,-0.4704832478566422
logreg,35,SDAN_35,0.6612199372360116
logreg,36,SDAN_36,-0.022934685755738378
logreg,37,SDAN_37,0.05838170397361769
logreg,38,SDAN_38,-1.0651893730620519
logreg,39,SDAN_39,0.7548206417452568
