model,,feature,coef
logreg,0,SDAN_0,-0.05444568259296001
logreg,1,SDAN_1,0.09076439596473126
logreg,2,SDAN_2,-0.003727454003059717
logreg,3,SDAN_3,-0.05430127193824696
logreg,4,SDAN_4,0.0008321095855033476
logreg,5,SDAN_5,-0.03111174919489636
logreg,6,SDAN_6,-0.08090263717111208
logreg,7,SDAN_7,-0.009904703218787992
logreg,8,SDAN_8,-0.0016828232571665035
logreg,9,SDAN_9,0.024516973807064153
logreg,10,SDAN_10,-0.03439022713476626
logreg,11,SDAN_11,0.15072549982701802
logreg,12,SDAN_12,-0.005167999836909544
logreg,13,SDAN_13,0.12216839899384442
logreg,14,SDAN_14,0.045640868444080586
logreg,15,SDAN_15,0.03987980366315881
logreg,16,SDAN_16,0.07617129109967827
logreg,17,SDAN_17,0.02966013227356256
logreg,18,SDAN_18,-0.04558879009711375
logreg,19,SDAN_19,-0.08219097066922203
logreg,20,SDAN_20,-0.09634563556743173
logreg,21,SDAN_21,0.004711220048726144
logreg,22,SDAN_22,-0.12375618713848109
logreg,23,SDAN_23,0.020177056987242366
logreg,24,SDAN_24,0.01049151044815069
logreg,25,SDAN_25,-0.12143695071564456
logreg,26,SDAN_26,0.0696394648135546
logreg,27,SDAN_27,-0.07726766071477645
logreg,28,SDAN_28,-0.018738197172622553
logreg,29,SDAN_29,0.059988419335858426
logreg,30,SDAN_30,0.061048751095814174
logreg,31,SDAN_31,-0.07607989288737492
logreg,32,SDAN_32,0.02969174548695932
logreg,33,SDAN_33,0.011007152148875961
logreg,34,SDAN_34,0.11565726764610025
logreg,35,SDAN_35,-0.21841089022930857
logreg,36,SDAN_36,-0.002033152220442091
logreg,37,SDAN_37,-0.00024874945808321517
logreg,38,SDAN_38,-0.026043787210411215
logreg,39,SDAN_39,0.07418207503255261
