model,,feature,coef
logreg,0,SDAN_0,0.08161820665154937
logreg,1,SDAN_1,0.4976217840696549
logreg,2,SDAN_2,-0.3513234251667207
logreg,3,SDAN_3,0.6313977138602256
logreg,4,SDAN_4,-0.8403882827477669
logreg,5,SDAN_5,-0.4875012812275097
logreg,6,SDAN_6,-0.1380482655165441
logreg,7,SDAN_7,0.4407160363258
logreg,8,SDAN_8,-0.599878650569686
logreg,9,SDAN_9,-0.009575462162586049
logreg,10,SDAN_10,0.5167916375799115
logreg,11,SDAN_11,0.3279143605473188
logreg,12,SDAN_12,-0.17952806596495166
logreg,13,SDAN_13,0.321368636611611
logreg,14,SDAN_14,-1.4672511107524808
logreg,15,SDAN_15,0.5054654649172837
logreg,16,SDAN_16,-0.35583094057544945
logreg,17,SDAN_17,-1.2125872151725174
logreg,18,SDAN_18,-0.3158525311748151
logreg,19,SDAN_19,0.06722367821673313
logreg,20,SDAN_20,0.4924041343928158
logreg,21,SDAN_21,-0.2086771117985603
logreg,22,SDAN_22,0.2401154020836301
logreg,23,SDAN_23,-0.5592443215889945
logreg,24,SDAN_24,1.4433285233938336
logreg,25,SDAN_25,0.016205299049817577
logreg,26,SDAN_26,0.6855805063875271
logreg,27,SDAN_27,0.10980165737669148
logreg,28,SDAN_28,-0.2815541344167658
logreg,29,SDAN_29,-0.22423112467792472
logreg,30,SDAN_30,0.07658156104835598
logreg,31,SDAN_31,-0.19269541455051636
logreg,32,SDAN_32,-0.2433102142519727
logreg,33,SDAN_33,-0.6984001833798723
logreg,34,SDAN_34,-0.051700837871304146
logreg,35,SDAN_35,-0.60629196277549
logreg,36,SDAN_36,0.42112935369430665
logreg,37,SDAN_37,0.36936105117751583
logreg,38,SDAN_38,1.0486928526514945
logreg,39,SDAN_39,-0.12477660450888117
