model,,feature,coef
logreg,0,SDAN_0,0.020538074407448332
logreg,1,SDAN_1,-0.011735647468211298
logreg,2,SDAN_2,-0.015447319042795416
logreg,3,SDAN_3,0.04106698585900511
logreg,4,SDAN_4,-0.02201641714379397
logreg,5,SDAN_5,-0.07540019671386824
logreg,6,SDAN_6,0.046373368886149506
logreg,7,SDAN_7,0.008116386561253415
logreg,8,SDAN_8,0.02506728313574252
logreg,9,SDAN_9,-0.060668656015415656
logreg,10,SDAN_10,0.0009307311042216794
logreg,11,SDAN_11,0.0008469716155481441
logreg,12,SDAN_12,-0.02388187497867204
logreg,13,SDAN_13,-0.035905973519295
logreg,14,SDAN_14,-0.032422267476913055
logreg,15,SDAN_15,-0.02911625947289206
logreg,16,SDAN_16,0.017718036783642303
logreg,17,SDAN_17,0.0020274232992479684
logreg,18,SDAN_18,-0.04097131745615901
logreg,19,SDAN_19,0.02584446725577862
logreg,20,SDAN_20,0.017872734362955212
logreg,21,SDAN_21,-0.059504927495129374
logreg,22,SDAN_22,-0.004157342889659796
logreg,23,SDAN_23,0.006212176784593714
logreg,24,SDAN_24,0.042465674731271365
logreg,25,SDAN_25,-0.021309062663692792
logreg,26,SDAN_26,0.05566160131379572
logreg,27,SDAN_27,-0.011122343059787917
logreg,28,SDAN_28,-0.04152516440947711
logreg,29,SDAN_29,-0.03106448070365005
logreg,30,SDAN_30,0.07238883471584064
logreg,31,SDAN_31,-3.6243544307889056e-05
logreg,32,SDAN_32,0.041086594446623506
logreg,33,SDAN_33,-0.00378118147233951
logreg,34,SDAN_34,0.054408692067086935
logreg,35,SDAN_35,0.0034641249722727387
logreg,36,SDAN_36,-0.033640278301138964
logreg,37,SDAN_37,0.04306091414046544
logreg,38,SDAN_38,-0.0045142350941109405
logreg,39,SDAN_39,0.01956991073408788
