model,,feature,coef
logreg,0,SDAN_0,-0.029430258011267797
logreg,1,SDAN_1,0.3739794092456054
logreg,2,SDAN_2,0.5415583771996777
logreg,3,SDAN_3,0.24343408940059177
logreg,4,SDAN_4,-0.007688798735927775
logreg,5,SDAN_5,0.02837008631466675
logreg,6,SDAN_6,-0.1898063570154634
logreg,7,SDAN_7,0.21853960836239522
logreg,8,SDAN_8,-0.5537106203263487
logreg,9,SDAN_9,0.09498747305179579
logreg,10,SDAN_10,-0.3452192965660335
logreg,11,SDAN_11,-1.1484341775363927
logreg,12,SDAN_12,-0.12819006940308164
logreg,13,SDAN_13,-0.133356998246323
logreg,14,SDAN_14,-0.07223271303944605
logreg,15,SDAN_15,-0.2593283169203488
logreg,16,SDAN_16,0.4187604342909698
logreg,17,SDAN_17,0.31032694611273337
logreg,18,SDAN_18,0.11346163404631253
logreg,19,SDAN_19,0.29498921742994805
logreg,20,SDAN_20,-0.0850387623718867
logreg,21,SDAN_21,0.6279404209204964
logreg,22,SDAN_22,-0.2453207026681581
logreg,23,SDAN_23,-0.1956114478024218
logreg,24,SDAN_24,0.6821062077513593
logreg,25,SDAN_25,0.08970646739379702
logreg,26,SDAN_26,0.10490162468923639
logreg,27,SDAN_27,0.3411272520139774
logreg,28,SDAN_28,0.09300326982705426
logreg,29,SDAN_29,0.07812282363694811
logreg,30,SDAN_30,-0.050963417850953804
logreg,31,SDAN_31,0.0355161073635479
logreg,32,SDAN_32,-0.3805716271891716
logreg,33,SDAN_33,-0.15945907043642618
logreg,34,SDAN_34,-0.12419164858341626
logreg,35,SDAN_35,-0.1242590393214694
logreg,36,SDAN_36,0.35293628852021175
logreg,37,SDAN_37,-0.07409116648073558
logreg,38,SDAN_38,0.029990729584112526
logreg,39,SDAN_39,-0.2911472682178524
