model,,feature,coef
logreg,0,SDAN_0,-0.03272531254731049
logreg,1,SDAN_1,-0.007746164930317796
logreg,2,SDAN_2,-0.001543582557303959
logreg,3,SDAN_3,0.10250200973878552
logreg,4,SDAN_4,-0.02872541029384556
logreg,5,SDAN_5,0.05425060497665626
logreg,6,SDAN_6,0.0031456035096699567
logreg,7,SDAN_7,-0.13724083739339638
logreg,8,SDAN_8,0.05465787605019615
logreg,9,SDAN_9,-0.03770224494983103
logreg,10,SDAN_10,0.0073504663004204645
logreg,11,SDAN_11,0.03211277833611812
logreg,12,SDAN_12,0.27265186812585435
logreg,13,SDAN_13,-0.033408330392364086
logreg,14,SDAN_14,-0.1022418810127579
logreg,15,SDAN_15,-0.3448990559732251
logreg,16,SDAN_16,-0.06690295182238046
logreg,17,SDAN_17,0.00687095828610821
logreg,18,SDAN_18,-0.08588323764505493
logreg,19,SDAN_19,0.03734183192777663
logreg,20,SDAN_20,0.060908730500149354
logreg,21,SDAN_21,0.12847595665737935
logreg,22,SDAN_22,-0.10699617056246725
logreg,23,SDAN_23,-0.021876148659861146
logreg,24,SDAN_24,0.005094984783555584
logreg,25,SDAN_25,0.0657451413615933
logreg,26,SDAN_26,0.00793035830056511
logreg,27,SDAN_27,-0.11066005767676537
logreg,28,SDAN_28,-0.06491530936336576
logreg,29,SDAN_29,-0.06774210091763473
logreg,30,SDAN_30,0.021040317884014424
logreg,31,SDAN_31,0.05405235458839874
logreg,32,SDAN_32,0.030319669343954078
logreg,33,SDAN_33,0.015153105035397714
logreg,34,SDAN_34,0.09640097226146341
logreg,35,SDAN_35,0.012915198753510321
logreg,36,SDAN_36,0.07529324854489335
logreg,37,SDAN_37,-0.027018441197000375
logreg,38,SDAN_38,-0.07490872646934454
logreg,39,SDAN_39,-0.0011148199294134327
