cell_type,sdan_weight,program,factor,n_sdan_genes,n_spectra_genes,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision
CD8T,2.0,SDAN_7,Spectra_21,1259,1178,674,25,14,0.4695887445887446,0.020106679395905633
CD8T,2.0,SDAN_7,Spectra_22,1259,1178,674,25,14,0.4748917748917749,0.019814373669445252
CD8T,2.0,SDAN_7,Spectra_23,1259,1178,674,25,14,0.6163419913419914,0.036425079476251364
CD8T,2.0,SDAN_7,Spectra_24,1259,1178,674,25,14,0.304004329004329,0.014730968041905601
CD8T,2.0,SDAN_7,Spectra_25,1259,1178,674,25,14,0.45487012987012987,0.02211228930254104
CD8T,2.0,SDAN_7,Spectra_26,1259,1178,674,25,14,0.5812770562770562,0.03611231936888437
CD8T,2.0,SDAN_7,Spectra_27,1259,1178,674,25,14,0.4915584415584416,0.03171427386346566
CD8T,2.0,SDAN_7,Spectra_28,1259,1178,674,25,14,0.42067099567099564,0.018033057596821514
CD8T,2.0,SDAN_7,Spectra_29,1259,1178,674,25,14,0.4277056277056277,0.017930480390051885
CD8T,2.0,SDAN_7,Spectra_30,1259,1178,674,25,14,0.3617965367965368,0.018570660101130728
CD8T,2.0,SDAN_7,Spectra_31,1259,1178,674,25,14,0.44632034632034634,0.01907128600965571
CD8T,2.0,SDAN_7,Spectra_32,1259,1178,674,25,14,0.5163419913419913,0.03907338886435509
CD8T,2.0,SDAN_7,Spectra_33,1259,1178,674,25,14,0.5148268398268399,0.0245613605289983
CD8T,2.0,SDAN_7,Spectra_34,1259,1178,674,25,14,0.48463203463203464,0.09854241203228069
CD8T,2.0,SDAN_7,Spectra_35,1259,1178,674,25,14,0.4824675324675325,0.019983326831296225
CD8T,2.0,SDAN_7,Spectra_36,1259,1178,674,25,14,0.5725108225108224,0.053650471165696455
CD8T,2.0,SDAN_7,Spectra_37,1259,1178,674,25,14,0.4706709956709957,0.02477829077209384
CD8T,2.0,SDAN_7,Spectra_38,1259,1178,674,25,14,0.4194805194805195,0.017819738967706604
CD8T,2.0,SDAN_7,Spectra_39,1259,1178,674,25,14,0.4721861471861472,0.02059333148872561
CD8T,2.0,SDAN_8,Spectra_0,1259,1178,674,23,19,0.6795500200883888,0.05469320362129811
CD8T,2.0,SDAN_8,Spectra_1,1259,1178,674,23,19,0.5010044194455604,0.03021309810829631
CD8T,2.0,SDAN_8,Spectra_2,1259,1178,674,23,19,0.5760546404178384,0.03687873557125733
CD8T,2.0,SDAN_8,Spectra_3,1259,1178,674,23,19,0.4272398553635998,0.024606556387363653
CD8T,2.0,SDAN_8,Spectra_4,1259,1178,674,23,19,0.6544797107271997,0.04243823024548437
CD8T,2.0,SDAN_8,Spectra_5,1259,1178,674,23,19,0.6206508638007231,0.04016709494418777
CD8T,2.0,SDAN_8,Spectra_6,1259,1178,674,23,19,0.519003615910004,0.047288389786873615
CD8T,2.0,SDAN_8,Spectra_7,1259,1178,674,23,19,0.5201285656890318,0.028941059890419653
CD8T,2.0,SDAN_8,Spectra_8,1259,1178,674,23,19,0.5324226597026918,0.036803460033938994
CD8T,2.0,SDAN_8,Spectra_9,1259,1178,674,23,19,0.5859381277621535,0.036966513589589245
CD8T,2.0,SDAN_8,Spectra_10,1259,1178,674,23,19,0.5028525512253916,0.027834395467649972
CD8T,2.0,SDAN_8,Spectra_11,1259,1178,674,23,19,0.59750903977501,0.03759211408881512
CD8T,2.0,SDAN_8,Spectra_12,1259,1178,674,23,19,0.4459622338288469,0.025977601955240674
CD8T,2.0,SDAN_8,Spectra_13,1259,1178,674,23,19,0.4196866211329851,0.023565912483885305
CD8T,2.0,SDAN_8,Spectra_14,1259,1178,674,23,19,0.4370429891522699,0.026076165431247834
CD8T,2.0,SDAN_8,Spectra_15,1259,1178,674,23,19,0.5972679791080755,0.0419019275420398
CD8T,2.0,SDAN_8,Spectra_16,1259,1178,674,23,19,0.4863800723182,0.026491796330782975
CD8T,2.0,SDAN_8,Spectra_17,1259,1178,674,23,19,0.48453194053836873,0.030833940855160197
CD8T,2.0,SDAN_8,Spectra_18,1259,1178,674,23,19,0.4847730012053033,0.030203028346280174
CD8T,2.0,SDAN_8,Spectra_19,1259,1178,674,23,19,0.5684210526315789,0.033064681476305424
CD8T,2.0,SDAN_8,Spectra_20,1259,1178,674,23,19,0.5366813981518681,0.04710803491512808
CD8T,2.0,SDAN_8,Spectra_21,1259,1178,674,23,19,0.5472077139413419,0.03579684175123778
CD8T,2.0,SDAN_8,Spectra_22,1259,1178,674,23,19,0.498272398553636,0.08252375670435547
CD8T,2.0,SDAN_8,Spectra_23,1259,1178,674,23,19,0.5910807553234232,0.0548352318175282
CD8T,2.0,SDAN_8,Spectra_24,1259,1178,674,23,19,0.46572920851747684,0.026794443473822385
CD8T,2.0,SDAN_8,Spectra_25,1259,1178,674,23,19,0.5496986741663319,0.08576360318917854
CD8T,2.0,SDAN_8,Spectra_26,1259,1178,674,23,19,0.5041382081157091,0.03139589051511382
CD8T,2.0,SDAN_8,Spectra_27,1259,1178,674,23,19,0.5979911611088791,0.03725036576061417
CD8T,2.0,SDAN_8,Spectra_28,1259,1178,674,23,19,0.5623945359582161,0.049676447534056124
CD8T,2.0,SDAN_8,Spectra_29,1259,1178,674,23,19,0.5517878666130975,0.031191968395317345
CD8T,2.0,SDAN_8,Spectra_30,1259,1178,674,23,19,0.7356368019284854,0.07156948078872914
CD8T,2.0,SDAN_8,Spectra_31,1259,1178,674,23,19,0.4862193652069104,0.03043788304098613
CD8T,2.0,SDAN_8,Spectra_32,1259,1178,674,23,19,0.5861791884290879,0.0463970916405004
CD8T,2.0,SDAN_8,Spectra_33,1259,1178,674,23,19,0.6081157091201286,0.036150408304533935
CD8T,2.0,SDAN_8,Spectra_34,1259,1178,674,23,19,0.6294897549216554,0.04502190930936082
CD8T,2.0,SDAN_8,Spectra_35,1259,1178,674,23,19,0.5079148252310165,0.028637466726807018
CD8T,2.0,SDAN_8,Spectra_36,1259,1178,674,23,19,0.5453595821615106,0.034872472916675015
CD8T,2.0,SDAN_8,Spectra_37,1259,1178,674,23,19,0.5279228605865809,0.03012379013005919
CD8T,2.0,SDAN_8,Spectra_38,1259,1178,674,23,19,0.546163117717959,0.035448647551359444
CD8T,2.0,SDAN_8,Spectra_39,1259,1178,674,23,19,0.44997991161108875,0.02672523855462356
CD8T,2.0,SDAN_9,Spectra_0,1259,1178,674,25,8,0.6492117117117118,0.021067900913969175
CD8T,2.0,SDAN_9,Spectra_1,1259,1178,674,25,8,0.42567567567567566,0.011067853897834282
CD8T,2.0,SDAN_9,Spectra_2,1259,1178,674,25,8,0.4393768768768769,0.011069195906356489
CD8T,2.0,SDAN_9,Spectra_3,1259,1178,674,25,8,0.6403903903903904,0.04974587933181592
CD8T,2.0,SDAN_9,Spectra_4,1259,1178,674,25,8,0.39301801801801795,0.010211105360593888
CD8T,2.0,SDAN_9,Spectra_5,1259,1178,674,25,8,0.5914039039039038,0.01838001686024095
CD8T,2.0,SDAN_9,Spectra_6,1259,1178,674,25,8,0.48085585585585583,0.012118810624663051
CD8T,2.0,SDAN_9,Spectra_7,1259,1178,674,25,8,0.431493993993994,0.011562829840074472
CD8T,2.0,SDAN_9,Spectra_8,1259,1178,674,25,8,0.3999624624624625,0.010342063329500748
CD8T,2.0,SDAN_9,Spectra_9,1259,1178,674,25,8,0.5407282282282282,0.014090068829189631
CD8T,2.0,SDAN_9,Spectra_10,1259,1178,674,25,8,0.7156531531531531,0.029974449535195617
CD8T,2.0,SDAN_9,Spectra_11,1259,1178,674,25,8,0.5369744744744744,0.01725093907815163
CD8T,2.0,SDAN_9,Spectra_12,1259,1178,674,25,8,0.43787537537537535,0.01162810305241897
CD8T,2.0,SDAN_9,Spectra_13,1259,1178,674,25,8,0.47184684684684686,0.011977403725483293
CD8T,2.0,SDAN_9,Spectra_14,1259,1178,674,25,8,0.43806306306306303,0.011029386738538347
CD8T,2.0,SDAN_9,Spectra_15,1259,1178,674,25,8,0.5853978978978979,0.014981598151323283
CD8T,2.0,SDAN_9,Spectra_16,1259,1178,674,25,8,0.5728228228228228,0.0269518057289305
CD8T,2.0,SDAN_9,Spectra_17,1259,1178,674,25,8,0.5416666666666667,0.013847386726186947
CD8T,2.0,SDAN_9,Spectra_18,1259,1178,674,25,8,0.6777402402402402,0.022992410542670018
CD8T,2.0,SDAN_9,Spectra_19,1259,1178,674,25,8,0.5037537537537538,0.013283108447240646
CD8T,2.0,SDAN_9,Spectra_20,1259,1178,674,25,8,0.3982732732732732,0.010375364098462028
CD8T,2.0,SDAN_9,Spectra_21,1259,1178,674,25,8,0.5003753753753754,0.014557506924561873
CD8T,2.0,SDAN_9,Spectra_22,1259,1178,674,25,8,0.32995495495495497,0.009312888962861213
CD8T,2.0,SDAN_9,Spectra_23,1259,1178,674,25,8,0.6039789789789789,0.016775854752484533
CD8T,2.0,SDAN_9,Spectra_24,1259,1178,674,25,8,0.4652777777777778,0.011891640246048432
CD8T,2.0,SDAN_9,Spectra_25,1259,1178,674,25,8,0.5311561561561562,0.04382183305390892
CD8T,2.0,SDAN_9,Spectra_26,1259,1178,674,25,8,0.5078828828828829,0.1369453782394105
CD8T,2.0,SDAN_9,Spectra_27,1259,1178,674,25,8,0.5381006006006006,0.013696065050193083
CD8T,2.0,SDAN_9,Spectra_28,1259,1178,674,25,8,0.34046546546546547,0.009577704135313276
CD8T,2.0,SDAN_9,Spectra_29,1259,1178,674,25,8,0.5033783783783784,0.01382717144139547
CD8T,2.0,SDAN_9,Spectra_30,1259,1178,674,25,8,0.34628378378378377,0.009590210163304906
CD8T,2.0,SDAN_9,Spectra_31,1259,1178,674,25,8,0.473536036036036,0.011752470753487282
CD8T,2.0,SDAN_9,Spectra_32,1259,1178,674,25,8,0.5069444444444444,0.015120134021158305
CD8T,2.0,SDAN_9,Spectra_33,1259,1178,674,25,8,0.5073198198198199,0.012890815083531217
CD8T,2.0,SDAN_9,Spectra_34,1259,1178,674,25,8,0.5489864864864865,0.017721367652584658
CD8T,2.0,SDAN_9,Spectra_35,1259,1178,674,25,8,0.5591216216216216,0.01604887550946319
CD8T,2.0,SDAN_9,Spectra_36,1259,1178,674,25,8,0.553490990990991,0.014130277448427635
CD8T,2.0,SDAN_9,Spectra_37,1259,1178,674,25,8,0.6325075075075075,0.03354612871555564
CD8T,2.0,SDAN_9,Spectra_38,1259,1178,674,25,8,0.5118243243243243,0.013791519965827939
CD8T,2.0,SDAN_9,Spectra_39,1259,1178,674,25,8,0.4664039039039039,0.012231684276132894
CD8T,2.0,SDAN_10,Spectra_0,1259,1178,674,25,9,0.3762740183792816,0.01334616798723447
CD8T,2.0,SDAN_10,Spectra_1,1259,1178,674,25,9,0.2606516290726817,0.009420578470946581
CD8T,2.0,SDAN_10,Spectra_2,1259,1178,674,25,9,0.2481203007518797,0.009187110711897256
CD8T,2.0,SDAN_10,Spectra_3,1259,1178,674,25,9,0.4030075187969925,0.01750271116038496
CD8T,2.0,SDAN_10,Spectra_4,1259,1178,674,25,9,0.21737677527151208,0.00886113766826609
CD8T,2.0,SDAN_10,Spectra_5,1259,1178,674,25,9,0.27886382623224726,0.011064525524961235
CD8T,2.0,SDAN_10,Spectra_6,1259,1178,674,25,9,0.4279030910609858,0.08385475350537389
CD8T,2.0,SDAN_10,Spectra_7,1259,1178,674,25,9,0.5451963241436926,0.01784428573876992
CD8T,2.0,SDAN_10,Spectra_8,1259,1178,674,25,9,0.28721804511278193,0.009637086890242261
CD8T,2.0,SDAN_10,Spectra_9,1259,1178,674,25,9,0.39749373433583957,0.011601688273862553
CD8T,2.0,SDAN_10,Spectra_10,1259,1178,674,25,9,0.3455304928989139,0.010593880303337817
CD8T,2.0,SDAN_10,Spectra_11,1259,1178,674,25,9,0.21821219715956558,0.008848782769158677
CD8T,2.0,SDAN_10,Spectra_12,1259,1178,674,25,9,0.2546365914786967,0.009238813876659258
CD8T,2.0,SDAN_10,Spectra_13,1259,1178,674,25,9,0.7328320802005013,0.06455648514990098
CD8T,2.0,SDAN_10,Spectra_14,1259,1178,674,25,9,0.4472848788638262,0.019399831536553797
CD8T,2.0,SDAN_10,Spectra_15,1259,1178,674,25,9,0.2883876357560568,0.009726989942331437
CD8T,2.0,SDAN_10,Spectra_16,1259,1178,674,25,9,0.5923141186299081,0.018953631590756047
CD8T,2.0,SDAN_10,Spectra_17,1259,1178,674,25,9,0.35304928989139517,0.011398562664231768
CD8T,2.0,SDAN_10,Spectra_18,1259,1178,674,25,9,0.2706766917293233,0.009485966877387135
CD8T,2.0,SDAN_10,Spectra_19,1259,1178,674,25,9,0.35806182121971597,0.011125099709365007
CD8T,2.0,SDAN_10,Spectra_20,1259,1178,674,25,9,0.356390977443609,0.013290847671691034
CD8T,2.0,SDAN_10,Spectra_21,1259,1178,674,25,9,0.3436925647451963,0.011203042045401611
CD8T,2.0,SDAN_10,Spectra_22,1259,1178,674,25,9,0.2509607351712615,0.009341987402951012
CD8T,2.0,SDAN_10,Spectra_23,1259,1178,674,25,9,0.3923141186299081,0.01204943291061314
CD8T,2.0,SDAN_10,Spectra_24,1259,1178,674,25,9,0.2586466165413534,0.009282092170909218
CD8T,2.0,SDAN_10,Spectra_25,1259,1178,674,25,9,0.24360902255639097,0.009109906986082841
CD8T,2.0,SDAN_10,Spectra_26,1259,1178,674,25,9,0.26165413533834586,0.009610931005167033
CD8T,2.0,SDAN_10,Spectra_27,1259,1178,674,25,9,0.21687552213868003,0.008997768160229652
CD8T,2.0,SDAN_10,Spectra_28,1259,1178,674,25,9,0.2907268170426065,0.009724638577730527
CD8T,2.0,SDAN_10,Spectra_29,1259,1178,674,25,9,0.2728487886382623,0.01136406205850704
CD8T,2.0,SDAN_10,Spectra_30,1259,1178,674,25,9,0.3558897243107769,0.02197212951392421
CD8T,2.0,SDAN_10,Spectra_31,1259,1178,674,25,9,0.42389306599832915,0.014364830835584845
CD8T,2.0,SDAN_10,Spectra_32,1259,1178,674,25,9,0.2711779448621554,0.009725418142269848
CD8T,2.0,SDAN_10,Spectra_33,1259,1178,674,25,9,0.2902255639097744,0.009736819654059082
CD8T,2.0,SDAN_10,Spectra_34,1259,1178,674,25,9,0.3538847117794486,0.011044017235371607
CD8T,2.0,SDAN_10,Spectra_35,1259,1178,674,25,9,0.21921470342522978,0.009692368877706048
CD8T,2.0,SDAN_10,Spectra_36,1259,1178,674,25,9,0.3408521303258146,0.011815907080067214
CD8T,2.0,SDAN_10,Spectra_37,1259,1178,674,25,9,0.40083542188805343,0.016437578981528977
CD8T,2.0,SDAN_10,Spectra_38,1259,1178,674,25,9,0.4078529657477026,0.013157802166599912
CD8T,2.0,SDAN_10,Spectra_39,1259,1178,674,25,9,0.5077694235588972,0.142413541851164
CD8T,2.0,SDAN_11,Spectra_0,1259,1178,674,24,12,0.5727593152064451,0.022135436969777954
CD8T,2.0,SDAN_11,Spectra_1,1259,1178,674,24,12,0.38569989929506543,0.01477804164486552
CD8T,2.0,SDAN_11,Spectra_2,1259,1178,674,24,12,0.431520644511581,0.015755754749864875
CD8T,2.0,SDAN_11,Spectra_3,1259,1178,674,24,12,0.4295065458207452,0.024461881615888158
CD8T,2.0,SDAN_11,Spectra_4,1259,1178,674,24,12,0.40118328298086603,0.01628229409201757
CD8T,2.0,SDAN_11,Spectra_5,1259,1178,674,24,12,0.5352467270896274,0.02030153368543623
CD8T,2.0,SDAN_11,Spectra_6,1259,1178,674,24,12,0.4773413897280967,0.02387338457805063
CD8T,2.0,SDAN_11,Spectra_7,1259,1178,674,24,12,0.5624370594159114,0.022995898756499933
CD8T,2.0,SDAN_11,Spectra_8,1259,1178,674,24,12,0.35989425981873113,0.01410688120636468
CD8T,2.0,SDAN_11,Spectra_9,1259,1178,674,24,12,0.516742195367573,0.019742725870180482
CD8T,2.0,SDAN_11,Spectra_10,1259,1178,674,24,12,0.6686807653575025,0.02845752983494551
CD8T,2.0,SDAN_11,Spectra_11,1259,1178,674,24,12,0.604607250755287,0.027186626817931256
CD8T,2.0,SDAN_11,Spectra_12,1259,1178,674,24,12,0.3841893252769386,0.01493899502181008
CD8T,2.0,SDAN_11,Spectra_13,1259,1178,674,24,12,0.5628147029204431,0.020178884795330684
CD8T,2.0,SDAN_11,Spectra_14,1259,1178,674,24,12,0.4235901309164149,0.016728900351209688
CD8T,2.0,SDAN_11,Spectra_15,1259,1178,674,24,12,0.46576032225579056,0.01684092615056322
CD8T,2.0,SDAN_11,Spectra_16,1259,1178,674,24,12,0.6610020140986909,0.029360225515881782
CD8T,2.0,SDAN_11,Spectra_17,1259,1178,674,24,12,0.46513091641490434,0.017516507564419213
CD8T,2.0,SDAN_11,Spectra_18,1259,1178,674,24,12,0.4496475327291037,0.017113475811014363
CD8T,2.0,SDAN_11,Spectra_19,1259,1178,674,24,12,0.5492195367573011,0.02265906892728705
CD8T,2.0,SDAN_11,Spectra_20,1259,1178,674,24,12,0.381294058408862,0.015138881457287732
CD8T,2.0,SDAN_11,Spectra_21,1259,1178,674,24,12,0.4291289023162135,0.01696454207773014
CD8T,2.0,SDAN_11,Spectra_22,1259,1178,674,24,12,0.44020644511581064,0.016632351541823506
CD8T,2.0,SDAN_11,Spectra_23,1259,1178,674,24,12,0.7549093655589123,0.04137697845574147
CD8T,2.0,SDAN_11,Spectra_24,1259,1178,674,24,12,0.4209466263846929,0.016002493833984187
CD8T,2.0,SDAN_11,Spectra_25,1259,1178,674,24,12,0.45543806646525675,0.019857720664449185
CD8T,2.0,SDAN_11,Spectra_26,1259,1178,674,24,12,0.4475075528700906,0.021062034312444525
CD8T,2.0,SDAN_11,Spectra_27,1259,1178,674,24,12,0.45115810674723056,0.01663994494319326
CD8T,2.0,SDAN_11,Spectra_28,1259,1178,674,24,12,0.4422205438066465,0.01674641670070871
CD8T,2.0,SDAN_11,Spectra_29,1259,1178,674,24,12,0.3517119838872105,0.017305713454206405
CD8T,2.0,SDAN_11,Spectra_30,1259,1178,674,24,12,0.45329808660624366,0.016223628579563505
CD8T,2.0,SDAN_11,Spectra_31,1259,1178,674,24,12,0.470669687814703,0.018622503147214264
CD8T,2.0,SDAN_11,Spectra_32,1259,1178,674,24,12,0.3217522658610272,0.013074832959471427
CD8T,2.0,SDAN_11,Spectra_33,1259,1178,674,24,12,0.3400050352467271,0.014133220673731328
CD8T,2.0,SDAN_11,Spectra_34,1259,1178,674,24,12,0.5094410876132931,0.019353357046854376
CD8T,2.0,SDAN_11,Spectra_35,1259,1178,674,24,12,0.41553373615307143,0.01659985642814722
CD8T,2.0,SDAN_11,Spectra_36,1259,1178,674,24,12,0.3974068479355488,0.015558477672694566
CD8T,2.0,SDAN_11,Spectra_37,1259,1178,674,24,12,0.3294310171198389,0.013352707616872376
CD8T,2.0,SDAN_11,Spectra_38,1259,1178,674,24,12,0.42170191339375634,0.015611756197663924
CD8T,2.0,SDAN_11,Spectra_39,1259,1178,674,24,12,0.4712990936555891,0.0238584837657136
CD8T,2.0,SDAN_12,Spectra_0,1259,1178,674,24,10,0.3730421686746988,0.012029797018904186
CD8T,2.0,SDAN_12,Spectra_1,1259,1178,674,24,10,0.5204819277108433,0.0240003324547618
CD8T,2.0,SDAN_12,Spectra_2,1259,1178,674,24,10,0.29066265060240964,0.010653198069807553
CD8T,2.0,SDAN_12,Spectra_3,1259,1178,674,24,10,0.5727409638554217,0.0195866682760353
CD8T,2.0,SDAN_12,Spectra_4,1259,1178,674,24,10,0.4545180722891566,0.017340611556035952
CD8T,2.0,SDAN_12,Spectra_5,1259,1178,674,24,10,0.4305722891566265,0.013354808207690869
CD8T,2.0,SDAN_12,Spectra_6,1259,1178,674,24,10,0.5079819277108434,0.01609035052347848
CD8T,2.0,SDAN_12,Spectra_7,1259,1178,674,24,10,0.6881024096385543,0.03929811183340812
CD8T,2.0,SDAN_12,Spectra_8,1259,1178,674,24,10,0.580421686746988,0.03231026841717062
CD8T,2.0,SDAN_12,Spectra_9,1259,1178,674,24,10,0.4158132530120482,0.013247405765224964
CD8T,2.0,SDAN_12,Spectra_10,1259,1178,674,24,10,0.42590361445783137,0.014468951315505388
CD8T,2.0,SDAN_12,Spectra_11,1259,1178,674,24,10,0.32876506024096386,0.011201939854721118
CD8T,2.0,SDAN_12,Spectra_12,1259,1178,674,24,10,0.5368975903614457,0.020472962062804537
CD8T,2.0,SDAN_12,Spectra_13,1259,1178,674,24,10,0.7036144578313254,0.04815272127444201
CD8T,2.0,SDAN_12,Spectra_14,1259,1178,674,24,10,0.5766566265060241,0.02080267619690837
CD8T,2.0,SDAN_12,Spectra_15,1259,1178,674,24,10,0.5522590361445783,0.018905920758884923
CD8T,2.0,SDAN_12,Spectra_16,1259,1178,674,24,10,0.4251506024096386,0.01741290696984851
CD8T,2.0,SDAN_12,Spectra_17,1259,1178,674,24,10,0.40632530120481924,0.012933566644234267
CD8T,2.0,SDAN_12,Spectra_18,1259,1178,674,24,10,0.401355421686747,0.01388531274207048
CD8T,2.0,SDAN_12,Spectra_19,1259,1178,674,24,10,0.3759036144578313,0.012098574199313851
CD8T,2.0,SDAN_12,Spectra_20,1259,1178,674,24,10,0.5414156626506024,0.01712116181488943
CD8T,2.0,SDAN_12,Spectra_21,1259,1178,674,24,10,0.46716867469879514,0.025773070384375766
CD8T,2.0,SDAN_12,Spectra_22,1259,1178,674,24,10,0.5426204819277108,0.017114556617835924
CD8T,2.0,SDAN_12,Spectra_23,1259,1178,674,24,10,0.37439759036144576,0.015548241560229627
CD8T,2.0,SDAN_12,Spectra_24,1259,1178,674,24,10,0.4840361445783132,0.015365692540364424
CD8T,2.0,SDAN_12,Spectra_25,1259,1178,674,24,10,0.39036144578313253,0.012432027437674208
CD8T,2.0,SDAN_12,Spectra_26,1259,1178,674,24,10,0.4519578313253012,0.013856022662651526
CD8T,2.0,SDAN_12,Spectra_27,1259,1178,674,24,10,0.4135542168674699,0.015101786757324258
CD8T,2.0,SDAN_12,Spectra_28,1259,1178,674,24,10,0.676355421686747,0.08716580890479123
CD8T,2.0,SDAN_12,Spectra_29,1259,1178,674,24,10,0.5249999999999999,0.017024628025472797
CD8T,2.0,SDAN_12,Spectra_30,1259,1178,674,24,10,0.38825301204819285,0.013658250857247046
CD8T,2.0,SDAN_12,Spectra_31,1259,1178,674,24,10,0.4710843373493976,0.014761174567892766
CD8T,2.0,SDAN_12,Spectra_32,1259,1178,674,24,10,0.5835843373493976,0.027869753681006595
CD8T,2.0,SDAN_12,Spectra_33,1259,1178,674,24,10,0.40843373493975904,0.012736195873013617
CD8T,2.0,SDAN_12,Spectra_34,1259,1178,674,24,10,0.41942771084337344,0.015000819299421018
CD8T,2.0,SDAN_12,Spectra_35,1259,1178,674,24,10,0.5266566265060242,0.0182650719894926
CD8T,2.0,SDAN_12,Spectra_36,1259,1178,674,24,10,0.5632530120481928,0.018164739908045326
CD8T,2.0,SDAN_12,Spectra_37,1259,1178,674,24,10,0.6484939759036145,0.09213056299145549
CD8T,2.0,SDAN_12,Spectra_38,1259,1178,674,24,10,0.4905120481927711,0.016714150781429522
CD8T,2.0,SDAN_12,Spectra_39,1259,1178,674,24,10,0.45240963855421684,0.013971066175800448
CD8T,2.0,SDAN_13,Spectra_0,1259,1178,674,26,7,0.37823945170272005,0.009548591285494994
CD8T,2.0,SDAN_13,Spectra_1,1259,1178,674,26,7,0.3752409509530949,0.008961475443925063
CD8T,2.0,SDAN_13,Spectra_2,1259,1178,674,26,7,0.4206468194474191,0.009699511676855342
CD8T,2.0,SDAN_13,Spectra_3,1259,1178,674,26,7,0.36795887770400515,0.009259231872683855
CD8T,2.0,SDAN_13,Spectra_4,1259,1178,674,26,7,0.3441850503319769,0.01934049884925987
CD8T,2.0,SDAN_13,Spectra_5,1259,1178,674,26,7,0.32876418933390444,0.008304732085307623
CD8T,2.0,SDAN_13,Spectra_6,1259,1178,674,26,7,0.32405225958449346,0.008270927905861897
CD8T,2.0,SDAN_13,Spectra_7,1259,1178,674,26,7,0.6410366245448704,0.02904298107938406
CD8T,2.0,SDAN_13,Spectra_8,1259,1178,674,26,7,0.381023773827372,0.009262916704480172
CD8T,2.0,SDAN_13,Spectra_9,1259,1178,674,26,7,0.37952452345255944,0.009044813487550584
CD8T,2.0,SDAN_13,Spectra_10,1259,1178,674,26,7,0.5474405654315699,0.014015568312278293
CD8T,2.0,SDAN_13,Spectra_11,1259,1178,674,26,7,0.3431141572071107,0.008494382270662603
CD8T,2.0,SDAN_13,Spectra_12,1259,1178,674,26,7,0.40479760119940034,0.009918322767799288
CD8T,2.0,SDAN_13,Spectra_13,1259,1178,674,26,7,0.7603341186549583,0.05608378410439805
CD8T,2.0,SDAN_13,Spectra_14,1259,1178,674,26,7,0.27821803384022276,0.007761787329766527
CD8T,2.0,SDAN_13,Spectra_15,1259,1178,674,26,7,0.24202184621974723,0.007359795946497485
CD8T,2.0,SDAN_13,Spectra_16,1259,1178,674,26,7,0.5210965945598629,0.018639080328813954
CD8T,2.0,SDAN_13,Spectra_17,1259,1178,674,26,7,0.3135575069608053,0.008132009268419605
CD8T,2.0,SDAN_13,Spectra_18,1259,1178,674,26,7,0.5412293853073463,0.012126629820277096
CD8T,2.0,SDAN_13,Spectra_19,1259,1178,674,26,7,0.48340115656457483,0.011275161612769355
CD8T,2.0,SDAN_13,Spectra_20,1259,1178,674,26,7,0.2981366459627329,0.007952762688500495
CD8T,2.0,SDAN_13,Spectra_21,1259,1178,674,26,7,0.31655600771043046,0.00809194969498927
CD8T,2.0,SDAN_13,Spectra_22,1259,1178,674,26,7,0.5465838509316769,0.01637662036237984
CD8T,2.0,SDAN_13,Spectra_23,1259,1178,674,26,7,0.6131934032983508,0.014801649032677892
CD8T,2.0,SDAN_13,Spectra_24,1259,1178,674,26,7,0.4902548725637181,0.013719031114731915
CD8T,2.0,SDAN_13,Spectra_25,1259,1178,674,26,7,0.47933176269008354,0.022628162885977014
CD8T,2.0,SDAN_13,Spectra_26,1259,1178,674,26,7,0.5555793531805526,0.017497265355779956
CD8T,2.0,SDAN_13,Spectra_27,1259,1178,674,26,7,0.17883915185264507,0.006868368043951677
CD8T,2.0,SDAN_13,Spectra_28,1259,1178,674,26,7,0.2651531377168559,0.007552052348815629
CD8T,2.0,SDAN_13,Spectra_29,1259,1178,674,26,7,0.25358749196830155,0.007485419111403584
CD8T,2.0,SDAN_13,Spectra_30,1259,1178,674,26,7,0.38530734632683655,0.0090020074418294
CD8T,2.0,SDAN_13,Spectra_31,1259,1178,674,26,7,0.28914114371385735,0.007812156022909836
CD8T,2.0,SDAN_13,Spectra_32,1259,1178,674,26,7,0.5061040908117369,0.032146695346553913
CD8T,2.0,SDAN_13,Spectra_33,1259,1178,674,26,7,0.22103234097237096,0.007131314802064168
CD8T,2.0,SDAN_13,Spectra_34,1259,1178,674,26,7,0.33219104733347615,0.008392635001471662
CD8T,2.0,SDAN_13,Spectra_35,1259,1178,674,26,7,0.37866780895266655,0.009934428415454576
CD8T,2.0,SDAN_13,Spectra_36,1259,1178,674,26,7,0.28914114371385735,0.007834192005561527
CD8T,2.0,SDAN_13,Spectra_37,1259,1178,674,26,7,0.32940672520882414,0.008697516937372288
CD8T,2.0,SDAN_13,Spectra_38,1259,1178,674,26,7,0.26686656671664166,0.007567140345078319
CD8T,2.0,SDAN_13,Spectra_39,1259,1178,674,26,7,0.5187406296851574,0.023125674461554887
CD8T,2.0,SDAN_14,Spectra_0,1259,1178,674,23,16,0.4574468085106383,0.022361566363827065
CD8T,2.0,SDAN_14,Spectra_1,1259,1178,674,23,16,0.5627849544072948,0.03147395424264249
CD8T,2.0,SDAN_14,Spectra_2,1259,1178,674,23,16,0.5897606382978724,0.028432032661466024
CD8T,2.0,SDAN_14,Spectra_3,1259,1178,674,23,16,0.5022796352583587,0.023981613520327287
