model,,feature,coef
logreg,0,SDAN_0,-0.14860189802813933
logreg,1,SDAN_1,0.20679786217980795
logreg,2,SDAN_2,0.04086255245928576
logreg,3,SDAN_3,-0.13618440573580584
logreg,4,SDAN_4,0.14397599900756972
logreg,5,SDAN_5,-0.0717526249377535
logreg,6,SDAN_6,-0.13055499046147342
logreg,7,SDAN_7,0.16936757311376027
logreg,8,SDAN_8,0.06106159151121389
logreg,9,SDAN_9,0.7330027894134118
logreg,10,SDAN_10,-0.07165391291452038
logreg,11,SDAN_11,0.08078920243867904
logreg,12,SDAN_12,0.25796411172087047
logreg,13,SDAN_13,-0.03418408935270386
logreg,14,SDAN_14,0.04674576124116874
logreg,15,SDAN_15,0.012167846488510489
logreg,16,SDAN_16,0.05611474346821345
logreg,17,SDAN_17,-0.11437913974531688
logreg,18,SDAN_18,-0.09888577608324917
logreg,19,SDAN_19,0.09712151904139595
logreg,20,SDAN_20,-0.06982840507419392
logreg,21,SDAN_21,-0.15617962343661437
logreg,22,SDAN_22,-0.1302452929924114
logreg,23,SDAN_23,-0.08760952733166333
logreg,24,SDAN_24,0.10728337676170153
logreg,25,SDAN_25,-0.33401243197081676
logreg,26,SDAN_26,0.1242407560903977
logreg,27,SDAN_27,-0.013374449223159644
logreg,28,SDAN_28,0.15153002987071185
logreg,29,SDAN_29,0.08733739523949836
logreg,30,SDAN_30,-0.2813207231073688
logreg,31,SDAN_31,-0.12361198676827916
logreg,32,SDAN_32,0.029731567325056756
logreg,33,SDAN_33,0.030250386938705038
logreg,34,SDAN_34,-0.25058820222453576
logreg,35,SDAN_35,-0.25991241018642763
logreg,36,SDAN_36,0.04814814901256972
logreg,37,SDAN_37,0.05614103496738077
logreg,38,SDAN_38,0.06908393932583247
logreg,39,SDAN_39,0.0493571073816191
