model,,feature,coef
logreg,0,SDAN_0,0.04816144975738897
logreg,1,SDAN_1,-0.0063171367675366324
logreg,2,SDAN_2,-0.26332652101241544
logreg,3,SDAN_3,-0.10873994903746807
logreg,4,SDAN_4,0.016072544051533365
logreg,5,SDAN_5,-0.4616897219528694
logreg,6,SDAN_6,0.11254959048719879
logreg,7,SDAN_7,-0.23748466544964678
logreg,8,SDAN_8,0.11211045092192536
logreg,9,SDAN_9,0.09812334220621448
logreg,10,SDAN_10,0.20097089521266226
logreg,11,SDAN_11,-0.018343986971264496
logreg,12,SDAN_12,-0.11495517163128509
logreg,13,SDAN_13,0.14948364047317317
logreg,14,SDAN_14,-0.06745204939279771
logreg,15,SDAN_15,0.14621662719295714
logreg,16,SDAN_16,-0.1217235612855901
logreg,17,SDAN_17,0.03189058663773473
logreg,18,SDAN_18,0.21262195409799103
logreg,19,SDAN_19,0.17118542820946028
logreg,20,SDAN_20,-0.0038041123314254484
logreg,21,SDAN_21,0.040104699220249874
logreg,22,SDAN_22,0.01440588356858182
logreg,23,SDAN_23,0.18126691270147502
logreg,24,SDAN_24,-0.1596577062743905
logreg,25,SDAN_25,0.08665689863514632
logreg,26,SDAN_26,-0.015739439291951964
logreg,27,SDAN_27,0.14422688493255242
logreg,28,SDAN_28,-0.17301505573644302
logreg,29,SDAN_29,-0.10121776150309213
logreg,30,SDAN_30,-0.12272362940138491
logreg,31,SDAN_31,-0.13336646133924762
logreg,32,SDAN_32,0.05097322002368631
logreg,33,SDAN_33,0.07685971232375424
logreg,34,SDAN_34,-0.1924060138058628
logreg,35,SDAN_35,-0.08100336820277125
logreg,36,SDAN_36,-0.12780179684065338
logreg,37,SDAN_37,-0.17523578756104524
logreg,38,SDAN_38,0.872483881316971
logreg,39,SDAN_39,0.032197766852403824
