model,,feature,coef
logreg,0,SDAN_0,0.14627288195559296
logreg,1,SDAN_1,0.04961919759659519
logreg,2,SDAN_2,-0.09829440894659826
logreg,3,SDAN_3,-0.15941596392036866
logreg,4,SDAN_4,0.176082633378479
logreg,5,SDAN_5,-0.3534653030045333
logreg,6,SDAN_6,-0.08688115911677367
logreg,7,SDAN_7,0.14701283497490994
logreg,8,SDAN_8,0.030513191474547712
logreg,9,SDAN_9,0.024092919809765967
logreg,10,SDAN_10,-0.16496594904921533
logreg,11,SDAN_11,0.0376515290494527
logreg,12,SDAN_12,0.0517791308093931
logreg,13,SDAN_13,0.10168743833377446
logreg,14,SDAN_14,-0.0493088773685996
logreg,15,SDAN_15,-0.082469913843711
logreg,16,SDAN_16,0.141683285164877
logreg,17,SDAN_17,0.10935345970895785
logreg,18,SDAN_18,-0.2093325567834982
logreg,19,SDAN_19,0.0359652733924955
logreg,20,SDAN_20,0.033874526855657706
logreg,21,SDAN_21,-0.007428389253443165
logreg,22,SDAN_22,-0.04887487827921135
logreg,23,SDAN_23,-0.08933002787023148
logreg,24,SDAN_24,0.16621888024544704
logreg,25,SDAN_25,0.06914577790053111
logreg,26,SDAN_26,-0.055471725653167984
logreg,27,SDAN_27,0.012571206467475966
logreg,28,SDAN_28,-0.09468890808022008
logreg,29,SDAN_29,0.10815680834401661
logreg,30,SDAN_30,-0.12215071173652266
logreg,31,SDAN_31,0.08503031529874276
logreg,32,SDAN_32,-0.1876995690516463
logreg,33,SDAN_33,-0.018943329363032318
logreg,34,SDAN_34,0.07528700757765053
logreg,35,SDAN_35,-0.09746343120271768
logreg,36,SDAN_36,-0.07964278482573846
logreg,37,SDAN_37,-0.13673685936077937
logreg,38,SDAN_38,-0.0658555535938972
logreg,39,SDAN_39,0.6146977970734745
