model,,feature,coef
logreg,0,SDAN_0,0.017573574586951385
logreg,1,SDAN_1,-0.0873056357227362
logreg,2,SDAN_2,-0.1532582021989436
logreg,3,SDAN_3,-0.6253386454091322
logreg,4,SDAN_4,0.30529233363278413
logreg,5,SDAN_5,0.11065998869895376
logreg,6,SDAN_6,-0.32538149239834774
logreg,7,SDAN_7,-0.33307215441702515
logreg,8,SDAN_8,-0.6571274882376468
logreg,9,SDAN_9,0.11362136774514357
logreg,10,SDAN_10,1.0263426244691283
logreg,11,SDAN_11,-0.43980332159469504
logreg,12,SDAN_12,-0.5073595440210942
logreg,13,SDAN_13,1.8172359591475162
logreg,14,SDAN_14,-0.3524809867402498
logreg,15,SDAN_15,-0.8739327360837197
logreg,16,SDAN_16,-0.20832203918044584
logreg,17,SDAN_17,-0.10315232257526792
logreg,18,SDAN_18,0.5037923423156337
logreg,19,SDAN_19,0.13884961467441254
logreg,20,SDAN_20,0.20227927414675903
logreg,21,SDAN_21,0.30396276291771235
logreg,22,SDAN_22,0.047722731525537514
logreg,23,SDAN_23,-0.7741839076172464
logreg,24,SDAN_24,-0.8589459405053291
logreg,25,SDAN_25,-0.40849011846550687
logreg,26,SDAN_26,-0.018253056651228346
logreg,27,SDAN_27,0.3845007132594819
logreg,28,SDAN_28,-1.0230629706254655
logreg,29,SDAN_29,1.1216963778004534
logreg,30,SDAN_30,0.6005701735706562
logreg,31,SDAN_31,-0.14078563162911986
logreg,32,SDAN_32,0.014325426054294979
logreg,33,SDAN_33,0.77363899728675
logreg,34,SDAN_34,-0.6359220250343037
logreg,35,SDAN_35,-0.6802741774269467
logreg,36,SDAN_36,-0.31934724894281175
logreg,37,SDAN_37,0.08523862763129447
logreg,38,SDAN_38,0.7266331154001092
logreg,39,SDAN_39,1.09798947592635
