gene
AAAS
ABCB7
ABHD11
ABHD14A
ABHD4
ABI2
ABLIM1
AC002331.1
AC004069.2
AC005329.7
AC009403.2
AC009950.2
AC011747.4
AC024592.12
AC092580.4
AC104820.2
AC147651.4
ACADVL
ACRC
ACSF2
ACTB
ACTL6A
ACTR10
ACVR1
ACVR2A
ADCK5
AFMID
AGA
AGER
AGPAT4
AGTRAP
AHI1
AK4
AKAP10
AKAP2
AKR1A1
AKT3
ALDH3A2
ALG8
ALYREF
AMDHD2
AMFR
ANAPC10
ANAPC15
ANAPC7
ANK3
ANKIB1
ANKRD28
ANKRD37
ANXA1
AOAH
AP000476.1
AP000769.1
APBA2
APC
APH1B
APITD1
APTX
ARHGAP11B
ARHGEF1
ARHGEF18
ARRDC2
ARSD
ASB8
ASNSD1
ASPSCR1
ATF3
ATG10
ATG13
ATG16L2
ATG4D
ATG7
ATM
ATPAF1
ATPAF2
ATXN1L
ATXN7
AURKB
B2M
B3GNTL1
BACH2
BAP1
BARD1
BCAS3
BCL3
BHLHE40-AS1
BID
BLM
BMI1
BOLA1
BORA
BRD2
BRD8
BRIP1
BSCL2
BTG1
BTG2
BTLA
C10orf128
C11orf1
C14orf93
C17orf75
C17orf89
C19orf47
C1R
C1orf112
C1orf123
C1orf27
C2orf44
C2orf74
C2orf76
C3AR1
C3orf14
C6orf203
C7orf55
C9orf114
C9orf72
CACYBP
CADM1
CAPG
CAPN12
CAPN15
CASP1
CAV1
CCDC109B
CCDC18
CCDC28B
CCDC51
CCDC77
CCL3
CCL3L3
CCL4
CCL4L2
CCNB1
CCNB2
CCNK
CCR2
CCR7
CCRL2
CD160
CD200
CD248
CD274
CD44
CD55
CD68
CD69
CD80
CD81
CD84
CD86
CDADC1
CDC20
CDC27
CDC42EP3
CDCA3
CDCA7L
CDK5RAP1
CDKL1
CDKN3
CENPH
CENPJ
CENPO
CENPQ
CEP170
CEP41
CEP57L1
CEP63
CEP78
CEP97
CERS2
CES2
CETN3
CHAF1A
CHAMP1
CHCHD10
CHI3L2
CHKB
CHRM3-AS2
CHTF18
CISH
CKS2
CLASRP
CLDND1
CLK1
CLPTM1L
CLSTN3
CLU
CLUAP1
CMC1
CNOT10
CNOT2
CNOT6L
COA3
COG5
COPS3
COQ3
COQ9
CORO1C
CPD
CPEB4
CPQ
CPT1B
CREB1
CRTAM
CRYGS
CRYZL1
CTB-4E7.1
CTD-2023M8.1
CTD-2545M3.2
CTD-2555O16.4
CTD-3214H19.4
CTDNEP1
CTLA4
CTNND1
CTSB
CUL9
CX3CR1
CXCL13
CXCR4
CXCR5
CXCR6
CXXC1
DAG1
DALRD3
DBF4B
DBNDD2
DCAF4
DCTN6
DDB1
DDX3Y
DDX5
DEF8
DENND5A
DEPDC5
DERL2
DGCR6
DGKA
DHDDS
DHPS
DHRS12
DHRS3
DHX58
DIABLO
DICER1
DIS3L
DKC1
DKK3
DLEC1
DLGAP1-AS1
DNAJA3
DNAJC18
DNASE1
DNHD1
DNMT3A
DNPEP
DOCK8
DOT1L
DPEP2
DPH6
DRAM2
DTD2
DUS1L
DUS2
DUS4L
DUSP12
DUSP28
DVL2
DYRK4
E2F5
EARS2
ECSIT
EDARADD
EEF1A1
EEF1B2
EEF1G
EFCAB7
EGR1
EGR2
EIF1
EIF2S1
EIF2S3L
EIF4ENIF1
ELL2
ELMOD3
EMC2
EMC9
EMG1
ENO3
ENOSF1
ENTPD5
EPAS1
EPB41
EPHA1
EPHA4
ERCC4
ERGIC2
ERRFI1
ETFDH
EVC
EVI5
EXOSC4
EXTL2
FADS1
FADS2
FAH
FAHD2A
FAIM
FAM102A
FAM117B
FAM122B
FAM131A
FAM169A
FAM200B
FAM227B
FAM45A
FAM49A
FAM50B
FAM76B
FANCA
FANCD2
FANCG
FANCL
FAR2
FARP1
FASTKD3
FBXO22
FBXO32
FBXO38
FBXW7
FCGBP
FCGR3A
FCGR3B
FCRL3
FCRL6
FGD2
FGFBP2
FHOD1
FIGNL1
FILIP1L
FKBP11
FKTN
FLNB
FLVCR1-AS1
FMR1
FOPNL
FOSB
FOXP1
FRS2
FUOM
FZR1
G2E3
GABPB1
GALE
GALK1
GALK2
GBA2
GBP1
GCFC2
GCHFR
GDAP1
GEM
GEMIN6
GEN1
GGT1
GINS1
GINS4
GLB1
GLT8D1
GLUD1
GLUL
GM2A
GMPR2
GNAQ
GNB4
GNG4
GNGT2
GNLY
GNPDA1
GNPTAB
GOLGA8A
GORASP1
GOSR2
GPN2
GPR183
GPRASP1
GSDMB
GSR
GSTCD
GSTM4
GTF2A2
GTF2H3
GTPBP10
GTSE1
GTSF1
GZMB
HAUS2
HAUS4
HAUS8
HAVCR1
HCG18
HDAC3
HDAC6
HEATR5A
HEATR6
HECA
HGS
HIBCH
HIRIP3
HIST1H2AE
HIST1H2BC
HIST1H2BD
HIST1H2BH
HIST1H2BN
HIST1H3G
HIST1H4C
HIST1H4F
HIST1H4I
HIST1H4J
HIST2H2AA4
HIST2H2BE
HIST2H2BF
HLA-DQA1
HLA-DRA
HLCS
HMBS
HMGB2
HNRNPUL1
HOPX
HOTAIRM1
HPGD
HPS4
HRSP12
HSCB
HSPA1A
HSPA1B
HSPA4L
HSPB1
HSPE1
HSPH1
ICA1
ICOS
ID3
IDH1
IDH3A
IFI27
IFI44
IFI44L
IFI6
IFIT1
IFIT2
IFIT3
IFITM3
IFNG
IFNGR2
IFRD1
IFRD2
IFT27
IGF1R
IGFBP7
IGHG1
IL10
IL15
IL18RAP
IL4R
IL7R
ILVBL
IMMP1L
IMP4
IMPDH1
INADL
INCENP
INPPL1
INSL3
IPO7
IQCE
IRF4
IRF8
ISG15
ITGAE
ITGAM
ITSN1
IVD
IWS1
JMY
JSRP1
JUNB
JUND
KANSL1
KANSL1-AS1
KAT2B
KATNA1
KATNBL1
KBTBD2
KCNQ1OT1
KCTD10
KHDC1
KHSRP
KIAA0895L
KIAA1841
KIF4A
KIR2DL3
KIR2DL4
KIR3DL1
KIR3DL2
KLHL2
KLRB1
KLRC1
KLRC2
KLRK1
KNSTRN
KNTC1
KRT86
KSR1
L3HYPDH
LAIR2
LAMP3
LCAT
LCORL
LDLR
LDLRAP1
LDOC1
LEF1
LENG9
LGALS1
LGALS9C
LHPP
LIG1
LIMD1
LINC00426
LINC00484
LINC00493
LINC00944
LMNA
LMO7
LOXL3
LPP
LRRC28
LRRC45
LRTOMT
LSR
LTB
LTBP4
LZTFL1
MAD1L1
MADD
MALAT1
MALSU1
MAN1C1
MAN2B1
MAP3K13
MAP3K6
MAP4K1
MAP4K5
MAPKAPK5-AS1
MARS
MBD5
MBNL3
MCAT
MCEE
MCM9
MDGA1
MDP1
MECR
MED24
MEI1
METRNL
METTL17
METTL18
METTL6
METTL8
MFAP3
MFGE8
MFSD9
MGAT4A
MGAT4B
MICALL1
MIER3
MIR155HG
MITD1
MMS22L
MOGS
MOV10
MPP1
MPP7
MPPE1
MRPL23
MRPL33
MRPL48
MRPL55
MRPS28
MRPS33
MRRF
MS4A1
MS4A6A
MSH5
MSTO1
MT1E
MT1X
MT2A
MTF2
MTFMT
MTFR1L
MTHFD2
MTHFD2L
MTHFS
MTIF2
MTIF3
MTMR8
MTO1
MX1
MYB
MYCBP
MYL5
MYO15B
MYO1E
MZT2A
MZT2B
NAA15
NAA16
NAALADL1
NACC1
NADK
NAPA-AS1
NARF
NAT9
NBPF12
NBPF14
NBPF9
NCKIPSD
NCOA7
NCR3
NDUFAF1
NDUFAF5
NDUFAF6
NDUFAF7
NDUFS4
NEBL
NEK1
NELL2
NF1
NFE2L1
NFU1
NHEJ1
NIF3L1
NINJ2
NLE1
NME6
NOP16
NOP2
NPAT
NPC2
NPHP4
NPIPB3
NPIPB4
NPIPB5
NPL
NPRL2
NQO2
NR1D2
NR2C1
NR4A2
NR4A3
NSMAF
NSMCE4A
NSRP1
NT5C2
NT5DC1
NTAN1
NTHL1
NUDT7
NUDT8
NUP107
NUP160
NUP85
NXF1
OAS1
OASL
OBSCN
OCEL1
OGFOD1
OGFOD3
OPA1
OPHN1
ORMDL2
OSGEP
OXLD1
OXNAD1
OXSM
P2RX5
P2RX7
PAAF1
PABPC1
PABPN1
PAFAH1B1
PAFAH1B3
PANK4
PAQR4
PARP12
PARP16
PARP2
PASK
PATL2
PCGF5
PCNT
PCNXL2
PDCD2L
PDCD4
PDDC1
PDE6B
PDHA1
PDZD11
PDZD2
PECR
PELP1
PER1
PET100
PFKFB3
PGAM4
PGPEP1
PHAX
PHF1
PHLDB3
PIEZO1
PIGH
PIGV
PIGW
PIK3C3
PIK3IP1
PIK3R1
PIK3R3
PIK3R4
PIM2
PIP4K2A
PLA2G15
PLA2G4B
PLA2G6
PLAC8
PLEKHG3
PLGLB1
PLIN2
PLK1
PLK3
PLXDC1
PLXND1
PMAIP1
PMEPA1
PMF1-BGLAP
PMM1
POLA2
POLD3
POLE
POLE4
POLR1B
POLR2H
POLR2I
POLR2J3
PON2
POP4
POP5
POR
POT1
POTEG
POU6F1
PPARA
PPCDC
PPFIA1
PPIL2
PPIL3
PPIL4
PPIL6
PPOX
PPP1R10
PPP1R32
PPP1R35
PPP2R5C
PPP4R1
PPT2
PRC1
PRDM10
PRF1
PRICKLE3
PRIMPOL
PRKCE
PRMT5
PRMT7
PRR4
PRSS23
PSEN2
PSMD6-AS2
PSMG1
PTCD3
PTGER2
PTP4A1
PTPN18
PTPN2
PTPN4
PTPRC
PTTG1
PUS7
PVT1
PWP1
PXMP4
QARS
QRICH1
RAB11FIP2
RAB12
RABGAP1
RABGGTA
RAD51C
RALGAPA1
RALGPS1
RANBP2
RASGEF1B
RASGRF2
RASGRP2
RASSF4
RBKS
RBM23
RBM28
RBM39
RCAN3
RCHY1
RCOR3
RDX
RECK
RECQL4
REST
REXO1
RGCC
RGPD5
RGPD6
RGS1
RHBDD3
RIMKLB
RMDN1
RNF10
RNF121
RNF13
RNF135
RNF14
RNF207
RNF25
RNF31
RNF40
RP1-187B23.1
RP1-313I6.12
RP11-1000B6.3
RP11-1399P15.1
RP11-23P13.6
RP11-262H14.3
RP11-262H14.4
RP11-265N6.2
RP11-285F7.2
RP11-291B21.2
RP11-297D21.4
RP11-305L7.3
RP11-386G11.10
RP11-395A13.2
RP11-426C22.5
RP11-493L12.4
RP11-514P8.6
RP11-51J9.5
RP11-582J16.5
RP11-712B9.2
RP11-783K16.14
RP11-798M19.6
RP11-81H14.2
RP11-83A24.2
RP11-90P5.2
RP13-638C3.4
RP3-395M20.8
RP4-728D4.2
RPAP1
RPL10
RPL13
RPL13A
RPL17
RPL21
RPL23A
RPL27A
RPL3
RPL30
RPL32
RPL34
RPL41
RPL5
RPL7
RPL9
RPLP2
RPP21
RPP30
RPP38
RPPH1
RPS10
RPS12
RPS14
RPS17
RPS18
RPS2
RPS23
RPS25
RPS26
RPS27
RPS27A
RPS3
RPS3A
RPS6
RPS6KA2
RPS6KA4
RRM2
RRNAD1
RSAD2
RUFY2
RYR1
S1PR1
SACS
SAPCD1
SARS2
SART3
SAT1
SAT2
SATB1
SCAPER
SCLY
SCML1
SCPEP1
SCRN2
SDCBP
SEC24D
SEL1L
SELL
SELM
SERHL2
SERINC5
SESTD1
SETDB1
SF3A3
SF3B1
SFR1
SFXN3
SFXN5
SGMS1
SGSM2
SH2D1B
SH3BP2
SIK1
SKIL
SKIV2L
SLAMF8
SLC11A2
SLC12A4
SLC17A9
SLC25A14
SLC26A6
SLC2A8
SLC35A5
SLC35E1
SLC37A3
SLC38A1
SLC38A2
SLC38A7
SLC38A9
SLC39A13
SLC39A4
SLC41A2
SLC41A3
SLC44A1
SLC9A9
SMAD2
SMAD5
SMC4
SMG6
SMTN
SMUG1
SNRPE
SNX14
SNX21
SNX8
SORBS3
SORL1
SPAG5
SPATA13
SPATA33
SPATS2
SPDL1
SPG21
SPIN2B
SPINT2
SPON2
SPPL2A
SPTLC2
SRM
SRP14-AS1
SRP19
SRSF2
SSH2
ST7
STARD4-AS1
STAT4
STAU2
STK17B
STK19
STK25
STK4
STMN1
STX8
STYXL1
SURF2
SUV39H2
SWI5
TAF10
TAMM41
TARBP2
TATDN1
TAZ
TBCA
TBCD
TBPL1
TC2N
TCEAL3
TCF3
TCF7
TCP11L2
TCTEX1D2
TECPR1
TELO2
TEP1
TESC
TFDP2
THAP2
THG1L
THOC5
THRA
TIFA
TIMM10
TIMM21
TIMM9
TIPIN
TK1
TM7SF3
TMEM107
TMEM120A
TMEM126A
TMEM134
TMEM138
TMEM150A
TMEM155
TMEM19
TMEM208
TMEM214
TMEM237
TMEM241
TMEM254
TMEM50B
TMEM53
TMEM63A
TMEM63B
TMEM79
TMEM8A
TMEM9B-AS1
TMOD3
TMPRSS3
TMSB15B
TMSB4X
TMX3
TNF
TNFAIP1
TNFAIP8L2
TNFRSF10B
TNFRSF18
TNFRSF4
TNFRSF9
TNFSF10
TNPO2
TNRC6B
TNRC6C
TOMM40L
TP53TG1
TPGS2
TRABD2A
TRANK1
TRAPPC11
TRAPPC13
TRAPPC2L
TRAV1-2
TRAV12-2
TRAV13-1
TRAV14DV4
TRAV16
TRAV19
TRAV21
TRAV24
TRAV29DV5
TRAV30
TRAV35
TRAV8-2
TRAV8-3
TRBV20-1
TRBV3-1
TRBV4-2
TRBV9
TRDC
TRDV1
TREX1
TREX2
TRGC2
TRGV10
TRGV2
TRGV3
TRGV5
TRGV5P
TRGV7
TRIM25
TRIM66
TRIM68
TRIP11
TRMT2A
TROAP
TRPT1
TSC22D2
TSHZ2
TSPYL2
TSTD1
TTC3
TTC32
TTC37
TTC9C
TTF2
TTLL4
TUBA1B
TUBB
TWF1
TXK
TXNDC17
TYK2
TYMS
UBB
UBE2C
UBXN2B
UBXN8
UCK2
UCKL1
ULBP2
ULK2
UROD
USF1
USP30-AS1
USP7
USP9Y
UTP23
UTP6
VASP
VCAM1
VIM-AS1
VPS37A
VPS41
VTI1B
WARS
WDHD1
WDR12
WDR13
WDR3
WDR4
WDR41
WDR43
WDR53
WDR7
WDYHV1
WEE1
WIPI1
WRAP53
WRB
XAF1
XCL1
XCL2
XRCC4
XRCC6BP1
YBX3
YIPF2
YIPF6
YPEL2
YPEL5
ZBED2
ZBTB17
ZBTB20
ZBTB20-AS1
ZBTB39
ZBTB48
ZBTB8OS
ZC3HAV1
ZEB1-AS1
ZFP36L2
ZFP62
ZFYVE19
ZMAT1
ZNF10
ZNF165
ZNF2
ZNF232
ZNF257
ZNF264
ZNF268
ZNF28
ZNF320
ZNF333
ZNF343
ZNF417
ZNF419
ZNF511
ZNF525
ZNF544
ZNF621
ZNF649
ZNF671
ZNF678
ZNF683
ZNF684
ZNF692
ZNF720
ZNF726
ZNF749
ZNF765
ZNF80
ZNF816
ZNF85
ZNF93
ZNRD1
ZSCAN9
