fdr,label,graph_weight,graph_loss,train_clf_loss,val_clf_loss,test_clf_loss
0.05,de_fdr_0p05,1.0,0.0267866849899292,0.3178114891052246,0.4580715000629425,0.47026607394218445
0.1,de_fdr_0p1,1.0,0.10842424631118774,0.35674044489860535,0.46044501662254333,0.4845713675022125
0.2,de_fdr_0p2,1.0,0.15055495500564575,0.3134015202522278,0.48681917786598206,0.513248860836029
0.3,de_fdr_0p3,1.0,0.1526656150817871,0.34348440170288086,0.4892807900905609,0.5241714715957642
0.4,de_fdr_0p4,1.0,0.19224685430526733,0.3222390413284302,0.4753820598125458,0.5037137269973755
0.5,de_fdr_0p5,1.0,0.20940536260604858,0.46885716915130615,0.6053296327590942,0.629127562046051
