model,,feature,coef
logreg,0,sciRED_0,-0.03808516770835444
logreg,1,sciRED_1,-0.02509162549097521
logreg,2,sciRED_2,-0.05274264427981363
logreg,3,sciRED_3,-0.04800302332014956
logreg,4,sciRED_4,0.2179787912430184
logreg,5,sciRED_5,0.0007083632030706339
logreg,6,sciRED_6,-0.1346016681682313
logreg,7,sciRED_7,0.019181645644210696
logreg,8,sciRED_8,0.026057865152690266
logreg,9,sciRED_9,-0.047271801611948494
logreg,10,sciRED_10,-0.13547398369791783
logreg,11,sciRED_11,0.042275946861052696
logreg,12,sciRED_12,0.06246583367388052
logreg,13,sciRED_13,-0.1992003406513458
logreg,14,sciRED_14,0.1118065262234396
logreg,15,sciRED_15,0.26805910335965377
logreg,16,sciRED_16,0.017460636226119954
logreg,17,sciRED_17,-0.0004268173712208802
logreg,18,sciRED_18,-0.08114091915258768
logreg,19,sciRED_19,0.13716856360671772
logreg,20,sciRED_20,-0.0705397420686324
logreg,21,sciRED_21,0.24779135580131434
logreg,22,sciRED_22,0.010011843071221039
logreg,23,sciRED_23,-0.12496465409682805
logreg,24,sciRED_24,0.06686754431251711
logreg,25,sciRED_25,0.3373348760748185
logreg,26,sciRED_26,0.2015930192171279
logreg,27,sciRED_27,-0.02531029683076392
logreg,28,sciRED_28,-0.016741435814985373
logreg,29,sciRED_29,0.0703895775199904
logreg,30,sciRED_30,0.3019928919326425
logreg,31,sciRED_31,-0.11740747359905916
logreg,32,sciRED_32,0.23079264008508052
logreg,33,sciRED_33,0.4030196131414458
logreg,34,sciRED_34,-0.20832042053507557
logreg,35,sciRED_35,-0.1541471494151735
logreg,36,sciRED_36,0.029407156705583703
logreg,37,sciRED_37,0.053419083999236124
logreg,38,sciRED_38,-0.0003170625248282569
logreg,39,sciRED_39,-0.45132661813108016
