,sciRED_0,sciRED_1,sciRED_2,sciRED_3,sciRED_4,sciRED_5,sciRED_6,sciRED_7,sciRED_8,sciRED_9,sciRED_10,sciRED_11,sciRED_12,sciRED_13,sciRED_14,sciRED_15,sciRED_16,sciRED_17,sciRED_18,sciRED_19,sciRED_20,sciRED_21,sciRED_22,sciRED_23,sciRED_24,sciRED_25,sciRED_26,sciRED_27,sciRED_28,sciRED_29,sciRED_30,sciRED_31,sciRED_32,sciRED_33,sciRED_34,sciRED_35,sciRED_36,sciRED_37,sciRED_38,sciRED_39
GCLC,-0.018321113297492843,0.06884761788018261,0.018792573544918468,0.007462913440216868,-0.007701351689912909,0.01507110876107785,0.01196934815855007,-0.005140068138832116,-0.0016239824914461196,-0.02078599748222983,0.0403915117308694,-0.024538301094285838,0.013462142079942884,-0.007228294911055677,-0.0028391203608334648,-0.011530277289882254,-0.006541692306049263,0.011357846271596975,-0.025576352265459793,0.003417879189883982,0.01824707492307933,-0.020319659214528805,-0.002239367427588443,0.0006856653814183206,0.022223342532645962,0.00999187706756692,0.0030182996912481936,0.013667464369114004,0.021298284922076537,-0.012137923187371249,0.005216862175718252,0.01767468807034805,-0.014129413422826377,0.043008164549794003,0.0134396797148857,0.014945965255363534,-0.03277692833746842,-0.017024402283236505,0.02303572486735393,0.021011350267894767
HECW1,0.069891214680213,0.0006225737935431054,0.005903423969615498,0.005734292625520412,0.010800045764229467,-0.008446035198304542,0.002292160423701541,-0.010147154754654414,0.009587731943384744,-0.004068554478480278,0.007700704093146505,0.004490399703484868,-0.008108362273849474,-0.005662159526885764,0.001793936796362432,-0.004937467998164579,-0.005053580253415758,0.015505965176719913,0.005741046231815741,0.0071314904556567665,-0.00960088620935841,-0.00297475367631086,0.009502592620635195,-0.012256391346700958,0.0008847295352645584,-0.013411214213512119,0.038371153233452054,-0.013266528115485818,0.006387313624466848,-0.043913880080740084,-0.022013487206125212,0.00015702980275475036,-0.016555704004141615,0.012961924904329023,-0.01804762048792696,-0.0202226619947051,-0.00937581092103719,0.019665605021822415,-0.003154763492468706,0.013390578862266717
ZNF263,-0.007424517653610011,-0.008477882781408283,0.016625915967946433,0.004329112087257902,0.01633340933442287,0.005117113066160333,0.004653026223603002,-0.005821688140911,-0.0007134458488215689,-0.008005849157827809,-0.006716441178351612,0.012720253980618663,0.004097806911151868,0.006262882776523305,-0.006840916888109813,-0.012565522559245118,-0.0022032673964154465,0.00031524181034804465,-0.0042108910185986274,-0.0032746504616671473,-0.004788743646764855,-0.010306022705617606,0.014998057441211396,-0.020582482626765146,-0.02420219265909154,0.003223587203970124,-0.024361289052690898,0.03243059329737594,0.01764436259223811,-0.0076102267096316715,0.0007657170214748648,0.006706338933567466,0.005843647405546977,-0.01627056934033068,0.0033085242305639353,-0.0006247717135943731,0.018825554035996468,0.020100714393117475,-0.03465846838009082,0.004080239549737615
MATK,0.003867335583902753,-0.00493080999700871,0.003705823445997161,0.02049857212589274,-0.0052459928154727446,0.05678963873907646,-0.0019041111383089962,-0.0039006852862892463,-0.006142702965936907,-0.020793146451163428,0.001316135261434362,-0.010157733275960854,0.002831567294500458,-0.009662753030300817,-0.01087890389485336,0.011091015477460166,-0.04102637788952428,-0.01678820306668664,-0.005471264601356616,0.00592965385997125,-0.00209845182006193,0.005219030531978792,0.016727689296486145,-0.02524516090658817,0.09510009405707003,0.03435050007216785,0.003365601144343602,-0.0029587656602573383,0.03413112189281549,-0.00694408206485617,0.0038224905244876265,-0.006673767578405181,0.011966497828017073,0.018474890944462908,-0.008053532479099304,0.023252154900823975,-0.0074496212068415665,-0.00561470585672208,-0.04769658068942586,0.006381663974379427
TSR3,-0.003998886403557983,0.005242969105494005,-0.003399648459094514,0.040062332490628676,-0.009929666198371113,0.011208566601555467,-0.005755287863404858,-0.012565396701040352,-0.0034799583123417527,-0.01926150579377735,0.0043700711526329875,-0.006087127271642972,-0.023442963525905663,0.002244055375332599,-0.006375558278456788,-0.0004809742640862813,-0.013299037733036988,0.011247107744939608,-0.0006061250792608714,-0.014477156731620968,-0.006570724480715967,-0.012843525862271232,-0.009370959145553798,-0.0033427895390512716,0.007657148721640495,-0.01809739660174865,-0.008271995206184986,0.007039516930451858,0.0320922659311456,-0.01342497619229094,0.015404511379031625,-0.016293270462195544,0.004738558037586398,0.02056307007063562,-0.03216179090362322,0.005705768897563229,0.015226943460248313,0.016279843076057798,-0.04508287273303825,0.012182670725070704
MYLIP,-0.00685946933627906,-0.00018308997465220608,0.006361752894460319,0.011789047244904422,0.007467949138087881,0.036420602987255433,0.009905951803299423,-0.03626966369018252,-0.0034261057495675,0.008481492342614395,-0.0009838429363226958,-0.007583598364356804,-0.020717991148820298,0.0047552402728125946,0.012717511799798763,-0.024731976753605268,-0.0005938323113685653,-0.012818358911503862,-0.009406992630202142,-0.005614552915338285,-0.02206705314904059,-0.010070737642937058,-0.00786810399473488,0.016057908093287398,-0.027108764441311484,0.03537828260170721,0.022003181947284563,0.009744373152290342,-0.015453264177143154,0.0024943163788620436,-0.026182532901901152,0.01750163015027001,-0.007110515694132111,-0.01317330338384751,-0.015616866931373347,0.019105224043981937,-0.014587035413579119,0.004452609078051833,0.04186016895821398,-0.02877510488907319
SPAG9,-0.019152178183196398,0.030845086515877262,0.0031024582683115685,-0.014960111449564696,-0.02685331660978077,-0.0018246292266309568,0.014853004906247537,-0.0017668511203935019,-0.0007066847450092071,0.007162429133331077,-0.003828899679055735,0.01850061736972474,-0.029214867613635113,0.04309178957828493,0.005133448428251125,-0.019191351042488477,0.03257724926338934,0.005708508168430742,-0.015279714193579649,0.012685166145697093,-0.006141675041997536,0.0010092794892385903,0.037819579852513906,0.012133650768924349,0.02063778202952651,-0.02375170009945678,-0.0021880478684974734,0.007318824355524164,-0.0021484050739429684,-0.009013100520434131,0.026844080785096723,-0.0014307208464843981,-0.013495007156466376,0.0005969611184144513,0.007057324026365379,0.060383298533435485,0.027901038590267137,-0.001145032452276493,0.0064997031999147825,0.01676253740257509
NFIX,-0.003916883792964923,-0.016873226914476833,0.007428218835667136,0.024584012615748992,0.01037321583743485,-0.007063243849331577,0.008784531390544373,-0.009990635450036433,-0.00697076684705377,-0.006730380682076345,-0.0033565737511297906,-0.0011714416230567811,0.007626198196065213,0.010266322791868546,0.004413705188338009,0.0011939662922481073,-0.00817733737611841,0.009296374057885557,-0.009846013827183043,0.0010564161462910157,-0.009669724172979042,-0.01303243470430078,0.003525127345566347,-0.002317224270366478,0.0017788735920881758,0.015033948921552938,-0.012756841546233183,0.006814115266507569,-0.05309875605706367,0.007219327524668427,0.023776552343843724,-0.019618652836495176,-0.022513560082476906,0.01662231210155113,-0.008847526081515981,-0.05142493861024925,0.004617704043176998,0.047086874654638795,0.023713763599540708,-0.027109632141377918
CD9,-0.0033516935049235563,0.07740104608930888,0.0029944293200800613,0.027374308079726472,0.01565364415240779,-0.005775749839368628,0.004899583503017099,0.01655194459179079,-0.002984821716860563,0.02121207533334017,0.026066392281548927,0.015551926002657446,0.01012676111087681,0.00460605741919514,-0.0046758707563084815,0.0014874038218794885,-0.03400393716592571,0.014521424899313306,-0.014818520695748457,-0.014593676774052329,0.004962836601150865,0.03984029355070572,-0.02515288384899473,-0.03512081768701523,0.07482091867175791,0.0032990870356596905,0.01157163387429903,-0.012830866896292169,-0.00920208667389974,0.020993249930132844,0.0014902862195093171,0.015802968153289732,-0.016213499231026732,0.03656239403037426,-0.008543145752585557,0.02544142247503509,0.019227067036691935,-0.0005557166013631995,-0.017870066253904016,0.041601309267684204
FYN,0.002236770291283725,-0.01898591851499664,0.008148718177568315,0.0016458829302445752,0.0045266323125948225,0.16578717049485658,0.004060079025623613,-0.007070765355132357,5.04720856455064e-05,-0.0003297361112813883,0.015817827780621702,-0.010952463087709563,-0.011561551507084775,-0.004639605757610795,0.09726627225034802,0.005262509953360399,0.002788987413727957,-0.049470175775746694,-0.00651848692663785,-0.005601682239351011,-0.007228740747334557,0.007825870802503772,0.005062935981884307,0.006401931290725989,0.01141532621552389,0.013908533386847947,0.0057455607425602895,-0.007420879595988569,-0.03983665114218322,0.0026035659416411387,0.023265387982191986,-0.014963975188163534,-0.008815382027402827,8.283579467911184e-05,-0.013466900218434963,-0.004379524843500357,0.005192234009818802,-0.016009397781484042,-0.021029256752985392,0.025903647690988074
