model,,feature,coef
logreg,0,sciRED_0,0.018982119919411247
logreg,1,sciRED_1,0.0020456234677693847
logreg,2,sciRED_2,-0.10415628492592584
logreg,3,sciRED_3,-0.06295619220755573
logreg,4,sciRED_4,-0.31121056444108647
logreg,5,sciRED_5,0.0014473716686623892
logreg,6,sciRED_6,-0.061138684806383
logreg,7,sciRED_7,0.38264682336265515
logreg,8,sciRED_8,-0.023031492227735706
logreg,9,sciRED_9,-0.24117479570788689
logreg,10,sciRED_10,-0.1865021586780666
logreg,11,sciRED_11,0.24354587312684733
logreg,12,sciRED_12,0.5360654723846701
logreg,13,sciRED_13,-0.07956071229111869
logreg,14,sciRED_14,-0.490333913765036
logreg,15,sciRED_15,0.25671716629409214
logreg,16,sciRED_16,-0.3708635869100504
logreg,17,sciRED_17,-0.010358782088550905
logreg,18,sciRED_18,0.12535074077076194
logreg,19,sciRED_19,0.21320872875617033
logreg,20,sciRED_20,-0.08875195753517467
logreg,21,sciRED_21,-0.11835558535479053
logreg,22,sciRED_22,0.1740900300233945
logreg,23,sciRED_23,0.06749691997370198
logreg,24,sciRED_24,-0.005073481192482829
logreg,25,sciRED_25,-0.43073860236668593
logreg,26,sciRED_26,-0.1265391498439398
logreg,27,sciRED_27,0.0010206346555987113
logreg,28,sciRED_28,0.09835657518712555
logreg,29,sciRED_29,-0.193781217478604
logreg,30,sciRED_30,0.3004754788274489
logreg,31,sciRED_31,0.05311919832986779
logreg,32,sciRED_32,-0.2990732608123683
logreg,33,sciRED_33,-0.017006000472831972
logreg,34,sciRED_34,-0.3792547945975996
logreg,35,sciRED_35,-0.2719798883265749
logreg,36,sciRED_36,-0.26761947176291884
logreg,37,sciRED_37,-0.1560678239799159
logreg,38,sciRED_38,0.19599935939115273
logreg,39,sciRED_39,-0.10886747801207941
